financial_year,financial_quarter,sending_location,age_group,value,value_scotland,measure
2019/20,2019/20 Q2,West Lothian,18+ years,7.2,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q2,West Lothian,18-64 years,1.32,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q2,West Lothian,65+ years,29.76,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q3,Scotland (All Areas Submitted),18+ years,10.08,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q3,Scotland (All Areas Submitted),18-64 years,1.32,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q3,Scotland (All Areas Submitted),65+ years,39.12,39.12,"Rate per 1,000 People"
2019/20,2019/20 Q3,Aberdeen City,18+ years,10.8,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q3,Aberdeen City,18-64 years,2.16,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q3,Aberdeen City,65+ years,48.48,39.12,"Rate per 1,000 People"
2019/20,2019/20 Q3,Aberdeenshire,18+ years,10.8,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q3,Aberdeenshire,18-64 years,1.68,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q3,Aberdeenshire,65+ years,39.72,39.12,"Rate per 1,000 People"
2019/20,2019/20 Q3,Angus,18+ years,13.32,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q3,Angus,18-64 years,1.56,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q3,Angus,65+ years,42,39.12,"Rate per 1,000 People"
2019/20,2019/20 Q3,Argyll and Bute,18+ years,11.04,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q3,Argyll and Bute,18-64 years,1.44,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q3,Argyll and Bute,65+ years,32.52,39.12,"Rate per 1,000 People"
2019/20,2019/20 Q3,City of Edinburgh,18+ years,7.92,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q3,City of Edinburgh,18-64 years,0.84,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q3,City of Edinburgh,65+ years,40.32,39.12,"Rate per 1,000 People"
2019/20,2019/20 Q3,Clackmannanshire,18+ years,9,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q3,Clackmannanshire,18-64 years,2.52,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q3,Clackmannanshire,65+ years,28.8,39.12,"Rate per 1,000 People"
2019/20,2019/20 Q3,Dumfries and Galloway,18+ years,11.4,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q3,Dumfries and Galloway,18-64 years,0.96,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q3,Dumfries and Galloway,65+ years,34.8,39.12,"Rate per 1,000 People"
2019/20,2019/20 Q3,Dundee City,18+ years,11.76,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q3,Dundee City,18-64 years,1.32,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q3,Dundee City,65+ years,50.52,39.12,"Rate per 1,000 People"
2019/20,2019/20 Q3,East Ayrshire,18+ years,9.72,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q3,East Ayrshire,18-64 years,1.2,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q3,East Ayrshire,65+ years,35.4,39.12,"Rate per 1,000 People"
2019/20,2019/20 Q3,East Dunbartonshire,18+ years,12.12,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q3,East Dunbartonshire,18-64 years,0.72,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q3,East Dunbartonshire,65+ years,41.88,39.12,"Rate per 1,000 People"
2019/20,2019/20 Q3,East Lothian,18+ years,10.32,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q3,East Lothian,18-64 years,1.08,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q3,East Lothian,65+ years,37.68,39.12,"Rate per 1,000 People"
2019/20,2019/20 Q3,East Renfrewshire,18+ years,11.88,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q3,East Renfrewshire,18-64 years,0.72,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q3,East Renfrewshire,65+ years,43.8,39.12,"Rate per 1,000 People"
2019/20,2019/20 Q3,Falkirk,18+ years,10.92,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q3,Falkirk,18-64 years,2.16,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q3,Falkirk,65+ years,39.84,39.12,"Rate per 1,000 People"
2019/20,2019/20 Q3,Fife,18+ years,11.88,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q3,Fife,18-64 years,1.2,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q3,Fife,65+ years,43.68,39.12,"Rate per 1,000 People"
2019/20,2019/20 Q3,Glasgow City,18+ years,9.48,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q3,Glasgow City,18-64 years,1.8,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q3,Glasgow City,65+ years,48.72,39.12,"Rate per 1,000 People"
2019/20,2019/20 Q3,Highland,18+ years,12,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q3,Highland,18-64 years,1.56,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q3,Highland,65+ years,39.72,39.12,"Rate per 1,000 People"
2019/20,2019/20 Q3,Inverclyde,18+ years,11.04,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q3,Inverclyde,18-64 years,1.44,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q3,Inverclyde,65+ years,39.24,39.12,"Rate per 1,000 People"
2019/20,2019/20 Q3,Midlothian,18+ years,8.76,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q3,Midlothian,18-64 years,0.84,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q3,Midlothian,65+ years,34.2,39.12,"Rate per 1,000 People"
2019/20,2019/20 Q3,Moray,18+ years,9.6,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q3,Moray,18-64 years,1.8,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q3,Moray,65+ years,31.44,39.12,"Rate per 1,000 People"
2019/20,2019/20 Q3,North Ayrshire,18+ years,9.84,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q3,North Ayrshire,18-64 years,1.32,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q3,North Ayrshire,65+ years,32.16,39.12,"Rate per 1,000 People"
2019/20,2019/20 Q3,North Lanarkshire,18+ years,7.08,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q3,North Lanarkshire,18-64 years,0.48,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q3,North Lanarkshire,65+ years,31.2,39.12,"Rate per 1,000 People"
2019/20,2019/20 Q3,Perth and Kinross,18+ years,12.36,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q3,Perth and Kinross,18-64 years,1.8,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q3,Perth and Kinross,65+ years,39.24,39.12,"Rate per 1,000 People"
2019/20,2019/20 Q3,Renfrewshire,18+ years,10.44,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q3,Renfrewshire,18-64 years,1.2,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q3,Renfrewshire,65+ years,40.68,39.12,"Rate per 1,000 People"
2019/20,2019/20 Q3,Scottish Borders,18+ years,10.08,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q3,Scottish Borders,18-64 years,0.6,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q3,Scottish Borders,65+ years,32.04,39.12,"Rate per 1,000 People"
2019/20,2019/20 Q3,Shetland Islands,18+ years,8.88,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q3,Shetland Islands,18-64 years,0.48,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q3,Shetland Islands,65+ years,34.2,39.12,"Rate per 1,000 People"
2019/20,2019/20 Q3,South Ayrshire,18+ years,14.16,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q3,South Ayrshire,18-64 years,1.32,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q3,South Ayrshire,65+ years,43.44,39.12,"Rate per 1,000 People"
2019/20,2019/20 Q3,South Lanarkshire,18+ years,10.08,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q3,South Lanarkshire,18-64 years,1.44,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q3,South Lanarkshire,65+ years,37.92,39.12,"Rate per 1,000 People"
2019/20,2019/20 Q3,Stirling,18+ years,9.72,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q3,Stirling,18-64 years,1.68,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q3,Stirling,65+ years,36,39.12,"Rate per 1,000 People"
2019/20,2019/20 Q3,West Dunbartonshire,18+ years,11.64,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q3,West Dunbartonshire,18-64 years,1.32,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q3,West Dunbartonshire,65+ years,46.44,39.12,"Rate per 1,000 People"
2019/20,2019/20 Q3,West Lothian,18+ years,7.92,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q3,West Lothian,18-64 years,1.32,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q3,West Lothian,65+ years,33,39.12,"Rate per 1,000 People"
2019/20,2019/20 Q4,Scotland (All Areas Submitted),18+ years,10.08,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q4,Scotland (All Areas Submitted),18-64 years,1.32,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q4,Scotland (All Areas Submitted),65+ years,38.76,38.76,"Rate per 1,000 People"
2019/20,2019/20 Q4,Aberdeen City,18+ years,10.92,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q4,Aberdeen City,18-64 years,2.04,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q4,Aberdeen City,65+ years,48.96,38.76,"Rate per 1,000 People"
2019/20,2019/20 Q4,Aberdeenshire,18+ years,10.92,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q4,Aberdeenshire,18-64 years,1.68,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q4,Aberdeenshire,65+ years,40.32,38.76,"Rate per 1,000 People"
2019/20,2019/20 Q4,Angus,18+ years,13.08,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q4,Angus,18-64 years,1.56,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q4,Angus,65+ years,41.28,38.76,"Rate per 1,000 People"
2019/20,2019/20 Q4,Argyll and Bute,18+ years,10.8,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q4,Argyll and Bute,18-64 years,1.32,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q4,Argyll and Bute,65+ years,32.28,38.76,"Rate per 1,000 People"
2019/20,2019/20 Q4,City of Edinburgh,18+ years,7.8,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q4,City of Edinburgh,18-64 years,0.84,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q4,City of Edinburgh,65+ years,39.24,38.76,"Rate per 1,000 People"
2019/20,2019/20 Q4,Clackmannanshire,18+ years,9,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q4,Clackmannanshire,18-64 years,2.52,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q4,Clackmannanshire,65+ years,28.8,38.76,"Rate per 1,000 People"
2019/20,2019/20 Q4,Dumfries and Galloway,18+ years,11.28,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q4,Dumfries and Galloway,18-64 years,0.84,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q4,Dumfries and Galloway,65+ years,34.56,38.76,"Rate per 1,000 People"
2019/20,2019/20 Q4,Dundee City,18+ years,11.76,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q4,Dundee City,18-64 years,1.32,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q4,Dundee City,65+ years,50.28,38.76,"Rate per 1,000 People"
2019/20,2019/20 Q4,East Ayrshire,18+ years,9.72,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q4,East Ayrshire,18-64 years,1.2,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q4,East Ayrshire,65+ years,35.4,38.76,"Rate per 1,000 People"
2019/20,2019/20 Q4,East Dunbartonshire,18+ years,12.48,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q4,East Dunbartonshire,18-64 years,0.72,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q4,East Dunbartonshire,65+ years,42.84,38.76,"Rate per 1,000 People"
2019/20,2019/20 Q4,East Lothian,18+ years,10.32,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q4,East Lothian,18-64 years,1.08,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q4,East Lothian,65+ years,38.28,38.76,"Rate per 1,000 People"
2019/20,2019/20 Q4,East Renfrewshire,18+ years,12.12,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q4,East Renfrewshire,18-64 years,0.72,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q4,East Renfrewshire,65+ years,44.76,38.76,"Rate per 1,000 People"
2019/20,2019/20 Q4,Falkirk,18+ years,10.8,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q4,Falkirk,18-64 years,2.16,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q4,Falkirk,65+ years,39.24,38.76,"Rate per 1,000 People"
2019/20,2019/20 Q4,Fife,18+ years,11.28,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q4,Fife,18-64 years,1.08,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q4,Fife,65+ years,41.52,38.76,"Rate per 1,000 People"
2019/20,2019/20 Q4,Glasgow City,18+ years,9.36,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q4,Glasgow City,18-64 years,1.68,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q4,Glasgow City,65+ years,48.6,38.76,"Rate per 1,000 People"
2019/20,2019/20 Q4,Highland,18+ years,11.4,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q4,Highland,18-64 years,1.68,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q4,Highland,65+ years,37.8,38.76,"Rate per 1,000 People"
2019/20,2019/20 Q4,Inverclyde,18+ years,12.48,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q4,Inverclyde,18-64 years,1.44,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q4,Inverclyde,65+ years,45,38.76,"Rate per 1,000 People"
2019/20,2019/20 Q4,Midlothian,18+ years,8.16,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q4,Midlothian,18-64 years,0.96,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q4,Midlothian,65+ years,30.96,38.76,"Rate per 1,000 People"
2019/20,2019/20 Q4,Moray,18+ years,9.6,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q4,Moray,18-64 years,1.8,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q4,Moray,65+ years,31.44,38.76,"Rate per 1,000 People"
2019/20,2019/20 Q4,North Ayrshire,18+ years,9.36,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q4,North Ayrshire,18-64 years,1.44,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q4,North Ayrshire,65+ years,30.48,38.76,"Rate per 1,000 People"
2019/20,2019/20 Q4,North Lanarkshire,18+ years,7.2,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q4,North Lanarkshire,18-64 years,0.48,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q4,North Lanarkshire,65+ years,31.56,38.76,"Rate per 1,000 People"
2019/20,2019/20 Q4,Perth and Kinross,18+ years,12.48,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q4,Perth and Kinross,18-64 years,1.68,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q4,Perth and Kinross,65+ years,39.36,38.76,"Rate per 1,000 People"
2019/20,2019/20 Q4,Renfrewshire,18+ years,10.44,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q4,Renfrewshire,18-64 years,1.2,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q4,Renfrewshire,65+ years,40.92,38.76,"Rate per 1,000 People"
2019/20,2019/20 Q4,Scottish Borders,18+ years,10.08,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q4,Scottish Borders,18-64 years,0.6,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q4,Scottish Borders,65+ years,31.8,38.76,"Rate per 1,000 People"
2019/20,2019/20 Q4,Shetland Islands,18+ years,9.12,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q4,Shetland Islands,18-64 years,0.84,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q4,Shetland Islands,65+ years,34.2,38.76,"Rate per 1,000 People"
2019/20,2019/20 Q4,South Ayrshire,18+ years,13.8,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q4,South Ayrshire,18-64 years,1.32,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q4,South Ayrshire,65+ years,42.36,38.76,"Rate per 1,000 People"
2019/20,2019/20 Q4,South Lanarkshire,18+ years,9.96,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q4,South Lanarkshire,18-64 years,1.44,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q4,South Lanarkshire,65+ years,37.44,38.76,"Rate per 1,000 People"
2019/20,2019/20 Q4,Stirling,18+ years,9.48,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q4,Stirling,18-64 years,1.68,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q4,Stirling,65+ years,35.04,38.76,"Rate per 1,000 People"
2019/20,2019/20 Q4,West Dunbartonshire,18+ years,11.4,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q4,West Dunbartonshire,18-64 years,1.32,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q4,West Dunbartonshire,65+ years,45.24,38.76,"Rate per 1,000 People"
2019/20,2019/20 Q4,West Lothian,18+ years,8.04,10.08,"Rate per 1,000 People"
2019/20,2019/20 Q4,West Lothian,18-64 years,1.44,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q4,West Lothian,65+ years,33,38.76,"Rate per 1,000 People"
2020/21,2020/21 Q1,Scotland (All Areas Submitted),18+ years,11.952,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q1,Scotland (All Areas Submitted),18-64 years,1.584,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q1,Scotland (All Areas Submitted),65+ years,46.368,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q1,Aberdeen City,18+ years,12.816,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q1,Aberdeen City,18-64 years,2.592,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q1,Aberdeen City,65+ years,56.736,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q1,Aberdeenshire,18+ years,12.672,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q1,Aberdeenshire,18-64 years,1.872,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q1,Aberdeenshire,65+ years,46.656,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q1,Angus,18+ years,15.84,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q1,Angus,18-64 years,2.016,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q1,Angus,65+ years,49.824,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q1,Argyll and Bute,18+ years,13.104,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q1,Argyll and Bute,18-64 years,1.44,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q1,Argyll and Bute,65+ years,39.312,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q1,City of Edinburgh,18+ years,9.936,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q1,City of Edinburgh,18-64 years,1.008,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q1,City of Edinburgh,65+ years,50.256,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q1,Clackmannanshire,18+ years,10.512,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q1,Clackmannanshire,18-64 years,3.024,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q1,Clackmannanshire,65+ years,33.84,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q1,Dumfries and Galloway,18+ years,13.536,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q1,Dumfries and Galloway,18-64 years,1.152,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q1,Dumfries and Galloway,65+ years,41.184,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q1,Dundee City,18+ years,14.4,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q1,Dundee City,18-64 years,1.584,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q1,Dundee City,65+ years,61.776,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q1,East Ayrshire,18+ years,11.664,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q1,East Ayrshire,18-64 years,1.296,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q1,East Ayrshire,65+ years,42.768,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q1,East Dunbartonshire,18+ years,14.544,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q1,East Dunbartonshire,18-64 years,1.008,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q1,East Dunbartonshire,65+ years,49.968,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q1,East Lothian,18+ years,12.096,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q1,East Lothian,18-64 years,1.152,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q1,East Lothian,65+ years,44.496,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q1,East Renfrewshire,18+ years,11.808,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q1,East Renfrewshire,18-64 years,0.72,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q1,East Renfrewshire,65+ years,43.488,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q1,Falkirk,18+ years,12.816,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q1,Falkirk,18-64 years,2.592,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q1,Falkirk,65+ years,46.368,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q1,Fife,18+ years,13.104,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q1,Fife,18-64 years,1.296,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q1,Fife,65+ years,47.952,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q1,Glasgow City,18+ years,11.088,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q1,Glasgow City,18-64 years,2.016,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q1,Glasgow City,65+ years,57.456,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q1,Highland,18+ years,14.4,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q1,Highland,18-64 years,1.872,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q1,Highland,65+ years,47.808,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q1,Inverclyde,18+ years,15.12,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q1,Inverclyde,18-64 years,2.16,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q1,Inverclyde,65+ years,52.704,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q1,Midlothian,18+ years,9.36,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q1,Midlothian,18-64 years,0.864,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q1,Midlothian,65+ years,36.432,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q1,Moray,18+ years,11.376,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q1,Moray,18-64 years,2.16,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q1,Moray,65+ years,37.008,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q1,North Ayrshire,18+ years,12.816,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q1,North Ayrshire,18-64 years,1.728,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q1,North Ayrshire,65+ years,41.904,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q1,North Lanarkshire,18+ years,8.496,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q1,North Lanarkshire,18-64 years,0.576,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q1,North Lanarkshire,65+ years,37.296,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q1,Perth and Kinross,18+ years,14.832,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q1,Perth and Kinross,18-64 years,2.16,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q1,Perth and Kinross,65+ years,46.8,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q1,Renfrewshire,18+ years,12.24,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q1,Renfrewshire,18-64 years,1.44,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q1,Renfrewshire,65+ years,47.808,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q1,Scottish Borders,18+ years,11.52,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q1,Scottish Borders,18-64 years,0.72,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q1,Scottish Borders,65+ years,36.864,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q1,Shetland Islands,18+ years,11.808,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q1,Shetland Islands,18-64 years,1.008,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q1,Shetland Islands,65+ years,44.208,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q1,South Ayrshire,18+ years,16.992,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q1,South Ayrshire,18-64 years,1.44,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q1,South Ayrshire,65+ years,52.56,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q1,South Lanarkshire,18+ years,11.808,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q1,South Lanarkshire,18-64 years,1.584,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q1,South Lanarkshire,65+ years,44.352,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q1,Stirling,18+ years,11.52,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q1,Stirling,18-64 years,2.016,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q1,Stirling,65+ years,42.336,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q1,West Dunbartonshire,18+ years,13.824,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q1,West Dunbartonshire,18-64 years,1.44,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q1,West Dunbartonshire,65+ years,55.296,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q1,West Lothian,18+ years,9.216,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q1,West Lothian,18-64 years,1.584,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q1,West Lothian,65+ years,38.16,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q2,Scotland (All Areas Submitted),18+ years,11.952,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q2,Scotland (All Areas Submitted),18-64 years,1.584,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q2,Scotland (All Areas Submitted),65+ years,46.368,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q2,Aberdeen City,18+ years,12.816,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q2,Aberdeen City,18-64 years,2.592,1.584,"Rate per 1,000 People"
2020/21,2020/21 Q2,Aberdeen City,65+ years,57.312,46.368,"Rate per 1,000 People"
2020/21,2020/21 Q2,Aberdeenshire,18+ years,12.816,11.952,"Rate per 1,000 People"
2020/21,2020/21 Q2,Aberdeenshire,18-64 years,1.872,1.584,"Rate per 1,000 People"
