financial_year,sending_location,age_group,nursing_care_provision,number_nc_provision,propn_nc_provision
2019/20,North Lanarkshire,18-64 years,Stays with Nursing Provision,80,88.9
2019/20,North Lanarkshire,18-64 years,Stays with no Nursing Provision,10,11.1
2019/20,North Lanarkshire,65-74 years,Stays with Nursing Provision,240,96
2019/20,North Lanarkshire,65-74 years,Stays with no Nursing Provision,10,4
2019/20,North Lanarkshire,75-84 years,Stays with Nursing Provision,680,96.5
2019/20,North Lanarkshire,75-84 years,Stays with no Nursing Provision,25,3.5
2019/20,North Lanarkshire,85+ years,Stays with Nursing Provision,930,95.9
2019/20,North Lanarkshire,85+ years,Stays with no Nursing Provision,40,4.1
2019/20,North Lanarkshire,Unknown,Stays with Nursing Provision,0,NA
2019/20,North Lanarkshire,Unknown,Stays with no Nursing Provision,0,NA
2019/20,Orkney Islands,All Ages,Stays with Nursing Provision,0,0
2019/20,Orkney Islands,All Ages,Stays with no Nursing Provision,95,100
2019/20,Orkney Islands,0-17 years,Stays with Nursing Provision,0,NA
2019/20,Orkney Islands,0-17 years,Stays with no Nursing Provision,0,NA
2019/20,Orkney Islands,18-64 years,Stays with Nursing Provision,0,0
2019/20,Orkney Islands,18-64 years,Stays with no Nursing Provision,5,100
2019/20,Orkney Islands,65-74 years,Stays with Nursing Provision,0,0
2019/20,Orkney Islands,65-74 years,Stays with no Nursing Provision,10,100
2019/20,Orkney Islands,75-84 years,Stays with Nursing Provision,0,0
2019/20,Orkney Islands,75-84 years,Stays with no Nursing Provision,35,100
2019/20,Orkney Islands,85+ years,Stays with Nursing Provision,0,0
2019/20,Orkney Islands,85+ years,Stays with no Nursing Provision,45,100
2019/20,Orkney Islands,Unknown,Stays with Nursing Provision,0,NA
2019/20,Orkney Islands,Unknown,Stays with no Nursing Provision,0,NA
2019/20,Perth and Kinross,All Ages,Stays with Nursing Provision,1015,63.2
2019/20,Perth and Kinross,All Ages,Stays with no Nursing Provision,590,36.8
2019/20,Perth and Kinross,0-17 years,Stays with Nursing Provision,0,NA
2019/20,Perth and Kinross,0-17 years,Stays with no Nursing Provision,0,NA
2019/20,Perth and Kinross,18-64 years,Stays with Nursing Provision,55,44
2019/20,Perth and Kinross,18-64 years,Stays with no Nursing Provision,70,56
2019/20,Perth and Kinross,65-74 years,Stays with Nursing Provision,100,69
2019/20,Perth and Kinross,65-74 years,Stays with no Nursing Provision,45,31
2019/20,Perth and Kinross,75-84 years,Stays with Nursing Provision,300,71.4
2019/20,Perth and Kinross,75-84 years,Stays with no Nursing Provision,120,28.6
2019/20,Perth and Kinross,85+ years,Stays with Nursing Provision,560,61.2
2019/20,Perth and Kinross,85+ years,Stays with no Nursing Provision,355,38.8
2019/20,Perth and Kinross,Unknown,Stays with Nursing Provision,0,NA
2019/20,Perth and Kinross,Unknown,Stays with no Nursing Provision,0,NA
2019/20,Renfrewshire,All Ages,Stays with Nursing Provision,1185,76.2
2019/20,Renfrewshire,All Ages,Stays with no Nursing Provision,370,23.8
2019/20,Renfrewshire,0-17 years,Stays with Nursing Provision,0,NA
2019/20,Renfrewshire,0-17 years,Stays with no Nursing Provision,0,NA
2019/20,Renfrewshire,18-64 years,Stays with Nursing Provision,45,37.5
2019/20,Renfrewshire,18-64 years,Stays with no Nursing Provision,75,62.5
2019/20,Renfrewshire,65-74 years,Stays with Nursing Provision,140,82.4
2019/20,Renfrewshire,65-74 years,Stays with no Nursing Provision,30,17.6
2019/20,Renfrewshire,75-84 years,Stays with Nursing Provision,425,80.2
2019/20,Renfrewshire,75-84 years,Stays with no Nursing Provision,105,19.8
2019/20,Renfrewshire,85+ years,Stays with Nursing Provision,565,77.4
2019/20,Renfrewshire,85+ years,Stays with no Nursing Provision,165,22.6
2019/20,Renfrewshire,Unknown,Stays with Nursing Provision,10,100
2019/20,Renfrewshire,Unknown,Stays with no Nursing Provision,0,0
2019/20,Scottish Borders,All Ages,Stays with Nursing Provision,745,76.4
2019/20,Scottish Borders,All Ages,Stays with no Nursing Provision,230,23.6
2019/20,Scottish Borders,0-17 years,Stays with Nursing Provision,0,NA
2019/20,Scottish Borders,0-17 years,Stays with no Nursing Provision,0,NA
2019/20,Scottish Borders,18-64 years,Stays with Nursing Provision,40,100
2019/20,Scottish Borders,18-64 years,Stays with no Nursing Provision,0,0
2019/20,Scottish Borders,65-74 years,Stays with Nursing Provision,65,86.7
2019/20,Scottish Borders,65-74 years,Stays with no Nursing Provision,10,13.3
2019/20,Scottish Borders,75-84 years,Stays with Nursing Provision,235,81
2019/20,Scottish Borders,75-84 years,Stays with no Nursing Provision,55,19
2019/20,Scottish Borders,85+ years,Stays with Nursing Provision,410,71.3
2019/20,Scottish Borders,85+ years,Stays with no Nursing Provision,165,28.7
2019/20,Scottish Borders,Unknown,Stays with Nursing Provision,0,NA
2019/20,Scottish Borders,Unknown,Stays with no Nursing Provision,0,NA
2019/20,Shetland Islands,All Ages,Stays with Nursing Provision,0,0
2019/20,Shetland Islands,All Ages,Stays with no Nursing Provision,205,100
2019/20,Shetland Islands,0-17 years,Stays with Nursing Provision,0,0
2019/20,Shetland Islands,0-17 years,Stays with no Nursing Provision,5,100
2019/20,Shetland Islands,18-64 years,Stays with Nursing Provision,0,0
2019/20,Shetland Islands,18-64 years,Stays with no Nursing Provision,15,100
2019/20,Shetland Islands,65-74 years,Stays with Nursing Provision,0,0
2019/20,Shetland Islands,65-74 years,Stays with no Nursing Provision,25,100
2019/20,Shetland Islands,75-84 years,Stays with Nursing Provision,0,0
2019/20,Shetland Islands,75-84 years,Stays with no Nursing Provision,55,100
2019/20,Shetland Islands,85+ years,Stays with Nursing Provision,0,0
2019/20,Shetland Islands,85+ years,Stays with no Nursing Provision,105,100
2019/20,Shetland Islands,Unknown,Stays with Nursing Provision,0,NA
2019/20,Shetland Islands,Unknown,Stays with no Nursing Provision,0,NA
2019/20,South Ayrshire,All Ages,Stays with Nursing Provision,1030,100
2019/20,South Ayrshire,All Ages,Stays with no Nursing Provision,0,0
2019/20,South Ayrshire,0-17 years,Stays with Nursing Provision,0,NA
2019/20,South Ayrshire,0-17 years,Stays with no Nursing Provision,0,NA
2019/20,South Ayrshire,18-64 years,Stays with Nursing Provision,70,100
2019/20,South Ayrshire,18-64 years,Stays with no Nursing Provision,0,0
2019/20,South Ayrshire,65-74 years,Stays with Nursing Provision,95,100
2019/20,South Ayrshire,65-74 years,Stays with no Nursing Provision,0,0
2019/20,South Ayrshire,75-84 years,Stays with Nursing Provision,285,100
2019/20,South Ayrshire,75-84 years,Stays with no Nursing Provision,0,0
2019/20,South Ayrshire,85+ years,Stays with Nursing Provision,585,100
2019/20,South Ayrshire,85+ years,Stays with no Nursing Provision,0,0
2019/20,South Ayrshire,Unknown,Stays with Nursing Provision,0,NA
2019/20,South Ayrshire,Unknown,Stays with no Nursing Provision,0,NA
2019/20,South Lanarkshire,All Ages,Stays with Nursing Provision,2195,81.4
2019/20,South Lanarkshire,All Ages,Stays with no Nursing Provision,500,18.6
2019/20,South Lanarkshire,0-17 years,Stays with Nursing Provision,0,NA
2019/20,South Lanarkshire,0-17 years,Stays with no Nursing Provision,0,NA
2019/20,South Lanarkshire,18-64 years,Stays with Nursing Provision,160,64
2019/20,South Lanarkshire,18-64 years,Stays with no Nursing Provision,90,36
2019/20,South Lanarkshire,65-74 years,Stays with Nursing Provision,235,85.5
2019/20,South Lanarkshire,65-74 years,Stays with no Nursing Provision,40,14.5
2019/20,South Lanarkshire,75-84 years,Stays with Nursing Provision,650,80.2
2019/20,South Lanarkshire,75-84 years,Stays with no Nursing Provision,160,19.8
2019/20,South Lanarkshire,85+ years,Stays with Nursing Provision,1150,84.6
2019/20,South Lanarkshire,85+ years,Stays with no Nursing Provision,210,15.4
2019/20,South Lanarkshire,Unknown,Stays with Nursing Provision,0,NA
2019/20,South Lanarkshire,Unknown,Stays with no Nursing Provision,0,NA
2019/20,Stirling,All Ages,Stays with Nursing Provision,270,36.2
2019/20,Stirling,All Ages,Stays with no Nursing Provision,475,63.8
2019/20,Stirling,0-17 years,Stays with Nursing Provision,0,NA
2019/20,Stirling,0-17 years,Stays with no Nursing Provision,0,NA
2019/20,Stirling,18-64 years,Stays with Nursing Provision,20,20
2019/20,Stirling,18-64 years,Stays with no Nursing Provision,80,80
2019/20,Stirling,65-74 years,Stays with Nursing Provision,25,41.7
2019/20,Stirling,65-74 years,Stays with no Nursing Provision,35,58.3
2019/20,Stirling,75-84 years,Stays with Nursing Provision,100,46.5
2019/20,Stirling,75-84 years,Stays with no Nursing Provision,115,53.5
2019/20,Stirling,85+ years,Stays with Nursing Provision,125,33.8
2019/20,Stirling,85+ years,Stays with no Nursing Provision,245,66.2
2019/20,Stirling,Unknown,Stays with Nursing Provision,0,NA
2019/20,Stirling,Unknown,Stays with no Nursing Provision,0,NA
2019/20,West Dunbartonshire,All Ages,Stays with Nursing Provision,500,59.2
2019/20,West Dunbartonshire,All Ages,Stays with no Nursing Provision,345,40.8
2019/20,West Dunbartonshire,0-17 years,Stays with Nursing Provision,0,NA
2019/20,West Dunbartonshire,0-17 years,Stays with no Nursing Provision,0,NA
2019/20,West Dunbartonshire,18-64 years,Stays with Nursing Provision,40,66.7
2019/20,West Dunbartonshire,18-64 years,Stays with no Nursing Provision,20,33.3
2019/20,West Dunbartonshire,65-74 years,Stays with Nursing Provision,65,68.4
2019/20,West Dunbartonshire,65-74 years,Stays with no Nursing Provision,30,31.6
2019/20,West Dunbartonshire,75-84 years,Stays with Nursing Provision,175,62.5
2019/20,West Dunbartonshire,75-84 years,Stays with no Nursing Provision,105,37.5
2019/20,West Dunbartonshire,85+ years,Stays with Nursing Provision,220,53.7
2019/20,West Dunbartonshire,85+ years,Stays with no Nursing Provision,190,46.3
2019/20,West Dunbartonshire,Unknown,Stays with Nursing Provision,0,NA
2019/20,West Dunbartonshire,Unknown,Stays with no Nursing Provision,0,NA
2019/20,West Lothian,All Ages,Stays with Nursing Provision,870,74.4
2019/20,West Lothian,All Ages,Stays with no Nursing Provision,300,25.6
2019/20,West Lothian,0-17 years,Stays with Nursing Provision,0,NA
2019/20,West Lothian,0-17 years,Stays with no Nursing Provision,0,NA
2019/20,West Lothian,18-64 years,Stays with Nursing Provision,50,38.5
2019/20,West Lothian,18-64 years,Stays with no Nursing Provision,80,61.5
2019/20,West Lothian,65-74 years,Stays with Nursing Provision,95,70.4
2019/20,West Lothian,65-74 years,Stays with no Nursing Provision,40,29.6
2019/20,West Lothian,75-84 years,Stays with Nursing Provision,315,80.8
2019/20,West Lothian,75-84 years,Stays with no Nursing Provision,75,19.2
2019/20,West Lothian,85+ years,Stays with Nursing Provision,410,78.8
2019/20,West Lothian,85+ years,Stays with no Nursing Provision,110,21.2
2019/20,West Lothian,Unknown,Stays with Nursing Provision,0,NA
2019/20,West Lothian,Unknown,Stays with no Nursing Provision,0,NA
2020/21,Scotland (All Areas Submitted),All Ages,Stays with Nursing Provision,27620,62.6
2020/21,Scotland (All Areas Submitted),All Ages,Stays with no Nursing Provision,16510,37.4
2020/21,Scotland (All Areas Submitted),0-17 years,Stays with Nursing Provision,0,0
2020/21,Scotland (All Areas Submitted),0-17 years,Stays with no Nursing Provision,65,100
2020/21,Scotland (All Areas Submitted),18-64 years,Stays with Nursing Provision,1910,47.9
2020/21,Scotland (All Areas Submitted),18-64 years,Stays with no Nursing Provision,2080,52.1
2020/21,Scotland (All Areas Submitted),65-74 years,Stays with Nursing Provision,3180,67.9
2020/21,Scotland (All Areas Submitted),65-74 years,Stays with no Nursing Provision,1505,32.1
2020/21,Scotland (All Areas Submitted),75-84 years,Stays with Nursing Provision,8925,67.4
2020/21,Scotland (All Areas Submitted),75-84 years,Stays with no Nursing Provision,4320,32.6
2020/21,Scotland (All Areas Submitted),85+ years,Stays with Nursing Provision,13600,61.4
2020/21,Scotland (All Areas Submitted),85+ years,Stays with no Nursing Provision,8545,38.6
2020/21,Scotland (All Areas Submitted),Unknown,Stays with Nursing Provision,0,NA
2020/21,Scotland (All Areas Submitted),Unknown,Stays with no Nursing Provision,0,NA
2020/21,Aberdeen City,All Ages,Stays with Nursing Provision,1305,64.9
2020/21,Aberdeen City,All Ages,Stays with no Nursing Provision,705,35.1
2020/21,Aberdeen City,0-17 years,Stays with Nursing Provision,0,0
2020/21,Aberdeen City,0-17 years,Stays with no Nursing Provision,50,100
2020/21,Aberdeen City,18-64 years,Stays with Nursing Provision,85,28.3
2020/21,Aberdeen City,18-64 years,Stays with no Nursing Provision,215,71.7
2020/21,Aberdeen City,65-74 years,Stays with Nursing Provision,135,61.4
2020/21,Aberdeen City,65-74 years,Stays with no Nursing Provision,85,38.6
2020/21,Aberdeen City,75-84 years,Stays with Nursing Provision,420,80.8
2020/21,Aberdeen City,75-84 years,Stays with no Nursing Provision,100,19.2
2020/21,Aberdeen City,85+ years,Stays with Nursing Provision,665,72.7
2020/21,Aberdeen City,85+ years,Stays with no Nursing Provision,250,27.3
2020/21,Aberdeen City,Unknown,Stays with Nursing Provision,0,NA
2020/21,Aberdeen City,Unknown,Stays with no Nursing Provision,0,NA
2020/21,Aberdeenshire,All Ages,Stays with Nursing Provision,1370,63
2020/21,Aberdeenshire,All Ages,Stays with no Nursing Provision,805,37
2020/21,Aberdeenshire,0-17 years,Stays with Nursing Provision,0,NA
2020/21,Aberdeenshire,0-17 years,Stays with no Nursing Provision,0,NA
2020/21,Aberdeenshire,18-64 years,Stays with Nursing Provision,40,17.8
2020/21,Aberdeenshire,18-64 years,Stays with no Nursing Provision,185,82.2
2020/21,Aberdeenshire,65-74 years,Stays with Nursing Provision,145,65.9
2020/21,Aberdeenshire,65-74 years,Stays with no Nursing Provision,75,34.1
2020/21,Aberdeenshire,75-84 years,Stays with Nursing Provision,465,73.8
2020/21,Aberdeenshire,75-84 years,Stays with no Nursing Provision,165,26.2
2020/21,Aberdeenshire,85+ years,Stays with Nursing Provision,725,65.6
2020/21,Aberdeenshire,85+ years,Stays with no Nursing Provision,380,34.4
2020/21,Aberdeenshire,Unknown,Stays with Nursing Provision,0,NA
2020/21,Aberdeenshire,Unknown,Stays with no Nursing Provision,0,NA
2020/21,Angus,All Ages,Stays with Nursing Provision,485,39.1
2020/21,Angus,All Ages,Stays with no Nursing Provision,755,60.9
2020/21,Angus,0-17 years,Stays with Nursing Provision,0,NA
2020/21,Angus,0-17 years,Stays with no Nursing Provision,0,NA
2020/21,Angus,18-64 years,Stays with Nursing Provision,25,27.8
2020/21,Angus,18-64 years,Stays with no Nursing Provision,65,72.2
2020/21,Angus,65-74 years,Stays with Nursing Provision,60,52.2
2020/21,Angus,65-74 years,Stays with no Nursing Provision,55,47.8
2020/21,Angus,75-84 years,Stays with Nursing Provision,165,50
2020/21,Angus,75-84 years,Stays with no Nursing Provision,165,50
2020/21,Angus,85+ years,Stays with Nursing Provision,235,33.3
2020/21,Angus,85+ years,Stays with no Nursing Provision,470,66.7
2020/21,Angus,Unknown,Stays with Nursing Provision,0,NA
2020/21,Angus,Unknown,Stays with no Nursing Provision,0,NA
2020/21,Argyll and Bute,All Ages,Stays with Nursing Provision,330,42.6
2020/21,Argyll and Bute,All Ages,Stays with no Nursing Provision,445,57.4
2020/21,Argyll and Bute,0-17 years,Stays with Nursing Provision,0,NA
2020/21,Argyll and Bute,0-17 years,Stays with no Nursing Provision,0,NA
2020/21,Argyll and Bute,18-64 years,Stays with Nursing Provision,15,25
2020/21,Argyll and Bute,18-64 years,Stays with no Nursing Provision,45,75
2020/21,Argyll and Bute,65-74 years,Stays with Nursing Provision,35,50
2020/21,Argyll and Bute,65-74 years,Stays with no Nursing Provision,35,50
2020/21,Argyll and Bute,75-84 years,Stays with Nursing Provision,115,45.1
2020/21,Argyll and Bute,75-84 years,Stays with no Nursing Provision,140,54.9
2020/21,Argyll and Bute,85+ years,Stays with Nursing Provision,170,43.6
2020/21,Argyll and Bute,85+ years,Stays with no Nursing Provision,220,56.4
2020/21,Argyll and Bute,Unknown,Stays with Nursing Provision,0,NA
2020/21,Argyll and Bute,Unknown,Stays with no Nursing Provision,0,NA
2020/21,City of Edinburgh,All Ages,Stays with Nursing Provision,2280,64.6
2020/21,City of Edinburgh,All Ages,Stays with no Nursing Provision,1250,35.4
2020/21,City of Edinburgh,0-17 years,Stays with Nursing Provision,0,NA
2020/21,City of Edinburgh,0-17 years,Stays with no Nursing Provision,0,NA
2020/21,City of Edinburgh,18-64 years,Stays with Nursing Provision,250,94.3
2020/21,City of Edinburgh,18-64 years,Stays with no Nursing Provision,15,5.7
2020/21,City of Edinburgh,65-74 years,Stays with Nursing Provision,255,77.3
2020/21,City of Edinburgh,65-74 years,Stays with no Nursing Provision,75,22.7
2020/21,City of Edinburgh,75-84 years,Stays with Nursing Provision,610,63.9
2020/21,City of Edinburgh,75-84 years,Stays with no Nursing Provision,345,36.1
2020/21,City of Edinburgh,85+ years,Stays with Nursing Provision,1170,58.9
2020/21,City of Edinburgh,85+ years,Stays with no Nursing Provision,815,41.1
2020/21,City of Edinburgh,Unknown,Stays with Nursing Provision,0,NA
2020/21,City of Edinburgh,Unknown,Stays with no Nursing Provision,0,NA
2020/21,Clackmannanshire,All Ages,Stays with Nursing Provision,250,65.8
2020/21,Clackmannanshire,All Ages,Stays with no Nursing Provision,130,34.2
2020/21,Clackmannanshire,0-17 years,Stays with Nursing Provision,0,NA
2020/21,Clackmannanshire,0-17 years,Stays with no Nursing Provision,0,NA
2020/21,Clackmannanshire,18-64 years,Stays with Nursing Provision,20,28.6
2020/21,Clackmannanshire,18-64 years,Stays with no Nursing Provision,50,71.4
2020/21,Clackmannanshire,65-74 years,Stays with Nursing Provision,30,66.7
2020/21,Clackmannanshire,65-74 years,Stays with no Nursing Provision,15,33.3
2020/21,Clackmannanshire,75-84 years,Stays with Nursing Provision,100,76.9
2020/21,Clackmannanshire,75-84 years,Stays with no Nursing Provision,30,23.1
2020/21,Clackmannanshire,85+ years,Stays with Nursing Provision,100,71.4
2020/21,Clackmannanshire,85+ years,Stays with no Nursing Provision,40,28.6
2020/21,Clackmannanshire,Unknown,Stays with Nursing Provision,0,NA
2020/21,Clackmannanshire,Unknown,Stays with no Nursing Provision,0,NA
2020/21,Dumfries and Galloway,All Ages,Stays with Nursing Provision,175,12.4
2020/21,Dumfries and Galloway,All Ages,Stays with no Nursing Provision,1240,87.6
2020/21,Dumfries and Galloway,0-17 years,Stays with Nursing Provision,0,NA
2020/21,Dumfries and Galloway,0-17 years,Stays with no Nursing Provision,0,NA
2020/21,Dumfries and Galloway,18-64 years,Stays with Nursing Provision,25,38.5
2020/21,Dumfries and Galloway,18-64 years,Stays with no Nursing Provision,40,61.5
2020/21,Dumfries and Galloway,65-74 years,Stays with Nursing Provision,20,12.9
2020/21,Dumfries and Galloway,65-74 years,Stays with no Nursing Provision,135,87.1
2020/21,Dumfries and Galloway,75-84 years,Stays with Nursing Provision,60,13.3
2020/21,Dumfries and Galloway,75-84 years,Stays with no Nursing Provision,390,86.7
2020/21,Dumfries and Galloway,85+ years,Stays with Nursing Provision,75,10
2020/21,Dumfries and Galloway,85+ years,Stays with no Nursing Provision,675,90
2020/21,Dumfries and Galloway,Unknown,Stays with Nursing Provision,0,NA
2020/21,Dumfries and Galloway,Unknown,Stays with no Nursing Provision,0,NA
2020/21,Dundee City,All Ages,Stays with Nursing Provision,1020,72.6
2020/21,Dundee City,All Ages,Stays with no Nursing Provision,385,27.4
2020/21,Dundee City,0-17 years,Stays with Nursing Provision,0,NA
2020/21,Dundee City,0-17 years,Stays with no Nursing Provision,0,NA
2020/21,Dundee City,18-64 years,Stays with Nursing Provision,60,60
2020/21,Dundee City,18-64 years,Stays with no Nursing Provision,40,40
2020/21,Dundee City,65-74 years,Stays with Nursing Provision,115,76.7
2020/21,Dundee City,65-74 years,Stays with no Nursing Provision,35,23.3
2020/21,Dundee City,75-84 years,Stays with Nursing Provision,340,80
2020/21,Dundee City,75-84 years,Stays with no Nursing Provision,85,20
2020/21,Dundee City,85+ years,Stays with Nursing Provision,510,69.9
2020/21,Dundee City,85+ years,Stays with no Nursing Provision,220,30.1
2020/21,Dundee City,Unknown,Stays with Nursing Provision,0,NA
2020/21,Dundee City,Unknown,Stays with no Nursing Provision,0,NA
2020/21,East Ayrshire,All Ages,Stays with Nursing Provision,705,72.7
2020/21,East Ayrshire,All Ages,Stays with no Nursing Provision,265,27.3
2020/21,East Ayrshire,0-17 years,Stays with Nursing Provision,0,NA
2020/21,East Ayrshire,0-17 years,Stays with no Nursing Provision,0,NA
2020/21,East Ayrshire,18-64 years,Stays with Nursing Provision,45,52.9
2020/21,East Ayrshire,18-64 years,Stays with no Nursing Provision,40,47.1
2020/21,East Ayrshire,65-74 years,Stays with Nursing Provision,85,73.9
2020/21,East Ayrshire,65-74 years,Stays with no Nursing Provision,30,26.1
2020/21,East Ayrshire,75-84 years,Stays with Nursing Provision,250,76.9
2020/21,East Ayrshire,75-84 years,Stays with no Nursing Provision,75,23.1
2020/21,East Ayrshire,85+ years,Stays with Nursing Provision,320,73.6
2020/21,East Ayrshire,85+ years,Stays with no Nursing Provision,115,26.4
2020/21,East Ayrshire,Unknown,Stays with Nursing Provision,0,NA
2020/21,East Ayrshire,Unknown,Stays with no Nursing Provision,0,NA
2020/21,East Dunbartonshire,All Ages,Stays with Nursing Provision,925,86.9
2020/21,East Dunbartonshire,All Ages,Stays with no Nursing Provision,140,13.1
2020/21,East Dunbartonshire,0-17 years,Stays with Nursing Provision,0,NA
2020/21,East Dunbartonshire,0-17 years,Stays with no Nursing Provision,0,NA
2020/21,East Dunbartonshire,18-64 years,Stays with Nursing Provision,25,45.5
2020/21,East Dunbartonshire,18-64 years,Stays with no Nursing Provision,30,54.5
2020/21,East Dunbartonshire,65-74 years,Stays with Nursing Provision,80,94.1
2020/21,East Dunbartonshire,65-74 years,Stays with no Nursing Provision,5,5.9
2020/21,East Dunbartonshire,75-84 years,Stays with Nursing Provision,300,89.6
2020/21,East Dunbartonshire,75-84 years,Stays with no Nursing Provision,35,10.4
2020/21,East Dunbartonshire,85+ years,Stays with Nursing Provision,520,88.1
2020/21,East Dunbartonshire,85+ years,Stays with no Nursing Provision,70,11.9
2020/21,East Dunbartonshire,Unknown,Stays with Nursing Provision,0,NA
2020/21,East Dunbartonshire,Unknown,Stays with no Nursing Provision,0,NA
2020/21,East Lothian,All Ages,Stays with Nursing Provision,610,69.7
2020/21,East Lothian,All Ages,Stays with no Nursing Provision,265,30.3
2020/21,East Lothian,0-17 years,Stays with Nursing Provision,0,NA
2020/21,East Lothian,0-17 years,Stays with no Nursing Provision,0,NA
2020/21,East Lothian,18-64 years,Stays with Nursing Provision,20,40
2020/21,East Lothian,18-64 years,Stays with no Nursing Provision,30,60
2020/21,East Lothian,65-74 years,Stays with Nursing Provision,70,77.8
2020/21,East Lothian,65-74 years,Stays with no Nursing Provision,20,22.2
2020/21,East Lothian,75-84 years,Stays with Nursing Provision,195,75
2020/21,East Lothian,75-84 years,Stays with no Nursing Provision,65,25
2020/21,East Lothian,85+ years,Stays with Nursing Provision,320,68.1
2020/21,East Lothian,85+ years,Stays with no Nursing Provision,150,31.9
2020/21,East Lothian,Unknown,Stays with Nursing Provision,0,NA
2020/21,East Lothian,Unknown,Stays with no Nursing Provision,0,NA
2020/21,East Renfrewshire,All Ages,Stays with Nursing Provision,550,61.1
2020/21,East Renfrewshire,All Ages,Stays with no Nursing Provision,350,38.9
2020/21,East Renfrewshire,0-17 years,Stays with Nursing Provision,0,0
2020/21,East Renfrewshire,0-17 years,Stays with no Nursing Provision,5,100
2020/21,East Renfrewshire,18-64 years,Stays with Nursing Provision,45,100
2020/21,East Renfrewshire,18-64 years,Stays with no Nursing Provision,0,0
2020/21,East Renfrewshire,65-74 years,Stays with Nursing Provision,55,73.3
2020/21,East Renfrewshire,65-74 years,Stays with no Nursing Provision,20,26.7
2020/21,East Renfrewshire,75-84 years,Stays with Nursing Provision,145,61.7
2020/21,East Renfrewshire,75-84 years,Stays with no Nursing Provision,90,38.3
2020/21,East Renfrewshire,85+ years,Stays with Nursing Provision,300,56.6
2020/21,East Renfrewshire,85+ years,Stays with no Nursing Provision,230,43.4
2020/21,East Renfrewshire,Unknown,Stays with Nursing Provision,0,NA
2020/21,East Renfrewshire,Unknown,Stays with no Nursing Provision,0,NA
2020/21,Falkirk,All Ages,Stays with Nursing Provision,915,70.9
2020/21,Falkirk,All Ages,Stays with no Nursing Provision,375,29.1
2020/21,Falkirk,0-17 years,Stays with Nursing Provision,0,NA
2020/21,Falkirk,0-17 years,Stays with no Nursing Provision,0,NA
2020/21,Falkirk,18-64 years,Stays with Nursing Provision,55,33.3
2020/21,Falkirk,18-64 years,Stays with no Nursing Provision,110,66.7
2020/21,Falkirk,65-74 years,Stays with Nursing Provision,110,66.7
2020/21,Falkirk,65-74 years,Stays with no Nursing Provision,55,33.3
2020/21,Falkirk,75-84 years,Stays with Nursing Provision,295,75.6
2020/21,Falkirk,75-84 years,Stays with no Nursing Provision,95,24.4
2020/21,Falkirk,85+ years,Stays with Nursing Provision,460,80.7
2020/21,Falkirk,85+ years,Stays with no Nursing Provision,110,19.3
2020/21,Falkirk,Unknown,Stays with Nursing Provision,0,NA
2020/21,Falkirk,Unknown,Stays with no Nursing Provision,0,NA
2020/21,Fife,All Ages,Stays with Nursing Provision,1850,58.2
2020/21,Fife,All Ages,Stays with no Nursing Provision,1330,41.8
2020/21,Fife,0-17 years,Stays with Nursing Provision,0,NA
2020/21,Fife,0-17 years,Stays with no Nursing Provision,0,NA
2020/21,Fife,18-64 years,Stays with Nursing Provision,165,73.3
2020/21,Fife,18-64 years,Stays with no Nursing Provision,60,26.7
2020/21,Fife,65-74 years,Stays with Nursing Provision,225,70.3
2020/21,Fife,65-74 years,Stays with no Nursing Provision,95,29.7
2020/21,Fife,75-84 years,Stays with Nursing Provision,635,64.5
2020/21,Fife,75-84 years,Stays with no Nursing Provision,350,35.5
2020/21,Fife,85+ years,Stays with Nursing Provision,825,50
2020/21,Fife,85+ years,Stays with no Nursing Provision,825,50
2020/21,Fife,Unknown,Stays with Nursing Provision,0,NA
2020/21,Fife,Unknown,Stays with no Nursing Provision,0,NA
2020/21,Glasgow City,All Ages,Stays with Nursing Provision,2515,50.4
2020/21,Glasgow City,All Ages,Stays with no Nursing Provision,2475,49.6
2020/21,Glasgow City,0-17 years,Stays with Nursing Provision,0,NA
2020/21,Glasgow City,0-17 years,Stays with no Nursing Provision,0,NA
2020/21,Glasgow City,18-64 years,Stays with Nursing Provision,290,39.5
2020/21,Glasgow City,18-64 years,Stays with no Nursing Provision,445,60.5
2020/21,Glasgow City,65-74 years,Stays with Nursing Provision,370,55.6
2020/21,Glasgow City,65-74 years,Stays with no Nursing Provision,295,44.4
2020/21,Glasgow City,75-84 years,Stays with Nursing Provision,760,52.6
2020/21,Glasgow City,75-84 years,Stays with no Nursing Provision,685,47.4
2020/21,Glasgow City,85+ years,Stays with Nursing Provision,1100,51.2
2020/21,Glasgow City,85+ years,Stays with no Nursing Provision,1050,48.8
2020/21,Glasgow City,Unknown,Stays with Nursing Provision,0,NA
2020/21,Glasgow City,Unknown,Stays with no Nursing Provision,0,NA
2020/21,Highland,All Ages,Stays with Nursing Provision,1045,46.5
2020/21,Highland,All Ages,Stays with no Nursing Provision,1200,53.5
2020/21,Highland,0-17 years,Stays with Nursing Provision,0,NA
2020/21,Highland,0-17 years,Stays with no Nursing Provision,0,NA
2020/21,Highland,18-64 years,Stays with Nursing Provision,105,56.8
2020/21,Highland,18-64 years,Stays with no Nursing Provision,80,43.2
2020/21,Highland,65-74 years,Stays with Nursing Provision,155,66
2020/21,Highland,65-74 years,Stays with no Nursing Provision,80,34
2020/21,Highland,75-84 years,Stays with Nursing Provision,345,53.5
