financial_quarter,sending_location,age_group,measure,value,scotland_value,rate,scotland_rate
2020/21 Q1,Inverclyde,All Ages,Emergency Admissions Bed Days,755,32075,1143.9,879.2
2020/21 Q1,Inverclyde,0-17 years,A&E Attendances,0,0,NA,NA
2020/21 Q1,Inverclyde,0-17 years,Emergency Admissions,0,0,NA,NA
2020/21 Q1,Inverclyde,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q1,Inverclyde,18-64 years,A&E Attendances,5,270,100,77.8
2020/21 Q1,Inverclyde,18-64 years,Emergency Admissions,5,250,100,71.8
2020/21 Q1,Inverclyde,18-64 years,Emergency Admissions Bed Days,65,4495,1300,1295.4
2020/21 Q1,Inverclyde,65-74 years,A&E Attendances,5,245,71.4,63.4
2020/21 Q1,Inverclyde,65-74 years,Emergency Admissions,5,285,71.4,73.5
2020/21 Q1,Inverclyde,65-74 years,Emergency Admissions Bed Days,45,4260,642.9,1102.2
2020/21 Q1,Inverclyde,75-84 years,A&E Attendances,25,790,116.3,74.7
2020/21 Q1,Inverclyde,75-84 years,Emergency Admissions,20,750,93,70.6
2020/21 Q1,Inverclyde,75-84 years,Emergency Admissions Bed Days,405,11955,1883.7,1131
2020/21 Q1,Inverclyde,85+ years,A&E Attendances,25,1210,76.9,65.3
2020/21 Q1,Inverclyde,85+ years,Emergency Admissions,25,1005,76.9,54
2020/21 Q1,Inverclyde,85+ years,Emergency Admissions Bed Days,245,11365,753.8,613.2
2020/21 Q1,Inverclyde,Unknown,A&E Attendances,0,0,NA,NA
2020/21 Q1,Inverclyde,Unknown,Emergency Admissions,0,0,NA,NA
2020/21 Q1,Inverclyde,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q1,Midlothian,All Ages,A&E Attendances,45,2515,94.7,68.9
2020/21 Q1,Midlothian,All Ages,Emergency Admissions,35,2290,72.2,62.5
2020/21 Q1,Midlothian,All Ages,Emergency Admissions Bed Days,705,32075,1484.2,879.2
2020/21 Q1,Midlothian,0-17 years,A&E Attendances,0,0,NA,NA
2020/21 Q1,Midlothian,0-17 years,Emergency Admissions,0,0,NA,NA
2020/21 Q1,Midlothian,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q1,Midlothian,18-64 years,A&E Attendances,5,270,142.9,77.8
2020/21 Q1,Midlothian,18-64 years,Emergency Admissions,0,250,0,71.8
2020/21 Q1,Midlothian,18-64 years,Emergency Admissions Bed Days,10,4495,285.7,1295.4
2020/21 Q1,Midlothian,65-74 years,A&E Attendances,5,245,100,63.4
2020/21 Q1,Midlothian,65-74 years,Emergency Admissions,5,285,100,73.5
2020/21 Q1,Midlothian,65-74 years,Emergency Admissions Bed Days,355,4260,7100,1102.2
2020/21 Q1,Midlothian,75-84 years,A&E Attendances,20,790,133.3,74.7
2020/21 Q1,Midlothian,75-84 years,Emergency Admissions,15,750,96.8,70.6
2020/21 Q1,Midlothian,75-84 years,Emergency Admissions Bed Days,240,11955,1600,1131
2020/21 Q1,Midlothian,85+ years,A&E Attendances,20,1210,85.1,65.3
2020/21 Q1,Midlothian,85+ years,Emergency Admissions,15,1005,62.5,54
2020/21 Q1,Midlothian,85+ years,Emergency Admissions Bed Days,100,11365,425.5,613.2
2020/21 Q1,Midlothian,Unknown,A&E Attendances,0,0,NA,NA
2020/21 Q1,Midlothian,Unknown,Emergency Admissions,0,0,NA,NA
2020/21 Q1,Midlothian,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q1,Moray,All Ages,A&E Attendances,30,2515,48.4,68.9
2020/21 Q1,Moray,All Ages,Emergency Admissions,30,2290,48.4,62.5
2020/21 Q1,Moray,All Ages,Emergency Admissions Bed Days,190,32075,306.5,879.2
2020/21 Q1,Moray,0-17 years,A&E Attendances,0,0,NA,NA
2020/21 Q1,Moray,0-17 years,Emergency Admissions,0,0,NA,NA
2020/21 Q1,Moray,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q1,Moray,18-64 years,A&E Attendances,0,270,0,77.8
2020/21 Q1,Moray,18-64 years,Emergency Admissions,0,250,0,71.8
2020/21 Q1,Moray,18-64 years,Emergency Admissions Bed Days,5,4495,66.7,1295.4
2020/21 Q1,Moray,65-74 years,A&E Attendances,5,245,83.3,63.4
2020/21 Q1,Moray,65-74 years,Emergency Admissions,0,285,0,73.5
2020/21 Q1,Moray,65-74 years,Emergency Admissions Bed Days,15,4260,250,1102.2
2020/21 Q1,Moray,75-84 years,A&E Attendances,10,790,58.8,74.7
2020/21 Q1,Moray,75-84 years,Emergency Admissions,10,750,58.8,70.6
2020/21 Q1,Moray,75-84 years,Emergency Admissions Bed Days,105,11955,617.6,1131
2020/21 Q1,Moray,85+ years,A&E Attendances,15,1210,47.6,65.3
2020/21 Q1,Moray,85+ years,Emergency Admissions,15,1005,47.6,54
2020/21 Q1,Moray,85+ years,Emergency Admissions Bed Days,65,11365,206.3,613.2
2020/21 Q1,Moray,Unknown,A&E Attendances,0,0,NA,NA
2020/21 Q1,Moray,Unknown,Emergency Admissions,0,0,NA,NA
2020/21 Q1,Moray,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q1,North Ayrshire,All Ages,A&E Attendances,70,2515,71.1,68.9
2020/21 Q1,North Ayrshire,All Ages,Emergency Admissions,50,2290,50.8,62.5
2020/21 Q1,North Ayrshire,All Ages,Emergency Admissions Bed Days,985,32075,1000,879.2
2020/21 Q1,North Ayrshire,0-17 years,A&E Attendances,0,0,NA,NA
2020/21 Q1,North Ayrshire,0-17 years,Emergency Admissions,0,0,NA,NA
2020/21 Q1,North Ayrshire,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q1,North Ayrshire,18-64 years,A&E Attendances,0,270,0,77.8
2020/21 Q1,North Ayrshire,18-64 years,Emergency Admissions,0,250,0,71.8
2020/21 Q1,North Ayrshire,18-64 years,Emergency Admissions Bed Days,10,4495,125,1295.4
2020/21 Q1,North Ayrshire,65-74 years,A&E Attendances,10,245,80,63.4
2020/21 Q1,North Ayrshire,65-74 years,Emergency Admissions,5,285,40,73.5
2020/21 Q1,North Ayrshire,65-74 years,Emergency Admissions Bed Days,45,4260,360,1102.2
2020/21 Q1,North Ayrshire,75-84 years,A&E Attendances,25,790,80.6,74.7
2020/21 Q1,North Ayrshire,75-84 years,Emergency Admissions,25,750,80.6,70.6
2020/21 Q1,North Ayrshire,75-84 years,Emergency Admissions Bed Days,725,11955,2338.7,1131
2020/21 Q1,North Ayrshire,85+ years,A&E Attendances,35,1210,75.3,65.3
2020/21 Q1,North Ayrshire,85+ years,Emergency Admissions,20,1005,43,54
2020/21 Q1,North Ayrshire,85+ years,Emergency Admissions Bed Days,205,11365,440.9,613.2
2020/21 Q1,North Ayrshire,Unknown,A&E Attendances,0,0,NA,NA
2020/21 Q1,North Ayrshire,Unknown,Emergency Admissions,0,0,NA,NA
2020/21 Q1,North Ayrshire,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q1,North Lanarkshire,All Ages,A&E Attendances,115,2515,74,68.9
2020/21 Q1,North Lanarkshire,All Ages,Emergency Admissions,85,2290,54.7,62.5
2020/21 Q1,North Lanarkshire,All Ages,Emergency Admissions Bed Days,1170,32075,752.4,879.2
2020/21 Q1,North Lanarkshire,0-17 years,A&E Attendances,0,10,NA,200
2020/21 Q1,North Lanarkshire,0-17 years,Emergency Admissions,0,0,NA,0
2020/21 Q1,North Lanarkshire,0-17 years,Emergency Admissions Bed Days,0,0,NA,0
2020/21 Q1,North Lanarkshire,18-64 years,A&E Attendances,5,270,71.4,77.8
2020/21 Q1,North Lanarkshire,18-64 years,Emergency Admissions,5,250,71.4,71.8
2020/21 Q1,North Lanarkshire,18-64 years,Emergency Admissions Bed Days,295,4495,4214.3,1295.4
2020/21 Q1,North Lanarkshire,65-74 years,A&E Attendances,20,245,111.1,63.4
2020/21 Q1,North Lanarkshire,65-74 years,Emergency Admissions,15,285,83.3,73.5
2020/21 Q1,North Lanarkshire,65-74 years,Emergency Admissions Bed Days,210,4260,1166.7,1102.2
2020/21 Q1,North Lanarkshire,75-84 years,A&E Attendances,45,790,84.9,74.7
2020/21 Q1,North Lanarkshire,75-84 years,Emergency Admissions,30,750,56.6,70.6
2020/21 Q1,North Lanarkshire,75-84 years,Emergency Admissions Bed Days,295,11955,556.6,1131
2020/21 Q1,North Lanarkshire,85+ years,A&E Attendances,45,1210,58.1,65.3
2020/21 Q1,North Lanarkshire,85+ years,Emergency Admissions,35,1005,45.2,54
2020/21 Q1,North Lanarkshire,85+ years,Emergency Admissions Bed Days,365,11365,471,613.2
2020/21 Q1,North Lanarkshire,Unknown,A&E Attendances,0,0,NA,NA
2020/21 Q1,North Lanarkshire,Unknown,Emergency Admissions,0,0,NA,NA
2020/21 Q1,North Lanarkshire,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q1,Orkney Islands,All Ages,A&E Attendances,5,2515,50,68.9
2020/21 Q1,Orkney Islands,All Ages,Emergency Admissions,5,2290,50,62.5
2020/21 Q1,Orkney Islands,All Ages,Emergency Admissions Bed Days,30,32075,300,879.2
2020/21 Q1,Orkney Islands,0-17 years,A&E Attendances,0,0,NA,NA
2020/21 Q1,Orkney Islands,0-17 years,Emergency Admissions,0,0,NA,NA
2020/21 Q1,Orkney Islands,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q1,Orkney Islands,18-64 years,A&E Attendances,0,0,NA,NA
2020/21 Q1,Orkney Islands,18-64 years,Emergency Admissions,0,0,NA,NA
2020/21 Q1,Orkney Islands,18-64 years,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q1,Orkney Islands,65-74 years,A&E Attendances,0,245,0,63.4
2020/21 Q1,Orkney Islands,65-74 years,Emergency Admissions,0,285,0,73.5
2020/21 Q1,Orkney Islands,65-74 years,Emergency Admissions Bed Days,15,4260,3000,1102.2
2020/21 Q1,Orkney Islands,75-84 years,A&E Attendances,0,790,0,74.7
2020/21 Q1,Orkney Islands,75-84 years,Emergency Admissions,0,750,0,70.6
2020/21 Q1,Orkney Islands,75-84 years,Emergency Admissions Bed Days,0,11955,0,1131
2020/21 Q1,Orkney Islands,85+ years,A&E Attendances,0,1210,0,65.3
2020/21 Q1,Orkney Islands,85+ years,Emergency Admissions,0,1005,0,54
2020/21 Q1,Orkney Islands,85+ years,Emergency Admissions Bed Days,15,11365,250,613.2
2020/21 Q1,Orkney Islands,Unknown,A&E Attendances,0,0,NA,NA
2020/21 Q1,Orkney Islands,Unknown,Emergency Admissions,0,0,NA,NA
2020/21 Q1,Orkney Islands,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q1,Perth and Kinross,All Ages,A&E Attendances,55,2515,42.8,68.9
2020/21 Q1,Perth and Kinross,All Ages,Emergency Admissions,65,2290,50.6,62.5
2020/21 Q1,Perth and Kinross,All Ages,Emergency Admissions Bed Days,585,32075,455.3,879.2
2020/21 Q1,Perth and Kinross,0-17 years,A&E Attendances,0,0,NA,NA
2020/21 Q1,Perth and Kinross,0-17 years,Emergency Admissions,0,0,NA,NA
2020/21 Q1,Perth and Kinross,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q1,Perth and Kinross,18-64 years,A&E Attendances,5,270,43.5,77.8
2020/21 Q1,Perth and Kinross,18-64 years,Emergency Admissions,10,250,87,71.8
2020/21 Q1,Perth and Kinross,18-64 years,Emergency Admissions Bed Days,60,4495,521.7,1295.4
2020/21 Q1,Perth and Kinross,65-74 years,A&E Attendances,0,0,NA,NA
2020/21 Q1,Perth and Kinross,65-74 years,Emergency Admissions,5,285,43.5,73.5
2020/21 Q1,Perth and Kinross,65-74 years,Emergency Admissions Bed Days,45,4260,391.3,1102.2
2020/21 Q1,Perth and Kinross,75-84 years,A&E Attendances,20,790,58,74.7
2020/21 Q1,Perth and Kinross,75-84 years,Emergency Admissions,20,750,58,70.6
2020/21 Q1,Perth and Kinross,75-84 years,Emergency Admissions Bed Days,170,11955,492.8,1131
2020/21 Q1,Perth and Kinross,85+ years,A&E Attendances,30,1210,42,65.3
2020/21 Q1,Perth and Kinross,85+ years,Emergency Admissions,35,1005,49,54
2020/21 Q1,Perth and Kinross,85+ years,Emergency Admissions Bed Days,305,11365,426.6,613.2
2020/21 Q1,Perth and Kinross,Unknown,A&E Attendances,0,0,NA,NA
2020/21 Q1,Perth and Kinross,Unknown,Emergency Admissions,0,0,NA,NA
2020/21 Q1,Perth and Kinross,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q1,Renfrewshire,All Ages,A&E Attendances,70,2515,58.8,68.9
2020/21 Q1,Renfrewshire,All Ages,Emergency Admissions,75,2290,63,62.5
2020/21 Q1,Renfrewshire,All Ages,Emergency Admissions Bed Days,1080,32075,907.6,879.2
2020/21 Q1,Renfrewshire,0-17 years,A&E Attendances,0,0,NA,NA
2020/21 Q1,Renfrewshire,0-17 years,Emergency Admissions,0,0,NA,NA
2020/21 Q1,Renfrewshire,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q1,Renfrewshire,18-64 years,A&E Attendances,10,270,100,77.8
2020/21 Q1,Renfrewshire,18-64 years,Emergency Admissions,5,250,50,71.8
2020/21 Q1,Renfrewshire,18-64 years,Emergency Admissions Bed Days,80,4495,800,1295.4
2020/21 Q1,Renfrewshire,65-74 years,A&E Attendances,10,245,76.9,63.4
2020/21 Q1,Renfrewshire,65-74 years,Emergency Admissions,10,285,76.9,73.5
2020/21 Q1,Renfrewshire,65-74 years,Emergency Admissions Bed Days,75,4260,576.9,1102.2
2020/21 Q1,Renfrewshire,75-84 years,A&E Attendances,20,790,53.3,74.7
2020/21 Q1,Renfrewshire,75-84 years,Emergency Admissions,25,750,66.7,70.6
2020/21 Q1,Renfrewshire,75-84 years,Emergency Admissions Bed Days,420,11955,1120,1131
2020/21 Q1,Renfrewshire,85+ years,A&E Attendances,35,1210,60.3,65.3
2020/21 Q1,Renfrewshire,85+ years,Emergency Admissions,30,1005,51.7,54
2020/21 Q1,Renfrewshire,85+ years,Emergency Admissions Bed Days,505,11365,870.7,613.2
2020/21 Q1,Renfrewshire,Unknown,A&E Attendances,0,0,NA,NA
2020/21 Q1,Renfrewshire,Unknown,Emergency Admissions,0,0,NA,NA
2020/21 Q1,Renfrewshire,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q1,Scottish Borders,All Ages,A&E Attendances,70,2515,92.7,68.9
2020/21 Q1,Scottish Borders,All Ages,Emergency Admissions,50,2290,66.2,62.5
2020/21 Q1,Scottish Borders,All Ages,Emergency Admissions Bed Days,570,32075,755,879.2
2020/21 Q1,Scottish Borders,0-17 years,A&E Attendances,0,0,NA,NA
2020/21 Q1,Scottish Borders,0-17 years,Emergency Admissions,0,0,NA,NA
2020/21 Q1,Scottish Borders,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q1,Scottish Borders,18-64 years,A&E Attendances,5,270,142.9,77.8
2020/21 Q1,Scottish Borders,18-64 years,Emergency Admissions,0,250,0,71.8
2020/21 Q1,Scottish Borders,18-64 years,Emergency Admissions Bed Days,10,4495,285.7,1295.4
2020/21 Q1,Scottish Borders,65-74 years,A&E Attendances,5,245,90.9,63.4
2020/21 Q1,Scottish Borders,65-74 years,Emergency Admissions,5,285,90.9,73.5
2020/21 Q1,Scottish Borders,65-74 years,Emergency Admissions Bed Days,25,4260,454.5,1102.2
2020/21 Q1,Scottish Borders,75-84 years,A&E Attendances,20,790,90.9,74.7
2020/21 Q1,Scottish Borders,75-84 years,Emergency Admissions,15,750,68.2,70.6
2020/21 Q1,Scottish Borders,75-84 years,Emergency Admissions Bed Days,270,11955,1227.3,1131
2020/21 Q1,Scottish Borders,85+ years,A&E Attendances,40,1210,89.9,65.3
2020/21 Q1,Scottish Borders,85+ years,Emergency Admissions,30,1005,67.4,54
2020/21 Q1,Scottish Borders,85+ years,Emergency Admissions Bed Days,265,11365,595.5,613.2
2020/21 Q1,Scottish Borders,Unknown,A&E Attendances,0,0,NA,NA
2020/21 Q1,Scottish Borders,Unknown,Emergency Admissions,0,0,NA,NA
2020/21 Q1,Scottish Borders,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q1,Shetland Islands,All Ages,A&E Attendances,15,2515,103.4,68.9
2020/21 Q1,Shetland Islands,All Ages,Emergency Admissions,10,2290,69,62.5
2020/21 Q1,Shetland Islands,All Ages,Emergency Admissions Bed Days,85,32075,586.2,879.2
2020/21 Q1,Shetland Islands,0-17 years,A&E Attendances,0,0,NA,NA
2020/21 Q1,Shetland Islands,0-17 years,Emergency Admissions,0,0,NA,NA
2020/21 Q1,Shetland Islands,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q1,Shetland Islands,18-64 years,A&E Attendances,5,270,333.3,77.8
2020/21 Q1,Shetland Islands,18-64 years,Emergency Admissions,5,250,333.3,71.8
2020/21 Q1,Shetland Islands,18-64 years,Emergency Admissions Bed Days,30,4495,2000,1295.4
2020/21 Q1,Shetland Islands,65-74 years,A&E Attendances,0,245,0,63.4
2020/21 Q1,Shetland Islands,65-74 years,Emergency Admissions,0,285,0,73.5
2020/21 Q1,Shetland Islands,65-74 years,Emergency Admissions Bed Days,5,4260,500,1102.2
2020/21 Q1,Shetland Islands,75-84 years,A&E Attendances,5,790,142.9,74.7
2020/21 Q1,Shetland Islands,75-84 years,Emergency Admissions,5,750,142.9,70.6
2020/21 Q1,Shetland Islands,75-84 years,Emergency Admissions Bed Days,15,11955,428.6,1131
2020/21 Q1,Shetland Islands,85+ years,A&E Attendances,5,1210,58.8,65.3
2020/21 Q1,Shetland Islands,85+ years,Emergency Admissions,5,1005,58.8,54
2020/21 Q1,Shetland Islands,85+ years,Emergency Admissions Bed Days,40,11365,470.6,613.2
2020/21 Q1,Shetland Islands,Unknown,A&E Attendances,0,0,NA,NA
2020/21 Q1,Shetland Islands,Unknown,Emergency Admissions,0,0,NA,NA
2020/21 Q1,Shetland Islands,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q1,South Ayrshire,All Ages,A&E Attendances,65,2515,81.8,68.9
2020/21 Q1,South Ayrshire,All Ages,Emergency Admissions,65,2290,81.8,62.5
2020/21 Q1,South Ayrshire,All Ages,Emergency Admissions Bed Days,720,32075,905.7,879.2
2020/21 Q1,South Ayrshire,0-17 years,A&E Attendances,0,0,NA,NA
2020/21 Q1,South Ayrshire,0-17 years,Emergency Admissions,0,0,NA,NA
2020/21 Q1,South Ayrshire,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q1,South Ayrshire,18-64 years,A&E Attendances,5,270,90.9,77.8
2020/21 Q1,South Ayrshire,18-64 years,Emergency Admissions,5,250,90.9,71.8
2020/21 Q1,South Ayrshire,18-64 years,Emergency Admissions Bed Days,55,4495,1000,1295.4
2020/21 Q1,South Ayrshire,65-74 years,A&E Attendances,5,245,66.7,63.4
2020/21 Q1,South Ayrshire,65-74 years,Emergency Admissions,5,285,66.7,73.5
2020/21 Q1,South Ayrshire,65-74 years,Emergency Admissions Bed Days,115,4260,1533.3,1102.2
2020/21 Q1,South Ayrshire,75-84 years,A&E Attendances,20,790,100,74.7
2020/21 Q1,South Ayrshire,75-84 years,Emergency Admissions,20,750,100,70.6
2020/21 Q1,South Ayrshire,75-84 years,Emergency Admissions Bed Days,230,11955,1150,1131
2020/21 Q1,South Ayrshire,85+ years,A&E Attendances,35,1210,74.5,65.3
2020/21 Q1,South Ayrshire,85+ years,Emergency Admissions,35,1005,74.5,54
2020/21 Q1,South Ayrshire,85+ years,Emergency Admissions Bed Days,325,11365,691.5,613.2
2020/21 Q1,South Ayrshire,Unknown,A&E Attendances,0,0,NA,NA
2020/21 Q1,South Ayrshire,Unknown,Emergency Admissions,0,0,NA,NA
2020/21 Q1,South Ayrshire,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q1,South Lanarkshire,All Ages,A&E Attendances,180,2515,88.7,68.9
2020/21 Q1,South Lanarkshire,All Ages,Emergency Admissions,115,2290,53.7,62.5
2020/21 Q1,South Lanarkshire,All Ages,Emergency Admissions Bed Days,1600,32075,788.2,879.2
2020/21 Q1,South Lanarkshire,0-17 years,A&E Attendances,0,0,NA,NA
2020/21 Q1,South Lanarkshire,0-17 years,Emergency Admissions,0,0,NA,NA
2020/21 Q1,South Lanarkshire,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q1,South Lanarkshire,18-64 years,A&E Attendances,20,270,93,77.8
2020/21 Q1,South Lanarkshire,18-64 years,Emergency Admissions,15,250,66.7,71.8
2020/21 Q1,South Lanarkshire,18-64 years,Emergency Admissions Bed Days,375,4495,1744.2,1295.4
2020/21 Q1,South Lanarkshire,65-74 years,A&E Attendances,15,245,73.2,63.4
2020/21 Q1,South Lanarkshire,65-74 years,Emergency Admissions,10,285,46.5,73.5
2020/21 Q1,South Lanarkshire,65-74 years,Emergency Admissions Bed Days,95,4260,463.4,1102.2
2020/21 Q1,South Lanarkshire,75-84 years,A&E Attendances,55,790,93.2,74.7
2020/21 Q1,South Lanarkshire,75-84 years,Emergency Admissions,40,750,63.5,70.6
2020/21 Q1,South Lanarkshire,75-84 years,Emergency Admissions Bed Days,430,11955,728.8,1131
2020/21 Q1,South Lanarkshire,85+ years,A&E Attendances,85,1210,83.7,65.3
2020/21 Q1,South Lanarkshire,85+ years,Emergency Admissions,50,1005,46.5,54
2020/21 Q1,South Lanarkshire,85+ years,Emergency Admissions Bed Days,705,11365,694.6,613.2
2020/21 Q1,South Lanarkshire,Unknown,A&E Attendances,0,0,NA,NA
2020/21 Q1,South Lanarkshire,Unknown,Emergency Admissions,0,0,NA,NA
2020/21 Q1,South Lanarkshire,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q1,Stirling,All Ages,A&E Attendances,25,2515,42.7,68.9
2020/21 Q1,Stirling,All Ages,Emergency Admissions,15,2290,25.6,62.5
2020/21 Q1,Stirling,All Ages,Emergency Admissions Bed Days,360,32075,615.4,879.2
2020/21 Q1,Stirling,0-17 years,A&E Attendances,0,0,NA,NA
2020/21 Q1,Stirling,0-17 years,Emergency Admissions,0,0,NA,NA
2020/21 Q1,Stirling,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q1,Stirling,18-64 years,A&E Attendances,5,270,58.8,77.8
2020/21 Q1,Stirling,18-64 years,Emergency Admissions,5,250,58.8,71.8
2020/21 Q1,Stirling,18-64 years,Emergency Admissions Bed Days,220,4495,2588.2,1295.4
2020/21 Q1,Stirling,65-74 years,A&E Attendances,0,245,0,63.4
2020/21 Q1,Stirling,65-74 years,Emergency Admissions,0,285,0,73.5
2020/21 Q1,Stirling,65-74 years,Emergency Admissions Bed Days,50,4260,833.3,1102.2
2020/21 Q1,Stirling,75-84 years,A&E Attendances,10,790,64.5,74.7
2020/21 Q1,Stirling,75-84 years,Emergency Admissions,5,750,32.3,70.6
2020/21 Q1,Stirling,75-84 years,Emergency Admissions Bed Days,60,11955,387.1,1131
2020/21 Q1,Stirling,85+ years,A&E Attendances,10,1210,35.1,65.3
2020/21 Q1,Stirling,85+ years,Emergency Admissions,5,1005,17.5,54
2020/21 Q1,Stirling,85+ years,Emergency Admissions Bed Days,20,11365,70.2,613.2
2020/21 Q1,Stirling,Unknown,A&E Attendances,0,0,NA,NA
2020/21 Q1,Stirling,Unknown,Emergency Admissions,0,0,NA,NA
2020/21 Q1,Stirling,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q1,West Dunbartonshire,All Ages,A&E Attendances,50,2515,78.1,68.9
2020/21 Q1,West Dunbartonshire,All Ages,Emergency Admissions,55,2290,85.9,62.5
2020/21 Q1,West Dunbartonshire,All Ages,Emergency Admissions Bed Days,800,32075,1250,879.2
2020/21 Q1,West Dunbartonshire,0-17 years,A&E Attendances,0,0,NA,NA
2020/21 Q1,West Dunbartonshire,0-17 years,Emergency Admissions,0,0,NA,NA
2020/21 Q1,West Dunbartonshire,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q1,West Dunbartonshire,18-64 years,A&E Attendances,10,270,153.8,77.8
2020/21 Q1,West Dunbartonshire,18-64 years,Emergency Admissions,10,250,153.8,71.8
2020/21 Q1,West Dunbartonshire,18-64 years,Emergency Admissions Bed Days,170,4495,2615.4,1295.4
2020/21 Q1,West Dunbartonshire,65-74 years,A&E Attendances,0,245,0,63.4
2020/21 Q1,West Dunbartonshire,65-74 years,Emergency Admissions,5,285,76.9,73.5
2020/21 Q1,West Dunbartonshire,65-74 years,Emergency Admissions Bed Days,60,4260,923.1,1102.2
2020/21 Q1,West Dunbartonshire,75-84 years,A&E Attendances,20,790,100,74.7
2020/21 Q1,West Dunbartonshire,75-84 years,Emergency Admissions,15,750,75,70.6
2020/21 Q1,West Dunbartonshire,75-84 years,Emergency Admissions Bed Days,240,11955,1200,1131
2020/21 Q1,West Dunbartonshire,85+ years,A&E Attendances,20,1210,65.6,65.3
2020/21 Q1,West Dunbartonshire,85+ years,Emergency Admissions,20,1005,65.6,54
2020/21 Q1,West Dunbartonshire,85+ years,Emergency Admissions Bed Days,330,11365,1082,613.2
2020/21 Q1,West Dunbartonshire,Unknown,A&E Attendances,0,0,NA,NA
2020/21 Q1,West Dunbartonshire,Unknown,Emergency Admissions,0,0,NA,NA
2020/21 Q1,West Dunbartonshire,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q1,West Lothian,All Ages,A&E Attendances,65,2515,68.8,68.9
2020/21 Q1,West Lothian,All Ages,Emergency Admissions,70,2290,74.1,62.5
2020/21 Q1,West Lothian,All Ages,Emergency Admissions Bed Days,635,32075,672,879.2
2020/21 Q1,West Lothian,0-17 years,A&E Attendances,0,10,NA,200
2020/21 Q1,West Lothian,0-17 years,Emergency Admissions,0,0,NA,NA
2020/21 Q1,West Lothian,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q1,West Lothian,18-64 years,A&E Attendances,10,270,87,77.8
2020/21 Q1,West Lothian,18-64 years,Emergency Admissions,10,250,87,71.8
2020/21 Q1,West Lothian,18-64 years,Emergency Admissions Bed Days,65,4495,565.2,1295.4
2020/21 Q1,West Lothian,65-74 years,A&E Attendances,5,245,47.6,63.4
2020/21 Q1,West Lothian,65-74 years,Emergency Admissions,10,285,95.2,73.5
2020/21 Q1,West Lothian,65-74 years,Emergency Admissions Bed Days,70,4260,666.7,1102.2
2020/21 Q1,West Lothian,75-84 years,A&E Attendances,30,790,95.2,74.7
2020/21 Q1,West Lothian,75-84 years,Emergency Admissions,30,750,95.2,70.6
2020/21 Q1,West Lothian,75-84 years,Emergency Admissions Bed Days,375,11955,1190.5,1131
2020/21 Q1,West Lothian,85+ years,A&E Attendances,20,1210,49.4,65.3
2020/21 Q1,West Lothian,85+ years,Emergency Admissions,20,1005,49.4,54
2020/21 Q1,West Lothian,85+ years,Emergency Admissions Bed Days,120,11365,296.3,613.2
2020/21 Q1,West Lothian,Unknown,A&E Attendances,0,0,NA,NA
2020/21 Q1,West Lothian,Unknown,Emergency Admissions,0,0,NA,NA
2020/21 Q1,West Lothian,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2020/21 Q2,Scotland (All Areas Submitted),All Ages,A&E Attendances,3075,3075,89.1,89.1
2020/21 Q2,Scotland (All Areas Submitted),All Ages,Emergency Admissions,2670,2670,77.3,77.3
2020/21 Q2,Scotland (All Areas Submitted),All Ages,Emergency Admissions Bed Days,37455,37455,1085.5,1085.5
2020/21 Q2,Scotland (All Areas Submitted),0-17 years,A&E Attendances,5,5,100,100
