financial_year,financial_quarter,sending_location,age_group,measure,value,scotland_value,rate_per_1000,scotland_rate,nursing_care_provision
2020/21,2020/21 Q1,Glasgow City,18-64 years,Emergency Admissions,100.8,460.8,176.832,137.52,All Individuals
2020/21,2020/21 Q1,Glasgow City,65+ years,A&E Attendances,712.8,5328,228.096,184.32,All Individuals
2020/21,2020/21 Q1,Glasgow City,65+ years,Emergency Admissions,633.6,4543.2,202.752,157.248,All Individuals
2020/21,2020/21 Q1,Highland,18+ years,A&E Attendances,244.8,5997.6,137.52,185.904,All Individuals
2020/21,2020/21 Q1,Highland,18+ years,Emergency Admissions,223.2,5004,125.424,155.232,All Individuals
2020/21,2020/21 Q1,Highland,18-64 years,A&E Attendances,28.8,669.6,164.592,199.872,All Individuals
2020/21,2020/21 Q1,Highland,18-64 years,Emergency Admissions,21.6,460.8,123.408,137.52,All Individuals
2020/21,2020/21 Q1,Highland,65+ years,A&E Attendances,223.2,5328,139.536,184.32,All Individuals
2020/21,2020/21 Q1,Highland,65+ years,Emergency Admissions,201.6,4543.2,126,157.248,All Individuals
2020/21,2020/21 Q1,Inverclyde,18+ years,A&E Attendances,108,5997.6,205.776,185.904,All Individuals
2020/21,2020/21 Q1,Inverclyde,18+ years,Emergency Admissions,93.6,5004,178.272,155.232,All Individuals
2020/21,2020/21 Q1,Inverclyde,18-64 years,A&E Attendances,14.4,669.6,261.792,199.872,All Individuals
2020/21,2020/21 Q1,Inverclyde,18-64 years,Emergency Admissions,14.4,460.8,261.792,137.52,All Individuals
2020/21,2020/21 Q1,Inverclyde,65+ years,A&E Attendances,100.8,5328,212.256,184.32,All Individuals
2020/21,2020/21 Q1,Inverclyde,65+ years,Emergency Admissions,79.2,4543.2,166.752,157.248,All Individuals
2020/21,2020/21 Q1,Midlothian,18+ years,A&E Attendances,50.4,5997.6,315.072,185.904,All Individuals
2020/21,2020/21 Q1,Midlothian,18+ years,Emergency Admissions,28.8,5004,180,155.232,All Individuals
2020/21,2020/21 Q1,Midlothian,18-64 years,A&E Attendances,0,669.6,#VALUE!,199.872,All Individuals
2020/21,2020/21 Q1,Midlothian,18-64 years,Emergency Admissions,0,460.8,#VALUE!,137.52,All Individuals
2020/21,2020/21 Q1,Midlothian,65+ years,A&E Attendances,50.4,5328,315.072,184.32,All Individuals
2020/21,2020/21 Q1,Midlothian,65+ years,Emergency Admissions,28.8,4543.2,180,157.248,All Individuals
2020/21,2020/21 Q1,Moray,18+ years,A&E Attendances,36,5997.6,67.248,185.904,All Individuals
2020/21,2020/21 Q1,Moray,18+ years,Emergency Admissions,43.2,5004,80.784,155.232,All Individuals
2020/21,2020/21 Q1,Moray,18-64 years,A&E Attendances,7.2,669.6,90,199.872,All Individuals
2020/21,2020/21 Q1,Moray,18-64 years,Emergency Admissions,7.2,460.8,90,137.52,All Individuals
2020/21,2020/21 Q1,Moray,65+ years,A&E Attendances,28.8,5328,63.36,184.32,All Individuals
2020/21,2020/21 Q1,Moray,65+ years,Emergency Admissions,36,4543.2,79.056,157.248,All Individuals
2020/21,2020/21 Q1,North Ayrshire,18+ years,A&E Attendances,136.8,5997.6,154.512,185.904,All Individuals
2020/21,2020/21 Q1,North Ayrshire,18+ years,Emergency Admissions,115.2,5004,130.176,155.232,All Individuals
2020/21,2020/21 Q1,North Ayrshire,18-64 years,A&E Attendances,14.4,669.6,159.984,199.872,All Individuals
2020/21,2020/21 Q1,North Ayrshire,18-64 years,Emergency Admissions,7.2,460.8,80.064,137.52,All Individuals
2020/21,2020/21 Q1,North Ayrshire,65+ years,A&E Attendances,115.2,5328,144.864,184.32,All Individuals
2020/21,2020/21 Q1,North Ayrshire,65+ years,Emergency Admissions,108,4543.2,135.792,157.248,All Individuals
2020/21,2020/21 Q1,North Lanarkshire,18+ years,A&E Attendances,288,5997.6,202.752,185.904,All Individuals
2020/21,2020/21 Q1,North Lanarkshire,18+ years,Emergency Admissions,180,5004,126.72,155.232,All Individuals
2020/21,2020/21 Q1,North Lanarkshire,18-64 years,A&E Attendances,14.4,669.6,180,199.872,All Individuals
2020/21,2020/21 Q1,North Lanarkshire,18-64 years,Emergency Admissions,7.2,460.8,90,137.52,All Individuals
2020/21,2020/21 Q1,North Lanarkshire,65+ years,A&E Attendances,273.6,5328,203.472,184.32,All Individuals
2020/21,2020/21 Q1,North Lanarkshire,65+ years,Emergency Admissions,172.8,4543.2,128.448,157.248,All Individuals
2020/21,2020/21 Q1,Perth and Kinross,18+ years,A&E Attendances,122.4,5997.6,112.32,185.904,All Individuals
2020/21,2020/21 Q1,Perth and Kinross,18+ years,Emergency Admissions,129.6,5004,118.944,155.232,All Individuals
2020/21,2020/21 Q1,Perth and Kinross,18-64 years,A&E Attendances,14.4,669.6,119.952,199.872,All Individuals
2020/21,2020/21 Q1,Perth and Kinross,18-64 years,Emergency Admissions,14.4,460.8,119.952,137.52,All Individuals
2020/21,2020/21 Q1,Perth and Kinross,65+ years,A&E Attendances,108,5328,111.312,184.32,All Individuals
2020/21,2020/21 Q1,Perth and Kinross,65+ years,Emergency Admissions,115.2,4543.2,118.8,157.248,All Individuals
2020/21,2020/21 Q1,Renfrewshire,18+ years,A&E Attendances,280.8,5997.6,272.592,185.904,All Individuals
2020/21,2020/21 Q1,Renfrewshire,18+ years,Emergency Admissions,187.2,5004,181.728,155.232,All Individuals
2020/21,2020/21 Q1,Renfrewshire,18-64 years,A&E Attendances,21.6,669.6,216,199.872,All Individuals
2020/21,2020/21 Q1,Renfrewshire,18-64 years,Emergency Admissions,14.4,460.8,144,137.52,All Individuals
2020/21,2020/21 Q1,Renfrewshire,65+ years,A&E Attendances,259.2,5328,278.64,184.32,All Individuals
2020/21,2020/21 Q1,Renfrewshire,65+ years,Emergency Admissions,172.8,4543.2,185.76,157.248,All Individuals
2020/21,2020/21 Q1,Scottish Borders,18+ years,A&E Attendances,144,5997.6,216.576,185.904,All Individuals
2020/21,2020/21 Q1,Scottish Borders,18+ years,Emergency Admissions,100.8,5004,151.632,155.232,All Individuals
2020/21,2020/21 Q1,Scottish Borders,18-64 years,A&E Attendances,0,669.6,0,199.872,All Individuals
2020/21,2020/21 Q1,Scottish Borders,18-64 years,Emergency Admissions,0,460.8,0,137.52,All Individuals
2020/21,2020/21 Q1,Scottish Borders,65+ years,A&E Attendances,144,5328,226.8,184.32,All Individuals
2020/21,2020/21 Q1,Scottish Borders,65+ years,Emergency Admissions,100.8,4543.2,158.688,157.248,All Individuals
2020/21,2020/21 Q1,Shetland,18+ years,A&E Attendances,36,5997.6,276.912,185.904,All Individuals
2020/21,2020/21 Q1,Shetland,18+ years,Emergency Admissions,28.8,5004,221.472,155.232,All Individuals
2020/21,2020/21 Q1,Shetland,18-64 years,A&E Attendances,0,669.6,0,199.872,All Individuals
2020/21,2020/21 Q1,Shetland,18-64 years,Emergency Admissions,0,460.8,0,137.52,All Individuals
2020/21,2020/21 Q1,Shetland,65+ years,A&E Attendances,36,5328,299.952,184.32,All Individuals
2020/21,2020/21 Q1,Shetland,65+ years,Emergency Admissions,21.6,4543.2,180,157.248,All Individuals
2020/21,2020/21 Q1,South Ayrshire,18+ years,A&E Attendances,208.8,5997.6,233.28,185.904,All Individuals
2020/21,2020/21 Q1,South Ayrshire,18+ years,Emergency Admissions,208.8,5004,233.28,155.232,All Individuals
2020/21,2020/21 Q1,South Ayrshire,18-64 years,A&E Attendances,7.2,669.6,130.896,199.872,All Individuals
2020/21,2020/21 Q1,South Ayrshire,18-64 years,Emergency Admissions,21.6,460.8,392.688,137.52,All Individuals
2020/21,2020/21 Q1,South Ayrshire,65+ years,A&E Attendances,194.4,5328,230.112,184.32,All Individuals
2020/21,2020/21 Q1,South Ayrshire,65+ years,Emergency Admissions,187.2,4543.2,221.472,157.248,All Individuals
2020/21,2020/21 Q1,South Lanarkshire,18+ years,A&E Attendances,489.6,5997.6,278.208,185.904,All Individuals
2020/21,2020/21 Q1,South Lanarkshire,18+ years,Emergency Admissions,309.6,5004,175.968,155.232,All Individuals
2020/21,2020/21 Q1,South Lanarkshire,18-64 years,A&E Attendances,64.8,669.6,340.992,199.872,All Individuals
2020/21,2020/21 Q1,South Lanarkshire,18-64 years,Emergency Admissions,43.2,460.8,227.376,137.52,All Individuals
2020/21,2020/21 Q1,South Lanarkshire,65+ years,A&E Attendances,424.8,5328,270.576,184.32,All Individuals
2020/21,2020/21 Q1,South Lanarkshire,65+ years,Emergency Admissions,266.4,4543.2,169.632,157.248,All Individuals
2020/21,2020/21 Q1,Stirling,18+ years,A&E Attendances,100.8,5997.6,176.832,185.904,All Individuals
2020/21,2020/21 Q1,Stirling,18+ years,Emergency Admissions,86.4,5004,151.632,155.232,All Individuals
2020/21,2020/21 Q1,Stirling,18-64 years,A&E Attendances,14.4,669.6,180,199.872,All Individuals
2020/21,2020/21 Q1,Stirling,18-64 years,Emergency Admissions,7.2,460.8,90,137.52,All Individuals
2020/21,2020/21 Q1,Stirling,65+ years,A&E Attendances,86.4,5328,176.256,184.32,All Individuals
2020/21,2020/21 Q1,Stirling,65+ years,Emergency Admissions,72,4543.2,146.88,157.248,All Individuals
2020/21,2020/21 Q1,West Dunbartonshire,18+ years,A&E Attendances,151.2,5997.6,236.304,185.904,All Individuals
2020/21,2020/21 Q1,West Dunbartonshire,18+ years,Emergency Admissions,122.4,5004,191.232,155.232,All Individuals
2020/21,2020/21 Q1,West Dunbartonshire,18-64 years,A&E Attendances,7.2,669.6,130.896,199.872,All Individuals
2020/21,2020/21 Q1,West Dunbartonshire,18-64 years,Emergency Admissions,7.2,460.8,130.896,137.52,All Individuals
2020/21,2020/21 Q1,West Dunbartonshire,65+ years,A&E Attendances,144,5328,246.096,184.32,All Individuals
2020/21,2020/21 Q1,West Dunbartonshire,65+ years,Emergency Admissions,108,4543.2,184.608,157.248,All Individuals
2020/21,2020/21 Q1,West Lothian,18+ years,A&E Attendances,180,5997.6,236.88,185.904,All Individuals
2020/21,2020/21 Q1,West Lothian,18+ years,Emergency Admissions,144,5004,189.504,155.232,All Individuals
2020/21,2020/21 Q1,West Lothian,18-64 years,A&E Attendances,14.4,669.6,151.632,199.872,All Individuals
2020/21,2020/21 Q1,West Lothian,18-64 years,Emergency Admissions,7.2,460.8,75.744,137.52,All Individuals
2020/21,2020/21 Q1,West Lothian,65+ years,A&E Attendances,158.4,5328,238.176,184.32,All Individuals
2020/21,2020/21 Q1,West Lothian,65+ years,Emergency Admissions,136.8,4543.2,205.776,157.248,All Individuals
2020/21,2020/21 Q2,Scotland (All Areas Submitted),18+ years,A&E Attendances,6271.2,6271.2,179.28,179.28,All Individuals
2020/21,2020/21 Q2,Scotland (All Areas Submitted),18+ years,Emergency Admissions,5047.2,5047.2,144.288,144.288,All Individuals
2020/21,2020/21 Q2,Scotland (All Areas Submitted),18-64 years,A&E Attendances,748.8,748.8,212.4,212.4,All Individuals
2020/21,2020/21 Q2,Scotland (All Areas Submitted),18-64 years,Emergency Admissions,561.6,561.6,159.264,159.264,All Individuals
2020/21,2020/21 Q2,Scotland (All Areas Submitted),65+ years,A&E Attendances,5515.2,5515.2,175.392,175.392,All Individuals
2020/21,2020/21 Q2,Scotland (All Areas Submitted),65+ years,Emergency Admissions,4485.6,4485.6,142.704,142.704,All Individuals
2020/21,2020/21 Q2,Aberdeen City,18+ years,A&E Attendances,180,6271.2,107.424,179.28,All Individuals
2020/21,2020/21 Q2,Aberdeen City,18+ years,Emergency Admissions,187.2,5047.2,111.744,144.288,All Individuals
2020/21,2020/21 Q2,Aberdeen City,18-64 years,A&E Attendances,36,748.8,133.344,212.4,All Individuals
2020/21,2020/21 Q2,Aberdeen City,18-64 years,Emergency Admissions,36,561.6,133.344,159.264,All Individuals
2020/21,2020/21 Q2,Aberdeen City,65+ years,A&E Attendances,144,5515.2,102.528,175.392,All Individuals
2020/21,2020/21 Q2,Aberdeen City,65+ years,Emergency Admissions,151.2,4485.6,107.568,142.704,All Individuals
2020/21,2020/21 Q2,Aberdeenshire,18+ years,A&E Attendances,115.2,6271.2,68.544,179.28,All Individuals
2020/21,2020/21 Q2,Aberdeenshire,18+ years,Emergency Admissions,151.2,5047.2,90,144.288,All Individuals
2020/21,2020/21 Q2,Aberdeenshire,18-64 years,A&E Attendances,14.4,748.8,77.904,212.4,All Individuals
2020/21,2020/21 Q2,Aberdeenshire,18-64 years,Emergency Admissions,21.6,561.6,116.784,159.264,All Individuals
2020/21,2020/21 Q2,Aberdeenshire,65+ years,A&E Attendances,100.8,5515.2,67.392,175.392,All Individuals
2020/21,2020/21 Q2,Aberdeenshire,65+ years,Emergency Admissions,129.6,4485.6,86.688,142.704,All Individuals
2020/21,2020/21 Q2,Angus,18+ years,A&E Attendances,50.4,6271.2,68.112,179.28,All Individuals
2020/21,2020/21 Q2,Angus,18+ years,Emergency Admissions,72,5047.2,97.344,144.288,All Individuals
2020/21,2020/21 Q2,Angus,18-64 years,A&E Attendances,14.4,748.8,169.344,212.4,All Individuals
2020/21,2020/21 Q2,Angus,18-64 years,Emergency Admissions,7.2,561.6,84.672,159.264,All Individuals
2020/21,2020/21 Q2,Angus,65+ years,A&E Attendances,36,5515.2,55.008,175.392,All Individuals
2020/21,2020/21 Q2,Angus,65+ years,Emergency Admissions,57.6,4485.6,87.984,142.704,All Individuals
2020/21,2020/21 Q2,Argyll and Bute,18+ years,A&E Attendances,86.4,6271.2,139.392,179.28,All Individuals
2020/21,2020/21 Q2,Argyll and Bute,18+ years,Emergency Admissions,72,5047.2,116.064,144.288,All Individuals
2020/21,2020/21 Q2,Argyll and Bute,18-64 years,A&E Attendances,7.2,748.8,119.952,212.4,All Individuals
2020/21,2020/21 Q2,Argyll and Bute,18-64 years,Emergency Admissions,0,561.6,0,159.264,All Individuals
2020/21,2020/21 Q2,Argyll and Bute,65+ years,A&E Attendances,79.2,5515.2,141.408,175.392,All Individuals
2020/21,2020/21 Q2,Argyll and Bute,65+ years,Emergency Admissions,72,4485.6,128.592,142.704,All Individuals
2020/21,2020/21 Q2,City of Edinburgh,18+ years,A&E Attendances,561.6,6271.2,190.368,179.28,All Individuals
2020/21,2020/21 Q2,City of Edinburgh,18+ years,Emergency Admissions,345.6,5047.2,117.216,144.288,All Individuals
2020/21,2020/21 Q2,City of Edinburgh,18-64 years,A&E Attendances,64.8,748.8,264.528,212.4,All Individuals
2020/21,2020/21 Q2,City of Edinburgh,18-64 years,Emergency Admissions,50.4,561.6,205.776,159.264,All Individuals
2020/21,2020/21 Q2,City of Edinburgh,65+ years,A&E Attendances,504,5515.2,186.336,175.392,All Individuals
2020/21,2020/21 Q2,City of Edinburgh,65+ years,Emergency Admissions,295.2,4485.6,109.152,142.704,All Individuals
2020/21,2020/21 Q2,Clackmannanshire,18+ years,A&E Attendances,28.8,6271.2,94.464,179.28,All Individuals
2020/21,2020/21 Q2,Clackmannanshire,18+ years,Emergency Admissions,28.8,5047.2,94.464,144.288,All Individuals
2020/21,2020/21 Q2,Clackmannanshire,18-64 years,A&E Attendances,0,748.8,0,212.4,All Individuals
2020/21,2020/21 Q2,Clackmannanshire,18-64 years,Emergency Admissions,7.2,561.6,110.736,159.264,All Individuals
2020/21,2020/21 Q2,Clackmannanshire,65+ years,A&E Attendances,28.8,5515.2,119.952,175.392,All Individuals
2020/21,2020/21 Q2,Clackmannanshire,65+ years,Emergency Admissions,21.6,4485.6,90,142.704,All Individuals
2020/21,2020/21 Q2,Dumfries and Galloway,18+ years,A&E Attendances,201.6,6271.2,187.488,179.28,All Individuals
2020/21,2020/21 Q2,Dumfries and Galloway,18+ years,Emergency Admissions,180,5047.2,167.472,144.288,All Individuals
2020/21,2020/21 Q2,Dumfries and Galloway,18-64 years,A&E Attendances,14.4,748.8,240.048,212.4,All Individuals
2020/21,2020/21 Q2,Dumfries and Galloway,18-64 years,Emergency Admissions,7.2,561.6,119.952,159.264,All Individuals
2020/21,2020/21 Q2,Dumfries and Galloway,65+ years,A&E Attendances,187.2,5515.2,183.6,175.392,All Individuals
2020/21,2020/21 Q2,Dumfries and Galloway,65+ years,Emergency Admissions,172.8,4485.6,169.344,142.704,All Individuals
2020/21,2020/21 Q2,Dundee City,18+ years,A&E Attendances,115.2,6271.2,97.632,179.28,All Individuals
2020/21,2020/21 Q2,Dundee City,18+ years,Emergency Admissions,122.4,5047.2,103.68,144.288,All Individuals
2020/21,2020/21 Q2,Dundee City,18-64 years,A&E Attendances,14.4,748.8,144,212.4,All Individuals
2020/21,2020/21 Q2,Dundee City,18-64 years,Emergency Admissions,14.4,561.6,144,159.264,All Individuals
2020/21,2020/21 Q2,Dundee City,65+ years,A&E Attendances,100.8,5515.2,93.312,175.392,All Individuals
2020/21,2020/21 Q2,Dundee City,65+ years,Emergency Admissions,108,4485.6,99.936,142.704,All Individuals
2020/21,2020/21 Q2,East Ayrshire,18+ years,A&E Attendances,115.2,6271.2,157.824,179.28,All Individuals
2020/21,2020/21 Q2,East Ayrshire,18+ years,Emergency Admissions,129.6,5047.2,177.552,144.288,All Individuals
2020/21,2020/21 Q2,East Ayrshire,18-64 years,A&E Attendances,14.4,748.8,240.048,212.4,All Individuals
2020/21,2020/21 Q2,East Ayrshire,18-64 years,Emergency Admissions,7.2,561.6,119.952,159.264,All Individuals
2020/21,2020/21 Q2,East Ayrshire,65+ years,A&E Attendances,100.8,5515.2,150.48,175.392,All Individuals
2020/21,2020/21 Q2,East Ayrshire,65+ years,Emergency Admissions,122.4,4485.6,182.736,142.704,All Individuals
2020/21,2020/21 Q2,East Dunbartonshire,18+ years,A&E Attendances,165.6,6271.2,192.528,179.28,All Individuals
2020/21,2020/21 Q2,East Dunbartonshire,18+ years,Emergency Admissions,129.6,5047.2,150.768,144.288,All Individuals
2020/21,2020/21 Q2,East Dunbartonshire,18-64 years,A&E Attendances,14.4,748.8,319.968,212.4,All Individuals
2020/21,2020/21 Q2,East Dunbartonshire,18-64 years,Emergency Admissions,14.4,561.6,319.968,159.264,All Individuals
2020/21,2020/21 Q2,East Dunbartonshire,65+ years,A&E Attendances,151.2,5515.2,185.472,175.392,All Individuals
2020/21,2020/21 Q2,East Dunbartonshire,65+ years,Emergency Admissions,115.2,4485.6,141.408,142.704,All Individuals
2020/21,2020/21 Q2,East Lothian,18+ years,A&E Attendances,122.4,6271.2,174.816,179.28,All Individuals
2020/21,2020/21 Q2,East Lothian,18+ years,Emergency Admissions,93.6,5047.2,133.776,144.288,All Individuals
2020/21,2020/21 Q2,East Lothian,18-64 years,A&E Attendances,7.2,748.8,144,212.4,All Individuals
2020/21,2020/21 Q2,East Lothian,18-64 years,Emergency Admissions,7.2,561.6,144,159.264,All Individuals
2020/21,2020/21 Q2,East Lothian,65+ years,A&E Attendances,115.2,5515.2,177.264,175.392,All Individuals
2020/21,2020/21 Q2,East Lothian,65+ years,Emergency Admissions,86.4,4485.6,132.912,142.704,All Individuals
2020/21,2020/21 Q2,East Renfrewshire,18+ years,A&E Attendances,108,6271.2,184.608,179.28,All Individuals
2020/21,2020/21 Q2,East Renfrewshire,18+ years,Emergency Admissions,57.6,5047.2,98.496,144.288,All Individuals
2020/21,2020/21 Q2,East Renfrewshire,18-64 years,A&E Attendances,7.2,748.8,240.048,212.4,All Individuals
2020/21,2020/21 Q2,East Renfrewshire,18-64 years,Emergency Admissions,7.2,561.6,240.048,159.264,All Individuals
2020/21,2020/21 Q2,East Renfrewshire,65+ years,A&E Attendances,93.6,5515.2,168.624,175.392,All Individuals
2020/21,2020/21 Q2,East Renfrewshire,65+ years,Emergency Admissions,50.4,4485.6,90.864,142.704,All Individuals
2020/21,2020/21 Q2,Falkirk,18+ years,A&E Attendances,172.8,6271.2,152.208,179.28,All Individuals
2020/21,2020/21 Q2,Falkirk,18+ years,Emergency Admissions,151.2,5047.2,133.2,144.288,All Individuals
2020/21,2020/21 Q2,Falkirk,18-64 years,A&E Attendances,21.6,748.8,127.008,212.4,All Individuals
2020/21,2020/21 Q2,Falkirk,18-64 years,Emergency Admissions,21.6,561.6,127.008,159.264,All Individuals
2020/21,2020/21 Q2,Falkirk,65+ years,A&E Attendances,151.2,5515.2,156.672,175.392,All Individuals
2020/21,2020/21 Q2,Falkirk,65+ years,Emergency Admissions,129.6,4485.6,134.352,142.704,All Individuals
2020/21,2020/21 Q2,Fife,18+ years,A&E Attendances,410.4,6271.2,152.784,179.28,All Individuals
2020/21,2020/21 Q2,Fife,18+ years,Emergency Admissions,460.8,5047.2,171.648,144.288,All Individuals
2020/21,2020/21 Q2,Fife,18-64 years,A&E Attendances,28.8,748.8,147.744,212.4,All Individuals
2020/21,2020/21 Q2,Fife,18-64 years,Emergency Admissions,28.8,561.6,147.744,159.264,All Individuals
2020/21,2020/21 Q2,Fife,65+ years,A&E Attendances,374.4,5515.2,150.336,175.392,All Individuals
2020/21,2020/21 Q2,Fife,65+ years,Emergency Admissions,432,4485.6,173.52,142.704,All Individuals
2020/21,2020/21 Q2,Glasgow City,18+ years,A&E Attendances,964.8,6271.2,241.2,179.28,All Individuals
2020/21,2020/21 Q2,Glasgow City,18+ years,Emergency Admissions,784.8,5047.2,196.128,144.288,All Individuals
2020/21,2020/21 Q2,Glasgow City,18-64 years,A&E Attendances,201.6,748.8,322.56,212.4,All Individuals
2020/21,2020/21 Q2,Glasgow City,18-64 years,Emergency Admissions,136.8,561.6,218.88,159.264,All Individuals
2020/21,2020/21 Q2,Glasgow City,65+ years,A&E Attendances,763.2,5515.2,226.08,175.392,All Individuals
2020/21,2020/21 Q2,Glasgow City,65+ years,Emergency Admissions,648,4485.6,191.952,142.704,All Individuals
2020/21,2020/21 Q2,Highland,18+ years,A&E Attendances,280.8,6271.2,148.608,179.28,All Individuals
2020/21,2020/21 Q2,Highland,18+ years,Emergency Admissions,237.6,5047.2,125.712,144.288,All Individuals
2020/21,2020/21 Q2,Highland,18-64 years,A&E Attendances,21.6,748.8,119.952,212.4,All Individuals
2020/21,2020/21 Q2,Highland,18-64 years,Emergency Admissions,21.6,561.6,119.952,159.264,All Individuals
2020/21,2020/21 Q2,Highland,65+ years,A&E Attendances,252,5515.2,147.312,175.392,All Individuals
2020/21,2020/21 Q2,Highland,65+ years,Emergency Admissions,216,4485.6,126.288,142.704,All Individuals
2020/21,2020/21 Q2,Inverclyde,18+ years,A&E Attendances,136.8,6271.2,246.528,179.28,All Individuals
2020/21,2020/21 Q2,Inverclyde,18+ years,Emergency Admissions,100.8,5047.2,181.584,144.288,All Individuals
2020/21,2020/21 Q2,Inverclyde,18-64 years,A&E Attendances,21.6,748.8,432,212.4,All Individuals
2020/21,2020/21 Q2,Inverclyde,18-64 years,Emergency Admissions,14.4,561.6,288,159.264,All Individuals
2020/21,2020/21 Q2,Inverclyde,65+ years,A&E Attendances,115.2,5515.2,228.096,175.392,All Individuals
2020/21,2020/21 Q2,Inverclyde,65+ years,Emergency Admissions,86.4,4485.6,171.072,142.704,All Individuals
2020/21,2020/21 Q2,Midlothian,18+ years,A&E Attendances,72,6271.2,141.12,179.28,All Individuals
2020/21,2020/21 Q2,Midlothian,18+ years,Emergency Admissions,43.2,5047.2,84.672,144.288,All Individuals
2020/21,2020/21 Q2,Midlothian,18-64 years,A&E Attendances,0,748.8,0,212.4,All Individuals
2020/21,2020/21 Q2,Midlothian,18-64 years,Emergency Admissions,0,561.6,0,159.264,All Individuals
2020/21,2020/21 Q2,Midlothian,65+ years,A&E Attendances,72,5515.2,153.216,175.392,All Individuals
2020/21,2020/21 Q2,Midlothian,65+ years,Emergency Admissions,43.2,4485.6,91.872,142.704,All Individuals
2020/21,2020/21 Q2,Moray,18+ years,A&E Attendances,57.6,6271.2,100.224,179.28,All Individuals
2020/21,2020/21 Q2,Moray,18+ years,Emergency Admissions,50.4,5047.2,87.696,144.288,All Individuals
2020/21,2020/21 Q2,Moray,18-64 years,A&E Attendances,7.2,748.8,84.672,212.4,All Individuals
2020/21,2020/21 Q2,Moray,18-64 years,Emergency Admissions,7.2,561.6,84.672,159.264,All Individuals
2020/21,2020/21 Q2,Moray,65+ years,A&E Attendances,50.4,5515.2,102.816,175.392,All Individuals
2020/21,2020/21 Q2,Moray,65+ years,Emergency Admissions,43.2,4485.6,88.128,142.704,All Individuals
2020/21,2020/21 Q2,North Ayrshire,18+ years,A&E Attendances,172.8,6271.2,185.76,179.28,All Individuals
2020/21,2020/21 Q2,North Ayrshire,18+ years,Emergency Admissions,151.2,5047.2,162.576,144.288,All Individuals
2020/21,2020/21 Q2,North Ayrshire,18-64 years,A&E Attendances,28.8,748.8,303.12,212.4,All Individuals
2020/21,2020/21 Q2,North Ayrshire,18-64 years,Emergency Admissions,14.4,561.6,151.632,159.264,All Individuals
2020/21,2020/21 Q2,North Ayrshire,65+ years,A&E Attendances,136.8,5515.2,164.88,175.392,All Individuals
2020/21,2020/21 Q2,North Ayrshire,65+ years,Emergency Admissions,129.6,4485.6,156.096,142.704,All Individuals
2020/21,2020/21 Q2,North Lanarkshire,18+ years,A&E Attendances,324,6271.2,216.72,179.28,All Individuals
2020/21,2020/21 Q2,North Lanarkshire,18+ years,Emergency Admissions,201.6,5047.2,134.784,144.288,All Individuals
2020/21,2020/21 Q2,North Lanarkshire,18-64 years,A&E Attendances,21.6,748.8,270,212.4,All Individuals
2020/21,2020/21 Q2,North Lanarkshire,18-64 years,Emergency Admissions,14.4,561.6,180,159.264,All Individuals
2020/21,2020/21 Q2,North Lanarkshire,65+ years,A&E Attendances,295.2,5515.2,207.936,175.392,All Individuals
2020/21,2020/21 Q2,North Lanarkshire,65+ years,Emergency Admissions,187.2,4485.6,131.76,142.704,All Individuals
2020/21,2020/21 Q2,Perth and Kinross,18+ years,A&E Attendances,86.4,6271.2,73.152,179.28,All Individuals
2020/21,2020/21 Q2,Perth and Kinross,18+ years,Emergency Admissions,108,5047.2,91.584,144.288,All Individuals
2020/21,2020/21 Q2,Perth and Kinross,18-64 years,A&E Attendances,14.4,748.8,115.2,212.4,All Individuals
2020/21,2020/21 Q2,Perth and Kinross,18-64 years,Emergency Admissions,14.4,561.6,115.2,159.264,All Individuals
2020/21,2020/21 Q2,Perth and Kinross,65+ years,A&E Attendances,72,5515.2,68.256,175.392,All Individuals
2020/21,2020/21 Q2,Perth and Kinross,65+ years,Emergency Admissions,93.6,4485.6,88.704,142.704,All Individuals
2020/21,2020/21 Q2,Renfrewshire,18+ years,A&E Attendances,381.6,6271.2,340.704,179.28,All Individuals
2020/21,2020/21 Q2,Renfrewshire,18+ years,Emergency Admissions,252,5047.2,224.928,144.288,All Individuals
2020/21,2020/21 Q2,Renfrewshire,18-64 years,A&E Attendances,21.6,748.8,205.776,212.4,All Individuals
2020/21,2020/21 Q2,Renfrewshire,18-64 years,Emergency Admissions,14.4,561.6,137.088,159.264,All Individuals
2020/21,2020/21 Q2,Renfrewshire,65+ years,A&E Attendances,360,5515.2,354.672,175.392,All Individuals
2020/21,2020/21 Q2,Renfrewshire,65+ years,Emergency Admissions,230.4,4485.6,226.944,142.704,All Individuals
2020/21,2020/21 Q2,Scottish Borders,18+ years,A&E Attendances,151.2,6271.2,205.776,179.28,All Individuals
2020/21,2020/21 Q2,Scottish Borders,18+ years,Emergency Admissions,115.2,5047.2,156.672,144.288,All Individuals
2020/21,2020/21 Q2,Scottish Borders,18-64 years,A&E Attendances,0,748.8,0,212.4,All Individuals
2020/21,2020/21 Q2,Scottish Borders,18-64 years,Emergency Admissions,0,561.6,0,159.264,All Individuals
2020/21,2020/21 Q2,Scottish Borders,65+ years,A&E Attendances,151.2,5515.2,214.416,175.392,All Individuals
2020/21,2020/21 Q2,Scottish Borders,65+ years,Emergency Admissions,115.2,4485.6,163.44,142.704,All Individuals
2020/21,2020/21 Q2,Shetland,18+ years,A&E Attendances,36,6271.2,266.688,179.28,All Individuals
