financial_quarter,sending_location,age_group,referral_source,referrals,percentage,scotland_referrals,scotland_percentage
2020/21 Q1,Aberdeen City,0-17 years,Other/Unknown,0,0,5,50
2020/21 Q1,Aberdeen City,18-64 years,999 Emergency Services,50,100,285,77
2020/21 Q1,Aberdeen City,18-64 years,GP,0,0,5,1
2020/21 Q1,Aberdeen City,18-64 years,Care Home,0,0,0,0
2020/21 Q1,Aberdeen City,18-64 years,Self Referral,0,0,55,15
2020/21 Q1,Aberdeen City,18-64 years,Other/Unknown,0,0,25,7
2020/21 Q1,Aberdeen City,65-74 years,999 Emergency Services,15,100,245,84
2020/21 Q1,Aberdeen City,65-74 years,GP,0,0,10,3
2020/21 Q1,Aberdeen City,65-74 years,Care Home,0,0,0,0
2020/21 Q1,Aberdeen City,65-74 years,Self Referral,0,0,25,9
2020/21 Q1,Aberdeen City,65-74 years,Other/Unknown,0,0,10,3
2020/21 Q1,Aberdeen City,75-84 years,999 Emergency Services,30,100,800,89
2020/21 Q1,Aberdeen City,75-84 years,GP,0,0,15,2
2020/21 Q1,Aberdeen City,75-84 years,Care Home,0,0,5,1
2020/21 Q1,Aberdeen City,75-84 years,Self Referral,0,0,60,7
2020/21 Q1,Aberdeen City,75-84 years,Other/Unknown,0,0,20,2
2020/21 Q1,Aberdeen City,85+ years,999 Emergency Services,45,100,1190,86
2020/21 Q1,Aberdeen City,85+ years,GP,0,0,20,1
2020/21 Q1,Aberdeen City,85+ years,Care Home,0,0,10,1
2020/21 Q1,Aberdeen City,85+ years,Self Referral,0,0,125,9
2020/21 Q1,Aberdeen City,85+ years,Other/Unknown,0,0,40,3
2020/21 Q1,Aberdeen City,Unknown,999 Emergency Services,0,NA,0,NA
2020/21 Q1,Aberdeen City,Unknown,GP,0,NA,0,NA
2020/21 Q1,Aberdeen City,Unknown,Care Home,0,NA,0,NA
2020/21 Q1,Aberdeen City,Unknown,Self Referral,0,NA,0,NA
2020/21 Q1,Aberdeen City,Unknown,Other/Unknown,0,NA,0,NA
2020/21 Q1,Aberdeenshire,All Ages,999 Emergency Services,80,94.1,2520,85
2020/21 Q1,Aberdeenshire,All Ages,GP,0,0,50,2
2020/21 Q1,Aberdeenshire,All Ages,Care Home,0,0,15,1
2020/21 Q1,Aberdeenshire,All Ages,Self Referral,5,5.9,275,9
2020/21 Q1,Aberdeenshire,All Ages,Other/Unknown,0,0,90,3
2020/21 Q1,Aberdeenshire,0-17 years,999 Emergency Services,0,NA,0,0
2020/21 Q1,Aberdeenshire,0-17 years,GP,0,NA,0,0
2020/21 Q1,Aberdeenshire,0-17 years,Care Home,0,NA,0,0
2020/21 Q1,Aberdeenshire,0-17 years,Self Referral,0,NA,5,50
2020/21 Q1,Aberdeenshire,0-17 years,Other/Unknown,0,NA,5,50
2020/21 Q1,Aberdeenshire,18-64 years,999 Emergency Services,10,100,285,77
2020/21 Q1,Aberdeenshire,18-64 years,GP,0,0,5,1
2020/21 Q1,Aberdeenshire,18-64 years,Care Home,0,0,0,0
2020/21 Q1,Aberdeenshire,18-64 years,Self Referral,0,0,55,15
2020/21 Q1,Aberdeenshire,18-64 years,Other/Unknown,0,0,25,7
2020/21 Q1,Aberdeenshire,65-74 years,999 Emergency Services,5,100,245,84
2020/21 Q1,Aberdeenshire,65-74 years,GP,0,0,10,3
2020/21 Q1,Aberdeenshire,65-74 years,Care Home,0,0,0,0
2020/21 Q1,Aberdeenshire,65-74 years,Self Referral,0,0,25,9
2020/21 Q1,Aberdeenshire,65-74 years,Other/Unknown,0,0,10,3
2020/21 Q1,Aberdeenshire,75-84 years,999 Emergency Services,30,100,800,89
2020/21 Q1,Aberdeenshire,75-84 years,GP,0,0,15,2
2020/21 Q1,Aberdeenshire,75-84 years,Care Home,0,0,5,1
2020/21 Q1,Aberdeenshire,75-84 years,Self Referral,0,0,60,7
2020/21 Q1,Aberdeenshire,75-84 years,Other/Unknown,0,0,20,2
2020/21 Q1,Aberdeenshire,85+ years,999 Emergency Services,35,100,1190,86
2020/21 Q1,Aberdeenshire,85+ years,GP,0,0,20,1
2020/21 Q1,Aberdeenshire,85+ years,Care Home,0,0,10,1
2020/21 Q1,Aberdeenshire,85+ years,Self Referral,0,0,125,9
2020/21 Q1,Aberdeenshire,85+ years,Other/Unknown,0,0,40,3
2020/21 Q1,Aberdeenshire,Unknown,999 Emergency Services,0,NA,0,NA
2020/21 Q1,Aberdeenshire,Unknown,GP,0,NA,0,NA
2020/21 Q1,Aberdeenshire,Unknown,Care Home,0,NA,0,NA
2020/21 Q1,Aberdeenshire,Unknown,Self Referral,0,NA,0,NA
2020/21 Q1,Aberdeenshire,Unknown,Other/Unknown,0,NA,0,NA
2020/21 Q1,Angus,All Ages,999 Emergency Services,35,63.6,2520,85
2020/21 Q1,Angus,All Ages,GP,10,18.2,50,2
2020/21 Q1,Angus,All Ages,Care Home,0,0,15,1
2020/21 Q1,Angus,All Ages,Self Referral,5,9.1,275,9
2020/21 Q1,Angus,All Ages,Other/Unknown,5,9.1,90,3
2020/21 Q1,Angus,0-17 years,999 Emergency Services,0,NA,0,0
2020/21 Q1,Angus,0-17 years,GP,0,NA,0,0
2020/21 Q1,Angus,0-17 years,Care Home,0,NA,0,0
2020/21 Q1,Angus,0-17 years,Self Referral,0,NA,5,50
2020/21 Q1,Angus,0-17 years,Other/Unknown,0,NA,5,50
2020/21 Q1,Angus,18-64 years,999 Emergency Services,0,NA,285,77
2020/21 Q1,Angus,18-64 years,GP,0,NA,5,1
2020/21 Q1,Angus,18-64 years,Care Home,0,NA,0,0
2020/21 Q1,Angus,18-64 years,Self Referral,0,NA,55,15
2020/21 Q1,Angus,18-64 years,Other/Unknown,0,NA,25,7
2020/21 Q1,Angus,65-74 years,999 Emergency Services,5,100,245,84
2020/21 Q1,Angus,65-74 years,GP,0,0,10,3
2020/21 Q1,Angus,65-74 years,Care Home,0,0,0,0
2020/21 Q1,Angus,65-74 years,Self Referral,0,0,25,9
2020/21 Q1,Angus,65-74 years,Other/Unknown,0,0,10,3
2020/21 Q1,Angus,75-84 years,999 Emergency Services,10,100,800,89
2020/21 Q1,Angus,75-84 years,GP,0,0,15,2
2020/21 Q1,Angus,75-84 years,Care Home,0,0,5,1
2020/21 Q1,Angus,75-84 years,Self Referral,0,0,60,7
2020/21 Q1,Angus,75-84 years,Other/Unknown,0,0,20,2
2020/21 Q1,Angus,85+ years,999 Emergency Services,20,66.7,1190,86
2020/21 Q1,Angus,85+ years,GP,5,16.7,20,1
2020/21 Q1,Angus,85+ years,Care Home,0,0,10,1
2020/21 Q1,Angus,85+ years,Self Referral,0,0,125,9
2020/21 Q1,Angus,85+ years,Other/Unknown,5,16.7,40,3
2020/21 Q1,Angus,Unknown,999 Emergency Services,0,NA,0,NA
2020/21 Q1,Angus,Unknown,GP,0,NA,0,NA
2020/21 Q1,Angus,Unknown,Care Home,0,NA,0,NA
2020/21 Q1,Angus,Unknown,Self Referral,0,NA,0,NA
2020/21 Q1,Angus,Unknown,Other/Unknown,0,NA,0,NA
2020/21 Q1,Argyll and Bute,All Ages,999 Emergency Services,35,77.8,2520,85
2020/21 Q1,Argyll and Bute,All Ages,GP,0,0,50,2
2020/21 Q1,Argyll and Bute,All Ages,Care Home,0,0,15,1
2020/21 Q1,Argyll and Bute,All Ages,Self Referral,5,11.1,275,9
2020/21 Q1,Argyll and Bute,All Ages,Other/Unknown,5,11.1,90,3
2020/21 Q1,Argyll and Bute,0-17 years,999 Emergency Services,0,NA,0,0
2020/21 Q1,Argyll and Bute,0-17 years,GP,0,NA,0,0
2020/21 Q1,Argyll and Bute,0-17 years,Care Home,0,NA,0,0
2020/21 Q1,Argyll and Bute,0-17 years,Self Referral,0,NA,5,50
2020/21 Q1,Argyll and Bute,0-17 years,Other/Unknown,0,NA,5,50
2020/21 Q1,Argyll and Bute,18-64 years,999 Emergency Services,5,100,285,77
2020/21 Q1,Argyll and Bute,18-64 years,GP,0,0,5,1
2020/21 Q1,Argyll and Bute,18-64 years,Care Home,0,0,0,0
2020/21 Q1,Argyll and Bute,18-64 years,Self Referral,0,0,55,15
2020/21 Q1,Argyll and Bute,18-64 years,Other/Unknown,0,0,25,7
2020/21 Q1,Argyll and Bute,65-74 years,999 Emergency Services,0,NA,245,84
2020/21 Q1,Argyll and Bute,65-74 years,GP,0,NA,10,3
2020/21 Q1,Argyll and Bute,65-74 years,Care Home,0,NA,0,0
2020/21 Q1,Argyll and Bute,65-74 years,Self Referral,0,NA,25,9
2020/21 Q1,Argyll and Bute,65-74 years,Other/Unknown,0,NA,10,3
2020/21 Q1,Argyll and Bute,75-84 years,999 Emergency Services,10,100,800,89
2020/21 Q1,Argyll and Bute,75-84 years,GP,0,0,15,2
2020/21 Q1,Argyll and Bute,75-84 years,Care Home,0,0,5,1
2020/21 Q1,Argyll and Bute,75-84 years,Self Referral,0,0,60,7
2020/21 Q1,Argyll and Bute,75-84 years,Other/Unknown,0,0,20,2
2020/21 Q1,Argyll and Bute,85+ years,999 Emergency Services,20,80,1190,86
2020/21 Q1,Argyll and Bute,85+ years,GP,0,0,20,1
2020/21 Q1,Argyll and Bute,85+ years,Care Home,0,0,10,1
2020/21 Q1,Argyll and Bute,85+ years,Self Referral,5,20,125,9
2020/21 Q1,Argyll and Bute,85+ years,Other/Unknown,0,0,40,3
2020/21 Q1,Argyll and Bute,Unknown,999 Emergency Services,0,NA,0,NA
2020/21 Q1,Argyll and Bute,Unknown,GP,0,NA,0,NA
2020/21 Q1,Argyll and Bute,Unknown,Care Home,0,NA,0,NA
2020/21 Q1,Argyll and Bute,Unknown,Self Referral,0,NA,0,NA
2020/21 Q1,Argyll and Bute,Unknown,Other/Unknown,0,NA,0,NA
2020/21 Q1,City of Edinburgh,All Ages,999 Emergency Services,225,80.4,2520,85
2020/21 Q1,City of Edinburgh,All Ages,GP,10,3.6,50,2
2020/21 Q1,City of Edinburgh,All Ages,Care Home,0,0,15,1
2020/21 Q1,City of Edinburgh,All Ages,Self Referral,35,12.5,275,9
2020/21 Q1,City of Edinburgh,All Ages,Other/Unknown,10,3.6,90,3
2020/21 Q1,City of Edinburgh,0-17 years,999 Emergency Services,0,NA,0,0
2020/21 Q1,City of Edinburgh,0-17 years,GP,0,NA,0,0
2020/21 Q1,City of Edinburgh,0-17 years,Care Home,0,NA,0,0
2020/21 Q1,City of Edinburgh,0-17 years,Self Referral,0,NA,5,50
2020/21 Q1,City of Edinburgh,0-17 years,Other/Unknown,0,NA,5,50
2020/21 Q1,City of Edinburgh,18-64 years,999 Emergency Services,30,85.7,285,77
2020/21 Q1,City of Edinburgh,18-64 years,GP,0,0,5,1
2020/21 Q1,City of Edinburgh,18-64 years,Care Home,0,0,0,0
2020/21 Q1,City of Edinburgh,18-64 years,Self Referral,5,14.3,55,15
2020/21 Q1,City of Edinburgh,18-64 years,Other/Unknown,0,0,25,7
2020/21 Q1,City of Edinburgh,65-74 years,999 Emergency Services,25,100,245,84
2020/21 Q1,City of Edinburgh,65-74 years,GP,0,0,10,3
2020/21 Q1,City of Edinburgh,65-74 years,Care Home,0,0,0,0
2020/21 Q1,City of Edinburgh,65-74 years,Self Referral,0,0,25,9
2020/21 Q1,City of Edinburgh,65-74 years,Other/Unknown,0,0,10,3
2020/21 Q1,City of Edinburgh,75-84 years,999 Emergency Services,65,92.9,800,89
2020/21 Q1,City of Edinburgh,75-84 years,GP,0,0,15,2
2020/21 Q1,City of Edinburgh,75-84 years,Care Home,0,0,5,1
2020/21 Q1,City of Edinburgh,75-84 years,Self Referral,5,7.1,60,7
2020/21 Q1,City of Edinburgh,75-84 years,Other/Unknown,0,0,20,2
2020/21 Q1,City of Edinburgh,85+ years,999 Emergency Services,110,78.6,1190,86
2020/21 Q1,City of Edinburgh,85+ years,GP,5,3.6,20,1
2020/21 Q1,City of Edinburgh,85+ years,Care Home,0,0,10,1
2020/21 Q1,City of Edinburgh,85+ years,Self Referral,20,14.3,125,9
2020/21 Q1,City of Edinburgh,85+ years,Other/Unknown,5,3.6,40,3
2020/21 Q1,City of Edinburgh,Unknown,999 Emergency Services,0,NA,0,NA
2020/21 Q1,City of Edinburgh,Unknown,GP,0,NA,0,NA
2020/21 Q1,City of Edinburgh,Unknown,Care Home,0,NA,0,NA
2020/21 Q1,City of Edinburgh,Unknown,Self Referral,0,NA,0,NA
2020/21 Q1,City of Edinburgh,Unknown,Other/Unknown,0,NA,0,NA
2020/21 Q1,Clackmannanshire,All Ages,999 Emergency Services,15,60,2520,85
2020/21 Q1,Clackmannanshire,All Ages,GP,0,0,50,2
2020/21 Q1,Clackmannanshire,All Ages,Care Home,0,0,15,1
2020/21 Q1,Clackmannanshire,All Ages,Self Referral,5,20,275,9
2020/21 Q1,Clackmannanshire,All Ages,Other/Unknown,5,20,90,3
2020/21 Q1,Clackmannanshire,0-17 years,999 Emergency Services,0,NA,0,0
2020/21 Q1,Clackmannanshire,0-17 years,GP,0,NA,0,0
2020/21 Q1,Clackmannanshire,0-17 years,Care Home,0,NA,0,0
2020/21 Q1,Clackmannanshire,0-17 years,Self Referral,0,NA,5,50
2020/21 Q1,Clackmannanshire,0-17 years,Other/Unknown,0,NA,5,50
2020/21 Q1,Clackmannanshire,18-64 years,999 Emergency Services,0,NA,285,77
2020/21 Q1,Clackmannanshire,18-64 years,GP,0,NA,5,1
2020/21 Q1,Clackmannanshire,18-64 years,Care Home,0,NA,0,0
2020/21 Q1,Clackmannanshire,18-64 years,Self Referral,0,NA,55,15
2020/21 Q1,Clackmannanshire,18-64 years,Other/Unknown,0,NA,25,7
2020/21 Q1,Clackmannanshire,65-74 years,999 Emergency Services,5,100,245,84
2020/21 Q1,Clackmannanshire,65-74 years,GP,0,0,10,3
2020/21 Q1,Clackmannanshire,65-74 years,Care Home,0,0,0,0
2020/21 Q1,Clackmannanshire,65-74 years,Self Referral,0,0,25,9
2020/21 Q1,Clackmannanshire,65-74 years,Other/Unknown,0,0,10,3
2020/21 Q1,Clackmannanshire,75-84 years,999 Emergency Services,5,100,800,89
2020/21 Q1,Clackmannanshire,75-84 years,GP,0,0,15,2
2020/21 Q1,Clackmannanshire,75-84 years,Care Home,0,0,5,1
2020/21 Q1,Clackmannanshire,75-84 years,Self Referral,0,0,60,7
2020/21 Q1,Clackmannanshire,75-84 years,Other/Unknown,0,0,20,2
2020/21 Q1,Clackmannanshire,85+ years,999 Emergency Services,5,100,1190,86
2020/21 Q1,Clackmannanshire,85+ years,GP,0,0,20,1
2020/21 Q1,Clackmannanshire,85+ years,Care Home,0,0,10,1
2020/21 Q1,Clackmannanshire,85+ years,Self Referral,0,0,125,9
2020/21 Q1,Clackmannanshire,85+ years,Other/Unknown,0,0,40,3
2020/21 Q1,Clackmannanshire,Unknown,999 Emergency Services,0,NA,0,NA
2020/21 Q1,Clackmannanshire,Unknown,GP,0,NA,0,NA
2020/21 Q1,Clackmannanshire,Unknown,Care Home,0,NA,0,NA
2020/21 Q1,Clackmannanshire,Unknown,Self Referral,0,NA,0,NA
2020/21 Q1,Clackmannanshire,Unknown,Other/Unknown,0,NA,0,NA
2020/21 Q1,Dumfries and Galloway,All Ages,999 Emergency Services,125,100,2520,85
2020/21 Q1,Dumfries and Galloway,All Ages,GP,0,0,50,2
2020/21 Q1,Dumfries and Galloway,All Ages,Care Home,0,0,15,1
2020/21 Q1,Dumfries and Galloway,All Ages,Self Referral,0,0,275,9
2020/21 Q1,Dumfries and Galloway,All Ages,Other/Unknown,0,0,90,3
2020/21 Q1,Dumfries and Galloway,0-17 years,999 Emergency Services,0,NA,0,0
2020/21 Q1,Dumfries and Galloway,0-17 years,GP,0,NA,0,0
2020/21 Q1,Dumfries and Galloway,0-17 years,Care Home,0,NA,0,0
2020/21 Q1,Dumfries and Galloway,0-17 years,Self Referral,0,NA,5,50
2020/21 Q1,Dumfries and Galloway,0-17 years,Other/Unknown,0,NA,5,50
2020/21 Q1,Dumfries and Galloway,18-64 years,999 Emergency Services,10,100,285,77
2020/21 Q1,Dumfries and Galloway,18-64 years,GP,0,0,5,1
2020/21 Q1,Dumfries and Galloway,18-64 years,Care Home,0,0,0,0
2020/21 Q1,Dumfries and Galloway,18-64 years,Self Referral,0,0,55,15
2020/21 Q1,Dumfries and Galloway,18-64 years,Other/Unknown,0,0,25,7
2020/21 Q1,Dumfries and Galloway,65-74 years,999 Emergency Services,20,100,245,84
2020/21 Q1,Dumfries and Galloway,65-74 years,GP,0,0,10,3
2020/21 Q1,Dumfries and Galloway,65-74 years,Care Home,0,0,0,0
2020/21 Q1,Dumfries and Galloway,65-74 years,Self Referral,0,0,25,9
2020/21 Q1,Dumfries and Galloway,65-74 years,Other/Unknown,0,0,10,3
2020/21 Q1,Dumfries and Galloway,75-84 years,999 Emergency Services,35,100,800,89
2020/21 Q1,Dumfries and Galloway,75-84 years,GP,0,0,15,2
2020/21 Q1,Dumfries and Galloway,75-84 years,Care Home,0,0,5,1
2020/21 Q1,Dumfries and Galloway,75-84 years,Self Referral,0,0,60,7
2020/21 Q1,Dumfries and Galloway,75-84 years,Other/Unknown,0,0,20,2
2020/21 Q1,Dumfries and Galloway,85+ years,999 Emergency Services,65,100,1190,86
2020/21 Q1,Dumfries and Galloway,85+ years,GP,0,0,20,1
2020/21 Q1,Dumfries and Galloway,85+ years,Care Home,0,0,10,1
2020/21 Q1,Dumfries and Galloway,85+ years,Self Referral,0,0,125,9
2020/21 Q1,Dumfries and Galloway,85+ years,Other/Unknown,0,0,40,3
2020/21 Q1,Dumfries and Galloway,Unknown,999 Emergency Services,0,NA,0,NA
2020/21 Q1,Dumfries and Galloway,Unknown,GP,0,NA,0,NA
2020/21 Q1,Dumfries and Galloway,Unknown,Care Home,0,NA,0,NA
2020/21 Q1,Dumfries and Galloway,Unknown,Self Referral,0,NA,0,NA
2020/21 Q1,Dumfries and Galloway,Unknown,Other/Unknown,0,NA,0,NA
2020/21 Q1,Dundee City,All Ages,999 Emergency Services,45,90,2520,85
2020/21 Q1,Dundee City,All Ages,GP,0,0,50,2
2020/21 Q1,Dundee City,All Ages,Care Home,0,0,15,1
2020/21 Q1,Dundee City,All Ages,Self Referral,5,10,275,9
2020/21 Q1,Dundee City,All Ages,Other/Unknown,0,0,90,3
2020/21 Q1,Dundee City,0-17 years,999 Emergency Services,0,NA,0,0
2020/21 Q1,Dundee City,0-17 years,GP,0,NA,0,0
2020/21 Q1,Dundee City,0-17 years,Care Home,0,NA,0,0
2020/21 Q1,Dundee City,0-17 years,Self Referral,0,NA,5,50
2020/21 Q1,Dundee City,0-17 years,Other/Unknown,0,NA,5,50
2020/21 Q1,Dundee City,18-64 years,999 Emergency Services,0,NA,285,77
2020/21 Q1,Dundee City,18-64 years,GP,0,NA,5,1
2020/21 Q1,Dundee City,18-64 years,Care Home,0,NA,0,0
2020/21 Q1,Dundee City,18-64 years,Self Referral,0,NA,55,15
2020/21 Q1,Dundee City,18-64 years,Other/Unknown,0,NA,25,7
2020/21 Q1,Dundee City,65-74 years,999 Emergency Services,5,100,245,84
2020/21 Q1,Dundee City,65-74 years,GP,0,0,10,3
2020/21 Q1,Dundee City,65-74 years,Care Home,0,0,0,0
2020/21 Q1,Dundee City,65-74 years,Self Referral,0,0,25,9
2020/21 Q1,Dundee City,65-74 years,Other/Unknown,0,0,10,3
2020/21 Q1,Dundee City,75-84 years,999 Emergency Services,10,100,800,89
2020/21 Q1,Dundee City,75-84 years,GP,0,0,15,2
2020/21 Q1,Dundee City,75-84 years,Care Home,0,0,5,1
2020/21 Q1,Dundee City,75-84 years,Self Referral,0,0,60,7
2020/21 Q1,Dundee City,75-84 years,Other/Unknown,0,0,20,2
2020/21 Q1,Dundee City,85+ years,999 Emergency Services,30,100,1190,86
2020/21 Q1,Dundee City,85+ years,GP,0,0,20,1
2020/21 Q1,Dundee City,85+ years,Care Home,0,0,10,1
2020/21 Q1,Dundee City,85+ years,Self Referral,0,0,125,9
2020/21 Q1,Dundee City,85+ years,Other/Unknown,0,0,40,3
2020/21 Q1,Dundee City,Unknown,999 Emergency Services,0,NA,0,NA
2020/21 Q1,Dundee City,Unknown,GP,0,NA,0,NA
2020/21 Q1,Dundee City,Unknown,Care Home,0,NA,0,NA
2020/21 Q1,Dundee City,Unknown,Self Referral,0,NA,0,NA
2020/21 Q1,Dundee City,Unknown,Other/Unknown,0,NA,0,NA
2020/21 Q1,East Ayrshire,All Ages,999 Emergency Services,85,85,2520,85
2020/21 Q1,East Ayrshire,All Ages,GP,5,5,50,2
2020/21 Q1,East Ayrshire,All Ages,Care Home,0,0,15,1
2020/21 Q1,East Ayrshire,All Ages,Self Referral,10,10,275,9
2020/21 Q1,East Ayrshire,All Ages,Other/Unknown,0,0,90,3
2020/21 Q1,East Ayrshire,0-17 years,999 Emergency Services,0,NA,0,0
2020/21 Q1,East Ayrshire,0-17 years,GP,0,NA,0,0
2020/21 Q1,East Ayrshire,0-17 years,Care Home,0,NA,0,0
2020/21 Q1,East Ayrshire,0-17 years,Self Referral,0,NA,5,50
2020/21 Q1,East Ayrshire,0-17 years,Other/Unknown,0,NA,5,50
2020/21 Q1,East Ayrshire,18-64 years,999 Emergency Services,10,100,285,77
2020/21 Q1,East Ayrshire,18-64 years,GP,0,0,5,1
2020/21 Q1,East Ayrshire,18-64 years,Care Home,0,0,0,0
2020/21 Q1,East Ayrshire,18-64 years,Self Referral,0,0,55,15
2020/21 Q1,East Ayrshire,18-64 years,Other/Unknown,0,0,25,7
2020/21 Q1,East Ayrshire,65-74 years,999 Emergency Services,20,100,245,84
2020/21 Q1,East Ayrshire,65-74 years,GP,0,0,10,3
2020/21 Q1,East Ayrshire,65-74 years,Care Home,0,0,0,0
2020/21 Q1,East Ayrshire,65-74 years,Self Referral,0,0,25,9
2020/21 Q1,East Ayrshire,65-74 years,Other/Unknown,0,0,10,3
2020/21 Q1,East Ayrshire,75-84 years,999 Emergency Services,25,83.3,800,89
2020/21 Q1,East Ayrshire,75-84 years,GP,0,0,15,2
2020/21 Q1,East Ayrshire,75-84 years,Care Home,0,0,5,1
2020/21 Q1,East Ayrshire,75-84 years,Self Referral,5,16.7,60,7
2020/21 Q1,East Ayrshire,75-84 years,Other/Unknown,0,0,20,2
2020/21 Q1,East Ayrshire,85+ years,999 Emergency Services,35,100,1190,86
2020/21 Q1,East Ayrshire,85+ years,GP,0,0,20,1
2020/21 Q1,East Ayrshire,85+ years,Care Home,0,0,10,1
2020/21 Q1,East Ayrshire,85+ years,Self Referral,0,0,125,9
2020/21 Q1,East Ayrshire,85+ years,Other/Unknown,0,0,40,3
2020/21 Q1,East Ayrshire,Unknown,999 Emergency Services,0,NA,0,NA
2020/21 Q1,East Ayrshire,Unknown,GP,0,NA,0,NA
2020/21 Q1,East Ayrshire,Unknown,Care Home,0,NA,0,NA
2020/21 Q1,East Ayrshire,Unknown,Self Referral,0,NA,0,NA
2020/21 Q1,East Ayrshire,Unknown,Other/Unknown,0,NA,0,NA
2020/21 Q1,East Dunbartonshire,All Ages,999 Emergency Services,50,76.9,2520,85
2020/21 Q1,East Dunbartonshire,All Ages,GP,0,0,50,2
2020/21 Q1,East Dunbartonshire,All Ages,Care Home,0,0,15,1
2020/21 Q1,East Dunbartonshire,All Ages,Self Referral,10,15.4,275,9
2020/21 Q1,East Dunbartonshire,All Ages,Other/Unknown,5,7.7,90,3
2020/21 Q1,East Dunbartonshire,0-17 years,999 Emergency Services,0,NA,0,0
2020/21 Q1,East Dunbartonshire,0-17 years,GP,0,NA,0,0
2020/21 Q1,East Dunbartonshire,0-17 years,Care Home,0,NA,0,0
2020/21 Q1,East Dunbartonshire,0-17 years,Self Referral,0,NA,5,50
2020/21 Q1,East Dunbartonshire,0-17 years,Other/Unknown,0,NA,5,50
2020/21 Q1,East Dunbartonshire,18-64 years,999 Emergency Services,0,NA,285,77
2020/21 Q1,East Dunbartonshire,18-64 years,GP,0,NA,5,1
2020/21 Q1,East Dunbartonshire,18-64 years,Care Home,0,NA,0,0
2020/21 Q1,East Dunbartonshire,18-64 years,Self Referral,0,NA,55,15
2020/21 Q1,East Dunbartonshire,18-64 years,Other/Unknown,0,NA,25,7
2020/21 Q1,East Dunbartonshire,65-74 years,999 Emergency Services,5,100,245,84
2020/21 Q1,East Dunbartonshire,65-74 years,GP,0,0,10,3
2020/21 Q1,East Dunbartonshire,65-74 years,Care Home,0,0,0,0
2020/21 Q1,East Dunbartonshire,65-74 years,Self Referral,0,0,25,9
2020/21 Q1,East Dunbartonshire,65-74 years,Other/Unknown,0,0,10,3
2020/21 Q1,East Dunbartonshire,75-84 years,999 Emergency Services,20,80,800,89
2020/21 Q1,East Dunbartonshire,75-84 years,GP,0,0,15,2
2020/21 Q1,East Dunbartonshire,75-84 years,Care Home,0,0,5,1
2020/21 Q1,East Dunbartonshire,75-84 years,Self Referral,0,0,60,7
2020/21 Q1,East Dunbartonshire,75-84 years,Other/Unknown,5,20,20,2
2020/21 Q1,East Dunbartonshire,85+ years,999 Emergency Services,25,83.3,1190,86
2020/21 Q1,East Dunbartonshire,85+ years,GP,0,0,20,1
2020/21 Q1,East Dunbartonshire,85+ years,Care Home,0,0,10,1
2020/21 Q1,East Dunbartonshire,85+ years,Self Referral,5,16.7,125,9
2020/21 Q1,East Dunbartonshire,85+ years,Other/Unknown,0,0,40,3
2020/21 Q1,East Dunbartonshire,Unknown,999 Emergency Services,0,NA,0,NA
2020/21 Q1,East Dunbartonshire,Unknown,GP,0,NA,0,NA
2020/21 Q1,East Dunbartonshire,Unknown,Care Home,0,NA,0,NA
2020/21 Q1,East Dunbartonshire,Unknown,Self Referral,0,NA,0,NA
2020/21 Q1,East Dunbartonshire,Unknown,Other/Unknown,0,NA,0,NA
2020/21 Q1,East Lothian,All Ages,999 Emergency Services,55,91.7,2520,85
2020/21 Q1,East Lothian,All Ages,GP,0,0,50,2
2020/21 Q1,East Lothian,All Ages,Care Home,0,0,15,1
2020/21 Q1,East Lothian,All Ages,Self Referral,5,8.3,275,9
2020/21 Q1,East Lothian,All Ages,Other/Unknown,0,0,90,3
2020/21 Q1,East Lothian,0-17 years,999 Emergency Services,0,NA,0,0
2020/21 Q1,East Lothian,0-17 years,GP,0,NA,0,0
2020/21 Q1,East Lothian,0-17 years,Care Home,0,NA,0,0
2020/21 Q1,East Lothian,0-17 years,Self Referral,0,NA,5,50
2020/21 Q1,East Lothian,0-17 years,Other/Unknown,0,NA,5,50
2020/21 Q1,East Lothian,18-64 years,999 Emergency Services,5,50,285,77
2020/21 Q1,East Lothian,18-64 years,GP,0,0,5,1
2020/21 Q1,East Lothian,18-64 years,Care Home,0,0,0,0
2020/21 Q1,East Lothian,18-64 years,Self Referral,5,50,55,15
2020/21 Q1,East Lothian,18-64 years,Other/Unknown,0,0,25,7
2020/21 Q1,East Lothian,65-74 years,999 Emergency Services,10,100,245,84
2020/21 Q1,East Lothian,65-74 years,GP,0,0,10,3
2020/21 Q1,East Lothian,65-74 years,Care Home,0,0,0,0
2020/21 Q1,East Lothian,65-74 years,Self Referral,0,0,25,9
2020/21 Q1,East Lothian,65-74 years,Other/Unknown,0,0,10,3
2020/21 Q1,East Lothian,75-84 years,999 Emergency Services,20,100,800,89
2020/21 Q1,East Lothian,75-84 years,GP,0,0,15,2
2020/21 Q1,East Lothian,75-84 years,Care Home,0,0,5,1
2020/21 Q1,East Lothian,75-84 years,Self Referral,0,0,60,7
2020/21 Q1,East Lothian,75-84 years,Other/Unknown,0,0,20,2
2020/21 Q1,East Lothian,85+ years,999 Emergency Services,25,100,1190,86
2020/21 Q1,East Lothian,85+ years,GP,0,0,20,1
2020/21 Q1,East Lothian,85+ years,Care Home,0,0,10,1
2020/21 Q1,East Lothian,85+ years,Self Referral,0,0,125,9
2020/21 Q1,East Lothian,85+ years,Other/Unknown,0,0,40,3
