financial_year,sending_location,service,age_group,measure,value,scotland_value
2020/21,North Lanarkshire,Telecare Only,75-84 years,Number of People,70,4500
2020/21,North Lanarkshire,Telecare Only,75-84 years,"Rate per 1,000 Population",3.6,13.2
2020/21,North Lanarkshire,Telecare Only,85+ years,Number of People,120,4530
2020/21,North Lanarkshire,Telecare Only,85+ years,"Rate per 1,000 Population",19.8,35.3
2020/21,North Lanarkshire,Receiving both Community Alarm and Telecare,All Ages,Number of People,1135,28035
2020/21,North Lanarkshire,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",3.3,5.1
2020/21,North Lanarkshire,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0,235
2020/21,North Lanarkshire,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0,0.2
2020/21,North Lanarkshire,Receiving both Community Alarm and Telecare,18-64 years,Number of People,355,4135
2020/21,North Lanarkshire,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",1.7,1.2
2020/21,North Lanarkshire,Receiving both Community Alarm and Telecare,65-74 years,Number of People,185,4275
2020/21,North Lanarkshire,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",5.4,7.3
2020/21,North Lanarkshire,Receiving both Community Alarm and Telecare,75-84 years,Number of People,310,9185
2020/21,North Lanarkshire,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",16,26.9
2020/21,North Lanarkshire,Receiving both Community Alarm and Telecare,85+ years,Number of People,285,10210
2020/21,North Lanarkshire,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",46.9,79.6
2020/21,North Lanarkshire,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,10990,113110
2020/21,North Lanarkshire,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",32.2,20.7
2020/21,North Lanarkshire,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,45,670
2020/21,North Lanarkshire,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0.6,0.7
2020/21,North Lanarkshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,1900,15185
2020/21,North Lanarkshire,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",9,4.5
2020/21,North Lanarkshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,2015,17740
2020/21,North Lanarkshire,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",58.6,30.3
2020/21,North Lanarkshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,3955,38590
2020/21,North Lanarkshire,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",204.1,113
2020/21,North Lanarkshire,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,3075,40930
2020/21,North Lanarkshire,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",506.3,319
2020/21,Perth and Kinross,Community Alarm Only,All Ages,Number of People,2740,70880
2020/21,Perth and Kinross,Community Alarm Only,All Ages,"Rate per 1,000 Population",18,13
2020/21,Perth and Kinross,Community Alarm Only,0-17 years,Number of People,0,125
2020/21,Perth and Kinross,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0,0.1
2020/21,Perth and Kinross,Community Alarm Only,18-64 years,Number of People,445,8255
2020/21,Perth and Kinross,Community Alarm Only,18-64 years,"Rate per 1,000 Population",5.1,2.4
2020/21,Perth and Kinross,Community Alarm Only,65-74 years,Number of People,330,11415
2020/21,Perth and Kinross,Community Alarm Only,65-74 years,"Rate per 1,000 Population",17,19.5
2020/21,Perth and Kinross,Community Alarm Only,75-84 years,Number of People,845,24900
2020/21,Perth and Kinross,Community Alarm Only,75-84 years,"Rate per 1,000 Population",71.2,72.9
2020/21,Perth and Kinross,Community Alarm Only,85+ years,Number of People,1120,26190
2020/21,Perth and Kinross,Community Alarm Only,85+ years,"Rate per 1,000 Population",224.8,204.1
2020/21,Perth and Kinross,Telecare Only,All Ages,Number of People,180,14190
2020/21,Perth and Kinross,Telecare Only,All Ages,"Rate per 1,000 Population",1.2,2.6
2020/21,Perth and Kinross,Telecare Only,0-17 years,Number of People,0,310
2020/21,Perth and Kinross,Telecare Only,0-17 years,"Rate per 1,000 Population",0,0.3
2020/21,Perth and Kinross,Telecare Only,18-64 years,Number of People,15,2795
2020/21,Perth and Kinross,Telecare Only,18-64 years,"Rate per 1,000 Population",0.2,0.8
2020/21,Perth and Kinross,Telecare Only,65-74 years,Number of People,50,2055
2020/21,Perth and Kinross,Telecare Only,65-74 years,"Rate per 1,000 Population",2.6,3.5
2020/21,Perth and Kinross,Telecare Only,75-84 years,Number of People,65,4500
2020/21,Perth and Kinross,Telecare Only,75-84 years,"Rate per 1,000 Population",5.5,13.2
2020/21,Perth and Kinross,Telecare Only,85+ years,Number of People,45,4530
2020/21,Perth and Kinross,Telecare Only,85+ years,"Rate per 1,000 Population",9,35.3
2020/21,Perth and Kinross,Receiving both Community Alarm and Telecare,All Ages,Number of People,990,28035
2020/21,Perth and Kinross,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",6.5,5.1
2020/21,Perth and Kinross,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0,235
2020/21,Perth and Kinross,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0,0.2
2020/21,Perth and Kinross,Receiving both Community Alarm and Telecare,18-64 years,Number of People,100,4135
2020/21,Perth and Kinross,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",1.1,1.2
2020/21,Perth and Kinross,Receiving both Community Alarm and Telecare,65-74 years,Number of People,115,4275
2020/21,Perth and Kinross,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",5.9,7.3
2020/21,Perth and Kinross,Receiving both Community Alarm and Telecare,75-84 years,Number of People,290,9185
2020/21,Perth and Kinross,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",24.4,26.9
2020/21,Perth and Kinross,Receiving both Community Alarm and Telecare,85+ years,Number of People,485,10210
2020/21,Perth and Kinross,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",97.4,79.6
2020/21,Perth and Kinross,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,3910,113110
2020/21,Perth and Kinross,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",25.7,20.7
2020/21,Perth and Kinross,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,0,670
2020/21,Perth and Kinross,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0,0.7
2020/21,Perth and Kinross,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,560,15185
2020/21,Perth and Kinross,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",6.4,4.5
2020/21,Perth and Kinross,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,495,17740
2020/21,Perth and Kinross,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",25.4,30.3
2020/21,Perth and Kinross,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,1195,38590
2020/21,Perth and Kinross,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",100.7,113
2020/21,Perth and Kinross,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,1650,40930
2020/21,Perth and Kinross,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",331.2,319
2020/21,Renfrewshire,Community Alarm Only,All Ages,Number of People,3040,70880
2020/21,Renfrewshire,Community Alarm Only,All Ages,"Rate per 1,000 Population",16.9,13
2020/21,Renfrewshire,Community Alarm Only,0-17 years,Number of People,0,125
2020/21,Renfrewshire,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0,0.1
2020/21,Renfrewshire,Community Alarm Only,18-64 years,Number of People,245,8255
2020/21,Renfrewshire,Community Alarm Only,18-64 years,"Rate per 1,000 Population",2.2,2.4
2020/21,Renfrewshire,Community Alarm Only,65-74 years,Number of People,485,11415
2020/21,Renfrewshire,Community Alarm Only,65-74 years,"Rate per 1,000 Population",25.9,19.5
2020/21,Renfrewshire,Community Alarm Only,75-84 years,Number of People,1185,24900
2020/21,Renfrewshire,Community Alarm Only,75-84 years,"Rate per 1,000 Population",105.8,72.9
2020/21,Renfrewshire,Community Alarm Only,85+ years,Number of People,1125,26190
2020/21,Renfrewshire,Community Alarm Only,85+ years,"Rate per 1,000 Population",265,204.1
2020/21,Renfrewshire,Telecare Only,All Ages,Number of People,1140,14190
2020/21,Renfrewshire,Telecare Only,All Ages,"Rate per 1,000 Population",6.4,2.6
2020/21,Renfrewshire,Telecare Only,0-17 years,Number of People,0,310
2020/21,Renfrewshire,Telecare Only,0-17 years,"Rate per 1,000 Population",0,0.3
2020/21,Renfrewshire,Telecare Only,18-64 years,Number of People,175,2795
2020/21,Renfrewshire,Telecare Only,18-64 years,"Rate per 1,000 Population",1.6,0.8
2020/21,Renfrewshire,Telecare Only,65-74 years,Number of People,165,2055
2020/21,Renfrewshire,Telecare Only,65-74 years,"Rate per 1,000 Population",8.8,3.5
2020/21,Renfrewshire,Telecare Only,75-84 years,Number of People,405,4500
2020/21,Renfrewshire,Telecare Only,75-84 years,"Rate per 1,000 Population",36.1,13.2
2020/21,Renfrewshire,Telecare Only,85+ years,Number of People,400,4530
2020/21,Renfrewshire,Telecare Only,85+ years,"Rate per 1,000 Population",94.2,35.3
2020/21,Renfrewshire,Receiving both Community Alarm and Telecare,All Ages,Number of People,245,28035
2020/21,Renfrewshire,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",1.4,5.1
2020/21,Renfrewshire,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0,235
2020/21,Renfrewshire,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0,0.2
2020/21,Renfrewshire,Receiving both Community Alarm and Telecare,18-64 years,Number of People,10,4135
2020/21,Renfrewshire,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",0.1,1.2
2020/21,Renfrewshire,Receiving both Community Alarm and Telecare,65-74 years,Number of People,30,4275
2020/21,Renfrewshire,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",1.6,7.3
2020/21,Renfrewshire,Receiving both Community Alarm and Telecare,75-84 years,Number of People,90,9185
2020/21,Renfrewshire,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",8,26.9
2020/21,Renfrewshire,Receiving both Community Alarm and Telecare,85+ years,Number of People,115,10210
2020/21,Renfrewshire,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",27.1,79.6
2020/21,Renfrewshire,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,4430,113110
2020/21,Renfrewshire,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",24.7,20.7
2020/21,Renfrewshire,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,0,670
2020/21,Renfrewshire,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0,0.7
2020/21,Renfrewshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,435,15185
2020/21,Renfrewshire,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",3.9,4.5
2020/21,Renfrewshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,675,17740
2020/21,Renfrewshire,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",36.1,30.3
2020/21,Renfrewshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,1680,38590
2020/21,Renfrewshire,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",149.9,113
2020/21,Renfrewshire,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,1640,40930
2020/21,Renfrewshire,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",386.3,319
2020/21,Scottish Borders,Community Alarm Only,All Ages,Number of People,280,70880
2020/21,Scottish Borders,Community Alarm Only,All Ages,"Rate per 1,000 Population",2.4,13
2020/21,Scottish Borders,Community Alarm Only,0-17 years,Number of People,0,125
2020/21,Scottish Borders,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0,0.1
2020/21,Scottish Borders,Community Alarm Only,18-64 years,Number of People,25,8255
2020/21,Scottish Borders,Community Alarm Only,18-64 years,"Rate per 1,000 Population",0.4,2.4
2020/21,Scottish Borders,Community Alarm Only,65-74 years,Number of People,35,11415
2020/21,Scottish Borders,Community Alarm Only,65-74 years,"Rate per 1,000 Population",2.2,19.5
2020/21,Scottish Borders,Community Alarm Only,75-84 years,Number of People,100,24900
2020/21,Scottish Borders,Community Alarm Only,75-84 years,"Rate per 1,000 Population",10.4,72.9
2020/21,Scottish Borders,Community Alarm Only,85+ years,Number of People,115,26190
2020/21,Scottish Borders,Community Alarm Only,85+ years,"Rate per 1,000 Population",34.7,204.1
2020/21,Scottish Borders,Telecare Only,All Ages,Number of People,300,14190
2020/21,Scottish Borders,Telecare Only,All Ages,"Rate per 1,000 Population",2.6,2.6
2020/21,Scottish Borders,Telecare Only,0-17 years,Number of People,0,310
2020/21,Scottish Borders,Telecare Only,0-17 years,"Rate per 1,000 Population",0,0.3
2020/21,Scottish Borders,Telecare Only,18-64 years,Number of People,30,2795
2020/21,Scottish Borders,Telecare Only,18-64 years,"Rate per 1,000 Population",0.5,0.8
2020/21,Scottish Borders,Telecare Only,65-74 years,Number of People,40,2055
2020/21,Scottish Borders,Telecare Only,65-74 years,"Rate per 1,000 Population",2.5,3.5
2020/21,Scottish Borders,Telecare Only,75-84 years,Number of People,90,4500
2020/21,Scottish Borders,Telecare Only,75-84 years,"Rate per 1,000 Population",9.4,13.2
2020/21,Scottish Borders,Telecare Only,85+ years,Number of People,135,4530
2020/21,Scottish Borders,Telecare Only,85+ years,"Rate per 1,000 Population",40.8,35.3
2020/21,Scottish Borders,Receiving both Community Alarm and Telecare,All Ages,Number of People,85,28035
2020/21,Scottish Borders,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",0.7,5.1
2020/21,Scottish Borders,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0,235
2020/21,Scottish Borders,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0,0.2
2020/21,Scottish Borders,Receiving both Community Alarm and Telecare,18-64 years,Number of People,10,4135
2020/21,Scottish Borders,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",0.2,1.2
2020/21,Scottish Borders,Receiving both Community Alarm and Telecare,65-74 years,Number of People,10,4275
2020/21,Scottish Borders,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",0.6,7.3
2020/21,Scottish Borders,Receiving both Community Alarm and Telecare,75-84 years,Number of People,30,9185
2020/21,Scottish Borders,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",3.1,26.9
2020/21,Scottish Borders,Receiving both Community Alarm and Telecare,85+ years,Number of People,35,10210
2020/21,Scottish Borders,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",10.6,79.6
2020/21,Scottish Borders,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,660,113110
2020/21,Scottish Borders,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",5.7,20.7
2020/21,Scottish Borders,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,0,670
2020/21,Scottish Borders,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0,0.7
2020/21,Scottish Borders,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,70,15185
2020/21,Scottish Borders,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",1.1,4.5
2020/21,Scottish Borders,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,85,17740
2020/21,Scottish Borders,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",5.2,30.3
2020/21,Scottish Borders,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,220,38590
2020/21,Scottish Borders,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",23,113
2020/21,Scottish Borders,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,285,40930
2020/21,Scottish Borders,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",86.1,319
2020/21,Shetland Islands,Community Alarm Only,All Ages,Number of People,660,70880
2020/21,Shetland Islands,Community Alarm Only,All Ages,"Rate per 1,000 Population",28.9,13
2020/21,Shetland Islands,Community Alarm Only,18-64 years,Number of People,70,8255
2020/21,Shetland Islands,Community Alarm Only,18-64 years,"Rate per 1,000 Population",5.2,2.4
2020/21,Shetland Islands,Community Alarm Only,65-74 years,Number of People,65,11415
2020/21,Shetland Islands,Community Alarm Only,65-74 years,"Rate per 1,000 Population",24.2,19.5
2020/21,Shetland Islands,Community Alarm Only,75-84 years,Number of People,265,24900
2020/21,Shetland Islands,Community Alarm Only,75-84 years,"Rate per 1,000 Population",166.8,72.9
2020/21,Shetland Islands,Community Alarm Only,85+ years,Number of People,255,26190
2020/21,Shetland Islands,Community Alarm Only,85+ years,"Rate per 1,000 Population",476.6,204.1
2020/21,Shetland Islands,Telecare Only,All Ages,Number of People,5,14190
2020/21,Shetland Islands,Telecare Only,All Ages,"Rate per 1,000 Population",0.2,2.6
2020/21,Shetland Islands,Telecare Only,18-64 years,Number of People,0,2795
2020/21,Shetland Islands,Telecare Only,18-64 years,"Rate per 1,000 Population",0,0.8
2020/21,Shetland Islands,Telecare Only,65-74 years,Number of People,0,2055
2020/21,Shetland Islands,Telecare Only,65-74 years,"Rate per 1,000 Population",0,3.5
2020/21,Shetland Islands,Telecare Only,75-84 years,Number of People,0,4500
2020/21,Shetland Islands,Telecare Only,75-84 years,"Rate per 1,000 Population",0,13.2
2020/21,Shetland Islands,Telecare Only,85+ years,Number of People,0,4530
2020/21,Shetland Islands,Telecare Only,85+ years,"Rate per 1,000 Population",0,35.3
2020/21,Shetland Islands,Receiving both Community Alarm and Telecare,All Ages,Number of People,15,28035
2020/21,Shetland Islands,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",0.7,5.1
2020/21,Shetland Islands,Receiving both Community Alarm and Telecare,18-64 years,Number of People,0,4135
2020/21,Shetland Islands,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",0,1.2
2020/21,Shetland Islands,Receiving both Community Alarm and Telecare,65-74 years,Number of People,0,4275
2020/21,Shetland Islands,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",0,7.3
2020/21,Shetland Islands,Receiving both Community Alarm and Telecare,75-84 years,Number of People,5,9185
2020/21,Shetland Islands,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",3.1,26.9
2020/21,Shetland Islands,Receiving both Community Alarm and Telecare,85+ years,Number of People,10,10210
2020/21,Shetland Islands,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",18.7,79.6
2020/21,Shetland Islands,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,675,113110
2020/21,Shetland Islands,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",29.5,20.7
2020/21,Shetland Islands,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,75,15185
2020/21,Shetland Islands,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",5.6,4.5
2020/21,Shetland Islands,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,65,17740
2020/21,Shetland Islands,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",24.2,30.3
2020/21,Shetland Islands,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,270,38590
2020/21,Shetland Islands,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",169.9,113
2020/21,Shetland Islands,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,265,40930
2020/21,Shetland Islands,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",495.3,319
2020/21,Stirling,Community Alarm Only,All Ages,Number of People,1950,70880
2020/21,Stirling,Community Alarm Only,All Ages,"Rate per 1,000 Population",20.7,13
2020/21,Stirling,Community Alarm Only,18-64 years,Number of People,175,8255
2020/21,Stirling,Community Alarm Only,18-64 years,"Rate per 1,000 Population",3,2.4
2020/21,Stirling,Community Alarm Only,65-74 years,Number of People,240,11415
2020/21,Stirling,Community Alarm Only,65-74 years,"Rate per 1,000 Population",23.9,19.5
2020/21,Stirling,Community Alarm Only,75-84 years,Number of People,725,24900
2020/21,Stirling,Community Alarm Only,75-84 years,"Rate per 1,000 Population",116.2,72.9
2020/21,Stirling,Community Alarm Only,85+ years,Number of People,810,26190
2020/21,Stirling,Community Alarm Only,85+ years,"Rate per 1,000 Population",361.6,204.1
2020/21,Stirling,Telecare Only,All Ages,Number of People,50,14190
2020/21,Stirling,Telecare Only,All Ages,"Rate per 1,000 Population",0.5,2.6
2020/21,Stirling,Telecare Only,18-64 years,Number of People,15,2795
2020/21,Stirling,Telecare Only,18-64 years,"Rate per 1,000 Population",0.3,0.8
2020/21,Stirling,Telecare Only,65-74 years,Number of People,5,2055
2020/21,Stirling,Telecare Only,65-74 years,"Rate per 1,000 Population",0.5,3.5
2020/21,Stirling,Telecare Only,75-84 years,Number of People,20,4500
2020/21,Stirling,Telecare Only,75-84 years,"Rate per 1,000 Population",3.2,13.2
2020/21,Stirling,Telecare Only,85+ years,Number of People,15,4530
2020/21,Stirling,Telecare Only,85+ years,"Rate per 1,000 Population",6.7,35.3
2020/21,Stirling,Receiving both Community Alarm and Telecare,All Ages,Number of People,515,28035
2020/21,Stirling,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",5.5,5.1
2020/21,Stirling,Receiving both Community Alarm and Telecare,18-64 years,Number of People,65,4135
2020/21,Stirling,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",1.1,1.2
2020/21,Stirling,Receiving both Community Alarm and Telecare,65-74 years,Number of People,50,4275
2020/21,Stirling,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",5,7.3
2020/21,Stirling,Receiving both Community Alarm and Telecare,75-84 years,Number of People,160,9185
2020/21,Stirling,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",25.6,26.9
2020/21,Stirling,Receiving both Community Alarm and Telecare,85+ years,Number of People,240,10210
2020/21,Stirling,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",107.1,79.6
2020/21,Stirling,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,2515,113110
2020/21,Stirling,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",26.7,20.7
2020/21,Stirling,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,250,15185
2020/21,Stirling,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",4.3,4.5
2020/21,Stirling,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,290,17740
2020/21,Stirling,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",28.9,30.3
2020/21,Stirling,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,910,38590
2020/21,Stirling,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",145.8,113
2020/21,Stirling,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,1065,40930
2020/21,Stirling,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",475.4,319
2020/21,West Dunbartonshire,Community Alarm Only,All Ages,Number of People,1695,70880
2020/21,West Dunbartonshire,Community Alarm Only,All Ages,"Rate per 1,000 Population",19.2,13
2020/21,West Dunbartonshire,Community Alarm Only,0-17 years,Number of People,0,125
2020/21,West Dunbartonshire,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0,0.1
2020/21,West Dunbartonshire,Community Alarm Only,18-64 years,Number of People,205,8255
2020/21,West Dunbartonshire,Community Alarm Only,18-64 years,"Rate per 1,000 Population",3.8,2.4
2020/21,West Dunbartonshire,Community Alarm Only,65-74 years,Number of People,295,11415
2020/21,West Dunbartonshire,Community Alarm Only,65-74 years,"Rate per 1,000 Population",30.2,19.5
2020/21,West Dunbartonshire,Community Alarm Only,75-84 years,Number of People,610,24900
2020/21,West Dunbartonshire,Community Alarm Only,75-84 years,"Rate per 1,000 Population",116.1,72.9
2020/21,West Dunbartonshire,Community Alarm Only,85+ years,Number of People,590,26190
2020/21,West Dunbartonshire,Community Alarm Only,85+ years,"Rate per 1,000 Population",317.4,204.1
2020/21,West Dunbartonshire,Telecare Only,All Ages,Number of People,15,14190
2020/21,West Dunbartonshire,Telecare Only,All Ages,"Rate per 1,000 Population",0.2,2.6
2020/21,West Dunbartonshire,Telecare Only,0-17 years,Number of People,10,310
2020/21,West Dunbartonshire,Telecare Only,0-17 years,"Rate per 1,000 Population",0.6,0.3
2020/21,West Dunbartonshire,Telecare Only,18-64 years,Number of People,5,2795
2020/21,West Dunbartonshire,Telecare Only,18-64 years,"Rate per 1,000 Population",0.1,0.8
2020/21,West Dunbartonshire,Telecare Only,65-74 years,Number of People,0,2055
2020/21,West Dunbartonshire,Telecare Only,65-74 years,"Rate per 1,000 Population",0,3.5
2020/21,West Dunbartonshire,Telecare Only,75-84 years,Number of People,0,4500
2020/21,West Dunbartonshire,Telecare Only,75-84 years,"Rate per 1,000 Population",0,13.2
2020/21,West Dunbartonshire,Telecare Only,85+ years,Number of People,0,4530
2020/21,West Dunbartonshire,Telecare Only,85+ years,"Rate per 1,000 Population",0,35.3
2020/21,West Dunbartonshire,Receiving both Community Alarm and Telecare,All Ages,Number of People,880,28035
2020/21,West Dunbartonshire,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",10,5.1
2020/21,West Dunbartonshire,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0,235
2020/21,West Dunbartonshire,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0,0.2
2020/21,West Dunbartonshire,Receiving both Community Alarm and Telecare,18-64 years,Number of People,145,4135
2020/21,West Dunbartonshire,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",2.7,1.2
2020/21,West Dunbartonshire,Receiving both Community Alarm and Telecare,65-74 years,Number of People,170,4275
2020/21,West Dunbartonshire,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",17.4,7.3
2020/21,West Dunbartonshire,Receiving both Community Alarm and Telecare,75-84 years,Number of People,295,9185
2020/21,West Dunbartonshire,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",56.1,26.9
2020/21,West Dunbartonshire,Receiving both Community Alarm and Telecare,85+ years,Number of People,265,10210
2020/21,West Dunbartonshire,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",142.5,79.6
2020/21,West Dunbartonshire,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,2590,113110
2020/21,West Dunbartonshire,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",29.3,20.7
2020/21,West Dunbartonshire,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,15,670
2020/21,West Dunbartonshire,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0.9,0.7
2020/21,West Dunbartonshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,355,15185
2020/21,West Dunbartonshire,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",6.6,4.5
