financial_year,sending_location,service,age_group,living_alone_status,percentage,nclient
2019/20,Shetland Islands,Telecare Only,65-74 years,Not Recorded,0,0
2019/20,Shetland Islands,Telecare Only,75-84 years,Living Alone,0,0
2019/20,Shetland Islands,Telecare Only,75-84 years,Not Living Alone,0,0
2019/20,Shetland Islands,Telecare Only,75-84 years,Unknown,0,0
2019/20,Shetland Islands,Telecare Only,75-84 years,Not Recorded,0,0
2019/20,Shetland Islands,Telecare Only,85+ years,Living Alone,0,0
2019/20,Shetland Islands,Telecare Only,85+ years,Not Living Alone,0,0
2019/20,Shetland Islands,Telecare Only,85+ years,Unknown,0,0
2019/20,Shetland Islands,Telecare Only,85+ years,Not Recorded,0,0
2019/20,Shetland Islands,Total Receiving Community Alarms and/or Telecare,All Ages,Living Alone,0,0
2019/20,Shetland Islands,Total Receiving Community Alarms and/or Telecare,All Ages,Not Living Alone,3.7,25
2019/20,Shetland Islands,Total Receiving Community Alarms and/or Telecare,All Ages,Unknown,96.3,650
2019/20,Shetland Islands,Total Receiving Community Alarms and/or Telecare,All Ages,Not Recorded,0,0
2019/20,Shetland Islands,Total Receiving Community Alarms and/or Telecare,0-17 years,Living Alone,0,0
2019/20,Shetland Islands,Total Receiving Community Alarms and/or Telecare,0-17 years,Not Living Alone,0,0
2019/20,Shetland Islands,Total Receiving Community Alarms and/or Telecare,0-17 years,Unknown,0,0
2019/20,Shetland Islands,Total Receiving Community Alarms and/or Telecare,0-17 years,Not Recorded,0,0
2019/20,Shetland Islands,Total Receiving Community Alarms and/or Telecare,18-64 years,Living Alone,0,0
2019/20,Shetland Islands,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Living Alone,0,0
2019/20,Shetland Islands,Total Receiving Community Alarms and/or Telecare,18-64 years,Unknown,100,75
2019/20,Shetland Islands,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Recorded,0,0
2019/20,Shetland Islands,Total Receiving Community Alarms and/or Telecare,65-74 years,Living Alone,0,0
2019/20,Shetland Islands,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Living Alone,0,0
2019/20,Shetland Islands,Total Receiving Community Alarms and/or Telecare,65-74 years,Unknown,100,80
2019/20,Shetland Islands,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Recorded,0,0
2019/20,Shetland Islands,Total Receiving Community Alarms and/or Telecare,75-84 years,Living Alone,0,0
2019/20,Shetland Islands,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Living Alone,3.8,10
2019/20,Shetland Islands,Total Receiving Community Alarms and/or Telecare,75-84 years,Unknown,96.2,255
2019/20,Shetland Islands,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Recorded,0,0
2019/20,Shetland Islands,Total Receiving Community Alarms and/or Telecare,85+ years,Living Alone,0,0
2019/20,Shetland Islands,Total Receiving Community Alarms and/or Telecare,85+ years,Not Living Alone,5.9,15
2019/20,Shetland Islands,Total Receiving Community Alarms and/or Telecare,85+ years,Unknown,94.1,240
2019/20,Shetland Islands,Total Receiving Community Alarms and/or Telecare,85+ years,Not Recorded,0,0
2020/21,Shetland Islands,Community Alarm Only,All Ages,Not Living Alone,2.3,15
2020/21,Shetland Islands,Community Alarm Only,All Ages,Not Known,97.7,645
2020/21,Shetland Islands,Community Alarm Only,18-64 years,Not Living Alone,0,0
2020/21,Shetland Islands,Community Alarm Only,18-64 years,Not Known,100,70
2020/21,Shetland Islands,Community Alarm Only,65-74 years,Not Known,100,65
2020/21,Shetland Islands,Community Alarm Only,75-84 years,Not Living Alone,0,0
2020/21,Shetland Islands,Community Alarm Only,75-84 years,Not Known,100,260
2020/21,Shetland Islands,Community Alarm Only,85+ years,Not Living Alone,3.9,10
2020/21,Shetland Islands,Community Alarm Only,85+ years,Not Known,96.1,245
2020/21,Shetland Islands,Receiving both Community Alarm and Telecare,All Ages,Not Living Alone,0,0
2020/21,Shetland Islands,Receiving both Community Alarm and Telecare,All Ages,Not Known,100,15
2020/21,Shetland Islands,Receiving both Community Alarm and Telecare,18-64 years,Not Living Alone,NA,0
2020/21,Shetland Islands,Receiving both Community Alarm and Telecare,18-64 years,Not Known,NA,0
2020/21,Shetland Islands,Receiving both Community Alarm and Telecare,65-74 years,Not Known,NA,0
2020/21,Shetland Islands,Receiving both Community Alarm and Telecare,75-84 years,Not Living Alone,0,0
2020/21,Shetland Islands,Receiving both Community Alarm and Telecare,75-84 years,Not Known,100,5
2020/21,Shetland Islands,Receiving both Community Alarm and Telecare,85+ years,Not Living Alone,0,0
2020/21,Shetland Islands,Receiving both Community Alarm and Telecare,85+ years,Not Known,100,5
2020/21,Shetland Islands,Telecare Only,All Ages,Not Living Alone,0,0
2020/21,Shetland Islands,Telecare Only,All Ages,Not Known,100,5
2020/21,Shetland Islands,Telecare Only,18-64 years,Not Living Alone,NA,0
2020/21,Shetland Islands,Telecare Only,18-64 years,Not Known,NA,0
2020/21,Shetland Islands,Telecare Only,65-74 years,Not Known,NA,0
2020/21,Shetland Islands,Telecare Only,75-84 years,Not Living Alone,NA,0
2020/21,Shetland Islands,Telecare Only,75-84 years,Not Known,NA,0
2020/21,Shetland Islands,Telecare Only,85+ years,Not Living Alone,NA,0
2020/21,Shetland Islands,Telecare Only,85+ years,Not Known,NA,0
2020/21,Shetland Islands,Total Receiving Community Alarms and/or Telecare,All Ages,Not Living Alone,2.2,15
2020/21,Shetland Islands,Total Receiving Community Alarms and/or Telecare,All Ages,Not Known,97.8,660
2020/21,Shetland Islands,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Living Alone,0,0
2020/21,Shetland Islands,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Known,100,75
2020/21,Shetland Islands,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Known,100,65
2020/21,Shetland Islands,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Living Alone,0,0
2020/21,Shetland Islands,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Known,100,270
2020/21,Shetland Islands,Total Receiving Community Alarms and/or Telecare,85+ years,Not Living Alone,5.7,15
2020/21,Shetland Islands,Total Receiving Community Alarms and/or Telecare,85+ years,Not Known,94.3,250
2021/22,Shetland Islands,Community Alarm Only,All Ages,Not Known,100,700
2021/22,Shetland Islands,Community Alarm Only,0-17 years,Not Known,NA,0
2021/22,Shetland Islands,Community Alarm Only,18-64 years,Not Known,100,70
2021/22,Shetland Islands,Community Alarm Only,65-74 years,Not Known,100,80
2021/22,Shetland Islands,Community Alarm Only,75-84 years,Not Known,100,280
2021/22,Shetland Islands,Community Alarm Only,85+ years,Not Known,100,270
2021/22,Shetland Islands,Receiving both Community Alarm and Telecare,All Ages,Not Known,100,10
2021/22,Shetland Islands,Receiving both Community Alarm and Telecare,0-17 years,Not Known,NA,0
2021/22,Shetland Islands,Receiving both Community Alarm and Telecare,18-64 years,Not Known,NA,0
2021/22,Shetland Islands,Receiving both Community Alarm and Telecare,65-74 years,Not Known,NA,0
2021/22,Shetland Islands,Receiving both Community Alarm and Telecare,75-84 years,Not Known,NA,0
2021/22,Shetland Islands,Receiving both Community Alarm and Telecare,85+ years,Not Known,100,10
2021/22,Shetland Islands,Telecare Only,All Ages,Not Known,100,5
2021/22,Shetland Islands,Telecare Only,0-17 years,Not Known,NA,0
2021/22,Shetland Islands,Telecare Only,18-64 years,Not Known,NA,0
2021/22,Shetland Islands,Telecare Only,65-74 years,Not Known,NA,0
2021/22,Shetland Islands,Telecare Only,75-84 years,Not Known,NA,0
2021/22,Shetland Islands,Telecare Only,85+ years,Not Known,NA,0
2021/22,Shetland Islands,Total Receiving Community Alarms and/or Telecare,All Ages,Not Known,100,715
2021/22,Shetland Islands,Total Receiving Community Alarms and/or Telecare,0-17 years,Not Known,NA,0
2021/22,Shetland Islands,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Known,100,70
2021/22,Shetland Islands,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Known,100,80
2021/22,Shetland Islands,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Known,100,280
2021/22,Shetland Islands,Total Receiving Community Alarms and/or Telecare,85+ years,Not Known,100,280
2018/19,South Ayrshire,Community Alarm Only,All Ages,Living Alone,0,0
2018/19,South Ayrshire,Community Alarm Only,All Ages,Not Living Alone,52.9,185
2018/19,South Ayrshire,Community Alarm Only,All Ages,Unknown,47.1,165
2018/19,South Ayrshire,Community Alarm Only,All Ages,Not Recorded,0,0
2018/19,South Ayrshire,Community Alarm Only,0-17 years,Living Alone,0,0
2018/19,South Ayrshire,Community Alarm Only,0-17 years,Not Living Alone,0,0
2018/19,South Ayrshire,Community Alarm Only,0-17 years,Unknown,0,0
2018/19,South Ayrshire,Community Alarm Only,0-17 years,Not Recorded,0,0
2018/19,South Ayrshire,Community Alarm Only,18-64 years,Living Alone,0,0
2018/19,South Ayrshire,Community Alarm Only,18-64 years,Not Living Alone,50,20
2018/19,South Ayrshire,Community Alarm Only,18-64 years,Unknown,50,20
2018/19,South Ayrshire,Community Alarm Only,18-64 years,Not Recorded,0,0
2018/19,South Ayrshire,Community Alarm Only,65-74 years,Living Alone,0,0
2018/19,South Ayrshire,Community Alarm Only,65-74 years,Not Living Alone,50,25
2018/19,South Ayrshire,Community Alarm Only,65-74 years,Unknown,50,25
2018/19,South Ayrshire,Community Alarm Only,65-74 years,Not Recorded,0,0
2018/19,South Ayrshire,Community Alarm Only,75-84 years,Living Alone,0,0
2018/19,South Ayrshire,Community Alarm Only,75-84 years,Not Living Alone,58.3,70
2018/19,South Ayrshire,Community Alarm Only,75-84 years,Unknown,41.7,50
2018/19,South Ayrshire,Community Alarm Only,75-84 years,Not Recorded,0,0
2018/19,South Ayrshire,Community Alarm Only,85+ years,Living Alone,0,0
2018/19,South Ayrshire,Community Alarm Only,85+ years,Not Living Alone,50,65
2018/19,South Ayrshire,Community Alarm Only,85+ years,Unknown,50,65
2018/19,South Ayrshire,Community Alarm Only,85+ years,Not Recorded,0,0
2018/19,South Ayrshire,Community Alarm Only,Unknown,Living Alone,0,0
2018/19,South Ayrshire,Community Alarm Only,Unknown,Not Living Alone,0,0
2018/19,South Ayrshire,Community Alarm Only,Unknown,Unknown,0,0
2018/19,South Ayrshire,Community Alarm Only,Unknown,Not Recorded,0,0
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,All Ages,Living Alone,0.2,5
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,All Ages,Not Living Alone,49.5,1400
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,All Ages,Unknown,50.4,1425
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,All Ages,Not Recorded,0,0
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,0-17 years,Living Alone,0,0
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,0-17 years,Not Living Alone,0,0
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,0-17 years,Unknown,0,0
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,0-17 years,Not Recorded,0,0
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,18-64 years,Living Alone,0,0
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,18-64 years,Not Living Alone,47.5,140
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,18-64 years,Unknown,52.5,155
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,18-64 years,Not Recorded,0,0
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,65-74 years,Living Alone,0,0
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,65-74 years,Not Living Alone,48.6,170
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,65-74 years,Unknown,51.4,180
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,65-74 years,Not Recorded,0,0
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,75-84 years,Living Alone,0,0
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,75-84 years,Not Living Alone,53.7,540
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,75-84 years,Unknown,46.3,465
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,75-84 years,Not Recorded,0,0
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,85+ years,Living Alone,0,0
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,85+ years,Not Living Alone,46.8,550
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,85+ years,Unknown,53.2,625
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,85+ years,Not Recorded,0,0
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,Unknown,Living Alone,0,0
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,Unknown,Not Living Alone,0,0
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,Unknown,Unknown,0,0
2018/19,South Ayrshire,Receiving both Community Alarm and Telecare,Unknown,Not Recorded,0,0
2018/19,South Ayrshire,Telecare Only,All Ages,Living Alone,0,0
2018/19,South Ayrshire,Telecare Only,All Ages,Not Living Alone,46.4,65
2018/19,South Ayrshire,Telecare Only,All Ages,Unknown,53.6,75
2018/19,South Ayrshire,Telecare Only,All Ages,Not Recorded,0,0
2018/19,South Ayrshire,Telecare Only,0-17 years,Living Alone,0,0
2018/19,South Ayrshire,Telecare Only,0-17 years,Not Living Alone,100,5
2018/19,South Ayrshire,Telecare Only,0-17 years,Unknown,0,0
2018/19,South Ayrshire,Telecare Only,0-17 years,Not Recorded,0,0
2018/19,South Ayrshire,Telecare Only,18-64 years,Living Alone,0,0
2018/19,South Ayrshire,Telecare Only,18-64 years,Not Living Alone,60,15
2018/19,South Ayrshire,Telecare Only,18-64 years,Unknown,40,10
2018/19,South Ayrshire,Telecare Only,18-64 years,Not Recorded,0,0
2018/19,South Ayrshire,Telecare Only,65-74 years,Living Alone,0,0
2018/19,South Ayrshire,Telecare Only,65-74 years,Not Living Alone,60,15
2018/19,South Ayrshire,Telecare Only,65-74 years,Unknown,40,10
2018/19,South Ayrshire,Telecare Only,65-74 years,Not Recorded,0,0
2018/19,South Ayrshire,Telecare Only,75-84 years,Living Alone,0,0
2018/19,South Ayrshire,Telecare Only,75-84 years,Not Living Alone,37.5,15
2018/19,South Ayrshire,Telecare Only,75-84 years,Unknown,62.5,25
2018/19,South Ayrshire,Telecare Only,75-84 years,Not Recorded,0,0
2018/19,South Ayrshire,Telecare Only,85+ years,Living Alone,0,0
2018/19,South Ayrshire,Telecare Only,85+ years,Not Living Alone,36.4,20
2018/19,South Ayrshire,Telecare Only,85+ years,Unknown,63.6,35
2018/19,South Ayrshire,Telecare Only,85+ years,Not Recorded,0,0
2018/19,South Ayrshire,Telecare Only,Unknown,Living Alone,0,0
2018/19,South Ayrshire,Telecare Only,Unknown,Not Living Alone,0,0
2018/19,South Ayrshire,Telecare Only,Unknown,Unknown,0,0
2018/19,South Ayrshire,Telecare Only,Unknown,Not Recorded,0,0
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,All Ages,Living Alone,0.2,5
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,All Ages,Not Living Alone,49.8,1655
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,All Ages,Unknown,50,1660
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,All Ages,Not Recorded,0,0
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,0-17 years,Living Alone,0,0
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,0-17 years,Not Living Alone,100,5
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,0-17 years,Unknown,0,0
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,0-17 years,Not Recorded,0,0
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Living Alone,0,0
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Living Alone,49.3,175
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Unknown,50.7,180
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Recorded,0,0
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Living Alone,0,0
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Living Alone,50,210
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Unknown,50,210
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Recorded,0,0
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Living Alone,0.4,5
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Living Alone,53.4,625
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Unknown,46.2,540
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Recorded,0,0
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,85+ years,Living Alone,0,0
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,85+ years,Not Living Alone,46.7,635
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,85+ years,Unknown,53.3,725
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,85+ years,Not Recorded,0,0
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,Unknown,Living Alone,0,0
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,Unknown,Not Living Alone,0,0
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,Unknown,Unknown,0,0
2018/19,South Ayrshire,Total Receiving Community Alarms and/or Telecare,Unknown,Not Recorded,0,0
2018/19,Stirling,Community Alarm Only,All Ages,Living Alone,36,720
2018/19,Stirling,Community Alarm Only,All Ages,Not Living Alone,0,0
2018/19,Stirling,Community Alarm Only,All Ages,Unknown,64,1280
2018/19,Stirling,Community Alarm Only,All Ages,Not Recorded,0,0
2018/19,Stirling,Community Alarm Only,18-64 years,Living Alone,20.5,40
2018/19,Stirling,Community Alarm Only,18-64 years,Not Living Alone,0,0
2018/19,Stirling,Community Alarm Only,18-64 years,Unknown,79.5,155
2018/19,Stirling,Community Alarm Only,18-64 years,Not Recorded,0,0
2018/19,Stirling,Community Alarm Only,65-74 years,Living Alone,29.4,75
2018/19,Stirling,Community Alarm Only,65-74 years,Not Living Alone,0,0
2018/19,Stirling,Community Alarm Only,65-74 years,Unknown,70.6,180
2018/19,Stirling,Community Alarm Only,65-74 years,Not Recorded,0,0
2018/19,Stirling,Community Alarm Only,75-84 years,Living Alone,34,255
2018/19,Stirling,Community Alarm Only,75-84 years,Not Living Alone,0,0
2018/19,Stirling,Community Alarm Only,75-84 years,Unknown,66,495
2018/19,Stirling,Community Alarm Only,75-84 years,Not Recorded,0,0
2018/19,Stirling,Community Alarm Only,85+ years,Living Alone,43.8,350
2018/19,Stirling,Community Alarm Only,85+ years,Not Living Alone,0,0
2018/19,Stirling,Community Alarm Only,85+ years,Unknown,56.2,450
2018/19,Stirling,Community Alarm Only,85+ years,Not Recorded,0,0
2018/19,Stirling,Receiving both Community Alarm and Telecare,All Ages,Living Alone,49.6,305
2018/19,Stirling,Receiving both Community Alarm and Telecare,All Ages,Not Living Alone,0,0
2018/19,Stirling,Receiving both Community Alarm and Telecare,All Ages,Unknown,50.4,310
2018/19,Stirling,Receiving both Community Alarm and Telecare,All Ages,Not Recorded,0,0
2018/19,Stirling,Receiving both Community Alarm and Telecare,18-64 years,Living Alone,21.4,15
2018/19,Stirling,Receiving both Community Alarm and Telecare,18-64 years,Not Living Alone,0,0
2018/19,Stirling,Receiving both Community Alarm and Telecare,18-64 years,Unknown,78.6,55
2018/19,Stirling,Receiving both Community Alarm and Telecare,18-64 years,Not Recorded,0,0
2018/19,Stirling,Receiving both Community Alarm and Telecare,65-74 years,Living Alone,46.2,30
2018/19,Stirling,Receiving both Community Alarm and Telecare,65-74 years,Not Living Alone,0,0
2018/19,Stirling,Receiving both Community Alarm and Telecare,65-74 years,Unknown,53.8,35
2018/19,Stirling,Receiving both Community Alarm and Telecare,65-74 years,Not Recorded,0,0
2018/19,Stirling,Receiving both Community Alarm and Telecare,75-84 years,Living Alone,45,90
2018/19,Stirling,Receiving both Community Alarm and Telecare,75-84 years,Not Living Alone,0,0
2018/19,Stirling,Receiving both Community Alarm and Telecare,75-84 years,Unknown,55,110
2018/19,Stirling,Receiving both Community Alarm and Telecare,75-84 years,Not Recorded,0,0
2018/19,Stirling,Receiving both Community Alarm and Telecare,85+ years,Living Alone,60.7,170
2018/19,Stirling,Receiving both Community Alarm and Telecare,85+ years,Not Living Alone,0,0
2018/19,Stirling,Receiving both Community Alarm and Telecare,85+ years,Unknown,39.3,110
2018/19,Stirling,Receiving both Community Alarm and Telecare,85+ years,Not Recorded,0,0
2018/19,Stirling,Telecare Only,All Ages,Living Alone,30,15
2018/19,Stirling,Telecare Only,All Ages,Not Living Alone,0,0
2018/19,Stirling,Telecare Only,All Ages,Unknown,70,35
2018/19,Stirling,Telecare Only,All Ages,Not Recorded,0,0
2018/19,Stirling,Telecare Only,18-64 years,Living Alone,0,0
2018/19,Stirling,Telecare Only,18-64 years,Not Living Alone,0,0
2018/19,Stirling,Telecare Only,18-64 years,Unknown,100,10
2018/19,Stirling,Telecare Only,18-64 years,Not Recorded,0,0
2018/19,Stirling,Telecare Only,65-74 years,Living Alone,0,0
2018/19,Stirling,Telecare Only,65-74 years,Not Living Alone,0,0
2018/19,Stirling,Telecare Only,65-74 years,Unknown,100,5
2018/19,Stirling,Telecare Only,65-74 years,Not Recorded,0,0
2018/19,Stirling,Telecare Only,75-84 years,Living Alone,33.3,5
2018/19,Stirling,Telecare Only,75-84 years,Not Living Alone,0,0
2018/19,Stirling,Telecare Only,75-84 years,Unknown,66.7,10
2018/19,Stirling,Telecare Only,75-84 years,Not Recorded,0,0
2018/19,Stirling,Telecare Only,85+ years,Living Alone,50,5
2018/19,Stirling,Telecare Only,85+ years,Not Living Alone,0,0
2018/19,Stirling,Telecare Only,85+ years,Unknown,50,5
2018/19,Stirling,Telecare Only,85+ years,Not Recorded,0,0
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,All Ages,Living Alone,39,1040
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,All Ages,Not Living Alone,0,0
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,All Ages,Unknown,61,1625
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,All Ages,Not Recorded,0,0
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,0-17 years,Living Alone,0,0
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,0-17 years,Not Living Alone,0,0
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,0-17 years,Unknown,0,0
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,0-17 years,Not Recorded,0,0
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,18-64 years,Living Alone,21.1,60
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Living Alone,0,0
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,18-64 years,Unknown,78.9,225
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Recorded,0,0
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,65-74 years,Living Alone,33.8,110
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Living Alone,0,0
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,65-74 years,Unknown,66.2,215
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Recorded,0,0
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,75-84 years,Living Alone,36.1,350
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Living Alone,0,0
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,75-84 years,Unknown,63.9,620
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Recorded,0,0
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,85+ years,Living Alone,48.2,525
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,85+ years,Not Living Alone,0,0
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,85+ years,Unknown,51.8,565
2018/19,Stirling,Total Receiving Community Alarms and/or Telecare,85+ years,Not Recorded,0,0
2019/20,Stirling,Community Alarm Only,All Ages,Living Alone,36.3,715
2019/20,Stirling,Community Alarm Only,All Ages,Not Living Alone,0,0
2019/20,Stirling,Community Alarm Only,All Ages,Unknown,63.7,1255
2019/20,Stirling,Community Alarm Only,All Ages,Not Recorded,0,0
2019/20,Stirling,Community Alarm Only,18-64 years,Living Alone,25,45
2019/20,Stirling,Community Alarm Only,18-64 years,Not Living Alone,0,0
2019/20,Stirling,Community Alarm Only,18-64 years,Unknown,75,135
2019/20,Stirling,Community Alarm Only,18-64 years,Not Recorded,0,0
2019/20,Stirling,Community Alarm Only,65-74 years,Living Alone,25.5,60
2019/20,Stirling,Community Alarm Only,65-74 years,Not Living Alone,0,0
2019/20,Stirling,Community Alarm Only,65-74 years,Unknown,74.5,175
2019/20,Stirling,Community Alarm Only,65-74 years,Not Recorded,0,0
2019/20,Stirling,Community Alarm Only,75-84 years,Living Alone,33.3,255
2019/20,Stirling,Community Alarm Only,75-84 years,Not Living Alone,0,0
2019/20,Stirling,Community Alarm Only,75-84 years,Unknown,66.7,510
2019/20,Stirling,Community Alarm Only,75-84 years,Not Recorded,0,0
2019/20,Stirling,Community Alarm Only,85+ years,Living Alone,45.2,355
2019/20,Stirling,Community Alarm Only,85+ years,Not Living Alone,0,0
2019/20,Stirling,Community Alarm Only,85+ years,Unknown,54.8,430
2019/20,Stirling,Community Alarm Only,85+ years,Not Recorded,0,0
2019/20,Stirling,Receiving both Community Alarm and Telecare,All Ages,Living Alone,52.1,310
2019/20,Stirling,Receiving both Community Alarm and Telecare,All Ages,Not Living Alone,0,0
2019/20,Stirling,Receiving both Community Alarm and Telecare,All Ages,Unknown,47.9,285
2019/20,Stirling,Receiving both Community Alarm and Telecare,All Ages,Not Recorded,0,0
2019/20,Stirling,Receiving both Community Alarm and Telecare,18-64 years,Living Alone,28.6,20
2019/20,Stirling,Receiving both Community Alarm and Telecare,18-64 years,Not Living Alone,0,0
2019/20,Stirling,Receiving both Community Alarm and Telecare,18-64 years,Unknown,71.4,50
2019/20,Stirling,Receiving both Community Alarm and Telecare,18-64 years,Not Recorded,0,0
2019/20,Stirling,Receiving both Community Alarm and Telecare,65-74 years,Living Alone,45.5,25
2019/20,Stirling,Receiving both Community Alarm and Telecare,65-74 years,Not Living Alone,0,0
2019/20,Stirling,Receiving both Community Alarm and Telecare,65-74 years,Unknown,54.5,30
2019/20,Stirling,Receiving both Community Alarm and Telecare,65-74 years,Not Recorded,0,0
2019/20,Stirling,Receiving both Community Alarm and Telecare,75-84 years,Living Alone,47.5,95
2019/20,Stirling,Receiving both Community Alarm and Telecare,75-84 years,Not Living Alone,0,0
2019/20,Stirling,Receiving both Community Alarm and Telecare,75-84 years,Unknown,52.5,105
2019/20,Stirling,Receiving both Community Alarm and Telecare,75-84 years,Not Recorded,0,0
2019/20,Stirling,Receiving both Community Alarm and Telecare,85+ years,Living Alone,64.2,170
2019/20,Stirling,Receiving both Community Alarm and Telecare,85+ years,Not Living Alone,0,0
2019/20,Stirling,Receiving both Community Alarm and Telecare,85+ years,Unknown,35.8,95
2019/20,Stirling,Receiving both Community Alarm and Telecare,85+ years,Not Recorded,0,0
2019/20,Stirling,Telecare Only,All Ages,Living Alone,36.4,20
2019/20,Stirling,Telecare Only,All Ages,Not Living Alone,0,0
2019/20,Stirling,Telecare Only,All Ages,Unknown,63.6,35
