financial_year,sending_location,service,age_group,measure,value
2021/22,Angus,Community Alarm Only,0-17 years,Number of People,0
2021/22,Angus,Community Alarm Only,18-64 years,"Rate per 1,000 Population",4.4
2021/22,Angus,Community Alarm Only,18-64 years,Number of People,290
2021/22,Angus,Community Alarm Only,65-74 years,"Rate per 1,000 Population",30.5
2021/22,Angus,Community Alarm Only,65-74 years,Number of People,470
2021/22,Angus,Community Alarm Only,75-84 years,"Rate per 1,000 Population",132.5
2021/22,Angus,Community Alarm Only,75-84 years,Number of People,1250
2021/22,Angus,Community Alarm Only,85+ years,"Rate per 1,000 Population",372.8
2021/22,Angus,Community Alarm Only,85+ years,Number of People,1350
2021/22,Angus,Telecare Only,All Ages,"Rate per 1,000 Population",0.2
2021/22,Angus,Telecare Only,All Ages,Number of People,20
2021/22,Angus,Telecare Only,0-17 years,"Rate per 1,000 Population",0
2021/22,Angus,Telecare Only,0-17 years,Number of People,0
2021/22,Angus,Telecare Only,18-64 years,"Rate per 1,000 Population",0.2
2021/22,Angus,Telecare Only,18-64 years,Number of People,10
2021/22,Angus,Telecare Only,65-74 years,"Rate per 1,000 Population",0.3
2021/22,Angus,Telecare Only,65-74 years,Number of People,5
2021/22,Angus,Telecare Only,75-84 years,"Rate per 1,000 Population",0.5
2021/22,Angus,Telecare Only,75-84 years,Number of People,5
2021/22,Angus,Telecare Only,85+ years,"Rate per 1,000 Population",0
2021/22,Angus,Telecare Only,85+ years,Number of People,0
2021/22,Angus,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",4.5
2021/22,Angus,Receiving both Community Alarm and Telecare,All Ages,Number of People,525
2021/22,Angus,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0
2021/22,Angus,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0
2021/22,Angus,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",1
2021/22,Angus,Receiving both Community Alarm and Telecare,18-64 years,Number of People,65
2021/22,Angus,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",4.9
2021/22,Angus,Receiving both Community Alarm and Telecare,65-74 years,Number of People,75
2021/22,Angus,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",16.4
2021/22,Angus,Receiving both Community Alarm and Telecare,75-84 years,Number of People,155
2021/22,Angus,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",63.5
2021/22,Angus,Receiving both Community Alarm and Telecare,85+ years,Number of People,230
2021/22,Angus,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",33.7
2021/22,Angus,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,3910
2021/22,Angus,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0
2021/22,Angus,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,0
2021/22,Angus,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",5.5
2021/22,Angus,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,365
2021/22,Angus,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",36
2021/22,Angus,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,555
2021/22,Angus,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",148.9
2021/22,Angus,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,1405
2021/22,Angus,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",436.3
2021/22,Angus,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,1580
2021/22,Argyll and Bute,Community Alarm Only,All Ages,"Rate per 1,000 Population",17.5
2021/22,Argyll and Bute,Community Alarm Only,All Ages,Number of People,1510
2021/22,Argyll and Bute,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0
2021/22,Argyll and Bute,Community Alarm Only,0-17 years,Number of People,0
2021/22,Argyll and Bute,Community Alarm Only,18-64 years,"Rate per 1,000 Population",2.7
2021/22,Argyll and Bute,Community Alarm Only,18-64 years,Number of People,135
2021/22,Argyll and Bute,Community Alarm Only,65-74 years,"Rate per 1,000 Population",15.6
2021/22,Argyll and Bute,Community Alarm Only,65-74 years,Number of People,195
2021/22,Argyll and Bute,Community Alarm Only,75-84 years,"Rate per 1,000 Population",73.8
2021/22,Argyll and Bute,Community Alarm Only,75-84 years,Number of People,560
2021/22,Argyll and Bute,Community Alarm Only,85+ years,"Rate per 1,000 Population",232.5
2021/22,Argyll and Bute,Community Alarm Only,85+ years,Number of People,620
2021/22,Argyll and Bute,Telecare Only,All Ages,"Rate per 1,000 Population",0
2021/22,Argyll and Bute,Telecare Only,All Ages,Number of People,0
2021/22,Argyll and Bute,Telecare Only,0-17 years,"Rate per 1,000 Population",0
2021/22,Argyll and Bute,Telecare Only,0-17 years,Number of People,0
2021/22,Argyll and Bute,Telecare Only,18-64 years,"Rate per 1,000 Population",0
2021/22,Argyll and Bute,Telecare Only,18-64 years,Number of People,0
2021/22,Argyll and Bute,Telecare Only,65-74 years,"Rate per 1,000 Population",0
2021/22,Argyll and Bute,Telecare Only,65-74 years,Number of People,0
2021/22,Argyll and Bute,Telecare Only,75-84 years,"Rate per 1,000 Population",0
2021/22,Argyll and Bute,Telecare Only,75-84 years,Number of People,0
2021/22,Argyll and Bute,Telecare Only,85+ years,"Rate per 1,000 Population",0
2021/22,Argyll and Bute,Telecare Only,85+ years,Number of People,0
2021/22,Argyll and Bute,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",15.4
2021/22,Argyll and Bute,Receiving both Community Alarm and Telecare,All Ages,Number of People,1325
2021/22,Argyll and Bute,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0.7
2021/22,Argyll and Bute,Receiving both Community Alarm and Telecare,0-17 years,Number of People,10
2021/22,Argyll and Bute,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",3
2021/22,Argyll and Bute,Receiving both Community Alarm and Telecare,18-64 years,Number of People,150
2021/22,Argyll and Bute,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",16.4
2021/22,Argyll and Bute,Receiving both Community Alarm and Telecare,65-74 years,Number of People,205
2021/22,Argyll and Bute,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",53.4
2021/22,Argyll and Bute,Receiving both Community Alarm and Telecare,75-84 years,Number of People,405
2021/22,Argyll and Bute,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",210
2021/22,Argyll and Bute,Receiving both Community Alarm and Telecare,85+ years,Number of People,560
2021/22,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",32.9
2021/22,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,2835
2021/22,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0.7
2021/22,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,10
2021/22,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",5.8
2021/22,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,285
2021/22,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",31.5
2021/22,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,395
2021/22,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",127.2
2021/22,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,965
2021/22,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",442.4
2021/22,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,1180
2021/22,City of Edinburgh,Community Alarm Only,All Ages,"Rate per 1,000 Population",13.4
2021/22,City of Edinburgh,Community Alarm Only,All Ages,Number of People,7045
2021/22,City of Edinburgh,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0.1
2021/22,City of Edinburgh,Community Alarm Only,0-17 years,Number of People,10
2021/22,City of Edinburgh,Community Alarm Only,18-64 years,"Rate per 1,000 Population",2.6
2021/22,City of Edinburgh,Community Alarm Only,18-64 years,Number of People,930
2021/22,City of Edinburgh,Community Alarm Only,65-74 years,"Rate per 1,000 Population",23
2021/22,City of Edinburgh,Community Alarm Only,65-74 years,Number of People,1020
2021/22,City of Edinburgh,Community Alarm Only,75-84 years,"Rate per 1,000 Population",79.7
2021/22,City of Edinburgh,Community Alarm Only,75-84 years,Number of People,2025
2021/22,City of Edinburgh,Community Alarm Only,85+ years,"Rate per 1,000 Population",263.5
2021/22,City of Edinburgh,Community Alarm Only,85+ years,Number of People,3055
2021/22,City of Edinburgh,Telecare Only,All Ages,"Rate per 1,000 Population",3.5
2021/22,City of Edinburgh,Telecare Only,All Ages,Number of People,1835
2021/22,City of Edinburgh,Telecare Only,0-17 years,"Rate per 1,000 Population",1
2021/22,City of Edinburgh,Telecare Only,0-17 years,Number of People,85
2021/22,City of Edinburgh,Telecare Only,18-64 years,"Rate per 1,000 Population",1.6
2021/22,City of Edinburgh,Telecare Only,18-64 years,Number of People,570
2021/22,City of Edinburgh,Telecare Only,65-74 years,"Rate per 1,000 Population",12.7
2021/22,City of Edinburgh,Telecare Only,65-74 years,Number of People,560
2021/22,City of Edinburgh,Telecare Only,75-84 years,"Rate per 1,000 Population",15.1
2021/22,City of Edinburgh,Telecare Only,75-84 years,Number of People,385
2021/22,City of Edinburgh,Telecare Only,85+ years,"Rate per 1,000 Population",19.8
2021/22,City of Edinburgh,Telecare Only,85+ years,Number of People,230
2021/22,City of Edinburgh,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",0.1
2021/22,City of Edinburgh,Receiving both Community Alarm and Telecare,All Ages,Number of People,50
2021/22,City of Edinburgh,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0
2021/22,City of Edinburgh,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0
2021/22,City of Edinburgh,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",0
2021/22,City of Edinburgh,Receiving both Community Alarm and Telecare,18-64 years,Number of People,10
2021/22,City of Edinburgh,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",0.3
2021/22,City of Edinburgh,Receiving both Community Alarm and Telecare,65-74 years,Number of People,15
2021/22,City of Edinburgh,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",0.4
2021/22,City of Edinburgh,Receiving both Community Alarm and Telecare,75-84 years,Number of People,10
2021/22,City of Edinburgh,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",1.3
2021/22,City of Edinburgh,Receiving both Community Alarm and Telecare,85+ years,Number of People,15
2021/22,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",17
2021/22,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,8930
2021/22,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",1.1
2021/22,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,95
2021/22,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",4.2
2021/22,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,1515
2021/22,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",36
2021/22,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,1595
2021/22,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",95.2
2021/22,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,2420
2021/22,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",284.6
2021/22,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,3300
2021/22,Clackmannanshire,Community Alarm Only,All Ages,"Rate per 1,000 Population",27.2
2021/22,Clackmannanshire,Community Alarm Only,All Ages,Number of People,1400
2021/22,Clackmannanshire,Community Alarm Only,18-64 years,"Rate per 1,000 Population",5.8
2021/22,Clackmannanshire,Community Alarm Only,18-64 years,Number of People,180
2021/22,Clackmannanshire,Community Alarm Only,65-74 years,"Rate per 1,000 Population",36.6
2021/22,Clackmannanshire,Community Alarm Only,65-74 years,Number of People,225
2021/22,Clackmannanshire,Community Alarm Only,75-84 years,"Rate per 1,000 Population",158.8
2021/22,Clackmannanshire,Community Alarm Only,75-84 years,Number of People,550
2021/22,Clackmannanshire,Community Alarm Only,85+ years,"Rate per 1,000 Population",403.8
2021/22,Clackmannanshire,Community Alarm Only,85+ years,Number of People,445
2021/22,Clackmannanshire,Telecare Only,All Ages,"Rate per 1,000 Population",0.8
2021/22,Clackmannanshire,Telecare Only,All Ages,Number of People,40
2021/22,Clackmannanshire,Telecare Only,18-64 years,"Rate per 1,000 Population",0.6
2021/22,Clackmannanshire,Telecare Only,18-64 years,Number of People,20
2021/22,Clackmannanshire,Telecare Only,65-74 years,"Rate per 1,000 Population",0.8
2021/22,Clackmannanshire,Telecare Only,65-74 years,Number of People,5
2021/22,Clackmannanshire,Telecare Only,75-84 years,"Rate per 1,000 Population",1.4
2021/22,Clackmannanshire,Telecare Only,75-84 years,Number of People,5
2021/22,Clackmannanshire,Telecare Only,85+ years,"Rate per 1,000 Population",4.5
2021/22,Clackmannanshire,Telecare Only,85+ years,Number of People,5
2021/22,Clackmannanshire,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",9
2021/22,Clackmannanshire,Receiving both Community Alarm and Telecare,All Ages,Number of People,465
2021/22,Clackmannanshire,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",2.8
2021/22,Clackmannanshire,Receiving both Community Alarm and Telecare,18-64 years,Number of People,85
2021/22,Clackmannanshire,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",10.6
2021/22,Clackmannanshire,Receiving both Community Alarm and Telecare,65-74 years,Number of People,65
2021/22,Clackmannanshire,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",39
2021/22,Clackmannanshire,Receiving both Community Alarm and Telecare,75-84 years,Number of People,135
2021/22,Clackmannanshire,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",154.3
2021/22,Clackmannanshire,Receiving both Community Alarm and Telecare,85+ years,Number of People,170
2021/22,Clackmannanshire,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",36.9
2021/22,Clackmannanshire,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,1900
2021/22,Clackmannanshire,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",9.2
2021/22,Clackmannanshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,285
2021/22,Clackmannanshire,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",48
2021/22,Clackmannanshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,295
2021/22,Clackmannanshire,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",200.6
2021/22,Clackmannanshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,695
2021/22,Clackmannanshire,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",567.2
2021/22,Clackmannanshire,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,625
2021/22,Comhairle nan Eilean Siar,Community Alarm Only,All Ages,"Rate per 1,000 Population",31.9
2021/22,Comhairle nan Eilean Siar,Community Alarm Only,All Ages,Number of People,850
2021/22,Comhairle nan Eilean Siar,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0
2021/22,Comhairle nan Eilean Siar,Community Alarm Only,0-17 years,Number of People,0
2021/22,Comhairle nan Eilean Siar,Community Alarm Only,18-64 years,"Rate per 1,000 Population",5.4
2021/22,Comhairle nan Eilean Siar,Community Alarm Only,18-64 years,Number of People,80
2021/22,Comhairle nan Eilean Siar,Community Alarm Only,65-74 years,"Rate per 1,000 Population",31.8
2021/22,Comhairle nan Eilean Siar,Community Alarm Only,65-74 years,Number of People,120
2021/22,Comhairle nan Eilean Siar,Community Alarm Only,75-84 years,"Rate per 1,000 Population",114.2
2021/22,Comhairle nan Eilean Siar,Community Alarm Only,75-84 years,Number of People,270
2021/22,Comhairle nan Eilean Siar,Community Alarm Only,85+ years,"Rate per 1,000 Population",402.4
2021/22,Comhairle nan Eilean Siar,Community Alarm Only,85+ years,Number of People,375
2021/22,Comhairle nan Eilean Siar,Telecare Only,All Ages,"Rate per 1,000 Population",1.1
2021/22,Comhairle nan Eilean Siar,Telecare Only,All Ages,Number of People,30
2021/22,Comhairle nan Eilean Siar,Telecare Only,0-17 years,"Rate per 1,000 Population",1.1
2021/22,Comhairle nan Eilean Siar,Telecare Only,0-17 years,Number of People,5
2021/22,Comhairle nan Eilean Siar,Telecare Only,18-64 years,"Rate per 1,000 Population",0
2021/22,Comhairle nan Eilean Siar,Telecare Only,18-64 years,Number of People,0
2021/22,Comhairle nan Eilean Siar,Telecare Only,65-74 years,"Rate per 1,000 Population",1.3
2021/22,Comhairle nan Eilean Siar,Telecare Only,65-74 years,Number of People,5
2021/22,Comhairle nan Eilean Siar,Telecare Only,75-84 years,"Rate per 1,000 Population",4.2
2021/22,Comhairle nan Eilean Siar,Telecare Only,75-84 years,Number of People,10
2021/22,Comhairle nan Eilean Siar,Telecare Only,85+ years,"Rate per 1,000 Population",10.7
2021/22,Comhairle nan Eilean Siar,Telecare Only,85+ years,Number of People,10
2021/22,Comhairle nan Eilean Siar,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",5.6
2021/22,Comhairle nan Eilean Siar,Receiving both Community Alarm and Telecare,All Ages,Number of People,150
2021/22,Comhairle nan Eilean Siar,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0
2021/22,Comhairle nan Eilean Siar,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0
2021/22,Comhairle nan Eilean Siar,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",1
2021/22,Comhairle nan Eilean Siar,Receiving both Community Alarm and Telecare,18-64 years,Number of People,15
2021/22,Comhairle nan Eilean Siar,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",4
2021/22,Comhairle nan Eilean Siar,Receiving both Community Alarm and Telecare,65-74 years,Number of People,15
2021/22,Comhairle nan Eilean Siar,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",16.9
2021/22,Comhairle nan Eilean Siar,Receiving both Community Alarm and Telecare,75-84 years,Number of People,40
2021/22,Comhairle nan Eilean Siar,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",85.8
2021/22,Comhairle nan Eilean Siar,Receiving both Community Alarm and Telecare,85+ years,Number of People,80
2021/22,Comhairle nan Eilean Siar,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",38.7
2021/22,Comhairle nan Eilean Siar,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,1030
2021/22,Comhairle nan Eilean Siar,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",1.1
2021/22,Comhairle nan Eilean Siar,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,5
2021/22,Comhairle nan Eilean Siar,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",6.4
2021/22,Comhairle nan Eilean Siar,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,95
2021/22,Comhairle nan Eilean Siar,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",35.8
2021/22,Comhairle nan Eilean Siar,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,135
2021/22,Comhairle nan Eilean Siar,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",135.4
2021/22,Comhairle nan Eilean Siar,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,320
2021/22,Comhairle nan Eilean Siar,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",504.3
2021/22,Comhairle nan Eilean Siar,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,470
2021/22,Dumfries and Galloway,Community Alarm Only,All Ages,"Rate per 1,000 Population",22.1
2021/22,Dumfries and Galloway,Community Alarm Only,All Ages,Number of People,3290
2021/22,Dumfries and Galloway,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0.4
2021/22,Dumfries and Galloway,Community Alarm Only,0-17 years,Number of People,10
2021/22,Dumfries and Galloway,Community Alarm Only,18-64 years,"Rate per 1,000 Population",3.2
2021/22,Dumfries and Galloway,Community Alarm Only,18-64 years,Number of People,265
2021/22,Dumfries and Galloway,Community Alarm Only,65-74 years,"Rate per 1,000 Population",18.9
2021/22,Dumfries and Galloway,Community Alarm Only,65-74 years,Number of People,405
2021/22,Dumfries and Galloway,Community Alarm Only,75-84 years,"Rate per 1,000 Population",86.7
2021/22,Dumfries and Galloway,Community Alarm Only,75-84 years,Number of People,1160
2021/22,Dumfries and Galloway,Community Alarm Only,85+ years,"Rate per 1,000 Population",302.3
2021/22,Dumfries and Galloway,Community Alarm Only,85+ years,Number of People,1450
2021/22,Dumfries and Galloway,Telecare Only,All Ages,"Rate per 1,000 Population",1
2021/22,Dumfries and Galloway,Telecare Only,All Ages,Number of People,145
2021/22,Dumfries and Galloway,Telecare Only,0-17 years,"Rate per 1,000 Population",0.8
2021/22,Dumfries and Galloway,Telecare Only,0-17 years,Number of People,20
2021/22,Dumfries and Galloway,Telecare Only,18-64 years,"Rate per 1,000 Population",0.6
2021/22,Dumfries and Galloway,Telecare Only,18-64 years,Number of People,50
2021/22,Dumfries and Galloway,Telecare Only,65-74 years,"Rate per 1,000 Population",0.5
2021/22,Dumfries and Galloway,Telecare Only,65-74 years,Number of People,10
2021/22,Dumfries and Galloway,Telecare Only,75-84 years,"Rate per 1,000 Population",2.2
2021/22,Dumfries and Galloway,Telecare Only,75-84 years,Number of People,30
2021/22,Dumfries and Galloway,Telecare Only,85+ years,"Rate per 1,000 Population",7.3
2021/22,Dumfries and Galloway,Telecare Only,85+ years,Number of People,35
2021/22,Dumfries and Galloway,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",6.1
2021/22,Dumfries and Galloway,Receiving both Community Alarm and Telecare,All Ages,Number of People,905
2021/22,Dumfries and Galloway,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0.6
2021/22,Dumfries and Galloway,Receiving both Community Alarm and Telecare,0-17 years,Number of People,15
2021/22,Dumfries and Galloway,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",1.5
2021/22,Dumfries and Galloway,Receiving both Community Alarm and Telecare,18-64 years,Number of People,125
2021/22,Dumfries and Galloway,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",4.2
2021/22,Dumfries and Galloway,Receiving both Community Alarm and Telecare,65-74 years,Number of People,90
2021/22,Dumfries and Galloway,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",22.1
2021/22,Dumfries and Galloway,Receiving both Community Alarm and Telecare,75-84 years,Number of People,295
2021/22,Dumfries and Galloway,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",79.2
2021/22,Dumfries and Galloway,Receiving both Community Alarm and Telecare,85+ years,Number of People,380
2021/22,Dumfries and Galloway,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",29.2
2021/22,Dumfries and Galloway,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,4340
2021/22,Dumfries and Galloway,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",1.7
2021/22,Dumfries and Galloway,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,45
2021/22,Dumfries and Galloway,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",5.2
2021/22,Dumfries and Galloway,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,435
2021/22,Dumfries and Galloway,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",23.6
2021/22,Dumfries and Galloway,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,505
2021/22,Dumfries and Galloway,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",111.4
2021/22,Dumfries and Galloway,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,1490
2021/22,Dumfries and Galloway,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",388.8
2021/22,Dumfries and Galloway,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,1865
2021/22,Dundee City,Community Alarm Only,All Ages,"Rate per 1,000 Population",32.9
2021/22,Dundee City,Community Alarm Only,All Ages,Number of People,4860
2021/22,Dundee City,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0.2
2021/22,Dundee City,Community Alarm Only,0-17 years,Number of People,5
2021/22,Dundee City,Community Alarm Only,18-64 years,"Rate per 1,000 Population",7.1
2021/22,Dundee City,Community Alarm Only,18-64 years,Number of People,670
2021/22,Dundee City,Community Alarm Only,65-74 years,"Rate per 1,000 Population",78.8
2021/22,Dundee City,Community Alarm Only,65-74 years,Number of People,1105
2021/22,Dundee City,Community Alarm Only,75-84 years,"Rate per 1,000 Population",184.3
2021/22,Dundee City,Community Alarm Only,75-84 years,Number of People,1565
2021/22,Dundee City,Community Alarm Only,85+ years,"Rate per 1,000 Population",407
2021/22,Dundee City,Community Alarm Only,85+ years,Number of People,1515
2021/22,Dundee City,Telecare Only,All Ages,"Rate per 1,000 Population",1.4
2021/22,Dundee City,Telecare Only,All Ages,Number of People,210
2021/22,Dundee City,Telecare Only,0-17 years,"Rate per 1,000 Population",0
2021/22,Dundee City,Telecare Only,0-17 years,Number of People,0
2021/22,Dundee City,Telecare Only,18-64 years,"Rate per 1,000 Population",0.3
2021/22,Dundee City,Telecare Only,18-64 years,Number of People,30
2021/22,Dundee City,Telecare Only,65-74 years,"Rate per 1,000 Population",1.8
2021/22,Dundee City,Telecare Only,65-74 years,Number of People,25
2021/22,Dundee City,Telecare Only,75-84 years,"Rate per 1,000 Population",7.7
2021/22,Dundee City,Telecare Only,75-84 years,Number of People,65
2021/22,Dundee City,Telecare Only,85+ years,"Rate per 1,000 Population",22.8
2021/22,Dundee City,Telecare Only,85+ years,Number of People,85
2021/22,Dundee City,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",0.9
2021/22,Dundee City,Receiving both Community Alarm and Telecare,All Ages,Number of People,135
2021/22,Dundee City,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0
2021/22,Dundee City,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0
2021/22,Dundee City,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",0.2
2021/22,Dundee City,Receiving both Community Alarm and Telecare,18-64 years,Number of People,15
2021/22,Dundee City,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",1.4
2021/22,Dundee City,Receiving both Community Alarm and Telecare,65-74 years,Number of People,20
2021/22,Dundee City,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",4.7
2021/22,Dundee City,Receiving both Community Alarm and Telecare,75-84 years,Number of People,40
2021/22,Dundee City,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",16.1
