financial_quarter,sending_location,age_group,deprivation,simd_percentage,nclient
2020/21 Q2,Stirling,Unknown,1 (Most Deprived),NA,0
2020/21 Q2,Stirling,Unknown,2,NA,0
2020/21 Q2,Stirling,Unknown,3,NA,0
2020/21 Q2,Stirling,Unknown,4,NA,0
2020/21 Q2,Stirling,Unknown,5 (Least Deprived),NA,0
2020/21 Q2,Stirling,Unknown,Unknown,NA,0
2020/21 Q2,West Dunbartonshire,All Ages,1 (Most Deprived),17.8,280
2020/21 Q2,West Dunbartonshire,All Ages,2,25.1,395
2020/21 Q2,West Dunbartonshire,All Ages,3,18.7,295
2020/21 Q2,West Dunbartonshire,All Ages,4,22.5,355
2020/21 Q2,West Dunbartonshire,All Ages,5 (Least Deprived),15.6,245
2020/21 Q2,West Dunbartonshire,All Ages,Unknown,0.3,5
2020/21 Q2,West Dunbartonshire,0-17 years,1 (Most Deprived),NA,0
2020/21 Q2,West Dunbartonshire,0-17 years,2,NA,0
2020/21 Q2,West Dunbartonshire,0-17 years,3,NA,0
2020/21 Q2,West Dunbartonshire,0-17 years,4,NA,0
2020/21 Q2,West Dunbartonshire,0-17 years,5 (Least Deprived),NA,0
2020/21 Q2,West Dunbartonshire,0-17 years,Unknown,NA,0
2020/21 Q2,West Dunbartonshire,18-64 years,1 (Most Deprived),32.4,60
2020/21 Q2,West Dunbartonshire,18-64 years,2,21.6,40
2020/21 Q2,West Dunbartonshire,18-64 years,3,16.2,30
2020/21 Q2,West Dunbartonshire,18-64 years,4,21.6,40
2020/21 Q2,West Dunbartonshire,18-64 years,5 (Least Deprived),8.1,15
2020/21 Q2,West Dunbartonshire,18-64 years,Unknown,0,0
2020/21 Q2,West Dunbartonshire,65-74 years,1 (Most Deprived),18.3,55
2020/21 Q2,West Dunbartonshire,65-74 years,2,30,90
2020/21 Q2,West Dunbartonshire,65-74 years,3,15,45
2020/21 Q2,West Dunbartonshire,65-74 years,4,23.3,70
2020/21 Q2,West Dunbartonshire,65-74 years,5 (Least Deprived),13.3,40
2020/21 Q2,West Dunbartonshire,65-74 years,Unknown,0,0
2020/21 Q2,West Dunbartonshire,75-84 years,1 (Most Deprived),12.3,65
2020/21 Q2,West Dunbartonshire,75-84 years,2,27.4,145
2020/21 Q2,West Dunbartonshire,75-84 years,3,19.8,105
2020/21 Q2,West Dunbartonshire,75-84 years,4,25.5,135
2020/21 Q2,West Dunbartonshire,75-84 years,5 (Least Deprived),14.2,75
2020/21 Q2,West Dunbartonshire,75-84 years,Unknown,0.9,5
2020/21 Q2,West Dunbartonshire,85+ years,1 (Most Deprived),17.6,95
2020/21 Q2,West Dunbartonshire,85+ years,2,21.3,115
2020/21 Q2,West Dunbartonshire,85+ years,3,20.4,110
2020/21 Q2,West Dunbartonshire,85+ years,4,20.4,110
2020/21 Q2,West Dunbartonshire,85+ years,5 (Least Deprived),20.4,110
2020/21 Q2,West Dunbartonshire,85+ years,Unknown,0,0
2020/21 Q2,West Dunbartonshire,Unknown,1 (Most Deprived),NA,0
2020/21 Q2,West Dunbartonshire,Unknown,2,NA,0
2020/21 Q2,West Dunbartonshire,Unknown,3,NA,0
2020/21 Q2,West Dunbartonshire,Unknown,4,NA,0
2020/21 Q2,West Dunbartonshire,Unknown,5 (Least Deprived),NA,0
2020/21 Q2,West Dunbartonshire,Unknown,Unknown,NA,0
2020/21 Q2,West Lothian,All Ages,1 (Most Deprived),24.8,495
2020/21 Q2,West Lothian,All Ages,2,30.5,610
2020/21 Q2,West Lothian,All Ages,3,20.5,410
2020/21 Q2,West Lothian,All Ages,4,13,260
2020/21 Q2,West Lothian,All Ages,5 (Least Deprived),11.2,225
2020/21 Q2,West Lothian,All Ages,Unknown,0,0
2020/21 Q2,West Lothian,0-17 years,1 (Most Deprived),NA,0
2020/21 Q2,West Lothian,0-17 years,2,NA,0
2020/21 Q2,West Lothian,0-17 years,3,NA,0
2020/21 Q2,West Lothian,0-17 years,4,NA,0
2020/21 Q2,West Lothian,0-17 years,5 (Least Deprived),NA,0
2020/21 Q2,West Lothian,0-17 years,Unknown,NA,0
2020/21 Q2,West Lothian,18-64 years,1 (Most Deprived),28.5,175
2020/21 Q2,West Lothian,18-64 years,2,28.5,175
2020/21 Q2,West Lothian,18-64 years,3,17.9,110
2020/21 Q2,West Lothian,18-64 years,4,13,80
2020/21 Q2,West Lothian,18-64 years,5 (Least Deprived),12.2,75
2020/21 Q2,West Lothian,18-64 years,Unknown,0,0
2020/21 Q2,West Lothian,65-74 years,1 (Most Deprived),25,85
2020/21 Q2,West Lothian,65-74 years,2,32.4,110
2020/21 Q2,West Lothian,65-74 years,3,20.6,70
2020/21 Q2,West Lothian,65-74 years,4,13.2,45
2020/21 Q2,West Lothian,65-74 years,5 (Least Deprived),8.8,30
2020/21 Q2,West Lothian,65-74 years,Unknown,0,0
2020/21 Q2,West Lothian,75-84 years,1 (Most Deprived),23.1,125
2020/21 Q2,West Lothian,75-84 years,2,33.3,180
2020/21 Q2,West Lothian,75-84 years,3,22.2,120
2020/21 Q2,West Lothian,75-84 years,4,13,70
2020/21 Q2,West Lothian,75-84 years,5 (Least Deprived),8.3,45
2020/21 Q2,West Lothian,75-84 years,Unknown,0,0
2020/21 Q2,West Lothian,85+ years,1 (Most Deprived),21.8,110
2020/21 Q2,West Lothian,85+ years,2,29.7,150
2020/21 Q2,West Lothian,85+ years,3,20.8,105
2020/21 Q2,West Lothian,85+ years,4,12.9,65
2020/21 Q2,West Lothian,85+ years,5 (Least Deprived),14.9,75
2020/21 Q2,West Lothian,85+ years,Unknown,0,0
2020/21 Q2,West Lothian,Unknown,1 (Most Deprived),NA,0
2020/21 Q2,West Lothian,Unknown,2,NA,0
2020/21 Q2,West Lothian,Unknown,3,NA,0
2020/21 Q2,West Lothian,Unknown,4,NA,0
2020/21 Q2,West Lothian,Unknown,5 (Least Deprived),NA,0
2020/21 Q2,West Lothian,Unknown,Unknown,NA,0
2020/21 Q3,Scotland (All Areas Submitted),All Ages,1 (Most Deprived),26.1,17695
2020/21 Q3,Scotland (All Areas Submitted),All Ages,2,22.9,15585
2020/21 Q3,Scotland (All Areas Submitted),All Ages,3,20.4,13845
2020/21 Q3,Scotland (All Areas Submitted),All Ages,4,16.5,11215
2020/21 Q3,Scotland (All Areas Submitted),All Ages,5 (Least Deprived),13.8,9380
2020/21 Q3,Scotland (All Areas Submitted),All Ages,Unknown,0.3,195
2020/21 Q3,Scotland (All Areas Submitted),0-17 years,1 (Most Deprived),30,45
2020/21 Q3,Scotland (All Areas Submitted),0-17 years,2,23.3,35
2020/21 Q3,Scotland (All Areas Submitted),0-17 years,3,20,30
2020/21 Q3,Scotland (All Areas Submitted),0-17 years,4,16.7,25
2020/21 Q3,Scotland (All Areas Submitted),0-17 years,5 (Least Deprived),10,15
2020/21 Q3,Scotland (All Areas Submitted),0-17 years,Unknown,0,0
2020/21 Q3,Scotland (All Areas Submitted),18-64 years,1 (Most Deprived),36.3,4750
2020/21 Q3,Scotland (All Areas Submitted),18-64 years,2,24.9,3250
2020/21 Q3,Scotland (All Areas Submitted),18-64 years,3,18.3,2390
2020/21 Q3,Scotland (All Areas Submitted),18-64 years,4,12.5,1640
2020/21 Q3,Scotland (All Areas Submitted),18-64 years,5 (Least Deprived),7.6,1000
2020/21 Q3,Scotland (All Areas Submitted),18-64 years,Unknown,0.3,45
2020/21 Q3,Scotland (All Areas Submitted),65-74 years,1 (Most Deprived),30,3140
2020/21 Q3,Scotland (All Areas Submitted),65-74 years,2,24.2,2535
2020/21 Q3,Scotland (All Areas Submitted),65-74 years,3,19.8,2075
2020/21 Q3,Scotland (All Areas Submitted),65-74 years,4,14.9,1555
2020/21 Q3,Scotland (All Areas Submitted),65-74 years,5 (Least Deprived),10.9,1140
2020/21 Q3,Scotland (All Areas Submitted),65-74 years,Unknown,0.2,25
2020/21 Q3,Scotland (All Areas Submitted),75-84 years,1 (Most Deprived),24.5,5075
2020/21 Q3,Scotland (All Areas Submitted),75-84 years,2,23.1,4790
2020/21 Q3,Scotland (All Areas Submitted),75-84 years,3,20.8,4310
2020/21 Q3,Scotland (All Areas Submitted),75-84 years,4,17,3535
2020/21 Q3,Scotland (All Areas Submitted),75-84 years,5 (Least Deprived),14.3,2975
2020/21 Q3,Scotland (All Areas Submitted),75-84 years,Unknown,0.2,50
2020/21 Q3,Scotland (All Areas Submitted),85+ years,1 (Most Deprived),19.9,4680
2020/21 Q3,Scotland (All Areas Submitted),85+ years,2,21.2,4975
2020/21 Q3,Scotland (All Areas Submitted),85+ years,3,21.5,5045
2020/21 Q3,Scotland (All Areas Submitted),85+ years,4,19,4455
2020/21 Q3,Scotland (All Areas Submitted),85+ years,5 (Least Deprived),18.1,4250
2020/21 Q3,Scotland (All Areas Submitted),85+ years,Unknown,0.3,75
2020/21 Q3,Scotland (All Areas Submitted),Unknown,1 (Most Deprived),NA,0
2020/21 Q3,Scotland (All Areas Submitted),Unknown,2,NA,0
2020/21 Q3,Scotland (All Areas Submitted),Unknown,3,NA,0
2020/21 Q3,Scotland (All Areas Submitted),Unknown,4,NA,0
2020/21 Q3,Scotland (All Areas Submitted),Unknown,5 (Least Deprived),NA,0
2020/21 Q3,Scotland (All Areas Submitted),Unknown,Unknown,NA,0
2020/21 Q3,Aberdeen City,All Ages,1 (Most Deprived),26.9,520
2020/21 Q3,Aberdeen City,All Ages,2,20.9,405
2020/21 Q3,Aberdeen City,All Ages,3,24.5,475
2020/21 Q3,Aberdeen City,All Ages,4,11.9,230
2020/21 Q3,Aberdeen City,All Ages,5 (Least Deprived),15.5,300
2020/21 Q3,Aberdeen City,All Ages,Unknown,0.3,5
2020/21 Q3,Aberdeen City,0-17 years,1 (Most Deprived),NA,0
2020/21 Q3,Aberdeen City,0-17 years,2,NA,0
2020/21 Q3,Aberdeen City,0-17 years,3,NA,0
2020/21 Q3,Aberdeen City,0-17 years,4,NA,0
2020/21 Q3,Aberdeen City,0-17 years,5 (Least Deprived),NA,0
2020/21 Q3,Aberdeen City,0-17 years,Unknown,NA,0
2020/21 Q3,Aberdeen City,18-64 years,1 (Most Deprived),35.5,135
2020/21 Q3,Aberdeen City,18-64 years,2,25,95
2020/21 Q3,Aberdeen City,18-64 years,3,21.1,80
2020/21 Q3,Aberdeen City,18-64 years,4,9.2,35
2020/21 Q3,Aberdeen City,18-64 years,5 (Least Deprived),7.9,30
2020/21 Q3,Aberdeen City,18-64 years,Unknown,1.3,5
2020/21 Q3,Aberdeen City,65-74 years,1 (Most Deprived),34.5,100
2020/21 Q3,Aberdeen City,65-74 years,2,19,55
2020/21 Q3,Aberdeen City,65-74 years,3,29.3,85
2020/21 Q3,Aberdeen City,65-74 years,4,8.6,25
2020/21 Q3,Aberdeen City,65-74 years,5 (Least Deprived),8.6,25
2020/21 Q3,Aberdeen City,65-74 years,Unknown,0,0
2020/21 Q3,Aberdeen City,75-84 years,1 (Most Deprived),27.6,145
2020/21 Q3,Aberdeen City,75-84 years,2,21,110
2020/21 Q3,Aberdeen City,75-84 years,3,22.9,120
2020/21 Q3,Aberdeen City,75-84 years,4,13.3,70
2020/21 Q3,Aberdeen City,75-84 years,5 (Least Deprived),15.2,80
2020/21 Q3,Aberdeen City,75-84 years,Unknown,0,0
2020/21 Q3,Aberdeen City,85+ years,1 (Most Deprived),19.2,140
2020/21 Q3,Aberdeen City,85+ years,2,19.2,140
2020/21 Q3,Aberdeen City,85+ years,3,26,190
2020/21 Q3,Aberdeen City,85+ years,4,13,95
2020/21 Q3,Aberdeen City,85+ years,5 (Least Deprived),22.6,165
2020/21 Q3,Aberdeen City,85+ years,Unknown,0,0
2020/21 Q3,Aberdeen City,Unknown,1 (Most Deprived),NA,0
2020/21 Q3,Aberdeen City,Unknown,2,NA,0
2020/21 Q3,Aberdeen City,Unknown,3,NA,0
2020/21 Q3,Aberdeen City,Unknown,4,NA,0
2020/21 Q3,Aberdeen City,Unknown,5 (Least Deprived),NA,0
2020/21 Q3,Aberdeen City,Unknown,Unknown,NA,0
2020/21 Q3,Aberdeenshire,All Ages,1 (Most Deprived),29.7,760
2020/21 Q3,Aberdeenshire,All Ages,2,24.1,615
2020/21 Q3,Aberdeenshire,All Ages,3,17,435
2020/21 Q3,Aberdeenshire,All Ages,4,14.5,370
2020/21 Q3,Aberdeenshire,All Ages,5 (Least Deprived),14.7,375
2020/21 Q3,Aberdeenshire,All Ages,Unknown,0,0
2020/21 Q3,Aberdeenshire,0-17 years,1 (Most Deprived),NA,0
2020/21 Q3,Aberdeenshire,0-17 years,2,NA,0
2020/21 Q3,Aberdeenshire,0-17 years,3,NA,0
2020/21 Q3,Aberdeenshire,0-17 years,4,NA,0
2020/21 Q3,Aberdeenshire,0-17 years,5 (Least Deprived),NA,0
2020/21 Q3,Aberdeenshire,0-17 years,Unknown,NA,0
2020/21 Q3,Aberdeenshire,18-64 years,1 (Most Deprived),36.2,125
2020/21 Q3,Aberdeenshire,18-64 years,2,24.6,85
2020/21 Q3,Aberdeenshire,18-64 years,3,14.5,50
2020/21 Q3,Aberdeenshire,18-64 years,4,11.6,40
2020/21 Q3,Aberdeenshire,18-64 years,5 (Least Deprived),13,45
2020/21 Q3,Aberdeenshire,18-64 years,Unknown,0,0
2020/21 Q3,Aberdeenshire,65-74 years,1 (Most Deprived),32.5,125
2020/21 Q3,Aberdeenshire,65-74 years,2,23.4,90
2020/21 Q3,Aberdeenshire,65-74 years,3,15.6,60
2020/21 Q3,Aberdeenshire,65-74 years,4,14.3,55
2020/21 Q3,Aberdeenshire,65-74 years,5 (Least Deprived),14.3,55
2020/21 Q3,Aberdeenshire,65-74 years,Unknown,0,0
2020/21 Q3,Aberdeenshire,75-84 years,1 (Most Deprived),28.9,250
2020/21 Q3,Aberdeenshire,75-84 years,2,24.3,210
2020/21 Q3,Aberdeenshire,75-84 years,3,17.9,155
2020/21 Q3,Aberdeenshire,75-84 years,4,15,130
2020/21 Q3,Aberdeenshire,75-84 years,5 (Least Deprived),13.9,120
2020/21 Q3,Aberdeenshire,75-84 years,Unknown,0,0
2020/21 Q3,Aberdeenshire,85+ years,1 (Most Deprived),27.3,265
2020/21 Q3,Aberdeenshire,85+ years,2,23.7,230
2020/21 Q3,Aberdeenshire,85+ years,3,17.5,170
2020/21 Q3,Aberdeenshire,85+ years,4,15.5,150
2020/21 Q3,Aberdeenshire,85+ years,5 (Least Deprived),16,155
2020/21 Q3,Aberdeenshire,85+ years,Unknown,0,0
2020/21 Q3,Aberdeenshire,Unknown,1 (Most Deprived),NA,0
2020/21 Q3,Aberdeenshire,Unknown,2,NA,0
2020/21 Q3,Aberdeenshire,Unknown,3,NA,0
2020/21 Q3,Aberdeenshire,Unknown,4,NA,0
2020/21 Q3,Aberdeenshire,Unknown,5 (Least Deprived),NA,0
2020/21 Q3,Aberdeenshire,Unknown,Unknown,NA,0
2020/21 Q3,Angus,All Ages,1 (Most Deprived),23.5,360
2020/21 Q3,Angus,All Ages,2,21.8,335
2020/21 Q3,Angus,All Ages,3,18.6,285
2020/21 Q3,Angus,All Ages,4,16.9,260
2020/21 Q3,Angus,All Ages,5 (Least Deprived),16.3,250
2020/21 Q3,Angus,All Ages,Unknown,2.9,45
2020/21 Q3,Angus,0-17 years,1 (Most Deprived),0,0
2020/21 Q3,Angus,0-17 years,2,100,5
2020/21 Q3,Angus,0-17 years,3,0,0
2020/21 Q3,Angus,0-17 years,4,0,0
2020/21 Q3,Angus,0-17 years,5 (Least Deprived),0,0
2020/21 Q3,Angus,0-17 years,Unknown,0,0
2020/21 Q3,Angus,18-64 years,1 (Most Deprived),28.8,95
2020/21 Q3,Angus,18-64 years,2,28.8,95
2020/21 Q3,Angus,18-64 years,3,18.2,60
2020/21 Q3,Angus,18-64 years,4,12.1,40
2020/21 Q3,Angus,18-64 years,5 (Least Deprived),12.1,40
2020/21 Q3,Angus,18-64 years,Unknown,0,0
2020/21 Q3,Angus,65-74 years,1 (Most Deprived),26.1,60
2020/21 Q3,Angus,65-74 years,2,21.7,50
2020/21 Q3,Angus,65-74 years,3,19.6,45
2020/21 Q3,Angus,65-74 years,4,15.2,35
2020/21 Q3,Angus,65-74 years,5 (Least Deprived),13,30
2020/21 Q3,Angus,65-74 years,Unknown,4.3,10
2020/21 Q3,Angus,75-84 years,1 (Most Deprived),25.9,110
2020/21 Q3,Angus,75-84 years,2,20,85
2020/21 Q3,Angus,75-84 years,3,17.6,75
2020/21 Q3,Angus,75-84 years,4,17.6,75
2020/21 Q3,Angus,75-84 years,5 (Least Deprived),15.3,65
2020/21 Q3,Angus,75-84 years,Unknown,3.5,15
2020/21 Q3,Angus,85+ years,1 (Most Deprived),17.8,95
2020/21 Q3,Angus,85+ years,2,18.7,100
2020/21 Q3,Angus,85+ years,3,19.6,105
2020/21 Q3,Angus,85+ years,4,19.6,105
2020/21 Q3,Angus,85+ years,5 (Least Deprived),20.6,110
2020/21 Q3,Angus,85+ years,Unknown,3.7,20
2020/21 Q3,Angus,Unknown,1 (Most Deprived),NA,0
2020/21 Q3,Angus,Unknown,2,NA,0
2020/21 Q3,Angus,Unknown,3,NA,0
2020/21 Q3,Angus,Unknown,4,NA,0
2020/21 Q3,Angus,Unknown,5 (Least Deprived),NA,0
2020/21 Q3,Angus,Unknown,Unknown,NA,0
2020/21 Q3,Argyll and Bute,All Ages,1 (Most Deprived),26,425
2020/21 Q3,Argyll and Bute,All Ages,2,21.1,345
2020/21 Q3,Argyll and Bute,All Ages,3,17.4,285
2020/21 Q3,Argyll and Bute,All Ages,4,18,295
2020/21 Q3,Argyll and Bute,All Ages,5 (Least Deprived),17.1,280
2020/21 Q3,Argyll and Bute,All Ages,Unknown,0.3,5
2020/21 Q3,Argyll and Bute,0-17 years,1 (Most Deprived),NA,0
2020/21 Q3,Argyll and Bute,0-17 years,2,NA,0
2020/21 Q3,Argyll and Bute,0-17 years,3,NA,0
2020/21 Q3,Argyll and Bute,0-17 years,4,NA,0
2020/21 Q3,Argyll and Bute,0-17 years,5 (Least Deprived),NA,0
2020/21 Q3,Argyll and Bute,0-17 years,Unknown,NA,0
2020/21 Q3,Argyll and Bute,18-64 years,1 (Most Deprived),41.4,145
2020/21 Q3,Argyll and Bute,18-64 years,2,15.7,55
2020/21 Q3,Argyll and Bute,18-64 years,3,14.3,50
2020/21 Q3,Argyll and Bute,18-64 years,4,17.1,60
2020/21 Q3,Argyll and Bute,18-64 years,5 (Least Deprived),11.4,40
2020/21 Q3,Argyll and Bute,18-64 years,Unknown,0,0
2020/21 Q3,Argyll and Bute,65-74 years,1 (Most Deprived),31.1,70
2020/21 Q3,Argyll and Bute,65-74 years,2,24.4,55
2020/21 Q3,Argyll and Bute,65-74 years,3,13.3,30
2020/21 Q3,Argyll and Bute,65-74 years,4,17.8,40
2020/21 Q3,Argyll and Bute,65-74 years,5 (Least Deprived),13.3,30
2020/21 Q3,Argyll and Bute,65-74 years,Unknown,0,0
2020/21 Q3,Argyll and Bute,75-84 years,1 (Most Deprived),24.2,110
2020/21 Q3,Argyll and Bute,75-84 years,2,24.2,110
2020/21 Q3,Argyll and Bute,75-84 years,3,16.5,75
2020/21 Q3,Argyll and Bute,75-84 years,4,19.8,90
2020/21 Q3,Argyll and Bute,75-84 years,5 (Least Deprived),15.4,70
2020/21 Q3,Argyll and Bute,75-84 years,Unknown,0,0
2020/21 Q3,Argyll and Bute,85+ years,1 (Most Deprived),17.5,105
2020/21 Q3,Argyll and Bute,85+ years,2,20.8,125
2020/21 Q3,Argyll and Bute,85+ years,3,21.7,130
2020/21 Q3,Argyll and Bute,85+ years,4,17.5,105
2020/21 Q3,Argyll and Bute,85+ years,5 (Least Deprived),22.5,135
2020/21 Q3,Argyll and Bute,85+ years,Unknown,0,0
2020/21 Q3,Argyll and Bute,Unknown,1 (Most Deprived),NA,0
2020/21 Q3,Argyll and Bute,Unknown,2,NA,0
2020/21 Q3,Argyll and Bute,Unknown,3,NA,0
2020/21 Q3,Argyll and Bute,Unknown,4,NA,0
2020/21 Q3,Argyll and Bute,Unknown,5 (Least Deprived),NA,0
2020/21 Q3,Argyll and Bute,Unknown,Unknown,NA,0
2020/21 Q3,City of Edinburgh,All Ages,1 (Most Deprived),31.5,1770
2020/21 Q3,City of Edinburgh,All Ages,2,22.1,1245
2020/21 Q3,City of Edinburgh,All Ages,3,19.5,1095
2020/21 Q3,City of Edinburgh,All Ages,4,14.2,800
2020/21 Q3,City of Edinburgh,All Ages,5 (Least Deprived),12.5,705
2020/21 Q3,City of Edinburgh,All Ages,Unknown,0.2,10
2020/21 Q3,City of Edinburgh,0-17 years,1 (Most Deprived),100,5
2020/21 Q3,City of Edinburgh,0-17 years,2,0,0
2020/21 Q3,City of Edinburgh,0-17 years,3,0,0
2020/21 Q3,City of Edinburgh,0-17 years,4,0,0
2020/21 Q3,City of Edinburgh,0-17 years,5 (Least Deprived),0,0
2020/21 Q3,City of Edinburgh,0-17 years,Unknown,0,0
2020/21 Q3,City of Edinburgh,18-64 years,1 (Most Deprived),43.8,800
2020/21 Q3,City of Edinburgh,18-64 years,2,27.4,500
2020/21 Q3,City of Edinburgh,18-64 years,3,16.7,305
2020/21 Q3,City of Edinburgh,18-64 years,4,8.2,150
2020/21 Q3,City of Edinburgh,18-64 years,5 (Least Deprived),3.8,70
2020/21 Q3,City of Edinburgh,18-64 years,Unknown,0,0
2020/21 Q3,City of Edinburgh,65-74 years,1 (Most Deprived),34.8,280
2020/21 Q3,City of Edinburgh,65-74 years,2,25.5,205
2020/21 Q3,City of Edinburgh,65-74 years,3,19.3,155
2020/21 Q3,City of Edinburgh,65-74 years,4,10.6,85
2020/21 Q3,City of Edinburgh,65-74 years,5 (Least Deprived),9.9,80
2020/21 Q3,City of Edinburgh,65-74 years,Unknown,0,0
2020/21 Q3,City of Edinburgh,75-84 years,1 (Most Deprived),28.3,350
2020/21 Q3,City of Edinburgh,75-84 years,2,20.2,250
2020/21 Q3,City of Edinburgh,75-84 years,3,20.6,255
2020/21 Q3,City of Edinburgh,75-84 years,4,16.2,200
2020/21 Q3,City of Edinburgh,75-84 years,5 (Least Deprived),14.6,180
2020/21 Q3,City of Edinburgh,75-84 years,Unknown,0,0
2020/21 Q3,City of Edinburgh,85+ years,1 (Most Deprived),19.1,335
2020/21 Q3,City of Edinburgh,85+ years,2,16.6,290
2020/21 Q3,City of Edinburgh,85+ years,3,21.7,380
2020/21 Q3,City of Edinburgh,85+ years,4,20.9,365
2020/21 Q3,City of Edinburgh,85+ years,5 (Least Deprived),21.4,375
2020/21 Q3,City of Edinburgh,85+ years,Unknown,0.3,5
2020/21 Q3,City of Edinburgh,Unknown,1 (Most Deprived),NA,0
2020/21 Q3,City of Edinburgh,Unknown,2,NA,0
2020/21 Q3,City of Edinburgh,Unknown,3,NA,0
2020/21 Q3,City of Edinburgh,Unknown,4,NA,0
2020/21 Q3,City of Edinburgh,Unknown,5 (Least Deprived),NA,0
2020/21 Q3,City of Edinburgh,Unknown,Unknown,NA,0
2020/21 Q3,Clackmannanshire,All Ages,1 (Most Deprived),29.2,260
2020/21 Q3,Clackmannanshire,All Ages,2,18,160
2020/21 Q3,Clackmannanshire,All Ages,3,20.8,185
2020/21 Q3,Clackmannanshire,All Ages,4,17.4,155
2020/21 Q3,Clackmannanshire,All Ages,5 (Least Deprived),14.6,130
2020/21 Q3,Clackmannanshire,All Ages,Unknown,0,0
2020/21 Q3,Clackmannanshire,0-17 years,1 (Most Deprived),NA,0
2020/21 Q3,Clackmannanshire,0-17 years,2,NA,0
2020/21 Q3,Clackmannanshire,0-17 years,3,NA,0
2020/21 Q3,Clackmannanshire,0-17 years,4,NA,0
2020/21 Q3,Clackmannanshire,0-17 years,5 (Least Deprived),NA,0
2020/21 Q3,Clackmannanshire,0-17 years,Unknown,NA,0
2020/21 Q3,Clackmannanshire,18-64 years,1 (Most Deprived),35.6,80
2020/21 Q3,Clackmannanshire,18-64 years,2,17.8,40
2020/21 Q3,Clackmannanshire,18-64 years,3,22.2,50
2020/21 Q3,Clackmannanshire,18-64 years,4,15.6,35
2020/21 Q3,Clackmannanshire,18-64 years,5 (Least Deprived),8.9,20
2020/21 Q3,Clackmannanshire,18-64 years,Unknown,0,0
2020/21 Q3,Clackmannanshire,65-74 years,1 (Most Deprived),32.1,45
2020/21 Q3,Clackmannanshire,65-74 years,2,21.4,30
2020/21 Q3,Clackmannanshire,65-74 years,3,21.4,30
2020/21 Q3,Clackmannanshire,65-74 years,4,10.7,15
2020/21 Q3,Clackmannanshire,65-74 years,5 (Least Deprived),14.3,20
2020/21 Q3,Clackmannanshire,65-74 years,Unknown,0,0
2020/21 Q3,Clackmannanshire,75-84 years,1 (Most Deprived),28.3,75
2020/21 Q3,Clackmannanshire,75-84 years,2,17,45
2020/21 Q3,Clackmannanshire,75-84 years,3,18.9,50
2020/21 Q3,Clackmannanshire,75-84 years,4,18.9,50
2020/21 Q3,Clackmannanshire,75-84 years,5 (Least Deprived),17,45
2020/21 Q3,Clackmannanshire,75-84 years,Unknown,0,0
2020/21 Q3,Clackmannanshire,85+ years,1 (Most Deprived),23.1,60
2020/21 Q3,Clackmannanshire,85+ years,2,19.2,50
2020/21 Q3,Clackmannanshire,85+ years,3,21.2,55
2020/21 Q3,Clackmannanshire,85+ years,4,19.2,50
2020/21 Q3,Clackmannanshire,85+ years,5 (Least Deprived),17.3,45
2020/21 Q3,Clackmannanshire,85+ years,Unknown,0,0
2020/21 Q3,Clackmannanshire,Unknown,1 (Most Deprived),NA,0
2020/21 Q3,Clackmannanshire,Unknown,2,NA,0
2020/21 Q3,Clackmannanshire,Unknown,3,NA,0
2020/21 Q3,Clackmannanshire,Unknown,4,NA,0
2020/21 Q3,Clackmannanshire,Unknown,5 (Least Deprived),NA,0
2020/21 Q3,Clackmannanshire,Unknown,Unknown,NA,0
2020/21 Q3,Comhairle nan Eilean Siar,All Ages,1 (Most Deprived),23.5,80
2020/21 Q3,Comhairle nan Eilean Siar,All Ages,2,22.1,75
2020/21 Q3,Comhairle nan Eilean Siar,All Ages,3,17.6,60
2020/21 Q3,Comhairle nan Eilean Siar,All Ages,4,19.1,65
2020/21 Q3,Comhairle nan Eilean Siar,All Ages,5 (Least Deprived),16.2,55
2020/21 Q3,Comhairle nan Eilean Siar,All Ages,Unknown,1.5,5
2020/21 Q3,Comhairle nan Eilean Siar,0-17 years,1 (Most Deprived),NA,0
2020/21 Q3,Comhairle nan Eilean Siar,0-17 years,2,NA,0
2020/21 Q3,Comhairle nan Eilean Siar,0-17 years,3,NA,0
2020/21 Q3,Comhairle nan Eilean Siar,0-17 years,4,NA,0
2020/21 Q3,Comhairle nan Eilean Siar,0-17 years,5 (Least Deprived),NA,0
2020/21 Q3,Comhairle nan Eilean Siar,0-17 years,Unknown,NA,0
2020/21 Q3,Comhairle nan Eilean Siar,18-64 years,1 (Most Deprived),20,5
2020/21 Q3,Comhairle nan Eilean Siar,18-64 years,2,20,5
2020/21 Q3,Comhairle nan Eilean Siar,18-64 years,3,20,5
2020/21 Q3,Comhairle nan Eilean Siar,18-64 years,4,20,5
2020/21 Q3,Comhairle nan Eilean Siar,18-64 years,5 (Least Deprived),20,5
2020/21 Q3,Comhairle nan Eilean Siar,18-64 years,Unknown,0,0
2020/21 Q3,Comhairle nan Eilean Siar,65-74 years,1 (Most Deprived),30,15
2020/21 Q3,Comhairle nan Eilean Siar,65-74 years,2,20,10
2020/21 Q3,Comhairle nan Eilean Siar,65-74 years,3,20,10
2020/21 Q3,Comhairle nan Eilean Siar,65-74 years,4,20,10
2020/21 Q3,Comhairle nan Eilean Siar,65-74 years,5 (Least Deprived),10,5
2020/21 Q3,Comhairle nan Eilean Siar,65-74 years,Unknown,0,0
