financial_quarter,sending_location,age_group,referral_source,percentage,numerator,scotland_percentage
2020/21 Q4,Dumfries and Galloway,All Ages,999 Emergency Services,76.2,705,82.2
2020/21 Q4,Dumfries and Galloway,All Ages,GP,2.7,25,4.1
2020/21 Q4,Dumfries and Galloway,All Ages,Care Home,0,0,0
2020/21 Q4,Dumfries and Galloway,All Ages,Self Referral,13.5,125,9
2020/21 Q4,Dumfries and Galloway,All Ages,Other/Unknown,7.6,70,4.7
2020/21 Q4,Dumfries and Galloway,0-17 years,999 Emergency Services,0,0,28.6
2020/21 Q4,Dumfries and Galloway,0-17 years,GP,0,0,0
2020/21 Q4,Dumfries and Galloway,0-17 years,Care Home,0,0,0
2020/21 Q4,Dumfries and Galloway,0-17 years,Self Referral,0,0,42.9
2020/21 Q4,Dumfries and Galloway,0-17 years,Other/Unknown,100,5,28.6
2020/21 Q4,Dumfries and Galloway,18-64 years,999 Emergency Services,50.9,145,67.7
2020/21 Q4,Dumfries and Galloway,18-64 years,GP,3.5,10,4.8
2020/21 Q4,Dumfries and Galloway,18-64 years,Care Home,0,0,0
2020/21 Q4,Dumfries and Galloway,18-64 years,Self Referral,28.1,80,17
2020/21 Q4,Dumfries and Galloway,18-64 years,Other/Unknown,17.5,50,10.5
2020/21 Q4,Dumfries and Galloway,65-74 years,999 Emergency Services,84,105,84.8
2020/21 Q4,Dumfries and Galloway,65-74 years,GP,4,5,4
2020/21 Q4,Dumfries and Galloway,65-74 years,Care Home,0,0,0
2020/21 Q4,Dumfries and Galloway,65-74 years,Self Referral,4,5,7.4
2020/21 Q4,Dumfries and Galloway,65-74 years,Other/Unknown,8,10,3.8
2020/21 Q4,Dumfries and Galloway,75-84 years,999 Emergency Services,95.2,200,85.1
2020/21 Q4,Dumfries and Galloway,75-84 years,GP,2.4,5,4.6
2020/21 Q4,Dumfries and Galloway,75-84 years,Care Home,0,0,0
2020/21 Q4,Dumfries and Galloway,75-84 years,Self Referral,2.4,5,7.4
2020/21 Q4,Dumfries and Galloway,75-84 years,Other/Unknown,0,0,2.9
2020/21 Q4,Dumfries and Galloway,85+ years,999 Emergency Services,85,255,86.9
2020/21 Q4,Dumfries and Galloway,85+ years,GP,3.3,10,3.5
2020/21 Q4,Dumfries and Galloway,85+ years,Care Home,0,0,0
2020/21 Q4,Dumfries and Galloway,85+ years,Self Referral,10,30,6.3
2020/21 Q4,Dumfries and Galloway,85+ years,Other/Unknown,1.7,5,3.2
2020/21 Q4,Dumfries and Galloway,Unknown,999 Emergency Services,0,0,0
2020/21 Q4,Dumfries and Galloway,Unknown,GP,0,0,0
2020/21 Q4,Dumfries and Galloway,Unknown,Care Home,0,0,0
2020/21 Q4,Dumfries and Galloway,Unknown,Self Referral,0,0,0
2020/21 Q4,Dumfries and Galloway,Unknown,Other/Unknown,0,0,0
2020/21 Q4,Dundee City,All Ages,999 Emergency Services,84.6,220,82.2
2020/21 Q4,Dundee City,All Ages,GP,1.9,5,4.1
2020/21 Q4,Dundee City,All Ages,Care Home,0,0,0
2020/21 Q4,Dundee City,All Ages,Self Referral,9.6,25,9
2020/21 Q4,Dundee City,All Ages,Other/Unknown,3.8,10,4.7
2020/21 Q4,Dundee City,0-17 years,999 Emergency Services,0,0,28.6
2020/21 Q4,Dundee City,0-17 years,GP,0,0,0
2020/21 Q4,Dundee City,0-17 years,Care Home,0,0,0
2020/21 Q4,Dundee City,0-17 years,Self Referral,0,0,42.9
2020/21 Q4,Dundee City,0-17 years,Other/Unknown,0,0,28.6
2020/21 Q4,Dundee City,18-64 years,999 Emergency Services,71.4,25,67.7
2020/21 Q4,Dundee City,18-64 years,GP,0,0,4.8
2020/21 Q4,Dundee City,18-64 years,Care Home,0,0,0
2020/21 Q4,Dundee City,18-64 years,Self Referral,28.6,10,17
2020/21 Q4,Dundee City,18-64 years,Other/Unknown,0,0,10.5
2020/21 Q4,Dundee City,65-74 years,999 Emergency Services,87.5,35,84.8
2020/21 Q4,Dundee City,65-74 years,GP,0,0,4
2020/21 Q4,Dundee City,65-74 years,Care Home,0,0,0
2020/21 Q4,Dundee City,65-74 years,Self Referral,12.5,5,7.4
2020/21 Q4,Dundee City,65-74 years,Other/Unknown,0,0,3.8
2020/21 Q4,Dundee City,75-84 years,999 Emergency Services,87.5,70,85.1
2020/21 Q4,Dundee City,75-84 years,GP,0,0,4.6
2020/21 Q4,Dundee City,75-84 years,Care Home,0,0,0
2020/21 Q4,Dundee City,75-84 years,Self Referral,6.2,5,7.4
2020/21 Q4,Dundee City,75-84 years,Other/Unknown,6.2,5,2.9
2020/21 Q4,Dundee City,85+ years,999 Emergency Services,90,90,86.9
2020/21 Q4,Dundee City,85+ years,GP,0,0,3.5
2020/21 Q4,Dundee City,85+ years,Care Home,0,0,0
2020/21 Q4,Dundee City,85+ years,Self Referral,10,10,6.3
2020/21 Q4,Dundee City,85+ years,Other/Unknown,0,0,3.2
2020/21 Q4,Dundee City,Unknown,999 Emergency Services,0,0,0
2020/21 Q4,Dundee City,Unknown,GP,0,0,0
2020/21 Q4,Dundee City,Unknown,Care Home,0,0,0
2020/21 Q4,Dundee City,Unknown,Self Referral,0,0,0
2020/21 Q4,Dundee City,Unknown,Other/Unknown,0,0,0
2020/21 Q4,East Ayrshire,All Ages,999 Emergency Services,83.3,350,82.2
2020/21 Q4,East Ayrshire,All Ages,GP,2.4,10,4.1
2020/21 Q4,East Ayrshire,All Ages,Care Home,0,0,0
2020/21 Q4,East Ayrshire,All Ages,Self Referral,8.3,35,9
2020/21 Q4,East Ayrshire,All Ages,Other/Unknown,6,25,4.7
2020/21 Q4,East Ayrshire,0-17 years,999 Emergency Services,0,0,28.6
2020/21 Q4,East Ayrshire,0-17 years,GP,0,0,0
2020/21 Q4,East Ayrshire,0-17 years,Care Home,0,0,0
2020/21 Q4,East Ayrshire,0-17 years,Self Referral,0,0,42.9
2020/21 Q4,East Ayrshire,0-17 years,Other/Unknown,0,0,28.6
2020/21 Q4,East Ayrshire,18-64 years,999 Emergency Services,77.3,85,67.7
2020/21 Q4,East Ayrshire,18-64 years,GP,4.5,5,4.8
2020/21 Q4,East Ayrshire,18-64 years,Care Home,0,0,0
2020/21 Q4,East Ayrshire,18-64 years,Self Referral,9.1,10,17
2020/21 Q4,East Ayrshire,18-64 years,Other/Unknown,9.1,10,10.5
2020/21 Q4,East Ayrshire,65-74 years,999 Emergency Services,83.3,50,84.8
2020/21 Q4,East Ayrshire,65-74 years,GP,0,0,4
2020/21 Q4,East Ayrshire,65-74 years,Care Home,0,0,0
2020/21 Q4,East Ayrshire,65-74 years,Self Referral,8.3,5,7.4
2020/21 Q4,East Ayrshire,65-74 years,Other/Unknown,8.3,5,3.8
2020/21 Q4,East Ayrshire,75-84 years,999 Emergency Services,85.2,115,85.1
2020/21 Q4,East Ayrshire,75-84 years,GP,3.7,5,4.6
2020/21 Q4,East Ayrshire,75-84 years,Care Home,0,0,0
2020/21 Q4,East Ayrshire,75-84 years,Self Referral,7.4,10,7.4
2020/21 Q4,East Ayrshire,75-84 years,Other/Unknown,3.7,5,2.9
2020/21 Q4,East Ayrshire,85+ years,999 Emergency Services,87,100,86.9
2020/21 Q4,East Ayrshire,85+ years,GP,0,0,3.5
2020/21 Q4,East Ayrshire,85+ years,Care Home,0,0,0
2020/21 Q4,East Ayrshire,85+ years,Self Referral,8.7,10,6.3
2020/21 Q4,East Ayrshire,85+ years,Other/Unknown,4.3,5,3.2
2020/21 Q4,East Ayrshire,Unknown,999 Emergency Services,0,0,0
2020/21 Q4,East Ayrshire,Unknown,GP,0,0,0
2020/21 Q4,East Ayrshire,Unknown,Care Home,0,0,0
2020/21 Q4,East Ayrshire,Unknown,Self Referral,0,0,0
2020/21 Q4,East Ayrshire,Unknown,Other/Unknown,0,0,0
2020/21 Q4,East Dunbartonshire,All Ages,999 Emergency Services,83.3,225,82.2
2020/21 Q4,East Dunbartonshire,All Ages,GP,0,0,4.1
2020/21 Q4,East Dunbartonshire,All Ages,Care Home,0,0,0
2020/21 Q4,East Dunbartonshire,All Ages,Self Referral,13,35,9
2020/21 Q4,East Dunbartonshire,All Ages,Other/Unknown,3.7,10,4.7
2020/21 Q4,East Dunbartonshire,0-17 years,999 Emergency Services,0,0,28.6
2020/21 Q4,East Dunbartonshire,0-17 years,GP,0,0,0
2020/21 Q4,East Dunbartonshire,0-17 years,Care Home,0,0,0
2020/21 Q4,East Dunbartonshire,0-17 years,Self Referral,100,5,42.9
2020/21 Q4,East Dunbartonshire,0-17 years,Other/Unknown,0,0,28.6
2020/21 Q4,East Dunbartonshire,18-64 years,999 Emergency Services,75,15,67.7
2020/21 Q4,East Dunbartonshire,18-64 years,GP,0,0,4.8
2020/21 Q4,East Dunbartonshire,18-64 years,Care Home,0,0,0
2020/21 Q4,East Dunbartonshire,18-64 years,Self Referral,25,5,17
2020/21 Q4,East Dunbartonshire,18-64 years,Other/Unknown,0,0,10.5
2020/21 Q4,East Dunbartonshire,65-74 years,999 Emergency Services,100,30,84.8
2020/21 Q4,East Dunbartonshire,65-74 years,GP,0,0,4
2020/21 Q4,East Dunbartonshire,65-74 years,Care Home,0,0,0
2020/21 Q4,East Dunbartonshire,65-74 years,Self Referral,0,0,7.4
2020/21 Q4,East Dunbartonshire,65-74 years,Other/Unknown,0,0,3.8
2020/21 Q4,East Dunbartonshire,75-84 years,999 Emergency Services,77.8,70,85.1
2020/21 Q4,East Dunbartonshire,75-84 years,GP,0,0,4.6
2020/21 Q4,East Dunbartonshire,75-84 years,Care Home,0,0,0
2020/21 Q4,East Dunbartonshire,75-84 years,Self Referral,16.7,15,7.4
2020/21 Q4,East Dunbartonshire,75-84 years,Other/Unknown,5.6,5,2.9
2020/21 Q4,East Dunbartonshire,85+ years,999 Emergency Services,91.3,105,86.9
2020/21 Q4,East Dunbartonshire,85+ years,GP,0,0,3.5
2020/21 Q4,East Dunbartonshire,85+ years,Care Home,0,0,0
2020/21 Q4,East Dunbartonshire,85+ years,Self Referral,8.7,10,6.3
2020/21 Q4,East Dunbartonshire,85+ years,Other/Unknown,0,0,3.2
2020/21 Q4,East Dunbartonshire,Unknown,999 Emergency Services,0,0,0
2020/21 Q4,East Dunbartonshire,Unknown,GP,0,0,0
2020/21 Q4,East Dunbartonshire,Unknown,Care Home,0,0,0
2020/21 Q4,East Dunbartonshire,Unknown,Self Referral,0,0,0
2020/21 Q4,East Dunbartonshire,Unknown,Other/Unknown,0,0,0
2020/21 Q4,East Lothian,All Ages,999 Emergency Services,83.8,310,82.2
2020/21 Q4,East Lothian,All Ages,GP,6.8,25,4.1
2020/21 Q4,East Lothian,All Ages,Care Home,0,0,0
2020/21 Q4,East Lothian,All Ages,Self Referral,5.4,20,9
2020/21 Q4,East Lothian,All Ages,Other/Unknown,4.1,15,4.7
2020/21 Q4,East Lothian,0-17 years,999 Emergency Services,0,0,28.6
2020/21 Q4,East Lothian,0-17 years,GP,0,0,0
2020/21 Q4,East Lothian,0-17 years,Care Home,0,0,0
2020/21 Q4,East Lothian,0-17 years,Self Referral,0,0,42.9
2020/21 Q4,East Lothian,0-17 years,Other/Unknown,0,0,28.6
2020/21 Q4,East Lothian,18-64 years,999 Emergency Services,62.5,50,67.7
2020/21 Q4,East Lothian,18-64 years,GP,12.5,10,4.8
2020/21 Q4,East Lothian,18-64 years,Care Home,0,0,0
2020/21 Q4,East Lothian,18-64 years,Self Referral,12.5,10,17
2020/21 Q4,East Lothian,18-64 years,Other/Unknown,12.5,10,10.5
2020/21 Q4,East Lothian,65-74 years,999 Emergency Services,100,50,84.8
2020/21 Q4,East Lothian,65-74 years,GP,0,0,4
2020/21 Q4,East Lothian,65-74 years,Care Home,0,0,0
2020/21 Q4,East Lothian,65-74 years,Self Referral,0,0,7.4
2020/21 Q4,East Lothian,65-74 years,Other/Unknown,0,0,3.8
2020/21 Q4,East Lothian,75-84 years,999 Emergency Services,85.7,90,85.1
2020/21 Q4,East Lothian,75-84 years,GP,4.8,5,4.6
2020/21 Q4,East Lothian,75-84 years,Care Home,0,0,0
2020/21 Q4,East Lothian,75-84 years,Self Referral,4.8,5,7.4
2020/21 Q4,East Lothian,75-84 years,Other/Unknown,4.8,5,2.9
2020/21 Q4,East Lothian,85+ years,999 Emergency Services,92.3,120,86.9
2020/21 Q4,East Lothian,85+ years,GP,3.8,5,3.5
2020/21 Q4,East Lothian,85+ years,Care Home,0,0,0
2020/21 Q4,East Lothian,85+ years,Self Referral,3.8,5,6.3
2020/21 Q4,East Lothian,85+ years,Other/Unknown,0,0,3.2
2020/21 Q4,East Lothian,Unknown,999 Emergency Services,0,0,0
2020/21 Q4,East Lothian,Unknown,GP,0,0,0
2020/21 Q4,East Lothian,Unknown,Care Home,0,0,0
2020/21 Q4,East Lothian,Unknown,Self Referral,0,0,0
2020/21 Q4,East Lothian,Unknown,Other/Unknown,0,0,0
2020/21 Q4,East Renfrewshire,All Ages,999 Emergency Services,82.1,230,82.2
2020/21 Q4,East Renfrewshire,All Ages,GP,0,0,4.1
2020/21 Q4,East Renfrewshire,All Ages,Care Home,0,0,0
2020/21 Q4,East Renfrewshire,All Ages,Self Referral,12.5,35,9
2020/21 Q4,East Renfrewshire,All Ages,Other/Unknown,5.4,15,4.7
2020/21 Q4,East Renfrewshire,0-17 years,999 Emergency Services,0,0,28.6
2020/21 Q4,East Renfrewshire,0-17 years,GP,0,0,0
2020/21 Q4,East Renfrewshire,0-17 years,Care Home,0,0,0
2020/21 Q4,East Renfrewshire,0-17 years,Self Referral,0,0,42.9
2020/21 Q4,East Renfrewshire,0-17 years,Other/Unknown,0,0,28.6
2020/21 Q4,East Renfrewshire,18-64 years,999 Emergency Services,83.3,25,67.7
2020/21 Q4,East Renfrewshire,18-64 years,GP,0,0,4.8
2020/21 Q4,East Renfrewshire,18-64 years,Care Home,0,0,0
2020/21 Q4,East Renfrewshire,18-64 years,Self Referral,16.7,5,17
2020/21 Q4,East Renfrewshire,18-64 years,Other/Unknown,0,0,10.5
2020/21 Q4,East Renfrewshire,65-74 years,999 Emergency Services,88.9,40,84.8
2020/21 Q4,East Renfrewshire,65-74 years,GP,0,0,4
2020/21 Q4,East Renfrewshire,65-74 years,Care Home,0,0,0
2020/21 Q4,East Renfrewshire,65-74 years,Self Referral,11.1,5,7.4
2020/21 Q4,East Renfrewshire,65-74 years,Other/Unknown,0,0,3.8
2020/21 Q4,East Renfrewshire,75-84 years,999 Emergency Services,78.6,55,85.1
2020/21 Q4,East Renfrewshire,75-84 years,GP,0,0,4.6
2020/21 Q4,East Renfrewshire,75-84 years,Care Home,0,0,0
2020/21 Q4,East Renfrewshire,75-84 years,Self Referral,14.3,10,7.4
2020/21 Q4,East Renfrewshire,75-84 years,Other/Unknown,7.1,5,2.9
2020/21 Q4,East Renfrewshire,85+ years,999 Emergency Services,84,105,86.9
2020/21 Q4,East Renfrewshire,85+ years,GP,0,0,3.5
2020/21 Q4,East Renfrewshire,85+ years,Care Home,0,0,0
2020/21 Q4,East Renfrewshire,85+ years,Self Referral,12,15,6.3
2020/21 Q4,East Renfrewshire,85+ years,Other/Unknown,4,5,3.2
2020/21 Q4,East Renfrewshire,Unknown,999 Emergency Services,0,0,0
2020/21 Q4,East Renfrewshire,Unknown,GP,0,0,0
2020/21 Q4,East Renfrewshire,Unknown,Care Home,0,0,0
2020/21 Q4,East Renfrewshire,Unknown,Self Referral,0,0,0
2020/21 Q4,East Renfrewshire,Unknown,Other/Unknown,0,0,0
2020/21 Q4,Falkirk,All Ages,999 Emergency Services,90.7,390,82.2
2020/21 Q4,Falkirk,All Ages,GP,1.2,5,4.1
2020/21 Q4,Falkirk,All Ages,Care Home,0,0,0
2020/21 Q4,Falkirk,All Ages,Self Referral,7,30,9
2020/21 Q4,Falkirk,All Ages,Other/Unknown,1.2,5,4.7
2020/21 Q4,Falkirk,0-17 years,999 Emergency Services,0,0,28.6
2020/21 Q4,Falkirk,0-17 years,GP,0,0,0
2020/21 Q4,Falkirk,0-17 years,Care Home,0,0,0
2020/21 Q4,Falkirk,0-17 years,Self Referral,0,0,42.9
2020/21 Q4,Falkirk,0-17 years,Other/Unknown,0,0,28.6
2020/21 Q4,Falkirk,18-64 years,999 Emergency Services,91.7,55,67.7
2020/21 Q4,Falkirk,18-64 years,GP,0,0,4.8
2020/21 Q4,Falkirk,18-64 years,Care Home,0,0,0
2020/21 Q4,Falkirk,18-64 years,Self Referral,8.3,5,17
2020/21 Q4,Falkirk,18-64 years,Other/Unknown,0,0,10.5
2020/21 Q4,Falkirk,65-74 years,999 Emergency Services,93.8,75,84.8
2020/21 Q4,Falkirk,65-74 years,GP,0,0,4
2020/21 Q4,Falkirk,65-74 years,Care Home,0,0,0
2020/21 Q4,Falkirk,65-74 years,Self Referral,6.2,5,7.4
2020/21 Q4,Falkirk,65-74 years,Other/Unknown,0,0,3.8
2020/21 Q4,Falkirk,75-84 years,999 Emergency Services,88,110,85.1
2020/21 Q4,Falkirk,75-84 years,GP,0,0,4.6
2020/21 Q4,Falkirk,75-84 years,Care Home,0,0,0
2020/21 Q4,Falkirk,75-84 years,Self Referral,8,10,7.4
2020/21 Q4,Falkirk,75-84 years,Other/Unknown,4,5,2.9
2020/21 Q4,Falkirk,85+ years,999 Emergency Services,93.8,150,86.9
2020/21 Q4,Falkirk,85+ years,GP,0,0,3.5
2020/21 Q4,Falkirk,85+ years,Care Home,0,0,0
2020/21 Q4,Falkirk,85+ years,Self Referral,6.2,10,6.3
2020/21 Q4,Falkirk,85+ years,Other/Unknown,0,0,3.2
2020/21 Q4,Falkirk,Unknown,999 Emergency Services,0,0,0
2020/21 Q4,Falkirk,Unknown,GP,0,0,0
2020/21 Q4,Falkirk,Unknown,Care Home,0,0,0
2020/21 Q4,Falkirk,Unknown,Self Referral,0,0,0
2020/21 Q4,Falkirk,Unknown,Other/Unknown,0,0,0
2020/21 Q4,Fife,All Ages,999 Emergency Services,83.5,580,82.2
2020/21 Q4,Fife,All Ages,GP,0.7,5,4.1
2020/21 Q4,Fife,All Ages,Care Home,0,0,0
2020/21 Q4,Fife,All Ages,Self Referral,9.4,65,9
2020/21 Q4,Fife,All Ages,Other/Unknown,6.5,45,4.7
2020/21 Q4,Fife,0-17 years,999 Emergency Services,0,0,28.6
2020/21 Q4,Fife,0-17 years,GP,0,0,0
2020/21 Q4,Fife,0-17 years,Care Home,0,0,0
2020/21 Q4,Fife,0-17 years,Self Referral,0,0,42.9
2020/21 Q4,Fife,0-17 years,Other/Unknown,0,0,28.6
2020/21 Q4,Fife,18-64 years,999 Emergency Services,67.9,95,67.7
2020/21 Q4,Fife,18-64 years,GP,0,0,4.8
2020/21 Q4,Fife,18-64 years,Care Home,0,0,0
2020/21 Q4,Fife,18-64 years,Self Referral,14.3,20,17
2020/21 Q4,Fife,18-64 years,Other/Unknown,17.9,25,10.5
2020/21 Q4,Fife,65-74 years,999 Emergency Services,72.7,80,84.8
2020/21 Q4,Fife,65-74 years,GP,0,0,4
2020/21 Q4,Fife,65-74 years,Care Home,0,0,0
2020/21 Q4,Fife,65-74 years,Self Referral,18.2,20,7.4
2020/21 Q4,Fife,65-74 years,Other/Unknown,9.1,10,3.8
2020/21 Q4,Fife,75-84 years,999 Emergency Services,90.2,185,85.1
2020/21 Q4,Fife,75-84 years,GP,0,0,4.6
2020/21 Q4,Fife,75-84 years,Care Home,0,0,0
2020/21 Q4,Fife,75-84 years,Self Referral,7.3,15,7.4
2020/21 Q4,Fife,75-84 years,Other/Unknown,2.4,5,2.9
2020/21 Q4,Fife,85+ years,999 Emergency Services,93.6,220,86.9
2020/21 Q4,Fife,85+ years,GP,0,0,3.5
2020/21 Q4,Fife,85+ years,Care Home,0,0,0
2020/21 Q4,Fife,85+ years,Self Referral,4.3,10,6.3
2020/21 Q4,Fife,85+ years,Other/Unknown,2.1,5,3.2
2020/21 Q4,Fife,Unknown,999 Emergency Services,0,0,0
2020/21 Q4,Fife,Unknown,GP,0,0,0
2020/21 Q4,Fife,Unknown,Care Home,0,0,0
2020/21 Q4,Fife,Unknown,Self Referral,0,0,0
2020/21 Q4,Fife,Unknown,Other/Unknown,0,0,0
2020/21 Q4,Glasgow City,All Ages,999 Emergency Services,82.4,1005,82.2
2020/21 Q4,Glasgow City,All Ages,GP,0.8,10,4.1
2020/21 Q4,Glasgow City,All Ages,Care Home,0,0,0
2020/21 Q4,Glasgow City,All Ages,Self Referral,13.5,165,9
2020/21 Q4,Glasgow City,All Ages,Other/Unknown,3.3,40,4.7
2020/21 Q4,Glasgow City,0-17 years,999 Emergency Services,0,0,28.6
2020/21 Q4,Glasgow City,0-17 years,GP,0,0,0
2020/21 Q4,Glasgow City,0-17 years,Care Home,0,0,0
2020/21 Q4,Glasgow City,0-17 years,Self Referral,0,0,42.9
2020/21 Q4,Glasgow City,0-17 years,Other/Unknown,0,0,28.6
2020/21 Q4,Glasgow City,18-64 years,999 Emergency Services,64.9,120,67.7
2020/21 Q4,Glasgow City,18-64 years,GP,2.7,5,4.8
2020/21 Q4,Glasgow City,18-64 years,Care Home,0,0,0
2020/21 Q4,Glasgow City,18-64 years,Self Referral,24.3,45,17
2020/21 Q4,Glasgow City,18-64 years,Other/Unknown,8.1,15,10.5
2020/21 Q4,Glasgow City,65-74 years,999 Emergency Services,90,180,84.8
2020/21 Q4,Glasgow City,65-74 years,GP,0,0,4
2020/21 Q4,Glasgow City,65-74 years,Care Home,0,0,0
2020/21 Q4,Glasgow City,65-74 years,Self Referral,10,20,7.4
2020/21 Q4,Glasgow City,65-74 years,Other/Unknown,0,0,3.8
2020/21 Q4,Glasgow City,75-84 years,999 Emergency Services,82.1,345,85.1
2020/21 Q4,Glasgow City,75-84 years,GP,1.2,5,4.6
2020/21 Q4,Glasgow City,75-84 years,Care Home,0,0,0
2020/21 Q4,Glasgow City,75-84 years,Self Referral,14.3,60,7.4
2020/21 Q4,Glasgow City,75-84 years,Other/Unknown,2.4,10,2.9
2020/21 Q4,Glasgow City,85+ years,999 Emergency Services,87.7,355,86.9
2020/21 Q4,Glasgow City,85+ years,GP,0,0,3.5
2020/21 Q4,Glasgow City,85+ years,Care Home,0,0,0
2020/21 Q4,Glasgow City,85+ years,Self Referral,9.9,40,6.3
2020/21 Q4,Glasgow City,85+ years,Other/Unknown,2.5,10,3.2
2020/21 Q4,Glasgow City,Unknown,999 Emergency Services,0,0,0
2020/21 Q4,Glasgow City,Unknown,GP,0,0,0
2020/21 Q4,Glasgow City,Unknown,Care Home,0,0,0
2020/21 Q4,Glasgow City,Unknown,Self Referral,0,0,0
2020/21 Q4,Glasgow City,Unknown,Other/Unknown,0,0,0
2020/21 Q4,Highland,All Ages,999 Emergency Services,84,340,82.2
2020/21 Q4,Highland,All Ages,GP,3.7,15,4.1
2020/21 Q4,Highland,All Ages,Care Home,0,0,0
2020/21 Q4,Highland,All Ages,Self Referral,4.9,20,9
2020/21 Q4,Highland,All Ages,Other/Unknown,7.4,30,4.7
2020/21 Q4,Highland,0-17 years,999 Emergency Services,0,0,28.6
2020/21 Q4,Highland,0-17 years,GP,0,0,0
2020/21 Q4,Highland,0-17 years,Care Home,0,0,0
2020/21 Q4,Highland,0-17 years,Self Referral,0,0,42.9
2020/21 Q4,Highland,0-17 years,Other/Unknown,0,0,28.6
2020/21 Q4,Highland,18-64 years,999 Emergency Services,75,30,67.7
2020/21 Q4,Highland,18-64 years,GP,0,0,4.8
2020/21 Q4,Highland,18-64 years,Care Home,0,0,0
2020/21 Q4,Highland,18-64 years,Self Referral,12.5,5,17
2020/21 Q4,Highland,18-64 years,Other/Unknown,12.5,5,10.5
2020/21 Q4,Highland,65-74 years,999 Emergency Services,100,50,84.8
2020/21 Q4,Highland,65-74 years,GP,0,0,4
2020/21 Q4,Highland,65-74 years,Care Home,0,0,0
2020/21 Q4,Highland,65-74 years,Self Referral,0,0,7.4
2020/21 Q4,Highland,65-74 years,Other/Unknown,0,0,3.8
2020/21 Q4,Highland,75-84 years,999 Emergency Services,82.8,120,85.1
2020/21 Q4,Highland,75-84 years,GP,3.4,5,4.6
2020/21 Q4,Highland,75-84 years,Care Home,0,0,0
2020/21 Q4,Highland,75-84 years,Self Referral,6.9,10,7.4
2020/21 Q4,Highland,75-84 years,Other/Unknown,6.9,10,2.9
2020/21 Q4,Highland,85+ years,999 Emergency Services,84.8,140,86.9
2020/21 Q4,Highland,85+ years,GP,3,5,3.5
2020/21 Q4,Highland,85+ years,Care Home,0,0,0
2020/21 Q4,Highland,85+ years,Self Referral,6.1,10,6.3
2020/21 Q4,Highland,85+ years,Other/Unknown,6.1,10,3.2
2020/21 Q4,Highland,Unknown,999 Emergency Services,0,0,0
2020/21 Q4,Highland,Unknown,GP,0,0,0
2020/21 Q4,Highland,Unknown,Care Home,0,0,0
2020/21 Q4,Highland,Unknown,Self Referral,0,0,0
2020/21 Q4,Highland,Unknown,Other/Unknown,0,0,0
2020/21 Q4,Inverclyde,All Ages,999 Emergency Services,80,340,82.2
2020/21 Q4,Inverclyde,All Ages,GP,2.4,10,4.1
2020/21 Q4,Inverclyde,All Ages,Care Home,0,0,0
2020/21 Q4,Inverclyde,All Ages,Self Referral,16.5,70,9
2020/21 Q4,Inverclyde,All Ages,Other/Unknown,1.2,5,4.7
2020/21 Q4,Inverclyde,0-17 years,999 Emergency Services,0,0,28.6
2020/21 Q4,Inverclyde,0-17 years,GP,0,0,0
2020/21 Q4,Inverclyde,0-17 years,Care Home,0,0,0
2020/21 Q4,Inverclyde,0-17 years,Self Referral,0,0,42.9
2020/21 Q4,Inverclyde,0-17 years,Other/Unknown,0,0,28.6
2020/21 Q4,Inverclyde,18-64 years,999 Emergency Services,80,40,67.7
2020/21 Q4,Inverclyde,18-64 years,GP,0,0,4.8
2020/21 Q4,Inverclyde,18-64 years,Care Home,0,0,0
2020/21 Q4,Inverclyde,18-64 years,Self Referral,20,10,17
2020/21 Q4,Inverclyde,18-64 years,Other/Unknown,0,0,10.5
2020/21 Q4,Inverclyde,65-74 years,999 Emergency Services,81.2,65,84.8
2020/21 Q4,Inverclyde,65-74 years,GP,0,0,4
2020/21 Q4,Inverclyde,65-74 years,Care Home,0,0,0
2020/21 Q4,Inverclyde,65-74 years,Self Referral,18.8,15,7.4
2020/21 Q4,Inverclyde,65-74 years,Other/Unknown,0,0,3.8
2020/21 Q4,Inverclyde,75-84 years,999 Emergency Services,83.3,125,85.1
2020/21 Q4,Inverclyde,75-84 years,GP,0,0,4.6
2020/21 Q4,Inverclyde,75-84 years,Care Home,0,0,0
2020/21 Q4,Inverclyde,75-84 years,Self Referral,16.7,25,7.4
2020/21 Q4,Inverclyde,75-84 years,Other/Unknown,0,0,2.9
2020/21 Q4,Inverclyde,85+ years,999 Emergency Services,81.5,110,86.9
2020/21 Q4,Inverclyde,85+ years,GP,3.7,5,3.5
2020/21 Q4,Inverclyde,85+ years,Care Home,0,0,0
2020/21 Q4,Inverclyde,85+ years,Self Referral,14.8,20,6.3
2020/21 Q4,Inverclyde,85+ years,Other/Unknown,0,0,3.2
2020/21 Q4,Inverclyde,Unknown,999 Emergency Services,0,0,0
2020/21 Q4,Inverclyde,Unknown,GP,0,0,0
2020/21 Q4,Inverclyde,Unknown,Care Home,0,0,0
2020/21 Q4,Inverclyde,Unknown,Self Referral,0,0,0
2020/21 Q4,Inverclyde,Unknown,Other/Unknown,0,0,0
2020/21 Q4,Midlothian,All Ages,999 Emergency Services,87,200,82.2
2020/21 Q4,Midlothian,All Ages,GP,6.5,15,4.1
2020/21 Q4,Midlothian,All Ages,Care Home,0,0,0
2020/21 Q4,Midlothian,All Ages,Self Referral,2.2,5,9
2020/21 Q4,Midlothian,All Ages,Other/Unknown,4.3,10,4.7
2020/21 Q4,Midlothian,0-17 years,999 Emergency Services,0,0,28.6
