financial_quarter,sending_location,age_group,measure,numerator,rate,scotland_rate
2020/21 Q2,Dundee City,Unknown,Emergency Admissions,0,0,0
2020/21 Q2,Dundee City,Unknown,Emergency Admissions Bed Days,0,0,0
2020/21 Q2,East Ayrshire,All Ages,A&E Attendances,310,160.6,155.9
2020/21 Q2,East Ayrshire,All Ages,Emergency Admissions,345,178.8,170
2020/21 Q2,East Ayrshire,All Ages,Emergency Admissions Bed Days,7040,3647.7,3764.2
2020/21 Q2,East Ayrshire,0-17 years,A&E Attendances,0,0,133.3
2020/21 Q2,East Ayrshire,0-17 years,Emergency Admissions,0,0,100
2020/21 Q2,East Ayrshire,0-17 years,Emergency Admissions Bed Days,0,0,1233.3
2020/21 Q2,East Ayrshire,18-64 years,A&E Attendances,40,121.2,126.2
2020/21 Q2,East Ayrshire,18-64 years,Emergency Admissions,45,136.4,112.7
2020/21 Q2,East Ayrshire,18-64 years,Emergency Admissions Bed Days,980,2969.7,1953.2
2020/21 Q2,East Ayrshire,65-74 years,A&E Attendances,45,160.7,158.4
2020/21 Q2,East Ayrshire,65-74 years,Emergency Admissions,50,178.6,177.8
2020/21 Q2,East Ayrshire,65-74 years,Emergency Admissions Bed Days,1120,4000,3859
2020/21 Q2,East Ayrshire,75-84 years,A&E Attendances,110,159.4,163.2
2020/21 Q2,East Ayrshire,75-84 years,Emergency Admissions,130,188.4,186.9
2020/21 Q2,East Ayrshire,75-84 years,Emergency Admissions Bed Days,2680,3884.1,4136.4
2020/21 Q2,East Ayrshire,85+ years,A&E Attendances,115,182.5,164.4
2020/21 Q2,East Ayrshire,85+ years,Emergency Admissions,115,182.5,183
2020/21 Q2,East Ayrshire,85+ years,Emergency Admissions Bed Days,2260,3587.3,4376.5
2020/21 Q2,East Ayrshire,Unknown,A&E Attendances,0,0,0
2020/21 Q2,East Ayrshire,Unknown,Emergency Admissions,0,0,0
2020/21 Q2,East Ayrshire,Unknown,Emergency Admissions Bed Days,0,0,0
2020/21 Q2,East Dunbartonshire,All Ages,A&E Attendances,190,132.4,155.9
2020/21 Q2,East Dunbartonshire,All Ages,Emergency Admissions,255,177.7,170
2020/21 Q2,East Dunbartonshire,All Ages,Emergency Admissions Bed Days,7230,5038.3,3764.2
2020/21 Q2,East Dunbartonshire,0-17 years,A&E Attendances,5,200,133.3
2020/21 Q2,East Dunbartonshire,0-17 years,Emergency Admissions,5,200,100
2020/21 Q2,East Dunbartonshire,0-17 years,Emergency Admissions Bed Days,90,3600,1233.3
2020/21 Q2,East Dunbartonshire,18-64 years,A&E Attendances,15,130.4,126.2
2020/21 Q2,East Dunbartonshire,18-64 years,Emergency Admissions,25,217.4,112.7
2020/21 Q2,East Dunbartonshire,18-64 years,Emergency Admissions Bed Days,690,6000,1953.2
2020/21 Q2,East Dunbartonshire,65-74 years,A&E Attendances,30,181.8,158.4
2020/21 Q2,East Dunbartonshire,65-74 years,Emergency Admissions,30,181.8,177.8
2020/21 Q2,East Dunbartonshire,65-74 years,Emergency Admissions Bed Days,710,4303,3859
2020/21 Q2,East Dunbartonshire,75-84 years,A&E Attendances,60,123.7,163.2
2020/21 Q2,East Dunbartonshire,75-84 years,Emergency Admissions,85,175.3,186.9
2020/21 Q2,East Dunbartonshire,75-84 years,Emergency Admissions Bed Days,2575,5309.3,4136.4
2020/21 Q2,East Dunbartonshire,85+ years,A&E Attendances,80,124,164.4
2020/21 Q2,East Dunbartonshire,85+ years,Emergency Admissions,115,178.3,183
2020/21 Q2,East Dunbartonshire,85+ years,Emergency Admissions Bed Days,3165,4907,4376.5
2020/21 Q2,East Dunbartonshire,Unknown,A&E Attendances,0,0,0
2020/21 Q2,East Dunbartonshire,Unknown,Emergency Admissions,0,0,0
2020/21 Q2,East Dunbartonshire,Unknown,Emergency Admissions Bed Days,0,0,0
2020/21 Q2,East Lothian,All Ages,A&E Attendances,225,154.1,155.9
2020/21 Q2,East Lothian,All Ages,Emergency Admissions,205,140.4,170
2020/21 Q2,East Lothian,All Ages,Emergency Admissions Bed Days,5695,3900.7,3764.2
2020/21 Q2,East Lothian,0-17 years,A&E Attendances,0,0,133.3
2020/21 Q2,East Lothian,0-17 years,Emergency Admissions,0,0,100
2020/21 Q2,East Lothian,0-17 years,Emergency Admissions Bed Days,0,0,1233.3
2020/21 Q2,East Lothian,18-64 years,A&E Attendances,40,101.3,126.2
2020/21 Q2,East Lothian,18-64 years,Emergency Admissions,30,75.9,112.7
2020/21 Q2,East Lothian,18-64 years,Emergency Admissions Bed Days,350,886.1,1953.2
2020/21 Q2,East Lothian,65-74 years,A&E Attendances,30,153.8,158.4
2020/21 Q2,East Lothian,65-74 years,Emergency Admissions,25,128.2,177.8
2020/21 Q2,East Lothian,65-74 years,Emergency Admissions Bed Days,720,3692.3,3859
2020/21 Q2,East Lothian,75-84 years,A&E Attendances,75,194.8,163.2
2020/21 Q2,East Lothian,75-84 years,Emergency Admissions,75,194.8,186.9
2020/21 Q2,East Lothian,75-84 years,Emergency Admissions Bed Days,1965,5103.9,4136.4
2020/21 Q2,East Lothian,85+ years,A&E Attendances,80,166.7,164.4
2020/21 Q2,East Lothian,85+ years,Emergency Admissions,80,166.7,183
2020/21 Q2,East Lothian,85+ years,Emergency Admissions Bed Days,2660,5541.7,4376.5
2020/21 Q2,East Lothian,Unknown,A&E Attendances,0,0,0
2020/21 Q2,East Lothian,Unknown,Emergency Admissions,0,0,0
2020/21 Q2,East Lothian,Unknown,Emergency Admissions Bed Days,0,0,0
2020/21 Q2,East Renfrewshire,All Ages,A&E Attendances,205,154.7,155.9
2020/21 Q2,East Renfrewshire,All Ages,Emergency Admissions,245,184.9,170
2020/21 Q2,East Renfrewshire,All Ages,Emergency Admissions Bed Days,6275,4735.8,3764.2
2020/21 Q2,East Renfrewshire,0-17 years,A&E Attendances,0,0,133.3
2020/21 Q2,East Renfrewshire,0-17 years,Emergency Admissions,0,0,100
2020/21 Q2,East Renfrewshire,0-17 years,Emergency Admissions Bed Days,0,0,1233.3
2020/21 Q2,East Renfrewshire,18-64 years,A&E Attendances,20,137.9,126.2
2020/21 Q2,East Renfrewshire,18-64 years,Emergency Admissions,25,172.4,112.7
2020/21 Q2,East Renfrewshire,18-64 years,Emergency Admissions Bed Days,450,3103.4,1953.2
2020/21 Q2,East Renfrewshire,65-74 years,A&E Attendances,30,181.8,158.4
2020/21 Q2,East Renfrewshire,65-74 years,Emergency Admissions,30,181.8,177.8
2020/21 Q2,East Renfrewshire,65-74 years,Emergency Admissions Bed Days,775,4697,3859
2020/21 Q2,East Renfrewshire,75-84 years,A&E Attendances,60,155.8,163.2
2020/21 Q2,East Renfrewshire,75-84 years,Emergency Admissions,80,207.8,186.9
2020/21 Q2,East Renfrewshire,75-84 years,Emergency Admissions Bed Days,1625,4220.8,4136.4
2020/21 Q2,East Renfrewshire,85+ years,A&E Attendances,95,150.8,164.4
2020/21 Q2,East Renfrewshire,85+ years,Emergency Admissions,110,174.6,183
2020/21 Q2,East Renfrewshire,85+ years,Emergency Admissions Bed Days,3425,5436.5,4376.5
2020/21 Q2,East Renfrewshire,Unknown,A&E Attendances,0,0,0
2020/21 Q2,East Renfrewshire,Unknown,Emergency Admissions,0,0,0
2020/21 Q2,East Renfrewshire,Unknown,Emergency Admissions Bed Days,0,0,0
2020/21 Q2,Falkirk,All Ages,A&E Attendances,380,180.1,155.9
2020/21 Q2,Falkirk,All Ages,Emergency Admissions,440,208.5,170
2020/21 Q2,Falkirk,All Ages,Emergency Admissions Bed Days,12000,5687.2,3764.2
2020/21 Q2,Falkirk,0-17 years,A&E Attendances,0,0,133.3
2020/21 Q2,Falkirk,0-17 years,Emergency Admissions,0,0,100
2020/21 Q2,Falkirk,0-17 years,Emergency Admissions Bed Days,35,2333.3,1233.3
2020/21 Q2,Falkirk,18-64 years,A&E Attendances,35,155.6,126.2
2020/21 Q2,Falkirk,18-64 years,Emergency Admissions,40,177.8,112.7
2020/21 Q2,Falkirk,18-64 years,Emergency Admissions Bed Days,670,2977.8,1953.2
2020/21 Q2,Falkirk,65-74 years,A&E Attendances,55,166.7,158.4
2020/21 Q2,Falkirk,65-74 years,Emergency Admissions,70,212.1,177.8
2020/21 Q2,Falkirk,65-74 years,Emergency Admissions Bed Days,1840,5575.8,3859
2020/21 Q2,Falkirk,75-84 years,A&E Attendances,120,175.2,163.2
2020/21 Q2,Falkirk,75-84 years,Emergency Admissions,150,219,186.9
2020/21 Q2,Falkirk,75-84 years,Emergency Admissions Bed Days,3970,5795.6,4136.4
2020/21 Q2,Falkirk,85+ years,A&E Attendances,165,193,164.4
2020/21 Q2,Falkirk,85+ years,Emergency Admissions,180,210.5,183
2020/21 Q2,Falkirk,85+ years,Emergency Admissions Bed Days,5480,6409.4,4376.5
2020/21 Q2,Falkirk,Unknown,A&E Attendances,0,0,0
2020/21 Q2,Falkirk,Unknown,Emergency Admissions,0,0,0
2020/21 Q2,Falkirk,Unknown,Emergency Admissions Bed Days,0,0,0
2020/21 Q2,Fife,All Ages,A&E Attendances,405,109.3,155.9
2020/21 Q2,Fife,All Ages,Emergency Admissions,570,153.8,170
2020/21 Q2,Fife,All Ages,Emergency Admissions Bed Days,12330,3327.9,3764.2
2020/21 Q2,Fife,0-17 years,A&E Attendances,0,0,133.3
2020/21 Q2,Fife,0-17 years,Emergency Admissions,0,0,100
2020/21 Q2,Fife,0-17 years,Emergency Admissions Bed Days,30,3000,1233.3
2020/21 Q2,Fife,18-64 years,A&E Attendances,95,89.6,126.2
2020/21 Q2,Fife,18-64 years,Emergency Admissions,95,89.6,112.7
2020/21 Q2,Fife,18-64 years,Emergency Admissions Bed Days,1685,1589.6,1953.2
2020/21 Q2,Fife,65-74 years,A&E Attendances,55,103.8,158.4
2020/21 Q2,Fife,65-74 years,Emergency Admissions,85,160.4,177.8
2020/21 Q2,Fife,65-74 years,Emergency Admissions Bed Days,1475,2783,3859
2020/21 Q2,Fife,75-84 years,A&E Attendances,120,123.7,163.2
2020/21 Q2,Fife,75-84 years,Emergency Admissions,185,190.7,186.9
2020/21 Q2,Fife,75-84 years,Emergency Admissions Bed Days,4495,4634,4136.4
2020/21 Q2,Fife,85+ years,A&E Attendances,135,118.9,164.4
2020/21 Q2,Fife,85+ years,Emergency Admissions,195,171.8,183
2020/21 Q2,Fife,85+ years,Emergency Admissions Bed Days,4645,4092.5,4376.5
2020/21 Q2,Fife,Unknown,A&E Attendances,0,0,0
2020/21 Q2,Fife,Unknown,Emergency Admissions,0,0,0
2020/21 Q2,Fife,Unknown,Emergency Admissions Bed Days,0,0,0
2020/21 Q2,Glasgow City,All Ages,A&E Attendances,865,132.8,155.9
2020/21 Q2,Glasgow City,All Ages,Emergency Admissions,1040,159.6,170
2020/21 Q2,Glasgow City,All Ages,Emergency Admissions Bed Days,21590,3313.9,3764.2
2020/21 Q2,Glasgow City,0-17 years,A&E Attendances,0,0,133.3
2020/21 Q2,Glasgow City,0-17 years,Emergency Admissions,0,0,100
2020/21 Q2,Glasgow City,0-17 years,Emergency Admissions Bed Days,0,0,1233.3
2020/21 Q2,Glasgow City,18-64 years,A&E Attendances,120,172.7,126.2
2020/21 Q2,Glasgow City,18-64 years,Emergency Admissions,130,187.1,112.7
2020/21 Q2,Glasgow City,18-64 years,Emergency Admissions Bed Days,1980,2848.9,1953.2
2020/21 Q2,Glasgow City,65-74 years,A&E Attendances,145,132.4,158.4
2020/21 Q2,Glasgow City,65-74 years,Emergency Admissions,180,164.4,177.8
2020/21 Q2,Glasgow City,65-74 years,Emergency Admissions Bed Days,3865,3529.7,3859
2020/21 Q2,Glasgow City,75-84 years,A&E Attendances,305,131.5,163.2
2020/21 Q2,Glasgow City,75-84 years,Emergency Admissions,385,165.9,186.9
2020/21 Q2,Glasgow City,75-84 years,Emergency Admissions Bed Days,7920,3413.8,4136.4
2020/21 Q2,Glasgow City,85+ years,A&E Attendances,295,123.2,164.4
2020/21 Q2,Glasgow City,85+ years,Emergency Admissions,345,144.1,183
2020/21 Q2,Glasgow City,85+ years,Emergency Admissions Bed Days,7825,3267.2,4376.5
2020/21 Q2,Glasgow City,Unknown,A&E Attendances,0,0,0
2020/21 Q2,Glasgow City,Unknown,Emergency Admissions,0,0,0
2020/21 Q2,Glasgow City,Unknown,Emergency Admissions Bed Days,0,0,0
2020/21 Q2,Highland,All Ages,A&E Attendances,265,119.9,155.9
2020/21 Q2,Highland,All Ages,Emergency Admissions,355,160.6,170
2020/21 Q2,Highland,All Ages,Emergency Admissions Bed Days,9350,4230.8,3764.2
2020/21 Q2,Highland,0-17 years,A&E Attendances,0,NA,133.3
2020/21 Q2,Highland,0-17 years,Emergency Admissions,0,NA,100
2020/21 Q2,Highland,0-17 years,Emergency Admissions Bed Days,0,NA,1233.3
2020/21 Q2,Highland,18-64 years,A&E Attendances,25,116.3,126.2
2020/21 Q2,Highland,18-64 years,Emergency Admissions,35,162.8,112.7
2020/21 Q2,Highland,18-64 years,Emergency Admissions Bed Days,695,3232.6,1953.2
2020/21 Q2,Highland,65-74 years,A&E Attendances,40,123.1,158.4
2020/21 Q2,Highland,65-74 years,Emergency Admissions,55,169.2,177.8
2020/21 Q2,Highland,65-74 years,Emergency Admissions Bed Days,915,2815.4,3859
2020/21 Q2,Highland,75-84 years,A&E Attendances,90,127.7,163.2
2020/21 Q2,Highland,75-84 years,Emergency Admissions,115,163.1,186.9
2020/21 Q2,Highland,75-84 years,Emergency Admissions Bed Days,2935,4163.1,4136.4
2020/21 Q2,Highland,85+ years,A&E Attendances,115,118.6,164.4
2020/21 Q2,Highland,85+ years,Emergency Admissions,145,149.5,183
2020/21 Q2,Highland,85+ years,Emergency Admissions Bed Days,4805,4953.6,4376.5
2020/21 Q2,Highland,Unknown,A&E Attendances,0,0,0
2020/21 Q2,Highland,Unknown,Emergency Admissions,0,0,0
2020/21 Q2,Highland,Unknown,Emergency Admissions Bed Days,0,0,0
2020/21 Q2,Inverclyde,All Ages,A&E Attendances,250,191.6,155.9
2020/21 Q2,Inverclyde,All Ages,Emergency Admissions,290,222.2,170
2020/21 Q2,Inverclyde,All Ages,Emergency Admissions Bed Days,6325,4846.7,3764.2
2020/21 Q2,Inverclyde,0-17 years,A&E Attendances,0,0,133.3
2020/21 Q2,Inverclyde,0-17 years,Emergency Admissions,0,0,100
2020/21 Q2,Inverclyde,0-17 years,Emergency Admissions Bed Days,0,0,1233.3
2020/21 Q2,Inverclyde,18-64 years,A&E Attendances,30,222.2,126.2
2020/21 Q2,Inverclyde,18-64 years,Emergency Admissions,30,222.2,112.7
2020/21 Q2,Inverclyde,18-64 years,Emergency Admissions Bed Days,665,4925.9,1953.2
2020/21 Q2,Inverclyde,65-74 years,A&E Attendances,40,177.8,158.4
2020/21 Q2,Inverclyde,65-74 years,Emergency Admissions,50,222.2,177.8
2020/21 Q2,Inverclyde,65-74 years,Emergency Admissions Bed Days,900,4000,3859
2020/21 Q2,Inverclyde,75-84 years,A&E Attendances,85,178.9,163.2
2020/21 Q2,Inverclyde,75-84 years,Emergency Admissions,110,231.6,186.9
2020/21 Q2,Inverclyde,75-84 years,Emergency Admissions Bed Days,2105,4431.6,4136.4
2020/21 Q2,Inverclyde,85+ years,A&E Attendances,90,189.5,164.4
2020/21 Q2,Inverclyde,85+ years,Emergency Admissions,100,210.5,183
2020/21 Q2,Inverclyde,85+ years,Emergency Admissions Bed Days,2655,5589.5,4376.5
2020/21 Q2,Inverclyde,Unknown,A&E Attendances,0,0,0
2020/21 Q2,Inverclyde,Unknown,Emergency Admissions,0,0,0
2020/21 Q2,Inverclyde,Unknown,Emergency Admissions Bed Days,0,0,0
2020/21 Q2,Midlothian,All Ages,A&E Attendances,160,159.2,155.9
2020/21 Q2,Midlothian,All Ages,Emergency Admissions,145,144.3,170
2020/21 Q2,Midlothian,All Ages,Emergency Admissions Bed Days,3985,3965.2,3764.2
2020/21 Q2,Midlothian,0-17 years,A&E Attendances,0,0,133.3
2020/21 Q2,Midlothian,0-17 years,Emergency Admissions,0,0,100
2020/21 Q2,Midlothian,0-17 years,Emergency Admissions Bed Days,0,0,1233.3
2020/21 Q2,Midlothian,18-64 years,A&E Attendances,25,86.2,126.2
2020/21 Q2,Midlothian,18-64 years,Emergency Admissions,20,69,112.7
2020/21 Q2,Midlothian,18-64 years,Emergency Admissions Bed Days,255,879.3,1953.2
2020/21 Q2,Midlothian,65-74 years,A&E Attendances,30,176.5,158.4
2020/21 Q2,Midlothian,65-74 years,Emergency Admissions,25,147.1,177.8
2020/21 Q2,Midlothian,65-74 years,Emergency Admissions Bed Days,485,2852.9,3859
2020/21 Q2,Midlothian,75-84 years,A&E Attendances,50,185.2,163.2
2020/21 Q2,Midlothian,75-84 years,Emergency Admissions,45,166.7,186.9
2020/21 Q2,Midlothian,75-84 years,Emergency Admissions Bed Days,1030,3814.8,4136.4
2020/21 Q2,Midlothian,85+ years,A&E Attendances,60,218.2,164.4
2020/21 Q2,Midlothian,85+ years,Emergency Admissions,60,218.2,183
2020/21 Q2,Midlothian,85+ years,Emergency Admissions Bed Days,2215,8054.5,4376.5
2020/21 Q2,Midlothian,Unknown,A&E Attendances,0,0,0
2020/21 Q2,Midlothian,Unknown,Emergency Admissions,0,0,0
2020/21 Q2,Midlothian,Unknown,Emergency Admissions Bed Days,0,0,0
2020/21 Q2,Moray,All Ages,A&E Attendances,155,149.8,155.9
2020/21 Q2,Moray,All Ages,Emergency Admissions,140,135.3,170
2020/21 Q2,Moray,All Ages,Emergency Admissions Bed Days,3605,3483.1,3764.2
2020/21 Q2,Moray,0-17 years,A&E Attendances,0,0,133.3
2020/21 Q2,Moray,0-17 years,Emergency Admissions,0,0,100
2020/21 Q2,Moray,0-17 years,Emergency Admissions Bed Days,0,0,1233.3
2020/21 Q2,Moray,18-64 years,A&E Attendances,30,125,126.2
2020/21 Q2,Moray,18-64 years,Emergency Admissions,15,62.5,112.7
2020/21 Q2,Moray,18-64 years,Emergency Admissions Bed Days,140,583.3,1953.2
2020/21 Q2,Moray,65-74 years,A&E Attendances,15,115.4,158.4
2020/21 Q2,Moray,65-74 years,Emergency Admissions,15,115.4,177.8
2020/21 Q2,Moray,65-74 years,Emergency Admissions Bed Days,310,2384.6,3859
2020/21 Q2,Moray,75-84 years,A&E Attendances,50,188.7,163.2
2020/21 Q2,Moray,75-84 years,Emergency Admissions,50,188.7,186.9
2020/21 Q2,Moray,75-84 years,Emergency Admissions Bed Days,1665,6283,4136.4
2020/21 Q2,Moray,85+ years,A&E Attendances,60,150,164.4
2020/21 Q2,Moray,85+ years,Emergency Admissions,60,150,183
2020/21 Q2,Moray,85+ years,Emergency Admissions Bed Days,1490,3725,4376.5
2020/21 Q2,Moray,Unknown,A&E Attendances,0,0,0
2020/21 Q2,Moray,Unknown,Emergency Admissions,0,0,0
2020/21 Q2,Moray,Unknown,Emergency Admissions Bed Days,0,0,0
2020/21 Q2,North Ayrshire,All Ages,A&E Attendances,525,177.1,155.9
2020/21 Q2,North Ayrshire,All Ages,Emergency Admissions,550,185.5,170
2020/21 Q2,North Ayrshire,All Ages,Emergency Admissions Bed Days,13030,4394.6,3764.2
2020/21 Q2,North Ayrshire,0-17 years,A&E Attendances,5,333.3,133.3
2020/21 Q2,North Ayrshire,0-17 years,Emergency Admissions,0,0,100
2020/21 Q2,North Ayrshire,0-17 years,Emergency Admissions Bed Days,5,333.3,1233.3
2020/21 Q2,North Ayrshire,18-64 years,A&E Attendances,75,121,126.2
2020/21 Q2,North Ayrshire,18-64 years,Emergency Admissions,70,112.9,112.7
2020/21 Q2,North Ayrshire,18-64 years,Emergency Admissions Bed Days,955,1540.3,1953.2
2020/21 Q2,North Ayrshire,65-74 years,A&E Attendances,95,193.9,158.4
2020/21 Q2,North Ayrshire,65-74 years,Emergency Admissions,115,234.7,177.8
2020/21 Q2,North Ayrshire,65-74 years,Emergency Admissions Bed Days,3000,6122.4,3859
2020/21 Q2,North Ayrshire,75-84 years,A&E Attendances,180,189.5,163.2
2020/21 Q2,North Ayrshire,75-84 years,Emergency Admissions,175,184.2,186.9
2020/21 Q2,North Ayrshire,75-84 years,Emergency Admissions Bed Days,4515,4752.6,4136.4
2020/21 Q2,North Ayrshire,85+ years,A&E Attendances,170,191,164.4
2020/21 Q2,North Ayrshire,85+ years,Emergency Admissions,185,207.9,183
2020/21 Q2,North Ayrshire,85+ years,Emergency Admissions Bed Days,4555,5118,4376.5
2020/21 Q2,North Ayrshire,Unknown,A&E Attendances,0,0,0
2020/21 Q2,North Ayrshire,Unknown,Emergency Admissions,0,0,0
2020/21 Q2,North Ayrshire,Unknown,Emergency Admissions Bed Days,0,0,0
2020/21 Q2,North Lanarkshire,All Ages,A&E Attendances,925,243.4,155.9
2020/21 Q2,North Lanarkshire,All Ages,Emergency Admissions,805,211.8,170
2020/21 Q2,North Lanarkshire,All Ages,Emergency Admissions Bed Days,18470,4860.5,3764.2
2020/21 Q2,North Lanarkshire,0-17 years,A&E Attendances,0,NA,133.3
2020/21 Q2,North Lanarkshire,0-17 years,Emergency Admissions,0,NA,100
2020/21 Q2,North Lanarkshire,0-17 years,Emergency Admissions Bed Days,0,NA,1233.3
2020/21 Q2,North Lanarkshire,18-64 years,A&E Attendances,100,243.9,126.2
2020/21 Q2,North Lanarkshire,18-64 years,Emergency Admissions,85,207.3,112.7
2020/21 Q2,North Lanarkshire,18-64 years,Emergency Admissions Bed Days,1715,4182.9,1953.2
2020/21 Q2,North Lanarkshire,65-74 years,A&E Attendances,175,267.2,158.4
2020/21 Q2,North Lanarkshire,65-74 years,Emergency Admissions,145,221.4,177.8
2020/21 Q2,North Lanarkshire,65-74 years,Emergency Admissions Bed Days,3450,5267.2,3859
2020/21 Q2,North Lanarkshire,75-84 years,A&E Attendances,355,248.3,163.2
2020/21 Q2,North Lanarkshire,75-84 years,Emergency Admissions,315,220.3,186.9
2020/21 Q2,North Lanarkshire,75-84 years,Emergency Admissions Bed Days,6625,4632.9,4136.4
2020/21 Q2,North Lanarkshire,85+ years,A&E Attendances,295,226.1,164.4
2020/21 Q2,North Lanarkshire,85+ years,Emergency Admissions,260,199.2,183
2020/21 Q2,North Lanarkshire,85+ years,Emergency Admissions Bed Days,6680,5118.8,4376.5
2020/21 Q2,North Lanarkshire,Unknown,A&E Attendances,0,0,0
2020/21 Q2,North Lanarkshire,Unknown,Emergency Admissions,0,0,0
2020/21 Q2,North Lanarkshire,Unknown,Emergency Admissions Bed Days,0,0,0
2020/21 Q2,Orkney Islands,All Ages,A&E Attendances,45,225,155.9
2020/21 Q2,Orkney Islands,All Ages,Emergency Admissions,35,175,170
2020/21 Q2,Orkney Islands,All Ages,Emergency Admissions Bed Days,880,4400,3764.2
2020/21 Q2,Orkney Islands,0-17 years,A&E Attendances,0,0,133.3
2020/21 Q2,Orkney Islands,0-17 years,Emergency Admissions,0,0,100
2020/21 Q2,Orkney Islands,0-17 years,Emergency Admissions Bed Days,0,0,1233.3
2020/21 Q2,Orkney Islands,18-64 years,A&E Attendances,0,0,126.2
2020/21 Q2,Orkney Islands,18-64 years,Emergency Admissions,0,0,112.7
2020/21 Q2,Orkney Islands,18-64 years,Emergency Admissions Bed Days,0,0,1953.2
2020/21 Q2,Orkney Islands,65-74 years,A&E Attendances,5,200,158.4
2020/21 Q2,Orkney Islands,65-74 years,Emergency Admissions,5,200,177.8
2020/21 Q2,Orkney Islands,65-74 years,Emergency Admissions Bed Days,275,11000,3859
2020/21 Q2,Orkney Islands,75-84 years,A&E Attendances,15,230.8,163.2
2020/21 Q2,Orkney Islands,75-84 years,Emergency Admissions,15,230.8,186.9
2020/21 Q2,Orkney Islands,75-84 years,Emergency Admissions Bed Days,230,3538.5,4136.4
2020/21 Q2,Orkney Islands,85+ years,A&E Attendances,20,210.5,164.4
2020/21 Q2,Orkney Islands,85+ years,Emergency Admissions,20,210.5,183
2020/21 Q2,Orkney Islands,85+ years,Emergency Admissions Bed Days,375,3947.4,4376.5
2020/21 Q2,Orkney Islands,Unknown,A&E Attendances,0,0,0
2020/21 Q2,Orkney Islands,Unknown,Emergency Admissions,0,0,0
2020/21 Q2,Orkney Islands,Unknown,Emergency Admissions Bed Days,0,0,0
2020/21 Q2,Perth and Kinross,All Ages,A&E Attendances,195,100.3,155.9
2020/21 Q2,Perth and Kinross,All Ages,Emergency Admissions,310,159.4,170
2020/21 Q2,Perth and Kinross,All Ages,Emergency Admissions Bed Days,6540,3362.5,3764.2
2020/21 Q2,Perth and Kinross,0-17 years,A&E Attendances,0,0,133.3
2020/21 Q2,Perth and Kinross,0-17 years,Emergency Admissions,0,0,100
2020/21 Q2,Perth and Kinross,0-17 years,Emergency Admissions Bed Days,0,0,1233.3
2020/21 Q2,Perth and Kinross,18-64 years,A&E Attendances,20,69,126.2
2020/21 Q2,Perth and Kinross,18-64 years,Emergency Admissions,25,86.2,112.7
2020/21 Q2,Perth and Kinross,18-64 years,Emergency Admissions Bed Days,755,2603.4,1953.2
2020/21 Q2,Perth and Kinross,65-74 years,A&E Attendances,20,75.5,158.4
2020/21 Q2,Perth and Kinross,65-74 years,Emergency Admissions,40,150.9,177.8
2020/21 Q2,Perth and Kinross,65-74 years,Emergency Admissions Bed Days,820,3094.3,3859
2020/21 Q2,Perth and Kinross,75-84 years,A&E Attendances,55,99.1,163.2
2020/21 Q2,Perth and Kinross,75-84 years,Emergency Admissions,100,180.2,186.9
2020/21 Q2,Perth and Kinross,75-84 years,Emergency Admissions Bed Days,2145,3864.9,4136.4
2020/21 Q2,Perth and Kinross,85+ years,A&E Attendances,100,119.8,164.4
2020/21 Q2,Perth and Kinross,85+ years,Emergency Admissions,140,167.7,183
2020/21 Q2,Perth and Kinross,85+ years,Emergency Admissions Bed Days,2815,3371.3,4376.5
2020/21 Q2,Perth and Kinross,Unknown,A&E Attendances,0,0,0
2020/21 Q2,Perth and Kinross,Unknown,Emergency Admissions,0,0,0
2020/21 Q2,Perth and Kinross,Unknown,Emergency Admissions Bed Days,0,0,0
2020/21 Q2,Renfrewshire,All Ages,A&E Attendances,425,178.2,155.9
2020/21 Q2,Renfrewshire,All Ages,Emergency Admissions,460,192.9,170
2020/21 Q2,Renfrewshire,All Ages,Emergency Admissions Bed Days,11065,4639.4,3764.2
2020/21 Q2,Renfrewshire,0-17 years,A&E Attendances,0,0,133.3
2020/21 Q2,Renfrewshire,0-17 years,Emergency Admissions,0,0,100
2020/21 Q2,Renfrewshire,0-17 years,Emergency Admissions Bed Days,0,0,1233.3
2020/21 Q2,Renfrewshire,18-64 years,A&E Attendances,65,125,126.2
2020/21 Q2,Renfrewshire,18-64 years,Emergency Admissions,60,115.4,112.7
2020/21 Q2,Renfrewshire,18-64 years,Emergency Admissions Bed Days,1580,3038.5,1953.2
2020/21 Q2,Renfrewshire,65-74 years,A&E Attendances,60,176.5,158.4
2020/21 Q2,Renfrewshire,65-74 years,Emergency Admissions,60,176.5,177.8
2020/21 Q2,Renfrewshire,65-74 years,Emergency Admissions Bed Days,1335,3926.5,3859
2020/21 Q2,Renfrewshire,75-84 years,A&E Attendances,135,178.8,163.2
2020/21 Q2,Renfrewshire,75-84 years,Emergency Admissions,160,211.9,186.9
2020/21 Q2,Renfrewshire,75-84 years,Emergency Admissions Bed Days,3830,5072.8,4136.4
2020/21 Q2,Renfrewshire,85+ years,A&E Attendances,165,215.7,164.4
2020/21 Q2,Renfrewshire,85+ years,Emergency Admissions,175,228.8,183
2020/21 Q2,Renfrewshire,85+ years,Emergency Admissions Bed Days,4320,5647.1,4376.5
2020/21 Q2,Renfrewshire,Unknown,A&E Attendances,0,0,0
2020/21 Q2,Renfrewshire,Unknown,Emergency Admissions,0,0,0
2020/21 Q2,Renfrewshire,Unknown,Emergency Admissions Bed Days,0,0,0
