financial_year,sending_location,service,age_group,measure,value,scotland_value
2020/21,Glasgow City,Telecare Only,65-74 years,"Rate per 1,000 Population",0,3.3858524245944226
2020/21,Glasgow City,Telecare Only,75-84 years,Number of People,0,4370
2020/21,Glasgow City,Telecare Only,75-84 years,"Rate per 1,000 Population",0,12.796261266273506
2020/21,Glasgow City,Telecare Only,85+ years,Number of People,0,4470
2020/21,Glasgow City,Telecare Only,85+ years,"Rate per 1,000 Population",0,34.837231414298074
2020/21,Glasgow City,Telecare Only,Unknown,Number of People,0,0
2020/21,Glasgow City,Telecare Only,Unknown,"Rate per 1,000 Population",0,0
2020/21,Glasgow City,Receiving both Community Alarm and Telecare,All Ages,Number of People,9675,27870
2020/21,Glasgow City,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",15.2,5.098792535675082
2020/21,Glasgow City,Receiving both Community Alarm and Telecare,0-17 years,Number of People,60,165
2020/21,Glasgow City,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0.5,0.1606743258007911
2020/21,Glasgow City,Receiving both Community Alarm and Telecare,18-64 years,Number of People,1255,4020
2020/21,Glasgow City,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",2.9,1.1882951157523594
2020/21,Glasgow City,Receiving both Community Alarm and Telecare,65-74 years,Number of People,1585,4280
2020/21,Glasgow City,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",33.2,7.300477771921475
2020/21,Glasgow City,Receiving both Community Alarm and Telecare,75-84 years,Number of People,3345,9235
2020/21,Glasgow City,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",125,27.04198462106083
2020/21,Glasgow City,Receiving both Community Alarm and Telecare,85+ years,Number of People,3430,10175
2020/21,Glasgow City,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",307.3,79.29951446095814
2020/21,Glasgow City,Receiving both Community Alarm and Telecare,Unknown,Number of People,0,0
2020/21,Glasgow City,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0,0
2020/21,Glasgow City,Total Community Alarms and/or Telecare,All Ages,Number of People,9675,111835
2020/21,Glasgow City,Total Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",15.2,20.46011708744969
2020/21,Glasgow City,Total Community Alarms and/or Telecare,0-17 years,Number of People,60,515
2020/21,Glasgow City,Total Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0.5,0.5014986532570146
2020/21,Glasgow City,Total Community Alarms and/or Telecare,18-64 years,Number of People,1255,14755
2020/21,Glasgow City,Total Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",2.9,4.36151602809106
2020/21,Glasgow City,Total Community Alarms and/or Telecare,65-74 years,Number of People,1585,17535
2020/21,Glasgow City,Total Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",33.2,29.909784516505393
2020/21,Glasgow City,Total Community Alarms and/or Telecare,75-84 years,Number of People,3345,38230
2020/21,Glasgow City,Total Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",125,111.9453245330975
2020/21,Glasgow City,Total Community Alarms and/or Telecare,85+ years,Number of People,3430,40430
2020/21,Glasgow City,Total Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",307.3,315.0937955436401
2020/21,Glasgow City,Total Community Alarms and/or Telecare,Unknown,Number of People,0,0
2020/21,Glasgow City,Total Community Alarms and/or Telecare,Unknown,"Rate per 1,000 Population",0,0
2020/21,Highland,Community Alarm Only,All Ages,Number of People,2735,69785
2020/21,Highland,Community Alarm Only,All Ages,"Rate per 1,000 Population",11.6,12.767105744603
2020/21,Highland,Community Alarm Only,0-17 years,Number of People,0,60
2020/21,Highland,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0,0.05842702756392404
2020/21,Highland,Community Alarm Only,18-64 years,Number of People,215,8030
2020/21,Highland,Community Alarm Only,18-64 years,"Rate per 1,000 Population",1.6,2.3736342735053344
2020/21,Highland,Community Alarm Only,65-74 years,Number of People,295,11270
2020/21,Highland,Community Alarm Only,65-74 years,"Rate per 1,000 Population",9.8,19.223454319989493
2020/21,Highland,Community Alarm Only,75-84 years,Number of People,900,24630
2020/21,Highland,Community Alarm Only,75-84 years,"Rate per 1,000 Population",51.7,72.1217196769603
2020/21,Highland,Community Alarm Only,85+ years,Number of People,1325,25780
2020/21,Highland,Community Alarm Only,85+ years,"Rate per 1,000 Population",204.5,200.9180818480099
2020/21,Highland,Community Alarm Only,Unknown,Number of People,0,0
2020/21,Highland,Community Alarm Only,Unknown,"Rate per 1,000 Population",0,0
2020/21,Highland,Telecare Only,All Ages,Number of People,510,14180
2020/21,Highland,Telecare Only,All Ages,"Rate per 1,000 Population",2.2,2.594218807171606
2020/21,Highland,Telecare Only,0-17 years,Number of People,45,295
2020/21,Highland,Telecare Only,0-17 years,"Rate per 1,000 Population",1,0.2872662188559598
2020/21,Highland,Telecare Only,18-64 years,Number of People,165,2705
2020/21,Highland,Telecare Only,18-64 years,"Rate per 1,000 Population",1.2,0.7995866388333661
2020/21,Highland,Telecare Only,65-74 years,Number of People,50,1985
2020/21,Highland,Telecare Only,65-74 years,"Rate per 1,000 Population",1.7,3.3858524245944226
2020/21,Highland,Telecare Only,75-84 years,Number of People,110,4370
2020/21,Highland,Telecare Only,75-84 years,"Rate per 1,000 Population",6.3,12.796261266273506
2020/21,Highland,Telecare Only,85+ years,Number of People,140,4470
2020/21,Highland,Telecare Only,85+ years,"Rate per 1,000 Population",21.6,34.837231414298074
2020/21,Highland,Telecare Only,Unknown,Number of People,0,0
2020/21,Highland,Telecare Only,Unknown,"Rate per 1,000 Population",0,0
2020/21,Highland,Receiving both Community Alarm and Telecare,All Ages,Number of People,0,27870
2020/21,Highland,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",0,5.098792535675082
2020/21,Highland,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0,165
2020/21,Highland,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0,0.1606743258007911
2020/21,Highland,Receiving both Community Alarm and Telecare,18-64 years,Number of People,0,4020
2020/21,Highland,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",0,1.1882951157523594
2020/21,Highland,Receiving both Community Alarm and Telecare,65-74 years,Number of People,0,4280
2020/21,Highland,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",0,7.300477771921475
2020/21,Highland,Receiving both Community Alarm and Telecare,75-84 years,Number of People,0,9235
2020/21,Highland,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",0,27.04198462106083
2020/21,Highland,Receiving both Community Alarm and Telecare,85+ years,Number of People,0,10175
2020/21,Highland,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",0,79.29951446095814
2020/21,Highland,Receiving both Community Alarm and Telecare,Unknown,Number of People,0,0
2020/21,Highland,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0,0
2020/21,Highland,Total Community Alarms and/or Telecare,All Ages,Number of People,3245,111835
2020/21,Highland,Total Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",13.8,20.46011708744969
2020/21,Highland,Total Community Alarms and/or Telecare,0-17 years,Number of People,45,515
2020/21,Highland,Total Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",1,0.5014986532570146
2020/21,Highland,Total Community Alarms and/or Telecare,18-64 years,Number of People,380,14755
2020/21,Highland,Total Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",2.8,4.36151602809106
2020/21,Highland,Total Community Alarms and/or Telecare,65-74 years,Number of People,345,17535
2020/21,Highland,Total Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",11.5,29.909784516505393
2020/21,Highland,Total Community Alarms and/or Telecare,75-84 years,Number of People,1010,38230
2020/21,Highland,Total Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",58,111.9453245330975
2020/21,Highland,Total Community Alarms and/or Telecare,85+ years,Number of People,1465,40430
2020/21,Highland,Total Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",226.1,315.0937955436401
2020/21,Highland,Total Community Alarms and/or Telecare,Unknown,Number of People,0,0
2020/21,Highland,Total Community Alarms and/or Telecare,Unknown,"Rate per 1,000 Population",0,0
2020/21,Inverclyde,Community Alarm Only,All Ages,Number of People,2565,69785
2020/21,Inverclyde,Community Alarm Only,All Ages,"Rate per 1,000 Population",33.3,12.767105744603
2020/21,Inverclyde,Community Alarm Only,0-17 years,Number of People,0,60
2020/21,Inverclyde,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0,0.05842702756392404
2020/21,Inverclyde,Community Alarm Only,18-64 years,Number of People,345,8030
2020/21,Inverclyde,Community Alarm Only,18-64 years,"Rate per 1,000 Population",7.4,2.3736342735053344
2020/21,Inverclyde,Community Alarm Only,65-74 years,Number of People,410,11270
2020/21,Inverclyde,Community Alarm Only,65-74 years,"Rate per 1,000 Population",45.2,19.223454319989493
2020/21,Inverclyde,Community Alarm Only,75-84 years,Number of People,925,24630
2020/21,Inverclyde,Community Alarm Only,75-84 years,"Rate per 1,000 Population",171.3,72.1217196769603
2020/21,Inverclyde,Community Alarm Only,85+ years,Number of People,880,25780
2020/21,Inverclyde,Community Alarm Only,85+ years,"Rate per 1,000 Population",434.4,200.9180818480099
2020/21,Inverclyde,Community Alarm Only,Unknown,Number of People,0,0
2020/21,Inverclyde,Community Alarm Only,Unknown,"Rate per 1,000 Population",0,0
2020/21,Inverclyde,Telecare Only,All Ages,Number of People,0,14180
2020/21,Inverclyde,Telecare Only,All Ages,"Rate per 1,000 Population",0,2.594218807171606
2020/21,Inverclyde,Telecare Only,0-17 years,Number of People,0,295
2020/21,Inverclyde,Telecare Only,0-17 years,"Rate per 1,000 Population",0,0.2872662188559598
2020/21,Inverclyde,Telecare Only,18-64 years,Number of People,0,2705
2020/21,Inverclyde,Telecare Only,18-64 years,"Rate per 1,000 Population",0,0.7995866388333661
2020/21,Inverclyde,Telecare Only,65-74 years,Number of People,0,1985
2020/21,Inverclyde,Telecare Only,65-74 years,"Rate per 1,000 Population",0,3.3858524245944226
2020/21,Inverclyde,Telecare Only,75-84 years,Number of People,0,4370
2020/21,Inverclyde,Telecare Only,75-84 years,"Rate per 1,000 Population",0,12.796261266273506
2020/21,Inverclyde,Telecare Only,85+ years,Number of People,0,4470
2020/21,Inverclyde,Telecare Only,85+ years,"Rate per 1,000 Population",0,34.837231414298074
2020/21,Inverclyde,Telecare Only,Unknown,Number of People,0,0
2020/21,Inverclyde,Telecare Only,Unknown,"Rate per 1,000 Population",0,0
2020/21,Inverclyde,Receiving both Community Alarm and Telecare,All Ages,Number of People,0,27870
2020/21,Inverclyde,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",0,5.098792535675082
2020/21,Inverclyde,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0,165
2020/21,Inverclyde,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0,0.1606743258007911
2020/21,Inverclyde,Receiving both Community Alarm and Telecare,18-64 years,Number of People,0,4020
2020/21,Inverclyde,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",0,1.1882951157523594
2020/21,Inverclyde,Receiving both Community Alarm and Telecare,65-74 years,Number of People,0,4280
2020/21,Inverclyde,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",0,7.300477771921475
2020/21,Inverclyde,Receiving both Community Alarm and Telecare,75-84 years,Number of People,0,9235
2020/21,Inverclyde,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",0,27.04198462106083
2020/21,Inverclyde,Receiving both Community Alarm and Telecare,85+ years,Number of People,0,10175
2020/21,Inverclyde,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",0,79.29951446095814
2020/21,Inverclyde,Receiving both Community Alarm and Telecare,Unknown,Number of People,0,0
2020/21,Inverclyde,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0,0
2020/21,Inverclyde,Total Community Alarms and/or Telecare,All Ages,Number of People,2565,111835
2020/21,Inverclyde,Total Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",33.3,20.46011708744969
2020/21,Inverclyde,Total Community Alarms and/or Telecare,0-17 years,Number of People,0,515
2020/21,Inverclyde,Total Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0,0.5014986532570146
2020/21,Inverclyde,Total Community Alarms and/or Telecare,18-64 years,Number of People,345,14755
2020/21,Inverclyde,Total Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",7.4,4.36151602809106
2020/21,Inverclyde,Total Community Alarms and/or Telecare,65-74 years,Number of People,410,17535
2020/21,Inverclyde,Total Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",45.2,29.909784516505393
2020/21,Inverclyde,Total Community Alarms and/or Telecare,75-84 years,Number of People,925,38230
2020/21,Inverclyde,Total Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",171.3,111.9453245330975
2020/21,Inverclyde,Total Community Alarms and/or Telecare,85+ years,Number of People,880,40430
2020/21,Inverclyde,Total Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",434.4,315.0937955436401
2020/21,Inverclyde,Total Community Alarms and/or Telecare,Unknown,Number of People,0,0
2020/21,Inverclyde,Total Community Alarms and/or Telecare,Unknown,"Rate per 1,000 Population",0,0
2020/21,Midlothian,Community Alarm Only,All Ages,Number of People,630,69785
2020/21,Midlothian,Community Alarm Only,All Ages,"Rate per 1,000 Population",6.8,12.767105744603
2020/21,Midlothian,Community Alarm Only,0-17 years,Number of People,0,60
2020/21,Midlothian,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0,0.05842702756392404
2020/21,Midlothian,Community Alarm Only,18-64 years,Number of People,60,8030
2020/21,Midlothian,Community Alarm Only,18-64 years,"Rate per 1,000 Population",1.1,2.3736342735053344
2020/21,Midlothian,Community Alarm Only,65-74 years,Number of People,100,11270
2020/21,Midlothian,Community Alarm Only,65-74 years,"Rate per 1,000 Population",9.9,19.223454319989493
2020/21,Midlothian,Community Alarm Only,75-84 years,Number of People,240,24630
2020/21,Midlothian,Community Alarm Only,75-84 years,"Rate per 1,000 Population",42.7,72.1217196769603
2020/21,Midlothian,Community Alarm Only,85+ years,Number of People,230,25780
2020/21,Midlothian,Community Alarm Only,85+ years,"Rate per 1,000 Population",122.6,200.9180818480099
2020/21,Midlothian,Community Alarm Only,Unknown,Number of People,0,0
2020/21,Midlothian,Community Alarm Only,Unknown,"Rate per 1,000 Population",0,0
2020/21,Midlothian,Telecare Only,All Ages,Number of People,1410,14180
2020/21,Midlothian,Telecare Only,All Ages,"Rate per 1,000 Population",15.1,2.594218807171606
2020/21,Midlothian,Telecare Only,0-17 years,Number of People,5,295
2020/21,Midlothian,Telecare Only,0-17 years,"Rate per 1,000 Population",0.2,0.2872662188559598
2020/21,Midlothian,Telecare Only,18-64 years,Number of People,190,2705
2020/21,Midlothian,Telecare Only,18-64 years,"Rate per 1,000 Population",3.4,0.7995866388333661
2020/21,Midlothian,Telecare Only,65-74 years,Number of People,210,1985
2020/21,Midlothian,Telecare Only,65-74 years,"Rate per 1,000 Population",20.9,3.3858524245944226
2020/21,Midlothian,Telecare Only,75-84 years,Number of People,530,4370
2020/21,Midlothian,Telecare Only,75-84 years,"Rate per 1,000 Population",94.2,12.796261266273506
2020/21,Midlothian,Telecare Only,85+ years,Number of People,470,4470
2020/21,Midlothian,Telecare Only,85+ years,"Rate per 1,000 Population",250.5,34.837231414298074
2020/21,Midlothian,Telecare Only,Unknown,Number of People,0,0
2020/21,Midlothian,Telecare Only,Unknown,"Rate per 1,000 Population",0,0
2020/21,Midlothian,Receiving both Community Alarm and Telecare,All Ages,Number of People,20,27870
2020/21,Midlothian,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",0.2,5.098792535675082
2020/21,Midlothian,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0,165
2020/21,Midlothian,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0,0.1606743258007911
2020/21,Midlothian,Receiving both Community Alarm and Telecare,18-64 years,Number of People,0,4020
2020/21,Midlothian,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",0,1.1882951157523594
2020/21,Midlothian,Receiving both Community Alarm and Telecare,65-74 years,Number of People,5,4280
2020/21,Midlothian,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",0.5,7.300477771921475
2020/21,Midlothian,Receiving both Community Alarm and Telecare,75-84 years,Number of People,5,9235
2020/21,Midlothian,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",0.9,27.04198462106083
2020/21,Midlothian,Receiving both Community Alarm and Telecare,85+ years,Number of People,10,10175
2020/21,Midlothian,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",5.3,79.29951446095814
2020/21,Midlothian,Receiving both Community Alarm and Telecare,Unknown,Number of People,0,0
2020/21,Midlothian,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0,0
2020/21,Midlothian,Total Community Alarms and/or Telecare,All Ages,Number of People,2060,111835
2020/21,Midlothian,Total Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",22.1,20.46011708744969
2020/21,Midlothian,Total Community Alarms and/or Telecare,0-17 years,Number of People,5,515
2020/21,Midlothian,Total Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0.2,0.5014986532570146
2020/21,Midlothian,Total Community Alarms and/or Telecare,18-64 years,Number of People,250,14755
2020/21,Midlothian,Total Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",4.5,4.36151602809106
2020/21,Midlothian,Total Community Alarms and/or Telecare,65-74 years,Number of People,315,17535
2020/21,Midlothian,Total Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",31.3,29.909784516505393
2020/21,Midlothian,Total Community Alarms and/or Telecare,75-84 years,Number of People,775,38230
2020/21,Midlothian,Total Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",137.7,111.9453245330975
2020/21,Midlothian,Total Community Alarms and/or Telecare,85+ years,Number of People,715,40430
2020/21,Midlothian,Total Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",381.1,315.0937955436401
2020/21,Midlothian,Total Community Alarms and/or Telecare,Unknown,Number of People,0,0
2020/21,Midlothian,Total Community Alarms and/or Telecare,Unknown,"Rate per 1,000 Population",0,0
2020/21,Moray,Community Alarm Only,All Ages,Number of People,1860,69785
2020/21,Moray,Community Alarm Only,All Ages,"Rate per 1,000 Population",19.4,12.767105744603
2020/21,Moray,Community Alarm Only,0-17 years,Number of People,0,60
2020/21,Moray,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0,0.05842702756392404
2020/21,Moray,Community Alarm Only,18-64 years,Number of People,200,8030
2020/21,Moray,Community Alarm Only,18-64 years,"Rate per 1,000 Population",3.5,2.3736342735053344
2020/21,Moray,Community Alarm Only,65-74 years,Number of People,245,11270
2020/21,Moray,Community Alarm Only,65-74 years,"Rate per 1,000 Population",21.4,19.223454319989493
2020/21,Moray,Community Alarm Only,75-84 years,Number of People,595,24630
2020/21,Moray,Community Alarm Only,75-84 years,"Rate per 1,000 Population",86.1,72.1217196769603
2020/21,Moray,Community Alarm Only,85+ years,Number of People,820,25780
2020/21,Moray,Community Alarm Only,85+ years,"Rate per 1,000 Population",299.6,200.9180818480099
2020/21,Moray,Community Alarm Only,Unknown,Number of People,0,0
2020/21,Moray,Community Alarm Only,Unknown,"Rate per 1,000 Population",0,0
2020/21,Moray,Telecare Only,All Ages,Number of People,40,14180
2020/21,Moray,Telecare Only,All Ages,"Rate per 1,000 Population",0.4,2.594218807171606
2020/21,Moray,Telecare Only,0-17 years,Number of People,0,295
2020/21,Moray,Telecare Only,0-17 years,"Rate per 1,000 Population",0,0.2872662188559598
2020/21,Moray,Telecare Only,18-64 years,Number of People,10,2705
2020/21,Moray,Telecare Only,18-64 years,"Rate per 1,000 Population",0.2,0.7995866388333661
2020/21,Moray,Telecare Only,65-74 years,Number of People,5,1985
2020/21,Moray,Telecare Only,65-74 years,"Rate per 1,000 Population",0.4,3.3858524245944226
2020/21,Moray,Telecare Only,75-84 years,Number of People,10,4370
2020/21,Moray,Telecare Only,75-84 years,"Rate per 1,000 Population",1.4,12.796261266273506
2020/21,Moray,Telecare Only,85+ years,Number of People,10,4470
2020/21,Moray,Telecare Only,85+ years,"Rate per 1,000 Population",3.7,34.837231414298074
2020/21,Moray,Telecare Only,Unknown,Number of People,0,0
2020/21,Moray,Telecare Only,Unknown,"Rate per 1,000 Population",0,0
2020/21,Moray,Receiving both Community Alarm and Telecare,All Ages,Number of People,25,27870
2020/21,Moray,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",0.3,5.098792535675082
2020/21,Moray,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0,165
2020/21,Moray,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0,0.1606743258007911
2020/21,Moray,Receiving both Community Alarm and Telecare,18-64 years,Number of People,10,4020
2020/21,Moray,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",0.2,1.1882951157523594
2020/21,Moray,Receiving both Community Alarm and Telecare,65-74 years,Number of People,5,4280
2020/21,Moray,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",0.4,7.300477771921475
2020/21,Moray,Receiving both Community Alarm and Telecare,75-84 years,Number of People,5,9235
2020/21,Moray,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",0.7,27.04198462106083
2020/21,Moray,Receiving both Community Alarm and Telecare,85+ years,Number of People,10,10175
2020/21,Moray,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",3.7,79.29951446095814
2020/21,Moray,Receiving both Community Alarm and Telecare,Unknown,Number of People,0,0
2020/21,Moray,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0,0
2020/21,Moray,Total Community Alarms and/or Telecare,All Ages,Number of People,1925,111835
2020/21,Moray,Total Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",20.1,20.46011708744969
2020/21,Moray,Total Community Alarms and/or Telecare,0-17 years,Number of People,5,515
2020/21,Moray,Total Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0.3,0.5014986532570146
2020/21,Moray,Total Community Alarms and/or Telecare,18-64 years,Number of People,220,14755
2020/21,Moray,Total Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",3.9,4.36151602809106
2020/21,Moray,Total Community Alarms and/or Telecare,65-74 years,Number of People,250,17535
2020/21,Moray,Total Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",21.9,29.909784516505393
2020/21,Moray,Total Community Alarms and/or Telecare,75-84 years,Number of People,610,38230
2020/21,Moray,Total Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",88.3,111.9453245330975
2020/21,Moray,Total Community Alarms and/or Telecare,85+ years,Number of People,840,40430
2020/21,Moray,Total Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",306.9,315.0937955436401
2020/21,Moray,Total Community Alarms and/or Telecare,Unknown,Number of People,0,0
2020/21,Moray,Total Community Alarms and/or Telecare,Unknown,"Rate per 1,000 Population",0,0
2020/21,Na h-Eileanan Siar,Community Alarm Only,All Ages,Number of People,0,69785
2020/21,Na h-Eileanan Siar,Community Alarm Only,All Ages,"Rate per 1,000 Population",0,12.767105744603
2020/21,Na h-Eileanan Siar,Community Alarm Only,0-17 years,Number of People,0,60
2020/21,Na h-Eileanan Siar,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0,0.05842702756392404
2020/21,Na h-Eileanan Siar,Community Alarm Only,18-64 years,Number of People,0,8030
2020/21,Na h-Eileanan Siar,Community Alarm Only,18-64 years,"Rate per 1,000 Population",0,2.3736342735053344
2020/21,Na h-Eileanan Siar,Community Alarm Only,65-74 years,Number of People,0,11270
2020/21,Na h-Eileanan Siar,Community Alarm Only,65-74 years,"Rate per 1,000 Population",0,19.223454319989493
2020/21,Na h-Eileanan Siar,Community Alarm Only,75-84 years,Number of People,0,24630
2020/21,Na h-Eileanan Siar,Community Alarm Only,75-84 years,"Rate per 1,000 Population",0,72.1217196769603
2020/21,Na h-Eileanan Siar,Community Alarm Only,85+ years,Number of People,0,25780
2020/21,Na h-Eileanan Siar,Community Alarm Only,85+ years,"Rate per 1,000 Population",0,200.9180818480099
2020/21,Na h-Eileanan Siar,Community Alarm Only,Unknown,Number of People,0,0
2020/21,Na h-Eileanan Siar,Community Alarm Only,Unknown,"Rate per 1,000 Population",0,0
2020/21,Na h-Eileanan Siar,Telecare Only,All Ages,Number of People,0,14180
2020/21,Na h-Eileanan Siar,Telecare Only,All Ages,"Rate per 1,000 Population",0,2.594218807171606
2020/21,Na h-Eileanan Siar,Telecare Only,0-17 years,Number of People,0,295
2020/21,Na h-Eileanan Siar,Telecare Only,0-17 years,"Rate per 1,000 Population",0,0.2872662188559598
2020/21,Na h-Eileanan Siar,Telecare Only,18-64 years,Number of People,0,2705
2020/21,Na h-Eileanan Siar,Telecare Only,18-64 years,"Rate per 1,000 Population",0,0.7995866388333661
2020/21,Na h-Eileanan Siar,Telecare Only,65-74 years,Number of People,0,1985
2020/21,Na h-Eileanan Siar,Telecare Only,65-74 years,"Rate per 1,000 Population",0,3.3858524245944226
2020/21,Na h-Eileanan Siar,Telecare Only,75-84 years,Number of People,0,4370
2020/21,Na h-Eileanan Siar,Telecare Only,75-84 years,"Rate per 1,000 Population",0,12.796261266273506
2020/21,Na h-Eileanan Siar,Telecare Only,85+ years,Number of People,0,4470
2020/21,Na h-Eileanan Siar,Telecare Only,85+ years,"Rate per 1,000 Population",0,34.837231414298074
2020/21,Na h-Eileanan Siar,Telecare Only,Unknown,Number of People,0,0
2020/21,Na h-Eileanan Siar,Telecare Only,Unknown,"Rate per 1,000 Population",0,0
2020/21,Na h-Eileanan Siar,Receiving both Community Alarm and Telecare,All Ages,Number of People,0,27870
2020/21,Na h-Eileanan Siar,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",0,5.098792535675082
2020/21,Na h-Eileanan Siar,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0,165
2020/21,Na h-Eileanan Siar,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0,0.1606743258007911
2020/21,Na h-Eileanan Siar,Receiving both Community Alarm and Telecare,18-64 years,Number of People,0,4020
2020/21,Na h-Eileanan Siar,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",0,1.1882951157523594
2020/21,Na h-Eileanan Siar,Receiving both Community Alarm and Telecare,65-74 years,Number of People,0,4280
2020/21,Na h-Eileanan Siar,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",0,7.300477771921475
2020/21,Na h-Eileanan Siar,Receiving both Community Alarm and Telecare,75-84 years,Number of People,0,9235
2020/21,Na h-Eileanan Siar,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",0,27.04198462106083
2020/21,Na h-Eileanan Siar,Receiving both Community Alarm and Telecare,85+ years,Number of People,0,10175
2020/21,Na h-Eileanan Siar,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",0,79.29951446095814
2020/21,Na h-Eileanan Siar,Receiving both Community Alarm and Telecare,Unknown,Number of People,0,0
2020/21,Na h-Eileanan Siar,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0,0
2020/21,Na h-Eileanan Siar,Total Community Alarms and/or Telecare,All Ages,Number of People,0,111835
