financial_year,sending_location,service,age_group,living_alone_status,la_status_nclient,propn_la_status_nclient
2020/21,North Ayrshire,Total community alarms and/or telecare,75-84 years,Not Recorded,0,0
2020/21,North Ayrshire,Total community alarms and/or telecare,85+ years,Living Alone,965,54.7
2020/21,North Ayrshire,Total community alarms and/or telecare,85+ years,Not Living Alone,580,32.9
2020/21,North Ayrshire,Total community alarms and/or telecare,85+ years,Unknown,220,12.5
2020/21,North Ayrshire,Total community alarms and/or telecare,85+ years,Not Recorded,0,0
2020/21,North Ayrshire,Total community alarms and/or telecare,Unknown,Living Alone,0,0
2020/21,North Ayrshire,Total community alarms and/or telecare,Unknown,Not Living Alone,0,0
2020/21,North Ayrshire,Total community alarms and/or telecare,Unknown,Unknown,5,100
2020/21,North Ayrshire,Total community alarms and/or telecare,Unknown,Not Recorded,0,0
2018/19,North Lanarkshire,Community alarm only,All Ages,Living Alone,1015,10.8
2018/19,North Lanarkshire,Community alarm only,All Ages,Not Living Alone,0,0
2018/19,North Lanarkshire,Community alarm only,All Ages,Unknown,8385,89.2
2018/19,North Lanarkshire,Community alarm only,All Ages,Not Recorded,0,0
2018/19,North Lanarkshire,Community alarm only,0-17 years,Living Alone,0,0
2018/19,North Lanarkshire,Community alarm only,0-17 years,Not Living Alone,0,0
2018/19,North Lanarkshire,Community alarm only,0-17 years,Unknown,0,0
2018/19,North Lanarkshire,Community alarm only,0-17 years,Not Recorded,0,0
2018/19,North Lanarkshire,Community alarm only,18-64 years,Living Alone,65,5.1
2018/19,North Lanarkshire,Community alarm only,18-64 years,Not Living Alone,0,0
2018/19,North Lanarkshire,Community alarm only,18-64 years,Unknown,1215,94.9
2018/19,North Lanarkshire,Community alarm only,18-64 years,Not Recorded,0,0
2018/19,North Lanarkshire,Community alarm only,65-74 years,Living Alone,160,9
2018/19,North Lanarkshire,Community alarm only,65-74 years,Not Living Alone,0,0
2018/19,North Lanarkshire,Community alarm only,65-74 years,Unknown,1625,91
2018/19,North Lanarkshire,Community alarm only,65-74 years,Not Recorded,0,0
2018/19,North Lanarkshire,Community alarm only,75-84 years,Living Alone,405,10.9
2018/19,North Lanarkshire,Community alarm only,75-84 years,Not Living Alone,0,0
2018/19,North Lanarkshire,Community alarm only,75-84 years,Unknown,3325,89.1
2018/19,North Lanarkshire,Community alarm only,75-84 years,Not Recorded,0,0
2018/19,North Lanarkshire,Community alarm only,85+ years,Living Alone,385,14.8
2018/19,North Lanarkshire,Community alarm only,85+ years,Not Living Alone,0,0
2018/19,North Lanarkshire,Community alarm only,85+ years,Unknown,2215,85.2
2018/19,North Lanarkshire,Community alarm only,85+ years,Not Recorded,0,0
2018/19,North Lanarkshire,Telecare only,All Ages,Living Alone,30,6.1
2018/19,North Lanarkshire,Telecare only,All Ages,Not Living Alone,0,0
2018/19,North Lanarkshire,Telecare only,All Ages,Unknown,465,93.9
2018/19,North Lanarkshire,Telecare only,All Ages,Not Recorded,0,0
2018/19,North Lanarkshire,Telecare only,0-17 years,Living Alone,0,0
2018/19,North Lanarkshire,Telecare only,0-17 years,Not Living Alone,0,0
2018/19,North Lanarkshire,Telecare only,0-17 years,Unknown,50,100
2018/19,North Lanarkshire,Telecare only,0-17 years,Not Recorded,0,0
2018/19,North Lanarkshire,Telecare only,18-64 years,Living Alone,5,2
2018/19,North Lanarkshire,Telecare only,18-64 years,Not Living Alone,0,0
2018/19,North Lanarkshire,Telecare only,18-64 years,Unknown,250,98
2018/19,North Lanarkshire,Telecare only,18-64 years,Not Recorded,0,0
2018/19,North Lanarkshire,Telecare only,65-74 years,Living Alone,5,11.1
2018/19,North Lanarkshire,Telecare only,65-74 years,Not Living Alone,0,0
2018/19,North Lanarkshire,Telecare only,65-74 years,Unknown,40,88.9
2018/19,North Lanarkshire,Telecare only,65-74 years,Not Recorded,0,0
2018/19,North Lanarkshire,Telecare only,75-84 years,Living Alone,10,15.4
2018/19,North Lanarkshire,Telecare only,75-84 years,Not Living Alone,0,0
2018/19,North Lanarkshire,Telecare only,75-84 years,Unknown,55,84.6
2018/19,North Lanarkshire,Telecare only,75-84 years,Not Recorded,0,0
2018/19,North Lanarkshire,Telecare only,85+ years,Living Alone,10,13.3
2018/19,North Lanarkshire,Telecare only,85+ years,Not Living Alone,0,0
2018/19,North Lanarkshire,Telecare only,85+ years,Unknown,65,86.7
2018/19,North Lanarkshire,Telecare only,85+ years,Not Recorded,0,0
2018/19,North Lanarkshire,Receiving both community alarm and telecare,All Ages,Living Alone,165,15.8
2018/19,North Lanarkshire,Receiving both community alarm and telecare,All Ages,Not Living Alone,0,0
2018/19,North Lanarkshire,Receiving both community alarm and telecare,All Ages,Unknown,880,84.2
2018/19,North Lanarkshire,Receiving both community alarm and telecare,All Ages,Not Recorded,0,0
2018/19,North Lanarkshire,Receiving both community alarm and telecare,0-17 years,Living Alone,0,0
2018/19,North Lanarkshire,Receiving both community alarm and telecare,0-17 years,Not Living Alone,0,0
2018/19,North Lanarkshire,Receiving both community alarm and telecare,0-17 years,Unknown,0,0
2018/19,North Lanarkshire,Receiving both community alarm and telecare,0-17 years,Not Recorded,0,0
2018/19,North Lanarkshire,Receiving both community alarm and telecare,18-64 years,Living Alone,20,5.6
2018/19,North Lanarkshire,Receiving both community alarm and telecare,18-64 years,Not Living Alone,0,0
2018/19,North Lanarkshire,Receiving both community alarm and telecare,18-64 years,Unknown,340,94.4
2018/19,North Lanarkshire,Receiving both community alarm and telecare,18-64 years,Not Recorded,0,0
2018/19,North Lanarkshire,Receiving both community alarm and telecare,65-74 years,Living Alone,30,18.8
2018/19,North Lanarkshire,Receiving both community alarm and telecare,65-74 years,Not Living Alone,0,0
2018/19,North Lanarkshire,Receiving both community alarm and telecare,65-74 years,Unknown,130,81.2
2018/19,North Lanarkshire,Receiving both community alarm and telecare,65-74 years,Not Recorded,0,0
2018/19,North Lanarkshire,Receiving both community alarm and telecare,75-84 years,Living Alone,45,17.3
2018/19,North Lanarkshire,Receiving both community alarm and telecare,75-84 years,Not Living Alone,0,0
2018/19,North Lanarkshire,Receiving both community alarm and telecare,75-84 years,Unknown,215,82.7
2018/19,North Lanarkshire,Receiving both community alarm and telecare,75-84 years,Not Recorded,0,0
2018/19,North Lanarkshire,Receiving both community alarm and telecare,85+ years,Living Alone,70,26.4
2018/19,North Lanarkshire,Receiving both community alarm and telecare,85+ years,Not Living Alone,0,0
2018/19,North Lanarkshire,Receiving both community alarm and telecare,85+ years,Unknown,195,73.6
2018/19,North Lanarkshire,Receiving both community alarm and telecare,85+ years,Not Recorded,0,0
2018/19,North Lanarkshire,Total community alarms and/or telecare,All Ages,Living Alone,1210,11.1
2018/19,North Lanarkshire,Total community alarms and/or telecare,All Ages,Not Living Alone,0,0
2018/19,North Lanarkshire,Total community alarms and/or telecare,All Ages,Unknown,9725,88.9
2018/19,North Lanarkshire,Total community alarms and/or telecare,All Ages,Not Recorded,0,0
2018/19,North Lanarkshire,Total community alarms and/or telecare,0-17 years,Living Alone,0,0
2018/19,North Lanarkshire,Total community alarms and/or telecare,0-17 years,Not Living Alone,0,0
2018/19,North Lanarkshire,Total community alarms and/or telecare,0-17 years,Unknown,55,100
2018/19,North Lanarkshire,Total community alarms and/or telecare,0-17 years,Not Recorded,0,0
2018/19,North Lanarkshire,Total community alarms and/or telecare,18-64 years,Living Alone,90,4.7
2018/19,North Lanarkshire,Total community alarms and/or telecare,18-64 years,Not Living Alone,0,0
2018/19,North Lanarkshire,Total community alarms and/or telecare,18-64 years,Unknown,1810,95.3
2018/19,North Lanarkshire,Total community alarms and/or telecare,18-64 years,Not Recorded,0,0
2018/19,North Lanarkshire,Total community alarms and/or telecare,65-74 years,Living Alone,195,9.8
2018/19,North Lanarkshire,Total community alarms and/or telecare,65-74 years,Not Living Alone,0,0
2018/19,North Lanarkshire,Total community alarms and/or telecare,65-74 years,Unknown,1795,90.2
2018/19,North Lanarkshire,Total community alarms and/or telecare,65-74 years,Not Recorded,0,0
2018/19,North Lanarkshire,Total community alarms and/or telecare,75-84 years,Living Alone,465,11.5
2018/19,North Lanarkshire,Total community alarms and/or telecare,75-84 years,Not Living Alone,0,0
2018/19,North Lanarkshire,Total community alarms and/or telecare,75-84 years,Unknown,3590,88.5
2018/19,North Lanarkshire,Total community alarms and/or telecare,75-84 years,Not Recorded,0,0
2018/19,North Lanarkshire,Total community alarms and/or telecare,85+ years,Living Alone,465,15.8
2018/19,North Lanarkshire,Total community alarms and/or telecare,85+ years,Not Living Alone,0,0
2018/19,North Lanarkshire,Total community alarms and/or telecare,85+ years,Unknown,2475,84.2
2018/19,North Lanarkshire,Total community alarms and/or telecare,85+ years,Not Recorded,0,0
2019/20,North Lanarkshire,Community alarm only,All Ages,Living Alone,760,8
2019/20,North Lanarkshire,Community alarm only,All Ages,Not Living Alone,0,0
2019/20,North Lanarkshire,Community alarm only,All Ages,Unknown,8750,92
2019/20,North Lanarkshire,Community alarm only,All Ages,Not Recorded,0,0
2019/20,North Lanarkshire,Community alarm only,0-17 years,Living Alone,0,0
2019/20,North Lanarkshire,Community alarm only,0-17 years,Not Living Alone,0,0
2019/20,North Lanarkshire,Community alarm only,0-17 years,Unknown,0,0
2019/20,North Lanarkshire,Community alarm only,0-17 years,Not Recorded,0,0
2019/20,North Lanarkshire,Community alarm only,18-64 years,Living Alone,55,4.1
2019/20,North Lanarkshire,Community alarm only,18-64 years,Not Living Alone,0,0
2019/20,North Lanarkshire,Community alarm only,18-64 years,Unknown,1285,95.9
2019/20,North Lanarkshire,Community alarm only,18-64 years,Not Recorded,0,0
2019/20,North Lanarkshire,Community alarm only,65-74 years,Living Alone,120,6.6
2019/20,North Lanarkshire,Community alarm only,65-74 years,Not Living Alone,0,0
2019/20,North Lanarkshire,Community alarm only,65-74 years,Unknown,1685,93.4
2019/20,North Lanarkshire,Community alarm only,65-74 years,Not Recorded,0,0
2019/20,North Lanarkshire,Community alarm only,75-84 years,Living Alone,295,7.9
2019/20,North Lanarkshire,Community alarm only,75-84 years,Not Living Alone,0,0
2019/20,North Lanarkshire,Community alarm only,75-84 years,Unknown,3445,92.1
2019/20,North Lanarkshire,Community alarm only,75-84 years,Not Recorded,0,0
2019/20,North Lanarkshire,Community alarm only,85+ years,Living Alone,290,11.1
2019/20,North Lanarkshire,Community alarm only,85+ years,Not Living Alone,0,0
2019/20,North Lanarkshire,Community alarm only,85+ years,Unknown,2330,88.9
2019/20,North Lanarkshire,Community alarm only,85+ years,Not Recorded,0,0
2019/20,North Lanarkshire,Telecare only,All Ages,Living Alone,40,7.6
2019/20,North Lanarkshire,Telecare only,All Ages,Not Living Alone,0,0
2019/20,North Lanarkshire,Telecare only,All Ages,Unknown,485,92.4
2019/20,North Lanarkshire,Telecare only,All Ages,Not Recorded,0,0
2019/20,North Lanarkshire,Telecare only,0-17 years,Living Alone,0,0
2019/20,North Lanarkshire,Telecare only,0-17 years,Not Living Alone,0,0
2019/20,North Lanarkshire,Telecare only,0-17 years,Unknown,50,100
2019/20,North Lanarkshire,Telecare only,0-17 years,Not Recorded,0,0
2019/20,North Lanarkshire,Telecare only,18-64 years,Living Alone,5,2
2019/20,North Lanarkshire,Telecare only,18-64 years,Not Living Alone,0,0
2019/20,North Lanarkshire,Telecare only,18-64 years,Unknown,250,98
2019/20,North Lanarkshire,Telecare only,18-64 years,Not Recorded,0,0
2019/20,North Lanarkshire,Telecare only,65-74 years,Living Alone,5,7.7
2019/20,North Lanarkshire,Telecare only,65-74 years,Not Living Alone,0,0
2019/20,North Lanarkshire,Telecare only,65-74 years,Unknown,60,92.3
2019/20,North Lanarkshire,Telecare only,65-74 years,Not Recorded,0,0
2019/20,North Lanarkshire,Telecare only,75-84 years,Living Alone,15,23.1
2019/20,North Lanarkshire,Telecare only,75-84 years,Not Living Alone,0,0
2019/20,North Lanarkshire,Telecare only,75-84 years,Unknown,50,76.9
2019/20,North Lanarkshire,Telecare only,75-84 years,Not Recorded,0,0
2019/20,North Lanarkshire,Telecare only,85+ years,Living Alone,15,16.7
2019/20,North Lanarkshire,Telecare only,85+ years,Not Living Alone,0,0
2019/20,North Lanarkshire,Telecare only,85+ years,Unknown,75,83.3
2019/20,North Lanarkshire,Telecare only,85+ years,Not Recorded,0,0
2019/20,North Lanarkshire,Receiving both community alarm and telecare,All Ages,Living Alone,155,14.2
2019/20,North Lanarkshire,Receiving both community alarm and telecare,All Ages,Not Living Alone,0,0
2019/20,North Lanarkshire,Receiving both community alarm and telecare,All Ages,Unknown,935,85.8
2019/20,North Lanarkshire,Receiving both community alarm and telecare,All Ages,Not Recorded,0,0
2019/20,North Lanarkshire,Receiving both community alarm and telecare,0-17 years,Living Alone,0,0
2019/20,North Lanarkshire,Receiving both community alarm and telecare,0-17 years,Not Living Alone,0,0
2019/20,North Lanarkshire,Receiving both community alarm and telecare,0-17 years,Unknown,0,0
2019/20,North Lanarkshire,Receiving both community alarm and telecare,0-17 years,Not Recorded,0,0
2019/20,North Lanarkshire,Receiving both community alarm and telecare,18-64 years,Living Alone,20,5.7
2019/20,North Lanarkshire,Receiving both community alarm and telecare,18-64 years,Not Living Alone,0,0
2019/20,North Lanarkshire,Receiving both community alarm and telecare,18-64 years,Unknown,330,94.3
2019/20,North Lanarkshire,Receiving both community alarm and telecare,18-64 years,Not Recorded,0,0
2019/20,North Lanarkshire,Receiving both community alarm and telecare,65-74 years,Living Alone,15,8.6
2019/20,North Lanarkshire,Receiving both community alarm and telecare,65-74 years,Not Living Alone,0,0
2019/20,North Lanarkshire,Receiving both community alarm and telecare,65-74 years,Unknown,160,91.4
2019/20,North Lanarkshire,Receiving both community alarm and telecare,65-74 years,Not Recorded,0,0
2019/20,North Lanarkshire,Receiving both community alarm and telecare,75-84 years,Living Alone,55,19.6
2019/20,North Lanarkshire,Receiving both community alarm and telecare,75-84 years,Not Living Alone,0,0
2019/20,North Lanarkshire,Receiving both community alarm and telecare,75-84 years,Unknown,225,80.4
2019/20,North Lanarkshire,Receiving both community alarm and telecare,75-84 years,Not Recorded,0,0
2019/20,North Lanarkshire,Receiving both community alarm and telecare,85+ years,Living Alone,70,24.1
2019/20,North Lanarkshire,Receiving both community alarm and telecare,85+ years,Not Living Alone,0,0
2019/20,North Lanarkshire,Receiving both community alarm and telecare,85+ years,Unknown,220,75.9
2019/20,North Lanarkshire,Receiving both community alarm and telecare,85+ years,Not Recorded,0,0
2019/20,North Lanarkshire,Total community alarms and/or telecare,All Ages,Living Alone,955,8.6
2019/20,North Lanarkshire,Total community alarms and/or telecare,All Ages,Not Living Alone,0,0
2019/20,North Lanarkshire,Total community alarms and/or telecare,All Ages,Unknown,10170,91.4
2019/20,North Lanarkshire,Total community alarms and/or telecare,All Ages,Not Recorded,0,0
2019/20,North Lanarkshire,Total community alarms and/or telecare,0-17 years,Living Alone,0,0
2019/20,North Lanarkshire,Total community alarms and/or telecare,0-17 years,Not Living Alone,0,0
2019/20,North Lanarkshire,Total community alarms and/or telecare,0-17 years,Unknown,50,100
2019/20,North Lanarkshire,Total community alarms and/or telecare,0-17 years,Not Recorded,0,0
2019/20,North Lanarkshire,Total community alarms and/or telecare,18-64 years,Living Alone,75,3.9
2019/20,North Lanarkshire,Total community alarms and/or telecare,18-64 years,Not Living Alone,0,0
2019/20,North Lanarkshire,Total community alarms and/or telecare,18-64 years,Unknown,1865,96.1
2019/20,North Lanarkshire,Total community alarms and/or telecare,18-64 years,Not Recorded,0,0
2019/20,North Lanarkshire,Total community alarms and/or telecare,65-74 years,Living Alone,140,6.8
2019/20,North Lanarkshire,Total community alarms and/or telecare,65-74 years,Not Living Alone,0,0
2019/20,North Lanarkshire,Total community alarms and/or telecare,65-74 years,Unknown,1905,93.2
2019/20,North Lanarkshire,Total community alarms and/or telecare,65-74 years,Not Recorded,0,0
2019/20,North Lanarkshire,Total community alarms and/or telecare,75-84 years,Living Alone,365,8.9
2019/20,North Lanarkshire,Total community alarms and/or telecare,75-84 years,Not Living Alone,0,0
2019/20,North Lanarkshire,Total community alarms and/or telecare,75-84 years,Unknown,3720,91.1
2019/20,North Lanarkshire,Total community alarms and/or telecare,75-84 years,Not Recorded,0,0
2019/20,North Lanarkshire,Total community alarms and/or telecare,85+ years,Living Alone,375,12.5
2019/20,North Lanarkshire,Total community alarms and/or telecare,85+ years,Not Living Alone,0,0
2019/20,North Lanarkshire,Total community alarms and/or telecare,85+ years,Unknown,2625,87.5
2019/20,North Lanarkshire,Total community alarms and/or telecare,85+ years,Not Recorded,0,0
2020/21,North Lanarkshire,Community alarm only,All Ages,Living Alone,600,6.5
2020/21,North Lanarkshire,Community alarm only,All Ages,Not Living Alone,0,0
2020/21,North Lanarkshire,Community alarm only,All Ages,Unknown,8690,93.5
2020/21,North Lanarkshire,Community alarm only,All Ages,Not Recorded,0,0
2020/21,North Lanarkshire,Community alarm only,0-17 years,Living Alone,0,0
2020/21,North Lanarkshire,Community alarm only,0-17 years,Not Living Alone,0,0
2020/21,North Lanarkshire,Community alarm only,0-17 years,Unknown,0,0
2020/21,North Lanarkshire,Community alarm only,0-17 years,Not Recorded,0,0
2020/21,North Lanarkshire,Community alarm only,18-64 years,Living Alone,35,2.7
2020/21,North Lanarkshire,Community alarm only,18-64 years,Not Living Alone,0,0
2020/21,North Lanarkshire,Community alarm only,18-64 years,Unknown,1240,97.3
2020/21,North Lanarkshire,Community alarm only,18-64 years,Not Recorded,0,0
2020/21,North Lanarkshire,Community alarm only,65-74 years,Living Alone,100,5.7
2020/21,North Lanarkshire,Community alarm only,65-74 years,Not Living Alone,0,0
2020/21,North Lanarkshire,Community alarm only,65-74 years,Unknown,1665,94.3
2020/21,North Lanarkshire,Community alarm only,65-74 years,Not Recorded,0,0
2020/21,North Lanarkshire,Community alarm only,75-84 years,Living Alone,225,6.3
2020/21,North Lanarkshire,Community alarm only,75-84 years,Not Living Alone,0,0
2020/21,North Lanarkshire,Community alarm only,75-84 years,Unknown,3350,93.7
2020/21,North Lanarkshire,Community alarm only,75-84 years,Not Recorded,0,0
2020/21,North Lanarkshire,Community alarm only,85+ years,Living Alone,240,9
2020/21,North Lanarkshire,Community alarm only,85+ years,Not Living Alone,0,0
2020/21,North Lanarkshire,Community alarm only,85+ years,Unknown,2430,91
2020/21,North Lanarkshire,Community alarm only,85+ years,Not Recorded,0,0
2020/21,North Lanarkshire,Community alarm only,Unknown,Living Alone,0,0
2020/21,North Lanarkshire,Community alarm only,Unknown,Not Living Alone,0,0
2020/21,North Lanarkshire,Community alarm only,Unknown,Unknown,5,100
2020/21,North Lanarkshire,Community alarm only,Unknown,Not Recorded,0,0
2020/21,North Lanarkshire,Telecare only,All Ages,Living Alone,40,7.1
2020/21,North Lanarkshire,Telecare only,All Ages,Not Living Alone,0,0
2020/21,North Lanarkshire,Telecare only,All Ages,Unknown,525,92.9
2020/21,North Lanarkshire,Telecare only,All Ages,Not Recorded,0,0
2020/21,North Lanarkshire,Telecare only,0-17 years,Living Alone,0,0
2020/21,North Lanarkshire,Telecare only,0-17 years,Not Living Alone,0,0
2020/21,North Lanarkshire,Telecare only,0-17 years,Unknown,45,100
2020/21,North Lanarkshire,Telecare only,0-17 years,Not Recorded,0,0
2020/21,North Lanarkshire,Telecare only,18-64 years,Living Alone,5,1.9
2020/21,North Lanarkshire,Telecare only,18-64 years,Not Living Alone,0,0
2020/21,North Lanarkshire,Telecare only,18-64 years,Unknown,260,98.1
2020/21,North Lanarkshire,Telecare only,18-64 years,Not Recorded,0,0
2020/21,North Lanarkshire,Telecare only,65-74 years,Living Alone,5,7.7
2020/21,North Lanarkshire,Telecare only,65-74 years,Not Living Alone,0,0
2020/21,North Lanarkshire,Telecare only,65-74 years,Unknown,60,92.3
2020/21,North Lanarkshire,Telecare only,65-74 years,Not Recorded,0,0
2020/21,North Lanarkshire,Telecare only,75-84 years,Living Alone,10,14.3
2020/21,North Lanarkshire,Telecare only,75-84 years,Not Living Alone,0,0
2020/21,North Lanarkshire,Telecare only,75-84 years,Unknown,60,85.7
2020/21,North Lanarkshire,Telecare only,75-84 years,Not Recorded,0,0
2020/21,North Lanarkshire,Telecare only,85+ years,Living Alone,20,16.7
2020/21,North Lanarkshire,Telecare only,85+ years,Not Living Alone,0,0
2020/21,North Lanarkshire,Telecare only,85+ years,Unknown,100,83.3
2020/21,North Lanarkshire,Telecare only,85+ years,Not Recorded,0,0
2020/21,North Lanarkshire,Telecare only,Unknown,Living Alone,0,0
2020/21,North Lanarkshire,Telecare only,Unknown,Not Living Alone,0,0
2020/21,North Lanarkshire,Telecare only,Unknown,Unknown,0,0
2020/21,North Lanarkshire,Telecare only,Unknown,Not Recorded,0,0
2020/21,North Lanarkshire,Receiving both community alarm and telecare,All Ages,Living Alone,140,12.3
2020/21,North Lanarkshire,Receiving both community alarm and telecare,All Ages,Not Living Alone,0,0
2020/21,North Lanarkshire,Receiving both community alarm and telecare,All Ages,Unknown,995,87.7
2020/21,North Lanarkshire,Receiving both community alarm and telecare,All Ages,Not Recorded,0,0
2020/21,North Lanarkshire,Receiving both community alarm and telecare,0-17 years,Living Alone,0,0
2020/21,North Lanarkshire,Receiving both community alarm and telecare,0-17 years,Not Living Alone,0,0
2020/21,North Lanarkshire,Receiving both community alarm and telecare,0-17 years,Unknown,0,0
2020/21,North Lanarkshire,Receiving both community alarm and telecare,0-17 years,Not Recorded,0,0
2020/21,North Lanarkshire,Receiving both community alarm and telecare,18-64 years,Living Alone,20,5.6
2020/21,North Lanarkshire,Receiving both community alarm and telecare,18-64 years,Not Living Alone,0,0
2020/21,North Lanarkshire,Receiving both community alarm and telecare,18-64 years,Unknown,335,94.4
2020/21,North Lanarkshire,Receiving both community alarm and telecare,18-64 years,Not Recorded,0,0
2020/21,North Lanarkshire,Receiving both community alarm and telecare,65-74 years,Living Alone,15,8.1
2020/21,North Lanarkshire,Receiving both community alarm and telecare,65-74 years,Not Living Alone,0,0
2020/21,North Lanarkshire,Receiving both community alarm and telecare,65-74 years,Unknown,170,91.9
2020/21,North Lanarkshire,Receiving both community alarm and telecare,65-74 years,Not Recorded,0,0
2020/21,North Lanarkshire,Receiving both community alarm and telecare,75-84 years,Living Alone,45,14.5
2020/21,North Lanarkshire,Receiving both community alarm and telecare,75-84 years,Not Living Alone,0,0
2020/21,North Lanarkshire,Receiving both community alarm and telecare,75-84 years,Unknown,265,85.5
2020/21,North Lanarkshire,Receiving both community alarm and telecare,75-84 years,Not Recorded,0,0
2020/21,North Lanarkshire,Receiving both community alarm and telecare,85+ years,Living Alone,60,21.1
2020/21,North Lanarkshire,Receiving both community alarm and telecare,85+ years,Not Living Alone,0,0
2020/21,North Lanarkshire,Receiving both community alarm and telecare,85+ years,Unknown,225,78.9
2020/21,North Lanarkshire,Receiving both community alarm and telecare,85+ years,Not Recorded,0,0
2020/21,North Lanarkshire,Receiving both community alarm and telecare,Unknown,Living Alone,0,0
2020/21,North Lanarkshire,Receiving both community alarm and telecare,Unknown,Not Living Alone,0,0
2020/21,North Lanarkshire,Receiving both community alarm and telecare,Unknown,Unknown,0,0
2020/21,North Lanarkshire,Receiving both community alarm and telecare,Unknown,Not Recorded,0,0
2020/21,North Lanarkshire,Total community alarms and/or telecare,All Ages,Living Alone,780,7.1
2020/21,North Lanarkshire,Total community alarms and/or telecare,All Ages,Not Living Alone,0,0
2020/21,North Lanarkshire,Total community alarms and/or telecare,All Ages,Unknown,10210,92.9
2020/21,North Lanarkshire,Total community alarms and/or telecare,All Ages,Not Recorded,0,0
2020/21,North Lanarkshire,Total community alarms and/or telecare,0-17 years,Living Alone,0,0
2020/21,North Lanarkshire,Total community alarms and/or telecare,0-17 years,Not Living Alone,0,0
2020/21,North Lanarkshire,Total community alarms and/or telecare,0-17 years,Unknown,45,100
2020/21,North Lanarkshire,Total community alarms and/or telecare,0-17 years,Not Recorded,0,0
2020/21,North Lanarkshire,Total community alarms and/or telecare,18-64 years,Living Alone,60,3.2
2020/21,North Lanarkshire,Total community alarms and/or telecare,18-64 years,Not Living Alone,0,0
2020/21,North Lanarkshire,Total community alarms and/or telecare,18-64 years,Unknown,1840,96.8
2020/21,North Lanarkshire,Total community alarms and/or telecare,18-64 years,Not Recorded,0,0
2020/21,North Lanarkshire,Total community alarms and/or telecare,65-74 years,Living Alone,120,6
2020/21,North Lanarkshire,Total community alarms and/or telecare,65-74 years,Not Living Alone,0,0
2020/21,North Lanarkshire,Total community alarms and/or telecare,65-74 years,Unknown,1890,94
2020/21,North Lanarkshire,Total community alarms and/or telecare,65-74 years,Not Recorded,0,0
2020/21,North Lanarkshire,Total community alarms and/or telecare,75-84 years,Living Alone,280,7.1
2020/21,North Lanarkshire,Total community alarms and/or telecare,75-84 years,Not Living Alone,0,0
2020/21,North Lanarkshire,Total community alarms and/or telecare,75-84 years,Unknown,3680,92.9
2020/21,North Lanarkshire,Total community alarms and/or telecare,75-84 years,Not Recorded,0,0
2020/21,North Lanarkshire,Total community alarms and/or telecare,85+ years,Living Alone,320,10.4
2020/21,North Lanarkshire,Total community alarms and/or telecare,85+ years,Not Living Alone,0,0
2020/21,North Lanarkshire,Total community alarms and/or telecare,85+ years,Unknown,2755,89.6
2020/21,North Lanarkshire,Total community alarms and/or telecare,85+ years,Not Recorded,0,0
2020/21,North Lanarkshire,Total community alarms and/or telecare,Unknown,Living Alone,0,0
2020/21,North Lanarkshire,Total community alarms and/or telecare,Unknown,Not Living Alone,0,0
2020/21,North Lanarkshire,Total community alarms and/or telecare,Unknown,Unknown,5,100
2020/21,North Lanarkshire,Total community alarms and/or telecare,Unknown,Not Recorded,0,0
2019/20,Orkney Islands,Community alarm only,All Ages,Living Alone,5,0.7
2019/20,Orkney Islands,Community alarm only,All Ages,Not Living Alone,0,0
2019/20,Orkney Islands,Community alarm only,All Ages,Unknown,760,99.3
2019/20,Orkney Islands,Community alarm only,All Ages,Not Recorded,0,0
2019/20,Orkney Islands,Community alarm only,18-64 years,Living Alone,0,0
2019/20,Orkney Islands,Community alarm only,18-64 years,Not Living Alone,0,0
2019/20,Orkney Islands,Community alarm only,18-64 years,Unknown,85,100
2019/20,Orkney Islands,Community alarm only,18-64 years,Not Recorded,0,0
2019/20,Orkney Islands,Community alarm only,65-74 years,Living Alone,0,0
2019/20,Orkney Islands,Community alarm only,65-74 years,Not Living Alone,0,0
2019/20,Orkney Islands,Community alarm only,65-74 years,Unknown,120,100
2019/20,Orkney Islands,Community alarm only,65-74 years,Not Recorded,0,0
2019/20,Orkney Islands,Community alarm only,75-84 years,Living Alone,5,1.6
2019/20,Orkney Islands,Community alarm only,75-84 years,Not Living Alone,0,0
2019/20,Orkney Islands,Community alarm only,75-84 years,Unknown,315,98.4
2019/20,Orkney Islands,Community alarm only,75-84 years,Not Recorded,0,0
2019/20,Orkney Islands,Community alarm only,85+ years,Living Alone,0,0
2019/20,Orkney Islands,Community alarm only,85+ years,Not Living Alone,0,0
2019/20,Orkney Islands,Community alarm only,85+ years,Unknown,240,100
2019/20,Orkney Islands,Community alarm only,85+ years,Not Recorded,0,0
2019/20,Orkney Islands,Telecare only,All Ages,Living Alone,0,0
2019/20,Orkney Islands,Telecare only,All Ages,Not Living Alone,0,0
2019/20,Orkney Islands,Telecare only,All Ages,Unknown,20,100
2019/20,Orkney Islands,Telecare only,All Ages,Not Recorded,0,0
2019/20,Orkney Islands,Telecare only,18-64 years,Living Alone,0,0
2019/20,Orkney Islands,Telecare only,18-64 years,Not Living Alone,0,0
2019/20,Orkney Islands,Telecare only,18-64 years,Unknown,10,100
2019/20,Orkney Islands,Telecare only,18-64 years,Not Recorded,0,0
2019/20,Orkney Islands,Telecare only,65-74 years,Living Alone,0,0
2019/20,Orkney Islands,Telecare only,65-74 years,Not Living Alone,0,0
2019/20,Orkney Islands,Telecare only,65-74 years,Unknown,5,100
