financial_year,sending_location,age_group,simd,measure,value
2020/21,Moray,All Ages,2,SIMD Quintile Proportion,21.3
2020/21,Moray,All Ages,3,Number of People,350
2020/21,Moray,All Ages,3,SIMD Quintile Proportion,18.2
2020/21,Moray,All Ages,4,Number of People,395
2020/21,Moray,All Ages,4,SIMD Quintile Proportion,20.5
2020/21,Moray,All Ages,5 (Least Deprived),Number of People,325
2020/21,Moray,All Ages,5 (Least Deprived),SIMD Quintile Proportion,16.9
2020/21,Moray,All Ages,Unknown,Number of People,5
2020/21,Moray,All Ages,Unknown,SIMD Quintile Proportion,0.3
2020/21,Moray,0-17 years,1 (Most Deprived),Number of People,0
2020/21,Moray,0-17 years,1 (Most Deprived),SIMD Quintile Proportion,NA
2020/21,Moray,0-17 years,2,Number of People,0
2020/21,Moray,0-17 years,2,SIMD Quintile Proportion,NA
2020/21,Moray,0-17 years,3,Number of People,0
2020/21,Moray,0-17 years,3,SIMD Quintile Proportion,NA
2020/21,Moray,0-17 years,4,Number of People,0
2020/21,Moray,0-17 years,4,SIMD Quintile Proportion,NA
2020/21,Moray,0-17 years,5 (Least Deprived),Number of People,0
2020/21,Moray,0-17 years,5 (Least Deprived),SIMD Quintile Proportion,NA
2020/21,Moray,0-17 years,Unknown,Number of People,0
2020/21,Moray,0-17 years,Unknown,SIMD Quintile Proportion,NA
2020/21,Moray,18-64 years,1 (Most Deprived),Number of People,65
2020/21,Moray,18-64 years,1 (Most Deprived),SIMD Quintile Proportion,29.5
2020/21,Moray,18-64 years,2,Number of People,50
2020/21,Moray,18-64 years,2,SIMD Quintile Proportion,22.7
2020/21,Moray,18-64 years,3,Number of People,35
2020/21,Moray,18-64 years,3,SIMD Quintile Proportion,15.9
2020/21,Moray,18-64 years,4,Number of People,40
2020/21,Moray,18-64 years,4,SIMD Quintile Proportion,18.2
2020/21,Moray,18-64 years,5 (Least Deprived),Number of People,30
2020/21,Moray,18-64 years,5 (Least Deprived),SIMD Quintile Proportion,13.6
2020/21,Moray,18-64 years,Unknown,Number of People,0
2020/21,Moray,18-64 years,Unknown,SIMD Quintile Proportion,0
2020/21,Moray,65-74 years,1 (Most Deprived),Number of People,75
2020/21,Moray,65-74 years,1 (Most Deprived),SIMD Quintile Proportion,29.4
2020/21,Moray,65-74 years,2,Number of People,50
2020/21,Moray,65-74 years,2,SIMD Quintile Proportion,19.6
2020/21,Moray,65-74 years,3,Number of People,40
2020/21,Moray,65-74 years,3,SIMD Quintile Proportion,15.7
2020/21,Moray,65-74 years,4,Number of People,60
2020/21,Moray,65-74 years,4,SIMD Quintile Proportion,23.5
2020/21,Moray,65-74 years,5 (Least Deprived),Number of People,30
2020/21,Moray,65-74 years,5 (Least Deprived),SIMD Quintile Proportion,11.8
2020/21,Moray,65-74 years,Unknown,Number of People,0
2020/21,Moray,65-74 years,Unknown,SIMD Quintile Proportion,0
2020/21,Moray,75-84 years,1 (Most Deprived),Number of People,135
2020/21,Moray,75-84 years,1 (Most Deprived),SIMD Quintile Proportion,22
2020/21,Moray,75-84 years,2,Number of People,140
2020/21,Moray,75-84 years,2,SIMD Quintile Proportion,22.8
2020/21,Moray,75-84 years,3,Number of People,110
2020/21,Moray,75-84 years,3,SIMD Quintile Proportion,17.9
2020/21,Moray,75-84 years,4,Number of People,125
2020/21,Moray,75-84 years,4,SIMD Quintile Proportion,20.3
2020/21,Moray,75-84 years,5 (Least Deprived),Number of People,105
2020/21,Moray,75-84 years,5 (Least Deprived),SIMD Quintile Proportion,17.1
2020/21,Moray,75-84 years,Unknown,Number of People,0
2020/21,Moray,75-84 years,Unknown,SIMD Quintile Proportion,0
2020/21,Moray,85+ years,1 (Most Deprived),Number of People,165
2020/21,Moray,85+ years,1 (Most Deprived),SIMD Quintile Proportion,19.8
2020/21,Moray,85+ years,2,Number of People,170
2020/21,Moray,85+ years,2,SIMD Quintile Proportion,20.4
2020/21,Moray,85+ years,3,Number of People,165
2020/21,Moray,85+ years,3,SIMD Quintile Proportion,19.8
2020/21,Moray,85+ years,4,Number of People,170
2020/21,Moray,85+ years,4,SIMD Quintile Proportion,20.4
2020/21,Moray,85+ years,5 (Least Deprived),Number of People,165
2020/21,Moray,85+ years,5 (Least Deprived),SIMD Quintile Proportion,19.8
2020/21,Moray,85+ years,Unknown,Number of People,0
2020/21,Moray,85+ years,Unknown,SIMD Quintile Proportion,0
2020/21,North Ayrshire,All Ages,1 (Most Deprived),Number of People,1260
2020/21,North Ayrshire,All Ages,1 (Most Deprived),SIMD Quintile Proportion,24
2020/21,North Ayrshire,All Ages,2,Number of People,790
2020/21,North Ayrshire,All Ages,2,SIMD Quintile Proportion,15
2020/21,North Ayrshire,All Ages,3,Number of People,1080
2020/21,North Ayrshire,All Ages,3,SIMD Quintile Proportion,20.6
2020/21,North Ayrshire,All Ages,4,Number of People,1100
2020/21,North Ayrshire,All Ages,4,SIMD Quintile Proportion,20.9
2020/21,North Ayrshire,All Ages,5 (Least Deprived),Number of People,995
2020/21,North Ayrshire,All Ages,5 (Least Deprived),SIMD Quintile Proportion,18.9
2020/21,North Ayrshire,All Ages,Unknown,Number of People,30
2020/21,North Ayrshire,All Ages,Unknown,SIMD Quintile Proportion,0.6
2020/21,North Ayrshire,0-17 years,1 (Most Deprived),Number of People,5
2020/21,North Ayrshire,0-17 years,1 (Most Deprived),SIMD Quintile Proportion,33.3
2020/21,North Ayrshire,0-17 years,2,Number of People,5
2020/21,North Ayrshire,0-17 years,2,SIMD Quintile Proportion,33.3
2020/21,North Ayrshire,0-17 years,3,Number of People,0
2020/21,North Ayrshire,0-17 years,3,SIMD Quintile Proportion,0
2020/21,North Ayrshire,0-17 years,4,Number of People,5
2020/21,North Ayrshire,0-17 years,4,SIMD Quintile Proportion,33.3
2020/21,North Ayrshire,0-17 years,5 (Least Deprived),Number of People,0
2020/21,North Ayrshire,0-17 years,5 (Least Deprived),SIMD Quintile Proportion,0
2020/21,North Ayrshire,0-17 years,Unknown,Number of People,0
2020/21,North Ayrshire,0-17 years,Unknown,SIMD Quintile Proportion,0
2020/21,North Ayrshire,18-64 years,1 (Most Deprived),Number of People,220
2020/21,North Ayrshire,18-64 years,1 (Most Deprived),SIMD Quintile Proportion,35.8
2020/21,North Ayrshire,18-64 years,2,Number of People,115
2020/21,North Ayrshire,18-64 years,2,SIMD Quintile Proportion,18.7
2020/21,North Ayrshire,18-64 years,3,Number of People,140
2020/21,North Ayrshire,18-64 years,3,SIMD Quintile Proportion,22.8
2020/21,North Ayrshire,18-64 years,4,Number of People,90
2020/21,North Ayrshire,18-64 years,4,SIMD Quintile Proportion,14.6
2020/21,North Ayrshire,18-64 years,5 (Least Deprived),Number of People,50
2020/21,North Ayrshire,18-64 years,5 (Least Deprived),SIMD Quintile Proportion,8.1
2020/21,North Ayrshire,18-64 years,Unknown,Number of People,0
2020/21,North Ayrshire,18-64 years,Unknown,SIMD Quintile Proportion,0
2020/21,North Ayrshire,65-74 years,1 (Most Deprived),Number of People,265
2020/21,North Ayrshire,65-74 years,1 (Most Deprived),SIMD Quintile Proportion,29.9
2020/21,North Ayrshire,65-74 years,2,Number of People,140
2020/21,North Ayrshire,65-74 years,2,SIMD Quintile Proportion,15.8
2020/21,North Ayrshire,65-74 years,3,Number of People,195
2020/21,North Ayrshire,65-74 years,3,SIMD Quintile Proportion,22
2020/21,North Ayrshire,65-74 years,4,Number of People,175
2020/21,North Ayrshire,65-74 years,4,SIMD Quintile Proportion,19.8
2020/21,North Ayrshire,65-74 years,5 (Least Deprived),Number of People,100
2020/21,North Ayrshire,65-74 years,5 (Least Deprived),SIMD Quintile Proportion,11.3
2020/21,North Ayrshire,65-74 years,Unknown,Number of People,10
2020/21,North Ayrshire,65-74 years,Unknown,SIMD Quintile Proportion,1.1
2020/21,North Ayrshire,75-84 years,1 (Most Deprived),Number of People,450
2020/21,North Ayrshire,75-84 years,1 (Most Deprived),SIMD Quintile Proportion,22.9
2020/21,North Ayrshire,75-84 years,2,Number of People,290
2020/21,North Ayrshire,75-84 years,2,SIMD Quintile Proportion,14.8
2020/21,North Ayrshire,75-84 years,3,Number of People,385
2020/21,North Ayrshire,75-84 years,3,SIMD Quintile Proportion,19.6
2020/21,North Ayrshire,75-84 years,4,Number of People,430
2020/21,North Ayrshire,75-84 years,4,SIMD Quintile Proportion,21.9
2020/21,North Ayrshire,75-84 years,5 (Least Deprived),Number of People,400
2020/21,North Ayrshire,75-84 years,5 (Least Deprived),SIMD Quintile Proportion,20.4
2020/21,North Ayrshire,75-84 years,Unknown,Number of People,10
2020/21,North Ayrshire,75-84 years,Unknown,SIMD Quintile Proportion,0.5
2020/21,North Ayrshire,85+ years,1 (Most Deprived),Number of People,315
2020/21,North Ayrshire,85+ years,1 (Most Deprived),SIMD Quintile Proportion,17.7
2020/21,North Ayrshire,85+ years,2,Number of People,245
2020/21,North Ayrshire,85+ years,2,SIMD Quintile Proportion,13.8
2020/21,North Ayrshire,85+ years,3,Number of People,360
2020/21,North Ayrshire,85+ years,3,SIMD Quintile Proportion,20.3
2020/21,North Ayrshire,85+ years,4,Number of People,405
2020/21,North Ayrshire,85+ years,4,SIMD Quintile Proportion,22.8
2020/21,North Ayrshire,85+ years,5 (Least Deprived),Number of People,440
2020/21,North Ayrshire,85+ years,5 (Least Deprived),SIMD Quintile Proportion,24.8
2020/21,North Ayrshire,85+ years,Unknown,Number of People,10
2020/21,North Ayrshire,85+ years,Unknown,SIMD Quintile Proportion,0.6
2020/21,North Ayrshire,Unknown,1 (Most Deprived),Number of People,5
2020/21,North Ayrshire,Unknown,1 (Most Deprived),SIMD Quintile Proportion,100
2020/21,North Ayrshire,Unknown,2,Number of People,0
2020/21,North Ayrshire,Unknown,2,SIMD Quintile Proportion,0
2020/21,North Ayrshire,Unknown,3,Number of People,0
2020/21,North Ayrshire,Unknown,3,SIMD Quintile Proportion,0
2020/21,North Ayrshire,Unknown,4,Number of People,0
2020/21,North Ayrshire,Unknown,4,SIMD Quintile Proportion,0
2020/21,North Ayrshire,Unknown,5 (Least Deprived),Number of People,0
2020/21,North Ayrshire,Unknown,5 (Least Deprived),SIMD Quintile Proportion,0
2020/21,North Ayrshire,Unknown,Unknown,Number of People,0
2020/21,North Ayrshire,Unknown,Unknown,SIMD Quintile Proportion,0
2020/21,North Lanarkshire,All Ages,1 (Most Deprived),Number of People,2680
2020/21,North Lanarkshire,All Ages,1 (Most Deprived),SIMD Quintile Proportion,24.4
2020/21,North Lanarkshire,All Ages,2,Number of People,2695
2020/21,North Lanarkshire,All Ages,2,SIMD Quintile Proportion,24.5
2020/21,North Lanarkshire,All Ages,3,Number of People,2495
2020/21,North Lanarkshire,All Ages,3,SIMD Quintile Proportion,22.7
2020/21,North Lanarkshire,All Ages,4,Number of People,1880
2020/21,North Lanarkshire,All Ages,4,SIMD Quintile Proportion,17.1
2020/21,North Lanarkshire,All Ages,5 (Least Deprived),Number of People,1235
2020/21,North Lanarkshire,All Ages,5 (Least Deprived),SIMD Quintile Proportion,11.2
2020/21,North Lanarkshire,All Ages,Unknown,Number of People,10
2020/21,North Lanarkshire,All Ages,Unknown,SIMD Quintile Proportion,0.1
2020/21,North Lanarkshire,0-17 years,1 (Most Deprived),Number of People,15
2020/21,North Lanarkshire,0-17 years,1 (Most Deprived),SIMD Quintile Proportion,33.3
2020/21,North Lanarkshire,0-17 years,2,Number of People,10
2020/21,North Lanarkshire,0-17 years,2,SIMD Quintile Proportion,22.2
2020/21,North Lanarkshire,0-17 years,3,Number of People,10
2020/21,North Lanarkshire,0-17 years,3,SIMD Quintile Proportion,22.2
2020/21,North Lanarkshire,0-17 years,4,Number of People,5
2020/21,North Lanarkshire,0-17 years,4,SIMD Quintile Proportion,11.1
2020/21,North Lanarkshire,0-17 years,5 (Least Deprived),Number of People,5
2020/21,North Lanarkshire,0-17 years,5 (Least Deprived),SIMD Quintile Proportion,11.1
2020/21,North Lanarkshire,0-17 years,Unknown,Number of People,0
2020/21,North Lanarkshire,0-17 years,Unknown,SIMD Quintile Proportion,0
2020/21,North Lanarkshire,18-64 years,1 (Most Deprived),Number of People,550
2020/21,North Lanarkshire,18-64 years,1 (Most Deprived),SIMD Quintile Proportion,29.1
2020/21,North Lanarkshire,18-64 years,2,Number of People,525
2020/21,North Lanarkshire,18-64 years,2,SIMD Quintile Proportion,27.8
2020/21,North Lanarkshire,18-64 years,3,Number of People,405
2020/21,North Lanarkshire,18-64 years,3,SIMD Quintile Proportion,21.4
2020/21,North Lanarkshire,18-64 years,4,Number of People,275
2020/21,North Lanarkshire,18-64 years,4,SIMD Quintile Proportion,14.6
2020/21,North Lanarkshire,18-64 years,5 (Least Deprived),Number of People,135
2020/21,North Lanarkshire,18-64 years,5 (Least Deprived),SIMD Quintile Proportion,7.1
2020/21,North Lanarkshire,18-64 years,Unknown,Number of People,0
2020/21,North Lanarkshire,18-64 years,Unknown,SIMD Quintile Proportion,0
2020/21,North Lanarkshire,65-74 years,1 (Most Deprived),Number of People,550
2020/21,North Lanarkshire,65-74 years,1 (Most Deprived),SIMD Quintile Proportion,27.3
2020/21,North Lanarkshire,65-74 years,2,Number of People,520
2020/21,North Lanarkshire,65-74 years,2,SIMD Quintile Proportion,25.8
2020/21,North Lanarkshire,65-74 years,3,Number of People,425
2020/21,North Lanarkshire,65-74 years,3,SIMD Quintile Proportion,21.1
2020/21,North Lanarkshire,65-74 years,4,Number of People,320
2020/21,North Lanarkshire,65-74 years,4,SIMD Quintile Proportion,15.9
2020/21,North Lanarkshire,65-74 years,5 (Least Deprived),Number of People,200
2020/21,North Lanarkshire,65-74 years,5 (Least Deprived),SIMD Quintile Proportion,9.9
2020/21,North Lanarkshire,65-74 years,Unknown,Number of People,0
2020/21,North Lanarkshire,65-74 years,Unknown,SIMD Quintile Proportion,0
2020/21,North Lanarkshire,75-84 years,1 (Most Deprived),Number of People,925
2020/21,North Lanarkshire,75-84 years,1 (Most Deprived),SIMD Quintile Proportion,23.4
2020/21,North Lanarkshire,75-84 years,2,Number of People,935
2020/21,North Lanarkshire,75-84 years,2,SIMD Quintile Proportion,23.6
2020/21,North Lanarkshire,75-84 years,3,Number of People,920
2020/21,North Lanarkshire,75-84 years,3,SIMD Quintile Proportion,23.2
2020/21,North Lanarkshire,75-84 years,4,Number of People,690
2020/21,North Lanarkshire,75-84 years,4,SIMD Quintile Proportion,17.4
2020/21,North Lanarkshire,75-84 years,5 (Least Deprived),Number of People,485
2020/21,North Lanarkshire,75-84 years,5 (Least Deprived),SIMD Quintile Proportion,12.2
2020/21,North Lanarkshire,75-84 years,Unknown,Number of People,5
2020/21,North Lanarkshire,75-84 years,Unknown,SIMD Quintile Proportion,0.1
2020/21,North Lanarkshire,85+ years,1 (Most Deprived),Number of People,640
2020/21,North Lanarkshire,85+ years,1 (Most Deprived),SIMD Quintile Proportion,20.8
2020/21,North Lanarkshire,85+ years,2,Number of People,705
2020/21,North Lanarkshire,85+ years,2,SIMD Quintile Proportion,23
2020/21,North Lanarkshire,85+ years,3,Number of People,730
2020/21,North Lanarkshire,85+ years,3,SIMD Quintile Proportion,23.8
2020/21,North Lanarkshire,85+ years,4,Number of People,580
2020/21,North Lanarkshire,85+ years,4,SIMD Quintile Proportion,18.9
2020/21,North Lanarkshire,85+ years,5 (Least Deprived),Number of People,410
2020/21,North Lanarkshire,85+ years,5 (Least Deprived),SIMD Quintile Proportion,13.4
2020/21,North Lanarkshire,85+ years,Unknown,Number of People,5
2020/21,North Lanarkshire,85+ years,Unknown,SIMD Quintile Proportion,0.2
2020/21,North Lanarkshire,Unknown,1 (Most Deprived),Number of People,0
2020/21,North Lanarkshire,Unknown,1 (Most Deprived),SIMD Quintile Proportion,NA
2020/21,North Lanarkshire,Unknown,2,Number of People,0
2020/21,North Lanarkshire,Unknown,2,SIMD Quintile Proportion,NA
2020/21,North Lanarkshire,Unknown,3,Number of People,0
2020/21,North Lanarkshire,Unknown,3,SIMD Quintile Proportion,NA
2020/21,North Lanarkshire,Unknown,4,Number of People,0
2020/21,North Lanarkshire,Unknown,4,SIMD Quintile Proportion,NA
2020/21,North Lanarkshire,Unknown,5 (Least Deprived),Number of People,0
2020/21,North Lanarkshire,Unknown,5 (Least Deprived),SIMD Quintile Proportion,NA
2020/21,North Lanarkshire,Unknown,Unknown,Number of People,0
2020/21,North Lanarkshire,Unknown,Unknown,SIMD Quintile Proportion,NA
2020/21,Perth and Kinross,All Ages,1 (Most Deprived),Number of People,790
2020/21,Perth and Kinross,All Ages,1 (Most Deprived),SIMD Quintile Proportion,20.2
2020/21,Perth and Kinross,All Ages,2,Number of People,810
2020/21,Perth and Kinross,All Ages,2,SIMD Quintile Proportion,20.7
2020/21,Perth and Kinross,All Ages,3,Number of People,740
2020/21,Perth and Kinross,All Ages,3,SIMD Quintile Proportion,18.9
2020/21,Perth and Kinross,All Ages,4,Number of People,730
2020/21,Perth and Kinross,All Ages,4,SIMD Quintile Proportion,18.7
2020/21,Perth and Kinross,All Ages,5 (Least Deprived),Number of People,830
2020/21,Perth and Kinross,All Ages,5 (Least Deprived),SIMD Quintile Proportion,21.2
2020/21,Perth and Kinross,All Ages,Unknown,Number of People,10
2020/21,Perth and Kinross,All Ages,Unknown,SIMD Quintile Proportion,0.3
2020/21,Perth and Kinross,0-17 years,1 (Most Deprived),Number of People,0
2020/21,Perth and Kinross,0-17 years,1 (Most Deprived),SIMD Quintile Proportion,NA
2020/21,Perth and Kinross,0-17 years,2,Number of People,0
2020/21,Perth and Kinross,0-17 years,2,SIMD Quintile Proportion,NA
2020/21,Perth and Kinross,0-17 years,3,Number of People,0
2020/21,Perth and Kinross,0-17 years,3,SIMD Quintile Proportion,NA
2020/21,Perth and Kinross,0-17 years,4,Number of People,0
2020/21,Perth and Kinross,0-17 years,4,SIMD Quintile Proportion,NA
2020/21,Perth and Kinross,0-17 years,5 (Least Deprived),Number of People,0
2020/21,Perth and Kinross,0-17 years,5 (Least Deprived),SIMD Quintile Proportion,NA
2020/21,Perth and Kinross,0-17 years,Unknown,Number of People,0
2020/21,Perth and Kinross,0-17 years,Unknown,SIMD Quintile Proportion,NA
2020/21,Perth and Kinross,18-64 years,1 (Most Deprived),Number of People,230
2020/21,Perth and Kinross,18-64 years,1 (Most Deprived),SIMD Quintile Proportion,41.1
2020/21,Perth and Kinross,18-64 years,2,Number of People,115
2020/21,Perth and Kinross,18-64 years,2,SIMD Quintile Proportion,20.5
2020/21,Perth and Kinross,18-64 years,3,Number of People,85
2020/21,Perth and Kinross,18-64 years,3,SIMD Quintile Proportion,15.2
2020/21,Perth and Kinross,18-64 years,4,Number of People,70
2020/21,Perth and Kinross,18-64 years,4,SIMD Quintile Proportion,12.5
2020/21,Perth and Kinross,18-64 years,5 (Least Deprived),Number of People,60
2020/21,Perth and Kinross,18-64 years,5 (Least Deprived),SIMD Quintile Proportion,10.7
2020/21,Perth and Kinross,18-64 years,Unknown,Number of People,0
2020/21,Perth and Kinross,18-64 years,Unknown,SIMD Quintile Proportion,0
2020/21,Perth and Kinross,65-74 years,1 (Most Deprived),Number of People,140
2020/21,Perth and Kinross,65-74 years,1 (Most Deprived),SIMD Quintile Proportion,28.3
2020/21,Perth and Kinross,65-74 years,2,Number of People,110
2020/21,Perth and Kinross,65-74 years,2,SIMD Quintile Proportion,22.2
2020/21,Perth and Kinross,65-74 years,3,Number of People,85
2020/21,Perth and Kinross,65-74 years,3,SIMD Quintile Proportion,17.2
2020/21,Perth and Kinross,65-74 years,4,Number of People,85
2020/21,Perth and Kinross,65-74 years,4,SIMD Quintile Proportion,17.2
2020/21,Perth and Kinross,65-74 years,5 (Least Deprived),Number of People,75
2020/21,Perth and Kinross,65-74 years,5 (Least Deprived),SIMD Quintile Proportion,15.2
2020/21,Perth and Kinross,65-74 years,Unknown,Number of People,0
2020/21,Perth and Kinross,65-74 years,Unknown,SIMD Quintile Proportion,0
2020/21,Perth and Kinross,75-84 years,1 (Most Deprived),Number of People,195
2020/21,Perth and Kinross,75-84 years,1 (Most Deprived),SIMD Quintile Proportion,16.3
2020/21,Perth and Kinross,75-84 years,2,Number of People,260
2020/21,Perth and Kinross,75-84 years,2,SIMD Quintile Proportion,21.8
2020/21,Perth and Kinross,75-84 years,3,Number of People,220
2020/21,Perth and Kinross,75-84 years,3,SIMD Quintile Proportion,18.4
2020/21,Perth and Kinross,75-84 years,4,Number of People,250
2020/21,Perth and Kinross,75-84 years,4,SIMD Quintile Proportion,20.9
2020/21,Perth and Kinross,75-84 years,5 (Least Deprived),Number of People,265
2020/21,Perth and Kinross,75-84 years,5 (Least Deprived),SIMD Quintile Proportion,22.2
2020/21,Perth and Kinross,75-84 years,Unknown,Number of People,5
2020/21,Perth and Kinross,75-84 years,Unknown,SIMD Quintile Proportion,0.4
2020/21,Perth and Kinross,85+ years,1 (Most Deprived),Number of People,230
2020/21,Perth and Kinross,85+ years,1 (Most Deprived),SIMD Quintile Proportion,13.9
2020/21,Perth and Kinross,85+ years,2,Number of People,320
2020/21,Perth and Kinross,85+ years,2,SIMD Quintile Proportion,19.3
2020/21,Perth and Kinross,85+ years,3,Number of People,350
2020/21,Perth and Kinross,85+ years,3,SIMD Quintile Proportion,21.1
2020/21,Perth and Kinross,85+ years,4,Number of People,325
2020/21,Perth and Kinross,85+ years,4,SIMD Quintile Proportion,19.6
2020/21,Perth and Kinross,85+ years,5 (Least Deprived),Number of People,425
2020/21,Perth and Kinross,85+ years,5 (Least Deprived),SIMD Quintile Proportion,25.7
2020/21,Perth and Kinross,85+ years,Unknown,Number of People,5
2020/21,Perth and Kinross,85+ years,Unknown,SIMD Quintile Proportion,0.3
2020/21,Renfrewshire,All Ages,1 (Most Deprived),Number of People,1065
2020/21,Renfrewshire,All Ages,1 (Most Deprived),SIMD Quintile Proportion,24
2020/21,Renfrewshire,All Ages,2,Number of People,930
2020/21,Renfrewshire,All Ages,2,SIMD Quintile Proportion,21
2020/21,Renfrewshire,All Ages,3,Number of People,1160
2020/21,Renfrewshire,All Ages,3,SIMD Quintile Proportion,26.2
2020/21,Renfrewshire,All Ages,4,Number of People,700
2020/21,Renfrewshire,All Ages,4,SIMD Quintile Proportion,15.8
2020/21,Renfrewshire,All Ages,5 (Least Deprived),Number of People,575
2020/21,Renfrewshire,All Ages,5 (Least Deprived),SIMD Quintile Proportion,13
2020/21,Renfrewshire,All Ages,Unknown,Number of People,0
2020/21,Renfrewshire,All Ages,Unknown,SIMD Quintile Proportion,0
2020/21,Renfrewshire,0-17 years,1 (Most Deprived),Number of People,0
2020/21,Renfrewshire,0-17 years,1 (Most Deprived),SIMD Quintile Proportion,NA
2020/21,Renfrewshire,0-17 years,2,Number of People,0
2020/21,Renfrewshire,0-17 years,2,SIMD Quintile Proportion,NA
2020/21,Renfrewshire,0-17 years,3,Number of People,0
2020/21,Renfrewshire,0-17 years,3,SIMD Quintile Proportion,NA
2020/21,Renfrewshire,0-17 years,4,Number of People,0
2020/21,Renfrewshire,0-17 years,4,SIMD Quintile Proportion,NA
2020/21,Renfrewshire,0-17 years,5 (Least Deprived),Number of People,0
2020/21,Renfrewshire,0-17 years,5 (Least Deprived),SIMD Quintile Proportion,NA
2020/21,Renfrewshire,0-17 years,Unknown,Number of People,0
2020/21,Renfrewshire,0-17 years,Unknown,SIMD Quintile Proportion,NA
2020/21,Renfrewshire,18-64 years,1 (Most Deprived),Number of People,170
2020/21,Renfrewshire,18-64 years,1 (Most Deprived),SIMD Quintile Proportion,38.6
2020/21,Renfrewshire,18-64 years,2,Number of People,100
2020/21,Renfrewshire,18-64 years,2,SIMD Quintile Proportion,22.7
2020/21,Renfrewshire,18-64 years,3,Number of People,105
2020/21,Renfrewshire,18-64 years,3,SIMD Quintile Proportion,23.9
2020/21,Renfrewshire,18-64 years,4,Number of People,45
2020/21,Renfrewshire,18-64 years,4,SIMD Quintile Proportion,10.2
2020/21,Renfrewshire,18-64 years,5 (Least Deprived),Number of People,20
2020/21,Renfrewshire,18-64 years,5 (Least Deprived),SIMD Quintile Proportion,4.5
2020/21,Renfrewshire,18-64 years,Unknown,Number of People,0
2020/21,Renfrewshire,18-64 years,Unknown,SIMD Quintile Proportion,0
2020/21,Renfrewshire,65-74 years,1 (Most Deprived),Number of People,190
2020/21,Renfrewshire,65-74 years,1 (Most Deprived),SIMD Quintile Proportion,28.1
2020/21,Renfrewshire,65-74 years,2,Number of People,140
2020/21,Renfrewshire,65-74 years,2,SIMD Quintile Proportion,20.7
2020/21,Renfrewshire,65-74 years,3,Number of People,180
2020/21,Renfrewshire,65-74 years,3,SIMD Quintile Proportion,26.7
2020/21,Renfrewshire,65-74 years,4,Number of People,100
2020/21,Renfrewshire,65-74 years,4,SIMD Quintile Proportion,14.8
2020/21,Renfrewshire,65-74 years,5 (Least Deprived),Number of People,65
2020/21,Renfrewshire,65-74 years,5 (Least Deprived),SIMD Quintile Proportion,9.6
2020/21,Renfrewshire,65-74 years,Unknown,Number of People,0
2020/21,Renfrewshire,65-74 years,Unknown,SIMD Quintile Proportion,0
2020/21,Renfrewshire,75-84 years,1 (Most Deprived),Number of People,380
2020/21,Renfrewshire,75-84 years,1 (Most Deprived),SIMD Quintile Proportion,22.6
2020/21,Renfrewshire,75-84 years,2,Number of People,360
2020/21,Renfrewshire,75-84 years,2,SIMD Quintile Proportion,21.4
2020/21,Renfrewshire,75-84 years,3,Number of People,440
2020/21,Renfrewshire,75-84 years,3,SIMD Quintile Proportion,26.2
2020/21,Renfrewshire,75-84 years,4,Number of People,280
2020/21,Renfrewshire,75-84 years,4,SIMD Quintile Proportion,16.7
2020/21,Renfrewshire,75-84 years,5 (Least Deprived),Number of People,220
2020/21,Renfrewshire,75-84 years,5 (Least Deprived),SIMD Quintile Proportion,13.1
2020/21,Renfrewshire,75-84 years,Unknown,Number of People,0
2020/21,Renfrewshire,75-84 years,Unknown,SIMD Quintile Proportion,0
2020/21,Renfrewshire,85+ years,1 (Most Deprived),Number of People,325
2020/21,Renfrewshire,85+ years,1 (Most Deprived),SIMD Quintile Proportion,19.8
2020/21,Renfrewshire,85+ years,2,Number of People,330
2020/21,Renfrewshire,85+ years,2,SIMD Quintile Proportion,20.1
2020/21,Renfrewshire,85+ years,3,Number of People,440
2020/21,Renfrewshire,85+ years,3,SIMD Quintile Proportion,26.7
2020/21,Renfrewshire,85+ years,4,Number of People,275
2020/21,Renfrewshire,85+ years,4,SIMD Quintile Proportion,16.7
2020/21,Renfrewshire,85+ years,5 (Least Deprived),Number of People,275
2020/21,Renfrewshire,85+ years,5 (Least Deprived),SIMD Quintile Proportion,16.7
2020/21,Renfrewshire,85+ years,Unknown,Number of People,0
2020/21,Renfrewshire,85+ years,Unknown,SIMD Quintile Proportion,0
2020/21,Scottish Borders,All Ages,1 (Most Deprived),Number of People,150
2020/21,Scottish Borders,All Ages,1 (Most Deprived),SIMD Quintile Proportion,22.4
2020/21,Scottish Borders,All Ages,2,Number of People,145
2020/21,Scottish Borders,All Ages,2,SIMD Quintile Proportion,21.6
2020/21,Scottish Borders,All Ages,3,Number of People,125
2020/21,Scottish Borders,All Ages,3,SIMD Quintile Proportion,18.7
2020/21,Scottish Borders,All Ages,4,Number of People,120
2020/21,Scottish Borders,All Ages,4,SIMD Quintile Proportion,17.9
2020/21,Scottish Borders,All Ages,5 (Least Deprived),Number of People,115
2020/21,Scottish Borders,All Ages,5 (Least Deprived),SIMD Quintile Proportion,17.2
2020/21,Scottish Borders,All Ages,Unknown,Number of People,15
2020/21,Scottish Borders,All Ages,Unknown,SIMD Quintile Proportion,2.2
2020/21,Scottish Borders,0-17 years,1 (Most Deprived),Number of People,0
2020/21,Scottish Borders,0-17 years,1 (Most Deprived),SIMD Quintile Proportion,NA
2020/21,Scottish Borders,0-17 years,2,Number of People,0
