financial_year,sending_location,age_group,sds_support_need,nclient,rate
2017/18,Perth and Kinross,Unknown,Social Educational Recreational,0,0
2017/18,Perth and Kinross,All Ages,Other,240,51.66846071044134
2017/18,Perth and Kinross,0-17 years,Other,0,0
2017/18,Perth and Kinross,18-64 years,Other,170,188.88888888888889
2017/18,Perth and Kinross,65-74 years,Other,45,69.76744186046511
2017/18,Perth and Kinross,75-84 years,Other,20,14.598540145985401
2017/18,Perth and Kinross,85+ years,Other,10,5.830903790087463
2017/18,Perth and Kinross,Unknown,Other,0,0
2017/18,Perth and Kinross,All Ages,Not Known,0,0
2017/18,Perth and Kinross,0-17 years,Not Known,0,0
2017/18,Perth and Kinross,18-64 years,Not Known,0,0
2017/18,Perth and Kinross,65-74 years,Not Known,0,0
2017/18,Perth and Kinross,75-84 years,Not Known,0,0
2017/18,Perth and Kinross,85+ years,Not Known,0,0
2017/18,Perth and Kinross,Unknown,Not Known,0,0
2018/19,Perth and Kinross,All Ages,Domestic Care,450,91.83673469387756
2018/19,Perth and Kinross,0-17 years,Domestic Care,5,500
2018/19,Perth and Kinross,18-64 years,Domestic Care,345,348.4848484848485
2018/19,Perth and Kinross,65-74 years,Domestic Care,35,50.72463768115942
2018/19,Perth and Kinross,75-84 years,Domestic Care,35,23.64864864864865
2018/19,Perth and Kinross,85+ years,Domestic Care,30,17.341040462427745
2018/19,Perth and Kinross,Unknown,Domestic Care,0,0
2018/19,Perth and Kinross,All Ages,Equipment and Temporary Adaptations,3540,722.4489795918367
2018/19,Perth and Kinross,0-17 years,Equipment and Temporary Adaptations,5,500
2018/19,Perth and Kinross,18-64 years,Equipment and Temporary Adaptations,435,439.3939393939394
2018/19,Perth and Kinross,65-74 years,Equipment and Temporary Adaptations,480,695.6521739130435
2018/19,Perth and Kinross,75-84 years,Equipment and Temporary Adaptations,1205,814.1891891891892
2018/19,Perth and Kinross,85+ years,Equipment and Temporary Adaptations,1420,820.8092485549133
2018/19,Perth and Kinross,Unknown,Equipment and Temporary Adaptations,0,0
2018/19,Perth and Kinross,All Ages,Health Care,0,0
2018/19,Perth and Kinross,0-17 years,Health Care,0,0
2018/19,Perth and Kinross,18-64 years,Health Care,0,0
2018/19,Perth and Kinross,65-74 years,Health Care,0,0
2018/19,Perth and Kinross,75-84 years,Health Care,0,0
2018/19,Perth and Kinross,85+ years,Health Care,0,0
2018/19,Perth and Kinross,Unknown,Health Care,0,0
2018/19,Perth and Kinross,All Ages,Housing Support,285,58.16326530612245
2018/19,Perth and Kinross,0-17 years,Housing Support,5,500
2018/19,Perth and Kinross,18-64 years,Housing Support,250,252.52525252525254
2018/19,Perth and Kinross,65-74 years,Housing Support,15,21.73913043478261
2018/19,Perth and Kinross,75-84 years,Housing Support,10,6.756756756756757
2018/19,Perth and Kinross,85+ years,Housing Support,5,2.890173410404624
2018/19,Perth and Kinross,Unknown,Housing Support,0,0
2018/19,Perth and Kinross,All Ages,Meals,130,26.53061224489796
2018/19,Perth and Kinross,0-17 years,Meals,0,0
2018/19,Perth and Kinross,18-64 years,Meals,5,5.050505050505051
2018/19,Perth and Kinross,65-74 years,Meals,25,36.231884057971016
2018/19,Perth and Kinross,75-84 years,Meals,35,23.64864864864865
2018/19,Perth and Kinross,85+ years,Meals,60,34.68208092485549
2018/19,Perth and Kinross,Unknown,Meals,0,0
2018/19,Perth and Kinross,All Ages,Personal Care,2090,426.53061224489795
2018/19,Perth and Kinross,0-17 years,Personal Care,5,500
2018/19,Perth and Kinross,18-64 years,Personal Care,350,353.5353535353535
2018/19,Perth and Kinross,65-74 years,Personal Care,265,384.05797101449275
2018/19,Perth and Kinross,75-84 years,Personal Care,610,412.1621621621622
2018/19,Perth and Kinross,85+ years,Personal Care,865,500
2018/19,Perth and Kinross,Unknown,Personal Care,0,0
2018/19,Perth and Kinross,All Ages,Respite,190,38.775510204081634
2018/19,Perth and Kinross,0-17 years,Respite,0,0
2018/19,Perth and Kinross,18-64 years,Respite,60,60.60606060606061
2018/19,Perth and Kinross,65-74 years,Respite,15,21.73913043478261
2018/19,Perth and Kinross,75-84 years,Respite,50,33.78378378378378
2018/19,Perth and Kinross,85+ years,Respite,65,37.57225433526012
2018/19,Perth and Kinross,Unknown,Respite,0,0
2018/19,Perth and Kinross,All Ages,Social Educational Recreational,845,172.44897959183675
2018/19,Perth and Kinross,0-17 years,Social Educational Recreational,0,0
2018/19,Perth and Kinross,18-64 years,Social Educational Recreational,295,297.979797979798
2018/19,Perth and Kinross,65-74 years,Social Educational Recreational,95,137.68115942028984
2018/19,Perth and Kinross,75-84 years,Social Educational Recreational,225,152.02702702702703
2018/19,Perth and Kinross,85+ years,Social Educational Recreational,230,132.9479768786127
2018/19,Perth and Kinross,Unknown,Social Educational Recreational,0,0
2018/19,Perth and Kinross,All Ages,Other,150,30.612244897959183
2018/19,Perth and Kinross,0-17 years,Other,0,0
2018/19,Perth and Kinross,18-64 years,Other,85,85.85858585858585
2018/19,Perth and Kinross,65-74 years,Other,40,57.971014492753625
2018/19,Perth and Kinross,75-84 years,Other,20,13.513513513513514
2018/19,Perth and Kinross,85+ years,Other,5,2.890173410404624
2018/19,Perth and Kinross,Unknown,Other,0,0
2018/19,Perth and Kinross,All Ages,Not Known,0,0
2018/19,Perth and Kinross,0-17 years,Not Known,0,0
2018/19,Perth and Kinross,18-64 years,Not Known,0,0
2018/19,Perth and Kinross,65-74 years,Not Known,0,0
2018/19,Perth and Kinross,75-84 years,Not Known,0,0
2018/19,Perth and Kinross,85+ years,Not Known,0,0
2018/19,Perth and Kinross,Unknown,Not Known,0,0
2019/20,Perth and Kinross,All Ages,Domestic Care,400,74.76635514018692
2019/20,Perth and Kinross,0-17 years,Domestic Care,5,1000
2019/20,Perth and Kinross,18-64 years,Domestic Care,290,243.69747899159663
2019/20,Perth and Kinross,65-74 years,Domestic Care,35,46.66666666666667
2019/20,Perth and Kinross,75-84 years,Domestic Care,25,16.393442622950822
2019/20,Perth and Kinross,85+ years,Domestic Care,40,21.333333333333332
2019/20,Perth and Kinross,Unknown,Domestic Care,0,0
2019/20,Perth and Kinross,All Ages,Equipment and Temporary Adaptations,3790,708.4112149532709
2019/20,Perth and Kinross,0-17 years,Equipment and Temporary Adaptations,0,0
2019/20,Perth and Kinross,18-64 years,Equipment and Temporary Adaptations,510,428.57142857142856
2019/20,Perth and Kinross,65-74 years,Equipment and Temporary Adaptations,500,666.6666666666666
2019/20,Perth and Kinross,75-84 years,Equipment and Temporary Adaptations,1225,803.2786885245902
2019/20,Perth and Kinross,85+ years,Equipment and Temporary Adaptations,1550,826.6666666666666
2019/20,Perth and Kinross,Unknown,Equipment and Temporary Adaptations,0,0
2019/20,Perth and Kinross,All Ages,Health Care,0,0
2019/20,Perth and Kinross,0-17 years,Health Care,0,0
2019/20,Perth and Kinross,18-64 years,Health Care,0,0
2019/20,Perth and Kinross,65-74 years,Health Care,0,0
2019/20,Perth and Kinross,75-84 years,Health Care,0,0
2019/20,Perth and Kinross,85+ years,Health Care,0,0
2019/20,Perth and Kinross,Unknown,Health Care,0,0
2019/20,Perth and Kinross,All Ages,Housing Support,175,32.71028037383177
2019/20,Perth and Kinross,0-17 years,Housing Support,0,0
2019/20,Perth and Kinross,18-64 years,Housing Support,150,126.05042016806722
2019/20,Perth and Kinross,65-74 years,Housing Support,10,13.333333333333334
2019/20,Perth and Kinross,75-84 years,Housing Support,5,3.278688524590164
2019/20,Perth and Kinross,85+ years,Housing Support,5,2.6666666666666665
2019/20,Perth and Kinross,Unknown,Housing Support,0,0
2019/20,Perth and Kinross,All Ages,Meals,105,19.626168224299064
2019/20,Perth and Kinross,0-17 years,Meals,0,0
2019/20,Perth and Kinross,18-64 years,Meals,5,4.201680672268908
2019/20,Perth and Kinross,65-74 years,Meals,20,26.666666666666668
2019/20,Perth and Kinross,75-84 years,Meals,35,22.950819672131146
2019/20,Perth and Kinross,85+ years,Meals,45,24
2019/20,Perth and Kinross,Unknown,Meals,0,0
2019/20,Perth and Kinross,All Ages,Personal Care,2065,385.98130841121497
2019/20,Perth and Kinross,0-17 years,Personal Care,0,0
2019/20,Perth and Kinross,18-64 years,Personal Care,365,306.7226890756303
2019/20,Perth and Kinross,65-74 years,Personal Care,260,346.6666666666667
2019/20,Perth and Kinross,75-84 years,Personal Care,555,363.93442622950823
2019/20,Perth and Kinross,85+ years,Personal Care,885,472
2019/20,Perth and Kinross,Unknown,Personal Care,0,0
2019/20,Perth and Kinross,All Ages,Respite,210,39.25233644859813
2019/20,Perth and Kinross,0-17 years,Respite,0,0
2019/20,Perth and Kinross,18-64 years,Respite,75,63.02521008403361
2019/20,Perth and Kinross,65-74 years,Respite,20,26.666666666666668
2019/20,Perth and Kinross,75-84 years,Respite,50,32.786885245901644
2019/20,Perth and Kinross,85+ years,Respite,65,34.666666666666664
2019/20,Perth and Kinross,Unknown,Respite,0,0
2019/20,Perth and Kinross,All Ages,Social Educational Recreational,990,185.0467289719626
2019/20,Perth and Kinross,0-17 years,Social Educational Recreational,0,0
2019/20,Perth and Kinross,18-64 years,Social Educational Recreational,340,285.7142857142857
2019/20,Perth and Kinross,65-74 years,Social Educational Recreational,140,186.66666666666669
2019/20,Perth and Kinross,75-84 years,Social Educational Recreational,255,167.21311475409837
2019/20,Perth and Kinross,85+ years,Social Educational Recreational,250,133.33333333333334
2019/20,Perth and Kinross,Unknown,Social Educational Recreational,0,0
2019/20,Perth and Kinross,All Ages,Other,280,52.33644859813084
2019/20,Perth and Kinross,0-17 years,Other,0,0
2019/20,Perth and Kinross,18-64 years,Other,195,163.8655462184874
2019/20,Perth and Kinross,65-74 years,Other,50,66.66666666666667
2019/20,Perth and Kinross,75-84 years,Other,25,16.393442622950822
2019/20,Perth and Kinross,85+ years,Other,5,2.6666666666666665
2019/20,Perth and Kinross,Unknown,Other,0,0
2019/20,Perth and Kinross,All Ages,Not Known,0,0
2019/20,Perth and Kinross,0-17 years,Not Known,0,0
2019/20,Perth and Kinross,18-64 years,Not Known,0,0
2019/20,Perth and Kinross,65-74 years,Not Known,0,0
2019/20,Perth and Kinross,75-84 years,Not Known,0,0
2019/20,Perth and Kinross,85+ years,Not Known,0,0
2019/20,Perth and Kinross,Unknown,Not Known,0,0
2020/21,Perth and Kinross,All Ages,Domestic Care,365,67.53006475485661
2020/21,Perth and Kinross,0-17 years,Domestic Care,0,0
2020/21,Perth and Kinross,18-64 years,Domestic Care,260,204.7244094488189
2020/21,Perth and Kinross,65-74 years,Domestic Care,35,47.61904761904761
2020/21,Perth and Kinross,75-84 years,Domestic Care,25,16.611295681063122
2020/21,Perth and Kinross,85+ years,Domestic Care,40,21.220159151193634
2020/21,Perth and Kinross,Unknown,Domestic Care,0,0
2020/21,Perth and Kinross,All Ages,Equipment and Temporary Adaptations,3865,715.0786308973172
2020/21,Perth and Kinross,0-17 years,Equipment and Temporary Adaptations,5,500
2020/21,Perth and Kinross,18-64 years,Equipment and Temporary Adaptations,580,456.6929133858268
2020/21,Perth and Kinross,65-74 years,Equipment and Temporary Adaptations,500,680.2721088435374
2020/21,Perth and Kinross,75-84 years,Equipment and Temporary Adaptations,1205,800.6644518272426
2020/21,Perth and Kinross,85+ years,Equipment and Temporary Adaptations,1570,832.8912466843501
2020/21,Perth and Kinross,Unknown,Equipment and Temporary Adaptations,0,0
2020/21,Perth and Kinross,All Ages,Health Care,0,0
2020/21,Perth and Kinross,0-17 years,Health Care,0,0
2020/21,Perth and Kinross,18-64 years,Health Care,0,0
2020/21,Perth and Kinross,65-74 years,Health Care,0,0
2020/21,Perth and Kinross,75-84 years,Health Care,0,0
2020/21,Perth and Kinross,85+ years,Health Care,0,0
2020/21,Perth and Kinross,Unknown,Health Care,0,0
2020/21,Perth and Kinross,All Ages,Housing Support,130,24.051803885291395
2020/21,Perth and Kinross,0-17 years,Housing Support,0,0
2020/21,Perth and Kinross,18-64 years,Housing Support,115,90.55118110236221
2020/21,Perth and Kinross,65-74 years,Housing Support,10,13.605442176870747
2020/21,Perth and Kinross,75-84 years,Housing Support,5,3.3222591362126246
2020/21,Perth and Kinross,85+ years,Housing Support,0,0
2020/21,Perth and Kinross,Unknown,Housing Support,0,0
2020/21,Perth and Kinross,All Ages,Meals,0,0
2020/21,Perth and Kinross,0-17 years,Meals,0,0
2020/21,Perth and Kinross,18-64 years,Meals,0,0
2020/21,Perth and Kinross,65-74 years,Meals,0,0
2020/21,Perth and Kinross,75-84 years,Meals,0,0
2020/21,Perth and Kinross,85+ years,Meals,0,0
2020/21,Perth and Kinross,Unknown,Meals,0,0
2020/21,Perth and Kinross,All Ages,Personal Care,2160,399.6299722479186
2020/21,Perth and Kinross,0-17 years,Personal Care,0,0
2020/21,Perth and Kinross,18-64 years,Personal Care,385,303.1496062992126
2020/21,Perth and Kinross,65-74 years,Personal Care,275,374.1496598639456
2020/21,Perth and Kinross,75-84 years,Personal Care,595,395.3488372093023
2020/21,Perth and Kinross,85+ years,Personal Care,905,480.10610079575594
2020/21,Perth and Kinross,Unknown,Personal Care,0,0
2020/21,Perth and Kinross,All Ages,Respite,135,24.976873265494913
2020/21,Perth and Kinross,0-17 years,Respite,0,0
2020/21,Perth and Kinross,18-64 years,Respite,60,47.24409448818898
2020/21,Perth and Kinross,65-74 years,Respite,15,20.408163265306122
2020/21,Perth and Kinross,75-84 years,Respite,25,16.611295681063122
2020/21,Perth and Kinross,85+ years,Respite,30,15.915119363395226
2020/21,Perth and Kinross,Unknown,Respite,0,0
2020/21,Perth and Kinross,All Ages,Social Educational Recreational,865,160.03700277520812
2020/21,Perth and Kinross,0-17 years,Social Educational Recreational,0,0
2020/21,Perth and Kinross,18-64 years,Social Educational Recreational,315,248.03149606299212
2020/21,Perth and Kinross,65-74 years,Social Educational Recreational,120,163.26530612244898
2020/21,Perth and Kinross,75-84 years,Social Educational Recreational,220,146.1794019933555
2020/21,Perth and Kinross,85+ years,Social Educational Recreational,210,111.40583554376659
2020/21,Perth and Kinross,Unknown,Social Educational Recreational,0,0
2020/21,Perth and Kinross,All Ages,Other,310,57.35430157261795
2020/21,Perth and Kinross,0-17 years,Other,0,0
2020/21,Perth and Kinross,18-64 years,Other,215,169.29133858267716
2020/21,Perth and Kinross,65-74 years,Other,60,81.63265306122449
2020/21,Perth and Kinross,75-84 years,Other,25,16.611295681063122
2020/21,Perth and Kinross,85+ years,Other,5,2.6525198938992043
2020/21,Perth and Kinross,Unknown,Other,0,0
2020/21,Perth and Kinross,All Ages,Not Known,0,0
2020/21,Perth and Kinross,0-17 years,Not Known,0,0
2020/21,Perth and Kinross,18-64 years,Not Known,0,0
2020/21,Perth and Kinross,65-74 years,Not Known,0,0
2020/21,Perth and Kinross,75-84 years,Not Known,0,0
2020/21,Perth and Kinross,85+ years,Not Known,0,0
2020/21,Perth and Kinross,Unknown,Not Known,0,0
2017/18,Renfrewshire,All Ages,Domestic Care,30,8.152173913043478
2017/18,Renfrewshire,0-17 years,Domestic Care,0,0
2017/18,Renfrewshire,18-64 years,Domestic Care,20,32.786885245901644
2017/18,Renfrewshire,65-74 years,Domestic Care,5,7.874015748031496
2017/18,Renfrewshire,75-84 years,Domestic Care,0,0
2017/18,Renfrewshire,85+ years,Domestic Care,0,0
2017/18,Renfrewshire,Unknown,Domestic Care,0,0
2017/18,Renfrewshire,All Ages,Equipment and Temporary Adaptations,0,0
2017/18,Renfrewshire,0-17 years,Equipment and Temporary Adaptations,0,0
2017/18,Renfrewshire,18-64 years,Equipment and Temporary Adaptations,0,0
2017/18,Renfrewshire,65-74 years,Equipment and Temporary Adaptations,0,0
2017/18,Renfrewshire,75-84 years,Equipment and Temporary Adaptations,0,0
2017/18,Renfrewshire,85+ years,Equipment and Temporary Adaptations,0,0
2017/18,Renfrewshire,Unknown,Equipment and Temporary Adaptations,0,0
2017/18,Renfrewshire,All Ages,Health Care,0,0
2017/18,Renfrewshire,0-17 years,Health Care,0,0
2017/18,Renfrewshire,18-64 years,Health Care,0,0
2017/18,Renfrewshire,65-74 years,Health Care,0,0
2017/18,Renfrewshire,75-84 years,Health Care,0,0
2017/18,Renfrewshire,85+ years,Health Care,0,0
2017/18,Renfrewshire,Unknown,Health Care,0,0
2017/18,Renfrewshire,All Ages,Housing Support,110,29.89130434782609
2017/18,Renfrewshire,0-17 years,Housing Support,0,0
2017/18,Renfrewshire,18-64 years,Housing Support,85,139.34426229508196
2017/18,Renfrewshire,65-74 years,Housing Support,15,23.62204724409449
2017/18,Renfrewshire,75-84 years,Housing Support,10,7.6923076923076925
2017/18,Renfrewshire,85+ years,Housing Support,0,0
2017/18,Renfrewshire,Unknown,Housing Support,0,0
2017/18,Renfrewshire,All Ages,Meals,0,0
2017/18,Renfrewshire,0-17 years,Meals,0,0
2017/18,Renfrewshire,18-64 years,Meals,0,0
2017/18,Renfrewshire,65-74 years,Meals,0,0
2017/18,Renfrewshire,75-84 years,Meals,0,0
2017/18,Renfrewshire,85+ years,Meals,0,0
2017/18,Renfrewshire,Unknown,Meals,0,0
2017/18,Renfrewshire,All Ages,Personal Care,3170,861.4130434782609
2017/18,Renfrewshire,0-17 years,Personal Care,0,0
2017/18,Renfrewshire,18-64 years,Personal Care,295,483.60655737704917
2017/18,Renfrewshire,65-74 years,Personal Care,590,929.1338582677165
2017/18,Renfrewshire,75-84 years,Personal Care,1220,938.4615384615385
2017/18,Renfrewshire,85+ years,Personal Care,1060,938.0530973451328
2017/18,Renfrewshire,Unknown,Personal Care,5,1000
2017/18,Renfrewshire,All Ages,Respite,0,0
2017/18,Renfrewshire,0-17 years,Respite,0,0
2017/18,Renfrewshire,18-64 years,Respite,0,0
2017/18,Renfrewshire,65-74 years,Respite,0,0
2017/18,Renfrewshire,75-84 years,Respite,0,0
2017/18,Renfrewshire,85+ years,Respite,0,0
2017/18,Renfrewshire,Unknown,Respite,0,0
2017/18,Renfrewshire,All Ages,Social Educational Recreational,0,0
2017/18,Renfrewshire,0-17 years,Social Educational Recreational,0,0
2017/18,Renfrewshire,18-64 years,Social Educational Recreational,0,0
2017/18,Renfrewshire,65-74 years,Social Educational Recreational,0,0
2017/18,Renfrewshire,75-84 years,Social Educational Recreational,0,0
2017/18,Renfrewshire,85+ years,Social Educational Recreational,0,0
2017/18,Renfrewshire,Unknown,Social Educational Recreational,0,0
2017/18,Renfrewshire,All Ages,Other,0,0
2017/18,Renfrewshire,0-17 years,Other,0,0
2017/18,Renfrewshire,18-64 years,Other,0,0
2017/18,Renfrewshire,65-74 years,Other,0,0
2017/18,Renfrewshire,75-84 years,Other,0,0
2017/18,Renfrewshire,85+ years,Other,0,0
2017/18,Renfrewshire,Unknown,Other,0,0
2017/18,Renfrewshire,All Ages,Not Known,770,209.23913043478262
2017/18,Renfrewshire,0-17 years,Not Known,0,0
2017/18,Renfrewshire,18-64 years,Not Known,305,500
2017/18,Renfrewshire,65-74 years,Not Known,85,133.85826771653544
2017/18,Renfrewshire,75-84 years,Not Known,195,150
2017/18,Renfrewshire,85+ years,Not Known,185,163.71681415929203
2017/18,Renfrewshire,Unknown,Not Known,0,0
2018/19,Renfrewshire,All Ages,Domestic Care,50,14.326647564469916
2018/19,Renfrewshire,0-17 years,Domestic Care,0,NA
2018/19,Renfrewshire,18-64 years,Domestic Care,30,40.54054054054054
2018/19,Renfrewshire,65-74 years,Domestic Care,10,17.094017094017097
2018/19,Renfrewshire,75-84 years,Domestic Care,10,8.73362445414847
2018/19,Renfrewshire,85+ years,Domestic Care,0,0
2018/19,Renfrewshire,Unknown,Domestic Care,0,0
2018/19,Renfrewshire,All Ages,Equipment and Temporary Adaptations,0,0
2018/19,Renfrewshire,0-17 years,Equipment and Temporary Adaptations,0,NA
2018/19,Renfrewshire,18-64 years,Equipment and Temporary Adaptations,0,0
2018/19,Renfrewshire,65-74 years,Equipment and Temporary Adaptations,0,0
2018/19,Renfrewshire,75-84 years,Equipment and Temporary Adaptations,0,0
2018/19,Renfrewshire,85+ years,Equipment and Temporary Adaptations,0,0
2018/19,Renfrewshire,Unknown,Equipment and Temporary Adaptations,0,0
2018/19,Renfrewshire,All Ages,Health Care,0,0
2018/19,Renfrewshire,0-17 years,Health Care,0,NA
2018/19,Renfrewshire,18-64 years,Health Care,0,0
2018/19,Renfrewshire,65-74 years,Health Care,0,0
2018/19,Renfrewshire,75-84 years,Health Care,0,0
2018/19,Renfrewshire,85+ years,Health Care,0,0
2018/19,Renfrewshire,Unknown,Health Care,0,0
2018/19,Renfrewshire,All Ages,Housing Support,185,53.00859598853868
2018/19,Renfrewshire,0-17 years,Housing Support,0,NA
2018/19,Renfrewshire,18-64 years,Housing Support,130,175.67567567567568
2018/19,Renfrewshire,65-74 years,Housing Support,30,51.28205128205128
2018/19,Renfrewshire,75-84 years,Housing Support,15,13.100436681222707
2018/19,Renfrewshire,85+ years,Housing Support,10,9.852216748768473
2018/19,Renfrewshire,Unknown,Housing Support,0,0
2018/19,Renfrewshire,All Ages,Meals,0,0
2018/19,Renfrewshire,0-17 years,Meals,0,NA
2018/19,Renfrewshire,18-64 years,Meals,0,0
2018/19,Renfrewshire,65-74 years,Meals,0,0
2018/19,Renfrewshire,75-84 years,Meals,0,0
2018/19,Renfrewshire,85+ years,Meals,0,0
2018/19,Renfrewshire,Unknown,Meals,0,0
2018/19,Renfrewshire,All Ages,Personal Care,2900,830.945558739255
2018/19,Renfrewshire,0-17 years,Personal Care,0,NA
2018/19,Renfrewshire,18-64 years,Personal Care,350,472.97297297297297
2018/19,Renfrewshire,65-74 years,Personal Care,515,880.3418803418804
2018/19,Renfrewshire,75-84 years,Personal Care,1070,934.4978165938865
2018/19,Renfrewshire,85+ years,Personal Care,955,940.8866995073892
2018/19,Renfrewshire,Unknown,Personal Care,10,1000
2018/19,Renfrewshire,All Ages,Respite,225,64.4699140401146
2018/19,Renfrewshire,0-17 years,Respite,0,NA
2018/19,Renfrewshire,18-64 years,Respite,145,195.94594594594594
2018/19,Renfrewshire,65-74 years,Respite,10,17.094017094017097
2018/19,Renfrewshire,75-84 years,Respite,30,26.200873362445414
2018/19,Renfrewshire,85+ years,Respite,35,34.48275862068965
2018/19,Renfrewshire,Unknown,Respite,0,0
2018/19,Renfrewshire,All Ages,Social Educational Recreational,0,0
2018/19,Renfrewshire,0-17 years,Social Educational Recreational,0,NA
2018/19,Renfrewshire,18-64 years,Social Educational Recreational,0,0
2018/19,Renfrewshire,65-74 years,Social Educational Recreational,0,0
2018/19,Renfrewshire,75-84 years,Social Educational Recreational,0,0
2018/19,Renfrewshire,85+ years,Social Educational Recreational,0,0
2018/19,Renfrewshire,Unknown,Social Educational Recreational,0,0
2018/19,Renfrewshire,All Ages,Other,0,0
2018/19,Renfrewshire,0-17 years,Other,0,NA
2018/19,Renfrewshire,18-64 years,Other,0,0
2018/19,Renfrewshire,65-74 years,Other,0,0
2018/19,Renfrewshire,75-84 years,Other,0,0
2018/19,Renfrewshire,85+ years,Other,0,0
2018/19,Renfrewshire,Unknown,Other,0,0
2018/19,Renfrewshire,All Ages,Not Known,405,116.04584527220631
2018/19,Renfrewshire,0-17 years,Not Known,0,NA
2018/19,Renfrewshire,18-64 years,Not Known,130,175.67567567567568
2018/19,Renfrewshire,65-74 years,Not Known,60,102.56410256410255
2018/19,Renfrewshire,75-84 years,Not Known,115,100.43668122270742
2018/19,Renfrewshire,85+ years,Not Known,100,98.52216748768474
2018/19,Renfrewshire,Unknown,Not Known,0,0
2019/20,Renfrewshire,All Ages,Domestic Care,65,18.731988472622476
2019/20,Renfrewshire,0-17 years,Domestic Care,0,0
2019/20,Renfrewshire,18-64 years,Domestic Care,50,67.11409395973155
2019/20,Renfrewshire,65-74 years,Domestic Care,10,19.04761904761905
2019/20,Renfrewshire,75-84 years,Domestic Care,5,4.424778761061947
2019/20,Renfrewshire,85+ years,Domestic Care,5,4.716981132075471
2019/20,Renfrewshire,Unknown,Domestic Care,0,0
2019/20,Renfrewshire,All Ages,Equipment and Temporary Adaptations,0,0
2019/20,Renfrewshire,0-17 years,Equipment and Temporary Adaptations,0,0
2019/20,Renfrewshire,18-64 years,Equipment and Temporary Adaptations,0,0
2019/20,Renfrewshire,65-74 years,Equipment and Temporary Adaptations,0,0
2019/20,Renfrewshire,75-84 years,Equipment and Temporary Adaptations,0,0
2019/20,Renfrewshire,85+ years,Equipment and Temporary Adaptations,0,0
2019/20,Renfrewshire,Unknown,Equipment and Temporary Adaptations,0,0
2019/20,Renfrewshire,All Ages,Health Care,0,0
2019/20,Renfrewshire,0-17 years,Health Care,0,0
2019/20,Renfrewshire,18-64 years,Health Care,0,0
2019/20,Renfrewshire,65-74 years,Health Care,0,0
2019/20,Renfrewshire,75-84 years,Health Care,0,0
2019/20,Renfrewshire,85+ years,Health Care,0,0
2019/20,Renfrewshire,Unknown,Health Care,0,0
2019/20,Renfrewshire,All Ages,Housing Support,120,34.5821325648415
2019/20,Renfrewshire,0-17 years,Housing Support,0,0
2019/20,Renfrewshire,18-64 years,Housing Support,105,140.93959731543623
2019/20,Renfrewshire,65-74 years,Housing Support,10,19.04761904761905
2019/20,Renfrewshire,75-84 years,Housing Support,5,4.424778761061947
2019/20,Renfrewshire,85+ years,Housing Support,0,0
2019/20,Renfrewshire,Unknown,Housing Support,0,0
2019/20,Renfrewshire,All Ages,Meals,0,0
2019/20,Renfrewshire,0-17 years,Meals,0,0
2019/20,Renfrewshire,18-64 years,Meals,0,0
2019/20,Renfrewshire,65-74 years,Meals,0,0
2019/20,Renfrewshire,75-84 years,Meals,0,0
2019/20,Renfrewshire,85+ years,Meals,0,0
2019/20,Renfrewshire,Unknown,Meals,0,0
2019/20,Renfrewshire,All Ages,Personal Care,3200,922.1902017291065
2019/20,Renfrewshire,0-17 years,Personal Care,10,1000
2019/20,Renfrewshire,18-64 years,Personal Care,515,691.2751677852349
2019/20,Renfrewshire,65-74 years,Personal Care,505,961.9047619047619
2019/20,Renfrewshire,75-84 years,Personal Care,1120,991.1504424778761
2019/20,Renfrewshire,85+ years,Personal Care,1050,990.566037735849
2019/20,Renfrewshire,Unknown,Personal Care,5,1000
2019/20,Renfrewshire,All Ages,Respite,190,54.75504322766571
2019/20,Renfrewshire,0-17 years,Respite,0,0
2019/20,Renfrewshire,18-64 years,Respite,155,208.05369127516778
2019/20,Renfrewshire,65-74 years,Respite,5,9.5238095238095255
2019/20,Renfrewshire,75-84 years,Respite,15,13.274336283185841
2019/20,Renfrewshire,85+ years,Respite,15,14.150943396226415
2019/20,Renfrewshire,Unknown,Respite,0,0
2019/20,Renfrewshire,All Ages,Social Educational Recreational,0,0
2019/20,Renfrewshire,0-17 years,Social Educational Recreational,0,0
2019/20,Renfrewshire,18-64 years,Social Educational Recreational,0,0
2019/20,Renfrewshire,65-74 years,Social Educational Recreational,0,0
2019/20,Renfrewshire,75-84 years,Social Educational Recreational,0,0
2019/20,Renfrewshire,85+ years,Social Educational Recreational,0,0
2019/20,Renfrewshire,Unknown,Social Educational Recreational,0,0
2019/20,Renfrewshire,All Ages,Other,0,0
2019/20,Renfrewshire,0-17 years,Other,0,0
2019/20,Renfrewshire,18-64 years,Other,0,0
2019/20,Renfrewshire,65-74 years,Other,0,0
2019/20,Renfrewshire,75-84 years,Other,0,0
2019/20,Renfrewshire,85+ years,Other,0,0
2019/20,Renfrewshire,Unknown,Other,0,0
2019/20,Renfrewshire,All Ages,Not Known,0,0
2019/20,Renfrewshire,0-17 years,Not Known,0,0
2019/20,Renfrewshire,18-64 years,Not Known,0,0
2019/20,Renfrewshire,65-74 years,Not Known,0,0
2019/20,Renfrewshire,75-84 years,Not Known,0,0
2019/20,Renfrewshire,85+ years,Not Known,0,0
2019/20,Renfrewshire,Unknown,Not Known,0,0
2020/21,Renfrewshire,All Ages,Domestic Care,100,26.143790849673202
