financial_year,sending_location,age_group,client_group,nclient,rate
2019/20,Renfrewshire,Unknown,Dementia,0,0
2019/20,Renfrewshire,All Ages,Elderly / Frail,1695,488.4726224783862
2019/20,Renfrewshire,0-17 years,Elderly / Frail,0,0
2019/20,Renfrewshire,18-64 years,Elderly / Frail,25,33.557046979865774
2019/20,Renfrewshire,65-74 years,Elderly / Frail,275,523.8095238095239
2019/20,Renfrewshire,75-84 years,Elderly / Frail,740,654.8672566371681
2019/20,Renfrewshire,85+ years,Elderly / Frail,655,617.9245283018868
2019/20,Renfrewshire,Unknown,Elderly / Frail,0,0
2019/20,Renfrewshire,All Ages,Learning Disability,320,92.21902017291066
2019/20,Renfrewshire,0-17 years,Learning Disability,0,0
2019/20,Renfrewshire,18-64 years,Learning Disability,280,375.83892617449663
2019/20,Renfrewshire,65-74 years,Learning Disability,25,47.61904761904761
2019/20,Renfrewshire,75-84 years,Learning Disability,10,8.849557522123893
2019/20,Renfrewshire,85+ years,Learning Disability,0,0
2019/20,Renfrewshire,Unknown,Learning Disability,0,0
2019/20,Renfrewshire,All Ages,Mental Health,175,50.43227665706052
2019/20,Renfrewshire,0-17 years,Mental Health,0,0
2019/20,Renfrewshire,18-64 years,Mental Health,80,107.38255033557047
2019/20,Renfrewshire,65-74 years,Mental Health,35,66.66666666666667
2019/20,Renfrewshire,75-84 years,Mental Health,40,35.39823008849557
2019/20,Renfrewshire,85+ years,Mental Health,20,18.867924528301884
2019/20,Renfrewshire,Unknown,Mental Health,0,0
2019/20,Renfrewshire,All Ages,Physical and Sensory Disability,1100,317.0028818443804
2019/20,Renfrewshire,0-17 years,Physical and Sensory Disability,0,0
2019/20,Renfrewshire,18-64 years,Physical and Sensory Disability,220,295.3020134228188
2019/20,Renfrewshire,65-74 years,Physical and Sensory Disability,175,333.3333333333333
2019/20,Renfrewshire,75-84 years,Physical and Sensory Disability,325,287.6106194690266
2019/20,Renfrewshire,85+ years,Physical and Sensory Disability,375,353.77358490566036
2019/20,Renfrewshire,Unknown,Physical and Sensory Disability,0,0
2019/20,Renfrewshire,All Ages,Other,95,27.377521613832855
2019/20,Renfrewshire,0-17 years,Other,0,0
2019/20,Renfrewshire,18-64 years,Other,70,93.95973154362416
2019/20,Renfrewshire,65-74 years,Other,10,19.04761904761905
2019/20,Renfrewshire,75-84 years,Other,5,4.424778761061947
2019/20,Renfrewshire,85+ years,Other,0,0
2019/20,Renfrewshire,Unknown,Other,0,0
2020/21,Renfrewshire,All Ages,Dementia,65,16.99346405228758
2020/21,Renfrewshire,0-17 years,Dementia,0,0
2020/21,Renfrewshire,18-64 years,Dementia,5,5.076142131979695
2020/21,Renfrewshire,65-74 years,Dementia,5,8.849557522123893
2020/21,Renfrewshire,75-84 years,Dementia,30,26.431718061674008
2020/21,Renfrewshire,85+ years,Dementia,25,23.148148148148145
2020/21,Renfrewshire,Unknown,Dementia,0,0
2020/21,Renfrewshire,All Ages,Elderly / Frail,1785,466.6666666666667
2020/21,Renfrewshire,0-17 years,Elderly / Frail,0,0
2020/21,Renfrewshire,18-64 years,Elderly / Frail,25,25.380710659898476
2020/21,Renfrewshire,65-74 years,Elderly / Frail,295,522.1238938053098
2020/21,Renfrewshire,75-84 years,Elderly / Frail,740,651.9823788546255
2020/21,Renfrewshire,85+ years,Elderly / Frail,720,666.6666666666666
2020/21,Renfrewshire,Unknown,Elderly / Frail,0,0
2020/21,Renfrewshire,All Ages,Learning Disability,500,130.71895424836603
2020/21,Renfrewshire,0-17 years,Learning Disability,5,90.9090909090909
2020/21,Renfrewshire,18-64 years,Learning Disability,420,426.3959390862944
2020/21,Renfrewshire,65-74 years,Learning Disability,50,88.49557522123894
2020/21,Renfrewshire,75-84 years,Learning Disability,20,17.62114537444934
2020/21,Renfrewshire,85+ years,Learning Disability,5,4.62962962962963
2020/21,Renfrewshire,Unknown,Learning Disability,0,0
2020/21,Renfrewshire,All Ages,Mental Health,245,64.05228758169935
2020/21,Renfrewshire,0-17 years,Mental Health,0,0
2020/21,Renfrewshire,18-64 years,Mental Health,135,137.05583756345177
2020/21,Renfrewshire,65-74 years,Mental Health,45,79.64601769911505
2020/21,Renfrewshire,75-84 years,Mental Health,45,39.647577092511014
2020/21,Renfrewshire,85+ years,Mental Health,20,18.51851851851852
2020/21,Renfrewshire,Unknown,Mental Health,0,0
2020/21,Renfrewshire,All Ages,Physical and Sensory Disability,975,254.9019607843137
2020/21,Renfrewshire,0-17 years,Physical and Sensory Disability,15,272.7272727272727
2020/21,Renfrewshire,18-64 years,Physical and Sensory Disability,225,228.4263959390863
2020/21,Renfrewshire,65-74 years,Physical and Sensory Disability,150,265.4867256637168
2020/21,Renfrewshire,75-84 years,Physical and Sensory Disability,290,255.5066079295154
2020/21,Renfrewshire,85+ years,Physical and Sensory Disability,300,277.77777777777777
2020/21,Renfrewshire,Unknown,Physical and Sensory Disability,0,0
2020/21,Renfrewshire,All Ages,Other,115,30.065359477124183
2020/21,Renfrewshire,0-17 years,Other,0,0
2020/21,Renfrewshire,18-64 years,Other,90,91.37055837563452
2020/21,Renfrewshire,65-74 years,Other,15,26.548672566371682
2020/21,Renfrewshire,75-84 years,Other,5,4.405286343612335
2020/21,Renfrewshire,85+ years,Other,10,9.25925925925926
2020/21,Renfrewshire,Unknown,Other,0,0
2017/18,Scottish Borders,All Ages,Dementia,300,127.11864406779661
2017/18,Scottish Borders,0-17 years,Dementia,0,0
2017/18,Scottish Borders,18-64 years,Dementia,15,31.578947368421055
2017/18,Scottish Borders,65-74 years,Dementia,25,80.64516129032258
2017/18,Scottish Borders,75-84 years,Dementia,115,172.93233082706766
2017/18,Scottish Borders,85+ years,Dementia,145,159.34065934065933
2017/18,Scottish Borders,Unknown,Dementia,0,0
2017/18,Scottish Borders,All Ages,Elderly / Frail,1605,680.0847457627118
2017/18,Scottish Borders,0-17 years,Elderly / Frail,0,0
2017/18,Scottish Borders,18-64 years,Elderly / Frail,10,21.052631578947366
2017/18,Scottish Borders,65-74 years,Elderly / Frail,185,596.7741935483871
2017/18,Scottish Borders,75-84 years,Elderly / Frail,570,857.1428571428571
2017/18,Scottish Borders,85+ years,Elderly / Frail,835,917.5824175824175
2017/18,Scottish Borders,Unknown,Elderly / Frail,0,0
2017/18,Scottish Borders,All Ages,Learning Disability,275,116.52542372881355
2017/18,Scottish Borders,0-17 years,Learning Disability,5,1000
2017/18,Scottish Borders,18-64 years,Learning Disability,230,484.2105263157895
2017/18,Scottish Borders,65-74 years,Learning Disability,25,80.64516129032258
2017/18,Scottish Borders,75-84 years,Learning Disability,15,22.55639097744361
2017/18,Scottish Borders,85+ years,Learning Disability,0,0
2017/18,Scottish Borders,Unknown,Learning Disability,0,0
2017/18,Scottish Borders,All Ages,Mental Health,210,88.98305084745762
2017/18,Scottish Borders,0-17 years,Mental Health,0,0
2017/18,Scottish Borders,18-64 years,Mental Health,130,273.6842105263158
2017/18,Scottish Borders,65-74 years,Mental Health,45,145.16129032258067
2017/18,Scottish Borders,75-84 years,Mental Health,25,37.59398496240601
2017/18,Scottish Borders,85+ years,Mental Health,10,10.989010989010989
2017/18,Scottish Borders,Unknown,Mental Health,0,0
2017/18,Scottish Borders,All Ages,Physical and Sensory Disability,815,345.3389830508475
2017/18,Scottish Borders,0-17 years,Physical and Sensory Disability,0,0
2017/18,Scottish Borders,18-64 years,Physical and Sensory Disability,200,421.05263157894734
2017/18,Scottish Borders,65-74 years,Physical and Sensory Disability,120,387.09677419354836
2017/18,Scottish Borders,75-84 years,Physical and Sensory Disability,195,293.2330827067669
2017/18,Scottish Borders,85+ years,Physical and Sensory Disability,295,324.1758241758242
2017/18,Scottish Borders,Unknown,Physical and Sensory Disability,0,0
2017/18,Scottish Borders,All Ages,Other,95,40.25423728813559
2017/18,Scottish Borders,0-17 years,Other,0,0
2017/18,Scottish Borders,18-64 years,Other,35,73.68421052631578
2017/18,Scottish Borders,65-74 years,Other,30,96.77419354838709
2017/18,Scottish Borders,75-84 years,Other,20,30.075187969924812
2017/18,Scottish Borders,85+ years,Other,10,10.989010989010989
2017/18,Scottish Borders,Unknown,Other,0,0
2018/19,Scottish Borders,All Ages,Dementia,235,90.38461538461539
2018/19,Scottish Borders,0-17 years,Dementia,0,0
2018/19,Scottish Borders,18-64 years,Dementia,15,28.30188679245283
2018/19,Scottish Borders,65-74 years,Dementia,20,65.57377049180329
2018/19,Scottish Borders,75-84 years,Dementia,85,108.97435897435898
2018/19,Scottish Borders,85+ years,Dementia,110,112.24489795918367
2018/19,Scottish Borders,Unknown,Dementia,0,0
2018/19,Scottish Borders,All Ages,Elderly / Frail,1690,650
2018/19,Scottish Borders,0-17 years,Elderly / Frail,0,0
2018/19,Scottish Borders,18-64 years,Elderly / Frail,10,18.867924528301884
2018/19,Scottish Borders,65-74 years,Elderly / Frail,140,459.016393442623
2018/19,Scottish Borders,75-84 years,Elderly / Frail,655,839.7435897435897
2018/19,Scottish Borders,85+ years,Elderly / Frail,890,908.1632653061224
2018/19,Scottish Borders,Unknown,Elderly / Frail,0,0
2018/19,Scottish Borders,All Ages,Learning Disability,300,115.38461538461539
2018/19,Scottish Borders,0-17 years,Learning Disability,5,1000
2018/19,Scottish Borders,18-64 years,Learning Disability,255,481.1320754716981
2018/19,Scottish Borders,65-74 years,Learning Disability,30,98.36065573770492
2018/19,Scottish Borders,75-84 years,Learning Disability,15,19.230769230769234
2018/19,Scottish Borders,85+ years,Learning Disability,0,0
2018/19,Scottish Borders,Unknown,Learning Disability,0,0
2018/19,Scottish Borders,All Ages,Mental Health,225,86.53846153846153
2018/19,Scottish Borders,0-17 years,Mental Health,0,0
2018/19,Scottish Borders,18-64 years,Mental Health,135,254.71698113207546
2018/19,Scottish Borders,65-74 years,Mental Health,50,163.93442622950818
2018/19,Scottish Borders,75-84 years,Mental Health,35,44.87179487179487
2018/19,Scottish Borders,85+ years,Mental Health,10,10.204081632653061
2018/19,Scottish Borders,Unknown,Mental Health,0,0
2018/19,Scottish Borders,All Ages,Physical and Sensory Disability,890,342.3076923076923
2018/19,Scottish Borders,0-17 years,Physical and Sensory Disability,0,0
2018/19,Scottish Borders,18-64 years,Physical and Sensory Disability,205,386.7924528301887
2018/19,Scottish Borders,65-74 years,Physical and Sensory Disability,125,409.8360655737705
2018/19,Scottish Borders,75-84 years,Physical and Sensory Disability,225,288.46153846153845
2018/19,Scottish Borders,85+ years,Physical and Sensory Disability,330,336.734693877551
2018/19,Scottish Borders,Unknown,Physical and Sensory Disability,0,0
2018/19,Scottish Borders,All Ages,Other,235,90.38461538461539
2018/19,Scottish Borders,0-17 years,Other,0,0
2018/19,Scottish Borders,18-64 years,Other,65,122.64150943396227
2018/19,Scottish Borders,65-74 years,Other,50,163.93442622950818
2018/19,Scottish Borders,75-84 years,Other,55,70.51282051282051
2018/19,Scottish Borders,85+ years,Other,65,66.32653061224491
2018/19,Scottish Borders,Unknown,Other,0,0
2019/20,Scottish Borders,All Ages,Dementia,220,74.07407407407408
2019/20,Scottish Borders,0-17 years,Dementia,0,0
2019/20,Scottish Borders,18-64 years,Dementia,15,22.388059701492537
2019/20,Scottish Borders,65-74 years,Dementia,20,51.28205128205128
2019/20,Scottish Borders,75-84 years,Dementia,75,93.75
2019/20,Scottish Borders,85+ years,Dementia,110,104.76190476190476
2019/20,Scottish Borders,Unknown,Dementia,0,NA
2019/20,Scottish Borders,All Ages,Elderly / Frail,1880,632.996632996633
2019/20,Scottish Borders,0-17 years,Elderly / Frail,0,0
2019/20,Scottish Borders,18-64 years,Elderly / Frail,5,7.462686567164179
2019/20,Scottish Borders,65-74 years,Elderly / Frail,195,500
2019/20,Scottish Borders,75-84 years,Elderly / Frail,700,875
2019/20,Scottish Borders,85+ years,Elderly / Frail,980,933.3333333333334
2019/20,Scottish Borders,Unknown,Elderly / Frail,0,NA
2019/20,Scottish Borders,All Ages,Learning Disability,415,139.73063973063972
2019/20,Scottish Borders,0-17 years,Learning Disability,15,250
2019/20,Scottish Borders,18-64 years,Learning Disability,335,500
2019/20,Scottish Borders,65-74 years,Learning Disability,50,128.2051282051282
2019/20,Scottish Borders,75-84 years,Learning Disability,15,18.75
2019/20,Scottish Borders,85+ years,Learning Disability,0,0
2019/20,Scottish Borders,Unknown,Learning Disability,0,NA
2019/20,Scottish Borders,All Ages,Mental Health,245,82.49158249158249
2019/20,Scottish Borders,0-17 years,Mental Health,0,0
2019/20,Scottish Borders,18-64 years,Mental Health,150,223.88059701492537
2019/20,Scottish Borders,65-74 years,Mental Health,55,141.02564102564102
2019/20,Scottish Borders,75-84 years,Mental Health,35,43.75
2019/20,Scottish Borders,85+ years,Mental Health,5,4.761904761904763
2019/20,Scottish Borders,Unknown,Mental Health,0,NA
2019/20,Scottish Borders,All Ages,Physical and Sensory Disability,940,316.4983164983165
2019/20,Scottish Borders,0-17 years,Physical and Sensory Disability,10,166.66666666666666
2019/20,Scottish Borders,18-64 years,Physical and Sensory Disability,215,320.8955223880597
2019/20,Scottish Borders,65-74 years,Physical and Sensory Disability,155,397.4358974358974
2019/20,Scottish Borders,75-84 years,Physical and Sensory Disability,220,275
2019/20,Scottish Borders,85+ years,Physical and Sensory Disability,335,319.04761904761904
2019/20,Scottish Borders,Unknown,Physical and Sensory Disability,0,NA
2019/20,Scottish Borders,All Ages,Other,260,87.54208754208754
2019/20,Scottish Borders,0-17 years,Other,0,0
2019/20,Scottish Borders,18-64 years,Other,80,119.40298507462687
2019/20,Scottish Borders,65-74 years,Other,50,128.2051282051282
2019/20,Scottish Borders,75-84 years,Other,60,75
2019/20,Scottish Borders,85+ years,Other,65,61.904761904761905
2019/20,Scottish Borders,Unknown,Other,0,NA
2020/21,Scottish Borders,All Ages,Dementia,190,63.2279534109817
2020/21,Scottish Borders,0-17 years,Dementia,0,0
2020/21,Scottish Borders,18-64 years,Dementia,10,14.285714285714285
2020/21,Scottish Borders,65-74 years,Dementia,25,63.29113924050633
2020/21,Scottish Borders,75-84 years,Dementia,70,89.74358974358974
2020/21,Scottish Borders,85+ years,Dementia,90,84.11214953271028
2020/21,Scottish Borders,Unknown,Dementia,0,NA
2020/21,Scottish Borders,All Ages,Elderly / Frail,1865,620.6322795341098
2020/21,Scottish Borders,0-17 years,Elderly / Frail,0,0
2020/21,Scottish Borders,18-64 years,Elderly / Frail,5,7.142857142857142
2020/21,Scottish Borders,65-74 years,Elderly / Frail,205,518.9873417721519
2020/21,Scottish Borders,75-84 years,Elderly / Frail,665,852.5641025641025
2020/21,Scottish Borders,85+ years,Elderly / Frail,990,925.2336448598131
2020/21,Scottish Borders,Unknown,Elderly / Frail,0,NA
2020/21,Scottish Borders,All Ages,Learning Disability,405,134.77537437603993
2020/21,Scottish Borders,0-17 years,Learning Disability,5,83.33333333333333
2020/21,Scottish Borders,18-64 years,Learning Disability,335,478.5714285714286
2020/21,Scottish Borders,65-74 years,Learning Disability,50,126.58227848101266
2020/21,Scottish Borders,75-84 years,Learning Disability,15,19.230769230769234
2020/21,Scottish Borders,85+ years,Learning Disability,0,0
2020/21,Scottish Borders,Unknown,Learning Disability,0,NA
2020/21,Scottish Borders,All Ages,Mental Health,250,83.19467554076539
2020/21,Scottish Borders,0-17 years,Mental Health,0,0
2020/21,Scottish Borders,18-64 years,Mental Health,150,214.28571428571428
2020/21,Scottish Borders,65-74 years,Mental Health,55,139.2405063291139
2020/21,Scottish Borders,75-84 years,Mental Health,40,51.28205128205128
2020/21,Scottish Borders,85+ years,Mental Health,10,9.345794392523365
2020/21,Scottish Borders,Unknown,Mental Health,0,NA
2020/21,Scottish Borders,All Ages,Physical and Sensory Disability,895,297.8369384359401
2020/21,Scottish Borders,0-17 years,Physical and Sensory Disability,0,0
2020/21,Scottish Borders,18-64 years,Physical and Sensory Disability,210,300
2020/21,Scottish Borders,65-74 years,Physical and Sensory Disability,135,341.7721518987342
2020/21,Scottish Borders,75-84 years,Physical and Sensory Disability,210,269.2307692307692
2020/21,Scottish Borders,85+ years,Physical and Sensory Disability,340,317.75700934579436
2020/21,Scottish Borders,Unknown,Physical and Sensory Disability,0,NA
2020/21,Scottish Borders,All Ages,Other,255,84.85856905158069
2020/21,Scottish Borders,0-17 years,Other,0,0
2020/21,Scottish Borders,18-64 years,Other,85,121.42857142857143
2020/21,Scottish Borders,65-74 years,Other,50,126.58227848101266
2020/21,Scottish Borders,75-84 years,Other,60,76.92307692307693
2020/21,Scottish Borders,85+ years,Other,60,56.074766355140184
2020/21,Scottish Borders,Unknown,Other,0,NA
2017/18,Shetland Islands,All Ages,Dementia,5,111.1111111111111
2017/18,Shetland Islands,0-17 years,Dementia,0,0
2017/18,Shetland Islands,18-64 years,Dementia,0,0
2017/18,Shetland Islands,65-74 years,Dementia,0,0
2017/18,Shetland Islands,75-84 years,Dementia,0,0
2017/18,Shetland Islands,85+ years,Dementia,5,1000
2017/18,Shetland Islands,Unknown,Dementia,0,0
2017/18,Shetland Islands,All Ages,Elderly / Frail,5,111.1111111111111
2017/18,Shetland Islands,0-17 years,Elderly / Frail,0,0
2017/18,Shetland Islands,18-64 years,Elderly / Frail,0,0
2017/18,Shetland Islands,65-74 years,Elderly / Frail,0,0
2017/18,Shetland Islands,75-84 years,Elderly / Frail,5,1000
2017/18,Shetland Islands,85+ years,Elderly / Frail,0,0
2017/18,Shetland Islands,Unknown,Elderly / Frail,0,0
2017/18,Shetland Islands,All Ages,Learning Disability,5,111.1111111111111
2017/18,Shetland Islands,0-17 years,Learning Disability,0,0
2017/18,Shetland Islands,18-64 years,Learning Disability,5,200
2017/18,Shetland Islands,65-74 years,Learning Disability,0,0
2017/18,Shetland Islands,75-84 years,Learning Disability,0,0
2017/18,Shetland Islands,85+ years,Learning Disability,0,0
2017/18,Shetland Islands,Unknown,Learning Disability,0,0
2017/18,Shetland Islands,All Ages,Mental Health,0,0
2017/18,Shetland Islands,0-17 years,Mental Health,0,0
2017/18,Shetland Islands,18-64 years,Mental Health,0,0
2017/18,Shetland Islands,65-74 years,Mental Health,0,0
2017/18,Shetland Islands,75-84 years,Mental Health,0,0
2017/18,Shetland Islands,85+ years,Mental Health,0,0
2017/18,Shetland Islands,Unknown,Mental Health,0,0
2017/18,Shetland Islands,All Ages,Physical and Sensory Disability,25,555.5555555555555
2017/18,Shetland Islands,0-17 years,Physical and Sensory Disability,0,0
2017/18,Shetland Islands,18-64 years,Physical and Sensory Disability,15,600
2017/18,Shetland Islands,65-74 years,Physical and Sensory Disability,5,500
2017/18,Shetland Islands,75-84 years,Physical and Sensory Disability,5,1000
2017/18,Shetland Islands,85+ years,Physical and Sensory Disability,0,0
2017/18,Shetland Islands,Unknown,Physical and Sensory Disability,0,0
2017/18,Shetland Islands,All Ages,Other,0,0
2017/18,Shetland Islands,0-17 years,Other,0,0
2017/18,Shetland Islands,18-64 years,Other,0,0
2017/18,Shetland Islands,65-74 years,Other,0,0
2017/18,Shetland Islands,75-84 years,Other,0,0
2017/18,Shetland Islands,85+ years,Other,0,0
2017/18,Shetland Islands,Unknown,Other,0,0
2018/19,Shetland Islands,All Ages,Dementia,0,0
2018/19,Shetland Islands,0-17 years,Dementia,0,0
2018/19,Shetland Islands,18-64 years,Dementia,0,0
2018/19,Shetland Islands,65-74 years,Dementia,0,0
2018/19,Shetland Islands,75-84 years,Dementia,0,0
2018/19,Shetland Islands,85+ years,Dementia,0,0
2018/19,Shetland Islands,Unknown,Dementia,0,0
2018/19,Shetland Islands,All Ages,Elderly / Frail,5,83.33333333333333
2018/19,Shetland Islands,0-17 years,Elderly / Frail,0,0
2018/19,Shetland Islands,18-64 years,Elderly / Frail,0,0
2018/19,Shetland Islands,65-74 years,Elderly / Frail,0,0
2018/19,Shetland Islands,75-84 years,Elderly / Frail,5,500
2018/19,Shetland Islands,85+ years,Elderly / Frail,0,0
2018/19,Shetland Islands,Unknown,Elderly / Frail,0,0
2018/19,Shetland Islands,All Ages,Learning Disability,10,166.66666666666666
2018/19,Shetland Islands,0-17 years,Learning Disability,0,0
2018/19,Shetland Islands,18-64 years,Learning Disability,10,285.7142857142857
2018/19,Shetland Islands,65-74 years,Learning Disability,0,0
2018/19,Shetland Islands,75-84 years,Learning Disability,0,0
2018/19,Shetland Islands,85+ years,Learning Disability,0,0
2018/19,Shetland Islands,Unknown,Learning Disability,0,0
2018/19,Shetland Islands,All Ages,Mental Health,0,0
2018/19,Shetland Islands,0-17 years,Mental Health,0,0
2018/19,Shetland Islands,18-64 years,Mental Health,0,0
2018/19,Shetland Islands,65-74 years,Mental Health,0,0
2018/19,Shetland Islands,75-84 years,Mental Health,0,0
2018/19,Shetland Islands,85+ years,Mental Health,0,0
2018/19,Shetland Islands,Unknown,Mental Health,0,0
2018/19,Shetland Islands,All Ages,Physical and Sensory Disability,30,500
2018/19,Shetland Islands,0-17 years,Physical and Sensory Disability,0,0
2018/19,Shetland Islands,18-64 years,Physical and Sensory Disability,15,428.57142857142856
2018/19,Shetland Islands,65-74 years,Physical and Sensory Disability,5,1000
2018/19,Shetland Islands,75-84 years,Physical and Sensory Disability,5,500
2018/19,Shetland Islands,85+ years,Physical and Sensory Disability,0,0
2018/19,Shetland Islands,Unknown,Physical and Sensory Disability,0,0
2018/19,Shetland Islands,All Ages,Other,0,0
2018/19,Shetland Islands,0-17 years,Other,0,0
2018/19,Shetland Islands,18-64 years,Other,0,0
2018/19,Shetland Islands,65-74 years,Other,0,0
2018/19,Shetland Islands,75-84 years,Other,0,0
2018/19,Shetland Islands,85+ years,Other,0,0
2018/19,Shetland Islands,Unknown,Other,0,0
2019/20,Shetland Islands,All Ages,Dementia,5,66.66666666666667
2019/20,Shetland Islands,0-17 years,Dementia,0,0
2019/20,Shetland Islands,18-64 years,Dementia,0,0
2019/20,Shetland Islands,65-74 years,Dementia,0,0
2019/20,Shetland Islands,75-84 years,Dementia,0,0
2019/20,Shetland Islands,85+ years,Dementia,5,500
2019/20,Shetland Islands,Unknown,Dementia,0,0
2019/20,Shetland Islands,All Ages,Elderly / Frail,10,133.33333333333334
2019/20,Shetland Islands,0-17 years,Elderly / Frail,0,0
2019/20,Shetland Islands,18-64 years,Elderly / Frail,0,0
2019/20,Shetland Islands,65-74 years,Elderly / Frail,0,0
2019/20,Shetland Islands,75-84 years,Elderly / Frail,5,500
2019/20,Shetland Islands,85+ years,Elderly / Frail,5,500
2019/20,Shetland Islands,Unknown,Elderly / Frail,0,0
2019/20,Shetland Islands,All Ages,Learning Disability,15,200
2019/20,Shetland Islands,0-17 years,Learning Disability,0,0
2019/20,Shetland Islands,18-64 years,Learning Disability,15,333.3333333333333
2019/20,Shetland Islands,65-74 years,Learning Disability,0,0
2019/20,Shetland Islands,75-84 years,Learning Disability,0,0
2019/20,Shetland Islands,85+ years,Learning Disability,0,0
2019/20,Shetland Islands,Unknown,Learning Disability,0,0
2019/20,Shetland Islands,All Ages,Mental Health,5,66.66666666666667
2019/20,Shetland Islands,0-17 years,Mental Health,0,0
2019/20,Shetland Islands,18-64 years,Mental Health,5,111.1111111111111
2019/20,Shetland Islands,65-74 years,Mental Health,0,0
2019/20,Shetland Islands,75-84 years,Mental Health,0,0
2019/20,Shetland Islands,85+ years,Mental Health,0,0
2019/20,Shetland Islands,Unknown,Mental Health,0,0
2019/20,Shetland Islands,All Ages,Physical and Sensory Disability,35,466.6666666666667
2019/20,Shetland Islands,0-17 years,Physical and Sensory Disability,0,0
2019/20,Shetland Islands,18-64 years,Physical and Sensory Disability,20,444.4444444444444
2019/20,Shetland Islands,65-74 years,Physical and Sensory Disability,5,1000
2019/20,Shetland Islands,75-84 years,Physical and Sensory Disability,10,1000
2019/20,Shetland Islands,85+ years,Physical and Sensory Disability,5,500
2019/20,Shetland Islands,Unknown,Physical and Sensory Disability,0,0
2019/20,Shetland Islands,All Ages,Other,0,0
2019/20,Shetland Islands,0-17 years,Other,0,0
2019/20,Shetland Islands,18-64 years,Other,0,0
2019/20,Shetland Islands,65-74 years,Other,0,0
2019/20,Shetland Islands,75-84 years,Other,0,0
2019/20,Shetland Islands,85+ years,Other,0,0
2019/20,Shetland Islands,Unknown,Other,0,0
2020/21,Shetland Islands,All Ages,Dementia,0,0
2020/21,Shetland Islands,0-17 years,Dementia,0,0
2020/21,Shetland Islands,18-64 years,Dementia,0,0
2020/21,Shetland Islands,65-74 years,Dementia,0,0
2020/21,Shetland Islands,75-84 years,Dementia,0,0
2020/21,Shetland Islands,85+ years,Dementia,0,0
2020/21,Shetland Islands,Unknown,Dementia,0,NA
2020/21,Shetland Islands,All Ages,Elderly / Frail,15,130.43478260869566
2020/21,Shetland Islands,0-17 years,Elderly / Frail,0,0
2020/21,Shetland Islands,18-64 years,Elderly / Frail,0,0
2020/21,Shetland Islands,65-74 years,Elderly / Frail,0,0
2020/21,Shetland Islands,75-84 years,Elderly / Frail,5,333.3333333333333
2020/21,Shetland Islands,85+ years,Elderly / Frail,10,666.6666666666666
2020/21,Shetland Islands,Unknown,Elderly / Frail,0,NA
2020/21,Shetland Islands,All Ages,Learning Disability,15,130.43478260869566
2020/21,Shetland Islands,0-17 years,Learning Disability,0,0
2020/21,Shetland Islands,18-64 years,Learning Disability,15,300
2020/21,Shetland Islands,65-74 years,Learning Disability,0,0
2020/21,Shetland Islands,75-84 years,Learning Disability,0,0
2020/21,Shetland Islands,85+ years,Learning Disability,0,0
2020/21,Shetland Islands,Unknown,Learning Disability,0,NA
2020/21,Shetland Islands,All Ages,Mental Health,10,86.95652173913044
2020/21,Shetland Islands,0-17 years,Mental Health,0,0
2020/21,Shetland Islands,18-64 years,Mental Health,10,200
2020/21,Shetland Islands,65-74 years,Mental Health,0,0
2020/21,Shetland Islands,75-84 years,Mental Health,0,0
2020/21,Shetland Islands,85+ years,Mental Health,0,0
2020/21,Shetland Islands,Unknown,Mental Health,0,NA
2020/21,Shetland Islands,All Ages,Physical and Sensory Disability,35,304.34782608695656
2020/21,Shetland Islands,0-17 years,Physical and Sensory Disability,5,166.66666666666666
2020/21,Shetland Islands,18-64 years,Physical and Sensory Disability,15,300
2020/21,Shetland Islands,65-74 years,Physical and Sensory Disability,5,1000
2020/21,Shetland Islands,75-84 years,Physical and Sensory Disability,5,333.3333333333333
2020/21,Shetland Islands,85+ years,Physical and Sensory Disability,5,333.3333333333333
2020/21,Shetland Islands,Unknown,Physical and Sensory Disability,0,NA
2020/21,Shetland Islands,All Ages,Other,20,173.91304347826087
2020/21,Shetland Islands,0-17 years,Other,15,500
2020/21,Shetland Islands,18-64 years,Other,5,100
2020/21,Shetland Islands,65-74 years,Other,0,0
2020/21,Shetland Islands,75-84 years,Other,0,0
2020/21,Shetland Islands,85+ years,Other,0,0
2020/21,Shetland Islands,Unknown,Other,0,NA
2017/18,South Ayrshire,All Ages,Dementia,315,100.96153846153847
2017/18,South Ayrshire,0-17 years,Dementia,0,0
2017/18,South Ayrshire,18-64 years,Dementia,5,7.8125
2017/18,South Ayrshire,65-74 years,Dementia,35,83.33333333333333
2017/18,South Ayrshire,75-84 years,Dementia,135,140.625
2017/18,South Ayrshire,85+ years,Dementia,140,129.03225806451613
2017/18,South Ayrshire,Unknown,Dementia,0,NA
2017/18,South Ayrshire,All Ages,Elderly / Frail,2510,804.4871794871796
2017/18,South Ayrshire,0-17 years,Elderly / Frail,15,1000
2017/18,South Ayrshire,18-64 years,Elderly / Frail,35,54.6875
2017/18,South Ayrshire,65-74 years,Elderly / Frail,415,988.0952380952382
2017/18,South Ayrshire,75-84 years,Elderly / Frail,960,1000
2017/18,South Ayrshire,85+ years,Elderly / Frail,1085,1000
2017/18,South Ayrshire,Unknown,Elderly / Frail,0,NA
2017/18,South Ayrshire,All Ages,Learning Disability,285,91.34615384615384
2017/18,South Ayrshire,0-17 years,Learning Disability,0,0
2017/18,South Ayrshire,18-64 years,Learning Disability,250,390.625
