financial_year,sending_location,age_group,service_group,nclient
2017/18,Scottish Borders,65-74 years,Social Worker,265
2017/18,Scottish Borders,75-84 years,Social Worker,525
2017/18,Scottish Borders,85+ years,Social Worker,565
2017/18,Scottish Borders,Unknown,Social Worker,0
2018/19,Scottish Borders,All Ages,Care Home,1005
2018/19,Scottish Borders,0-17 years,Care Home,0
2018/19,Scottish Borders,18-64 years,Care Home,40
2018/19,Scottish Borders,65-74 years,Care Home,75
2018/19,Scottish Borders,75-84 years,Care Home,280
2018/19,Scottish Borders,85+ years,Care Home,610
2018/19,Scottish Borders,Unknown,Care Home,0
2018/19,Scottish Borders,All Ages,Day Care,155
2018/19,Scottish Borders,0-17 years,Day Care,0
2018/19,Scottish Borders,18-64 years,Day Care,90
2018/19,Scottish Borders,65-74 years,Day Care,15
2018/19,Scottish Borders,75-84 years,Day Care,20
2018/19,Scottish Borders,85+ years,Day Care,30
2018/19,Scottish Borders,Unknown,Day Care,0
2018/19,Scottish Borders,All Ages,Home Care,2005
2018/19,Scottish Borders,0-17 years,Home Care,0
2018/19,Scottish Borders,18-64 years,Home Care,165
2018/19,Scottish Borders,65-74 years,Home Care,265
2018/19,Scottish Borders,75-84 years,Home Care,685
2018/19,Scottish Borders,85+ years,Home Care,895
2018/19,Scottish Borders,Unknown,Home Care,0
2018/19,Scottish Borders,All Ages,Housing Support,580
2018/19,Scottish Borders,0-17 years,Housing Support,5
2018/19,Scottish Borders,18-64 years,Housing Support,285
2018/19,Scottish Borders,65-74 years,Housing Support,75
2018/19,Scottish Borders,75-84 years,Housing Support,100
2018/19,Scottish Borders,85+ years,Housing Support,110
2018/19,Scottish Borders,Unknown,Housing Support,0
2018/19,Scottish Borders,All Ages,Meals,220
2018/19,Scottish Borders,0-17 years,Meals,0
2018/19,Scottish Borders,18-64 years,Meals,20
2018/19,Scottish Borders,65-74 years,Meals,30
2018/19,Scottish Borders,75-84 years,Meals,70
2018/19,Scottish Borders,85+ years,Meals,105
2018/19,Scottish Borders,Unknown,Meals,0
2018/19,Scottish Borders,All Ages,Social Worker,3845
2018/19,Scottish Borders,0-17 years,Social Worker,250
2018/19,Scottish Borders,18-64 years,Social Worker,1530
2018/19,Scottish Borders,65-74 years,Social Worker,495
2018/19,Scottish Borders,75-84 years,Social Worker,805
2018/19,Scottish Borders,85+ years,Social Worker,770
2018/19,Scottish Borders,Unknown,Social Worker,0
2019/20,Scottish Borders,All Ages,Care Home,1005
2019/20,Scottish Borders,0-17 years,Care Home,0
2019/20,Scottish Borders,18-64 years,Care Home,40
2019/20,Scottish Borders,65-74 years,Care Home,75
2019/20,Scottish Borders,75-84 years,Care Home,300
2019/20,Scottish Borders,85+ years,Care Home,590
2019/20,Scottish Borders,Unknown,Care Home,0
2019/20,Scottish Borders,All Ages,Community Alarms / Telecare,310
2019/20,Scottish Borders,0-17 years,Community Alarms / Telecare,0
2019/20,Scottish Borders,18-64 years,Community Alarms / Telecare,40
2019/20,Scottish Borders,65-74 years,Community Alarms / Telecare,45
2019/20,Scottish Borders,75-84 years,Community Alarms / Telecare,95
2019/20,Scottish Borders,85+ years,Community Alarms / Telecare,125
2019/20,Scottish Borders,Unknown,Community Alarms / Telecare,0
2019/20,Scottish Borders,All Ages,Day Care,120
2019/20,Scottish Borders,0-17 years,Day Care,0
2019/20,Scottish Borders,18-64 years,Day Care,80
2019/20,Scottish Borders,65-74 years,Day Care,5
2019/20,Scottish Borders,75-84 years,Day Care,15
2019/20,Scottish Borders,85+ years,Day Care,15
2019/20,Scottish Borders,Unknown,Day Care,0
2019/20,Scottish Borders,All Ages,Home Care,2045
2019/20,Scottish Borders,0-17 years,Home Care,0
2019/20,Scottish Borders,18-64 years,Home Care,200
2019/20,Scottish Borders,65-74 years,Home Care,275
2019/20,Scottish Borders,75-84 years,Home Care,665
2019/20,Scottish Borders,85+ years,Home Care,905
2019/20,Scottish Borders,Unknown,Home Care,0
2019/20,Scottish Borders,All Ages,Housing Support,590
2019/20,Scottish Borders,0-17 years,Housing Support,0
2019/20,Scottish Borders,18-64 years,Housing Support,300
2019/20,Scottish Borders,65-74 years,Housing Support,70
2019/20,Scottish Borders,75-84 years,Housing Support,105
2019/20,Scottish Borders,85+ years,Housing Support,110
2019/20,Scottish Borders,Unknown,Housing Support,0
2019/20,Scottish Borders,All Ages,Meals,215
2019/20,Scottish Borders,0-17 years,Meals,0
2019/20,Scottish Borders,18-64 years,Meals,20
2019/20,Scottish Borders,65-74 years,Meals,20
2019/20,Scottish Borders,75-84 years,Meals,75
2019/20,Scottish Borders,85+ years,Meals,105
2019/20,Scottish Borders,Unknown,Meals,0
2019/20,Scottish Borders,All Ages,Social Worker,2580
2019/20,Scottish Borders,0-17 years,Social Worker,65
2019/20,Scottish Borders,18-64 years,Social Worker,670
2019/20,Scottish Borders,65-74 years,Social Worker,340
2019/20,Scottish Borders,75-84 years,Social Worker,670
2019/20,Scottish Borders,85+ years,Social Worker,830
2019/20,Scottish Borders,Unknown,Social Worker,0
2020/21,Scottish Borders,All Ages,Care Home,965
2020/21,Scottish Borders,0-17 years,Care Home,0
2020/21,Scottish Borders,18-64 years,Care Home,40
2020/21,Scottish Borders,65-74 years,Care Home,75
2020/21,Scottish Borders,75-84 years,Care Home,295
2020/21,Scottish Borders,85+ years,Care Home,555
2020/21,Scottish Borders,Unknown,Care Home,0
2020/21,Scottish Borders,All Ages,Community Alarms / Telecare,665
2020/21,Scottish Borders,0-17 years,Community Alarms / Telecare,0
2020/21,Scottish Borders,18-64 years,Community Alarms / Telecare,70
2020/21,Scottish Borders,65-74 years,Community Alarms / Telecare,85
2020/21,Scottish Borders,75-84 years,Community Alarms / Telecare,220
2020/21,Scottish Borders,85+ years,Community Alarms / Telecare,285
2020/21,Scottish Borders,Unknown,Community Alarms / Telecare,0
2020/21,Scottish Borders,All Ages,Day Care,95
2020/21,Scottish Borders,0-17 years,Day Care,0
2020/21,Scottish Borders,18-64 years,Day Care,80
2020/21,Scottish Borders,65-74 years,Day Care,5
2020/21,Scottish Borders,75-84 years,Day Care,5
2020/21,Scottish Borders,85+ years,Day Care,0
2020/21,Scottish Borders,Unknown,Day Care,0
2020/21,Scottish Borders,All Ages,Home Care,2030
2020/21,Scottish Borders,0-17 years,Home Care,0
2020/21,Scottish Borders,18-64 years,Home Care,205
2020/21,Scottish Borders,65-74 years,Home Care,275
2020/21,Scottish Borders,75-84 years,Home Care,645
2020/21,Scottish Borders,85+ years,Home Care,905
2020/21,Scottish Borders,Unknown,Home Care,0
2020/21,Scottish Borders,All Ages,Housing Support,0
2020/21,Scottish Borders,0-17 years,Housing Support,0
2020/21,Scottish Borders,18-64 years,Housing Support,0
2020/21,Scottish Borders,65-74 years,Housing Support,0
2020/21,Scottish Borders,75-84 years,Housing Support,0
2020/21,Scottish Borders,85+ years,Housing Support,0
2020/21,Scottish Borders,Unknown,Housing Support,0
2020/21,Scottish Borders,All Ages,Meals,210
2020/21,Scottish Borders,0-17 years,Meals,0
2020/21,Scottish Borders,18-64 years,Meals,20
2020/21,Scottish Borders,65-74 years,Meals,25
2020/21,Scottish Borders,75-84 years,Meals,70
2020/21,Scottish Borders,85+ years,Meals,100
2020/21,Scottish Borders,Unknown,Meals,0
2017/18,Shetland Islands,All Ages,Care Home,135
2017/18,Shetland Islands,0-17 years,Care Home,0
2017/18,Shetland Islands,18-64 years,Care Home,10
2017/18,Shetland Islands,65-74 years,Care Home,20
2017/18,Shetland Islands,75-84 years,Care Home,40
2017/18,Shetland Islands,85+ years,Care Home,70
2017/18,Shetland Islands,Unknown,Care Home,0
2017/18,Shetland Islands,All Ages,Community Alarms / Telecare,615
2017/18,Shetland Islands,0-17 years,Community Alarms / Telecare,0
2017/18,Shetland Islands,18-64 years,Community Alarms / Telecare,60
2017/18,Shetland Islands,65-74 years,Community Alarms / Telecare,75
2017/18,Shetland Islands,75-84 years,Community Alarms / Telecare,240
2017/18,Shetland Islands,85+ years,Community Alarms / Telecare,240
2017/18,Shetland Islands,Unknown,Community Alarms / Telecare,0
2017/18,Shetland Islands,All Ages,Day Care,95
2017/18,Shetland Islands,0-17 years,Day Care,0
2017/18,Shetland Islands,18-64 years,Day Care,15
2017/18,Shetland Islands,65-74 years,Day Care,5
2017/18,Shetland Islands,75-84 years,Day Care,30
2017/18,Shetland Islands,85+ years,Day Care,40
2017/18,Shetland Islands,Unknown,Day Care,0
2017/18,Shetland Islands,All Ages,Home Care,375
2017/18,Shetland Islands,0-17 years,Home Care,0
2017/18,Shetland Islands,18-64 years,Home Care,70
2017/18,Shetland Islands,65-74 years,Home Care,60
2017/18,Shetland Islands,75-84 years,Home Care,125
2017/18,Shetland Islands,85+ years,Home Care,120
2017/18,Shetland Islands,Unknown,Home Care,0
2017/18,Shetland Islands,All Ages,Meals,95
2017/18,Shetland Islands,0-17 years,Meals,0
2017/18,Shetland Islands,18-64 years,Meals,0
2017/18,Shetland Islands,65-74 years,Meals,5
2017/18,Shetland Islands,75-84 years,Meals,40
2017/18,Shetland Islands,85+ years,Meals,50
2017/18,Shetland Islands,Unknown,Meals,0
2017/18,Shetland Islands,All Ages,Social Worker,765
2017/18,Shetland Islands,0-17 years,Social Worker,35
2017/18,Shetland Islands,18-64 years,Social Worker,260
2017/18,Shetland Islands,65-74 years,Social Worker,105
2017/18,Shetland Islands,75-84 years,Social Worker,190
2017/18,Shetland Islands,85+ years,Social Worker,170
2017/18,Shetland Islands,Unknown,Social Worker,5
2018/19,Shetland Islands,All Ages,Care Home,295
2018/19,Shetland Islands,0-17 years,Care Home,0
2018/19,Shetland Islands,18-64 years,Care Home,20
2018/19,Shetland Islands,65-74 years,Care Home,35
2018/19,Shetland Islands,75-84 years,Care Home,90
2018/19,Shetland Islands,85+ years,Care Home,155
2018/19,Shetland Islands,Unknown,Care Home,0
2018/19,Shetland Islands,All Ages,Community Alarms / Telecare,640
2018/19,Shetland Islands,0-17 years,Community Alarms / Telecare,0
2018/19,Shetland Islands,18-64 years,Community Alarms / Telecare,70
2018/19,Shetland Islands,65-74 years,Community Alarms / Telecare,75
2018/19,Shetland Islands,75-84 years,Community Alarms / Telecare,245
2018/19,Shetland Islands,85+ years,Community Alarms / Telecare,250
2018/19,Shetland Islands,Unknown,Community Alarms / Telecare,0
2018/19,Shetland Islands,All Ages,Day Care,125
2018/19,Shetland Islands,0-17 years,Day Care,0
2018/19,Shetland Islands,18-64 years,Day Care,65
2018/19,Shetland Islands,65-74 years,Day Care,10
2018/19,Shetland Islands,75-84 years,Day Care,20
2018/19,Shetland Islands,85+ years,Day Care,35
2018/19,Shetland Islands,Unknown,Day Care,0
2018/19,Shetland Islands,All Ages,Home Care,445
2018/19,Shetland Islands,0-17 years,Home Care,0
2018/19,Shetland Islands,18-64 years,Home Care,95
2018/19,Shetland Islands,65-74 years,Home Care,60
2018/19,Shetland Islands,75-84 years,Home Care,130
2018/19,Shetland Islands,85+ years,Home Care,155
2018/19,Shetland Islands,Unknown,Home Care,0
2018/19,Shetland Islands,All Ages,Meals,110
2018/19,Shetland Islands,0-17 years,Meals,0
2018/19,Shetland Islands,18-64 years,Meals,0
2018/19,Shetland Islands,65-74 years,Meals,5
2018/19,Shetland Islands,75-84 years,Meals,40
2018/19,Shetland Islands,85+ years,Meals,60
2018/19,Shetland Islands,Unknown,Meals,0
2018/19,Shetland Islands,All Ages,Social Worker,565
2018/19,Shetland Islands,0-17 years,Social Worker,40
2018/19,Shetland Islands,18-64 years,Social Worker,230
2018/19,Shetland Islands,65-74 years,Social Worker,75
2018/19,Shetland Islands,75-84 years,Social Worker,115
2018/19,Shetland Islands,85+ years,Social Worker,100
2018/19,Shetland Islands,Unknown,Social Worker,0
2019/20,Shetland Islands,All Ages,Care Home,345
2019/20,Shetland Islands,0-17 years,Care Home,5
2019/20,Shetland Islands,18-64 years,Care Home,50
2019/20,Shetland Islands,65-74 years,Care Home,45
2019/20,Shetland Islands,75-84 years,Care Home,90
2019/20,Shetland Islands,85+ years,Care Home,155
2019/20,Shetland Islands,Unknown,Care Home,0
2019/20,Shetland Islands,All Ages,Community Alarms / Telecare,675
2019/20,Shetland Islands,0-17 years,Community Alarms / Telecare,0
2019/20,Shetland Islands,18-64 years,Community Alarms / Telecare,75
2019/20,Shetland Islands,65-74 years,Community Alarms / Telecare,85
2019/20,Shetland Islands,75-84 years,Community Alarms / Telecare,260
2019/20,Shetland Islands,85+ years,Community Alarms / Telecare,255
2019/20,Shetland Islands,Unknown,Community Alarms / Telecare,0
2019/20,Shetland Islands,All Ages,Day Care,130
2019/20,Shetland Islands,0-17 years,Day Care,0
2019/20,Shetland Islands,18-64 years,Day Care,65
2019/20,Shetland Islands,65-74 years,Day Care,10
2019/20,Shetland Islands,75-84 years,Day Care,15
2019/20,Shetland Islands,85+ years,Day Care,45
2019/20,Shetland Islands,Unknown,Day Care,0
2019/20,Shetland Islands,All Ages,Home Care,515
2019/20,Shetland Islands,0-17 years,Home Care,0
2019/20,Shetland Islands,18-64 years,Home Care,115
2019/20,Shetland Islands,65-74 years,Home Care,80
2019/20,Shetland Islands,75-84 years,Home Care,155
2019/20,Shetland Islands,85+ years,Home Care,165
2019/20,Shetland Islands,Unknown,Home Care,0
2019/20,Shetland Islands,All Ages,Housing Support,15
2019/20,Shetland Islands,0-17 years,Housing Support,0
2019/20,Shetland Islands,18-64 years,Housing Support,5
2019/20,Shetland Islands,65-74 years,Housing Support,5
2019/20,Shetland Islands,75-84 years,Housing Support,5
2019/20,Shetland Islands,85+ years,Housing Support,0
2019/20,Shetland Islands,Unknown,Housing Support,0
2019/20,Shetland Islands,All Ages,Meals,135
2019/20,Shetland Islands,0-17 years,Meals,0
2019/20,Shetland Islands,18-64 years,Meals,5
2019/20,Shetland Islands,65-74 years,Meals,15
2019/20,Shetland Islands,75-84 years,Meals,50
2019/20,Shetland Islands,85+ years,Meals,60
2019/20,Shetland Islands,Unknown,Meals,0
2019/20,Shetland Islands,All Ages,Social Worker,665
2019/20,Shetland Islands,0-17 years,Social Worker,110
2019/20,Shetland Islands,18-64 years,Social Worker,235
2019/20,Shetland Islands,65-74 years,Social Worker,100
2019/20,Shetland Islands,75-84 years,Social Worker,115
2019/20,Shetland Islands,85+ years,Social Worker,100
2019/20,Shetland Islands,Unknown,Social Worker,0
2020/21,Shetland Islands,All Ages,Care Home,280
2020/21,Shetland Islands,0-17 years,Care Home,0
2020/21,Shetland Islands,18-64 years,Care Home,40
2020/21,Shetland Islands,65-74 years,Care Home,25
2020/21,Shetland Islands,75-84 years,Care Home,80
2020/21,Shetland Islands,85+ years,Care Home,130
2020/21,Shetland Islands,Unknown,Care Home,0
2020/21,Shetland Islands,All Ages,Community Alarms / Telecare,675
2020/21,Shetland Islands,0-17 years,Community Alarms / Telecare,0
2020/21,Shetland Islands,18-64 years,Community Alarms / Telecare,75
2020/21,Shetland Islands,65-74 years,Community Alarms / Telecare,65
2020/21,Shetland Islands,75-84 years,Community Alarms / Telecare,270
2020/21,Shetland Islands,85+ years,Community Alarms / Telecare,265
2020/21,Shetland Islands,Unknown,Community Alarms / Telecare,0
2020/21,Shetland Islands,All Ages,Day Care,105
2020/21,Shetland Islands,0-17 years,Day Care,0
2020/21,Shetland Islands,18-64 years,Day Care,65
2020/21,Shetland Islands,65-74 years,Day Care,5
2020/21,Shetland Islands,75-84 years,Day Care,5
2020/21,Shetland Islands,85+ years,Day Care,30
2020/21,Shetland Islands,Unknown,Day Care,0
2020/21,Shetland Islands,All Ages,Home Care,495
2020/21,Shetland Islands,0-17 years,Home Care,0
2020/21,Shetland Islands,18-64 years,Home Care,105
2020/21,Shetland Islands,65-74 years,Home Care,75
2020/21,Shetland Islands,75-84 years,Home Care,155
2020/21,Shetland Islands,85+ years,Home Care,160
2020/21,Shetland Islands,Unknown,Home Care,0
2020/21,Shetland Islands,All Ages,Meals,195
2020/21,Shetland Islands,0-17 years,Meals,0
2020/21,Shetland Islands,18-64 years,Meals,5
2020/21,Shetland Islands,65-74 years,Meals,15
2020/21,Shetland Islands,75-84 years,Meals,85
2020/21,Shetland Islands,85+ years,Meals,90
2020/21,Shetland Islands,Unknown,Meals,0
2020/21,Shetland Islands,All Ages,Social Worker,725
2020/21,Shetland Islands,0-17 years,Social Worker,90
2020/21,Shetland Islands,18-64 years,Social Worker,225
2020/21,Shetland Islands,65-74 years,Social Worker,85
2020/21,Shetland Islands,75-84 years,Social Worker,155
2020/21,Shetland Islands,85+ years,Social Worker,170
2020/21,Shetland Islands,Unknown,Social Worker,0
2017/18,South Ayrshire,All Ages,Care Home,1145
2017/18,South Ayrshire,0-17 years,Care Home,0
2017/18,South Ayrshire,18-64 years,Care Home,80
2017/18,South Ayrshire,65-74 years,Care Home,115
2017/18,South Ayrshire,75-84 years,Care Home,385
2017/18,South Ayrshire,85+ years,Care Home,565
2017/18,South Ayrshire,Unknown,Care Home,0
2017/18,South Ayrshire,All Ages,Community Alarms / Telecare,2965
2017/18,South Ayrshire,0-17 years,Community Alarms / Telecare,5
2017/18,South Ayrshire,18-64 years,Community Alarms / Telecare,325
2017/18,South Ayrshire,65-74 years,Community Alarms / Telecare,400
2017/18,South Ayrshire,75-84 years,Community Alarms / Telecare,1015
2017/18,South Ayrshire,85+ years,Community Alarms / Telecare,1220
2017/18,South Ayrshire,Unknown,Community Alarms / Telecare,0
2017/18,South Ayrshire,All Ages,Day Care,0
2017/18,South Ayrshire,0-17 years,Day Care,0
2017/18,South Ayrshire,18-64 years,Day Care,0
2017/18,South Ayrshire,65-74 years,Day Care,0
2017/18,South Ayrshire,75-84 years,Day Care,0
2017/18,South Ayrshire,85+ years,Day Care,0
2017/18,South Ayrshire,Unknown,Day Care,0
2017/18,South Ayrshire,All Ages,Home Care,1935
2017/18,South Ayrshire,0-17 years,Home Care,5
2017/18,South Ayrshire,18-64 years,Home Care,345
2017/18,South Ayrshire,65-74 years,Home Care,300
2017/18,South Ayrshire,75-84 years,Home Care,640
2017/18,South Ayrshire,85+ years,Home Care,645
2017/18,South Ayrshire,Unknown,Home Care,0
2017/18,South Ayrshire,All Ages,Housing Support,0
2017/18,South Ayrshire,0-17 years,Housing Support,0
2017/18,South Ayrshire,18-64 years,Housing Support,0
2017/18,South Ayrshire,65-74 years,Housing Support,0
2017/18,South Ayrshire,75-84 years,Housing Support,0
2017/18,South Ayrshire,85+ years,Housing Support,0
2017/18,South Ayrshire,Unknown,Housing Support,0
2017/18,South Ayrshire,All Ages,Social Worker,180
2017/18,South Ayrshire,0-17 years,Social Worker,0
2017/18,South Ayrshire,18-64 years,Social Worker,160
2017/18,South Ayrshire,65-74 years,Social Worker,10
2017/18,South Ayrshire,75-84 years,Social Worker,5
2017/18,South Ayrshire,85+ years,Social Worker,0
2017/18,South Ayrshire,Unknown,Social Worker,0
2018/19,South Ayrshire,All Ages,Care Home,1545
2018/19,South Ayrshire,0-17 years,Care Home,0
2018/19,South Ayrshire,18-64 years,Care Home,135
2018/19,South Ayrshire,65-74 years,Care Home,150
2018/19,South Ayrshire,75-84 years,Care Home,475
2018/19,South Ayrshire,85+ years,Care Home,785
2018/19,South Ayrshire,Unknown,Care Home,0
2018/19,South Ayrshire,All Ages,Community Alarms / Telecare,3315
2018/19,South Ayrshire,0-17 years,Community Alarms / Telecare,5
2018/19,South Ayrshire,18-64 years,Community Alarms / Telecare,355
2018/19,South Ayrshire,65-74 years,Community Alarms / Telecare,420
2018/19,South Ayrshire,75-84 years,Community Alarms / Telecare,1165
2018/19,South Ayrshire,85+ years,Community Alarms / Telecare,1365
2018/19,South Ayrshire,Unknown,Community Alarms / Telecare,0
2018/19,South Ayrshire,All Ages,Day Care,0
2018/19,South Ayrshire,0-17 years,Day Care,0
2018/19,South Ayrshire,18-64 years,Day Care,0
2018/19,South Ayrshire,65-74 years,Day Care,0
2018/19,South Ayrshire,75-84 years,Day Care,0
2018/19,South Ayrshire,85+ years,Day Care,0
2018/19,South Ayrshire,Unknown,Day Care,0
2018/19,South Ayrshire,All Ages,Home Care,2775
2018/19,South Ayrshire,0-17 years,Home Care,0
2018/19,South Ayrshire,18-64 years,Home Care,525
2018/19,South Ayrshire,65-74 years,Home Care,430
2018/19,South Ayrshire,75-84 years,Home Care,885
2018/19,South Ayrshire,85+ years,Home Care,930
2018/19,South Ayrshire,Unknown,Home Care,0
2018/19,South Ayrshire,All Ages,Social Worker,3620
2018/19,South Ayrshire,0-17 years,Social Worker,15
2018/19,South Ayrshire,18-64 years,Social Worker,625
2018/19,South Ayrshire,65-74 years,Social Worker,495
2018/19,South Ayrshire,75-84 years,Social Worker,1125
2018/19,South Ayrshire,85+ years,Social Worker,1365
2018/19,South Ayrshire,Unknown,Social Worker,0
2019/20,South Ayrshire,All Ages,Care Home,1280
2019/20,South Ayrshire,0-17 years,Care Home,0
2019/20,South Ayrshire,18-64 years,Care Home,135
2019/20,South Ayrshire,65-74 years,Care Home,120
2019/20,South Ayrshire,75-84 years,Care Home,355
2019/20,South Ayrshire,85+ years,Care Home,675
2019/20,South Ayrshire,Unknown,Care Home,0
2019/20,South Ayrshire,All Ages,Day Care,0
2019/20,South Ayrshire,0-17 years,Day Care,0
2019/20,South Ayrshire,18-64 years,Day Care,0
2019/20,South Ayrshire,65-74 years,Day Care,0
2019/20,South Ayrshire,75-84 years,Day Care,0
2019/20,South Ayrshire,85+ years,Day Care,0
2019/20,South Ayrshire,Unknown,Day Care,0
2019/20,South Ayrshire,All Ages,Home Care,2310
2019/20,South Ayrshire,0-17 years,Home Care,0
2019/20,South Ayrshire,18-64 years,Home Care,515
2019/20,South Ayrshire,65-74 years,Home Care,320
2019/20,South Ayrshire,75-84 years,Home Care,695
2019/20,South Ayrshire,85+ years,Home Care,780
2019/20,South Ayrshire,Unknown,Home Care,0
2019/20,South Ayrshire,All Ages,Social Worker,2165
2019/20,South Ayrshire,0-17 years,Social Worker,0
2019/20,South Ayrshire,18-64 years,Social Worker,500
2019/20,South Ayrshire,65-74 years,Social Worker,305
2019/20,South Ayrshire,75-84 years,Social Worker,660
2019/20,South Ayrshire,85+ years,Social Worker,700
2019/20,South Ayrshire,Unknown,Social Worker,0
2020/21,South Ayrshire,All Ages,Care Home,990
2020/21,South Ayrshire,0-17 years,Care Home,0
2020/21,South Ayrshire,18-64 years,Care Home,70
2020/21,South Ayrshire,65-74 years,Care Home,90
2020/21,South Ayrshire,75-84 years,Care Home,265
2020/21,South Ayrshire,85+ years,Care Home,560
2020/21,South Ayrshire,Unknown,Care Home,0
2020/21,South Ayrshire,All Ages,Day Care,0
2020/21,South Ayrshire,0-17 years,Day Care,0
2020/21,South Ayrshire,18-64 years,Day Care,0
2020/21,South Ayrshire,65-74 years,Day Care,0
2020/21,South Ayrshire,75-84 years,Day Care,0
2020/21,South Ayrshire,85+ years,Day Care,0
2020/21,South Ayrshire,Unknown,Day Care,0
2020/21,South Ayrshire,All Ages,Home Care,2560
2020/21,South Ayrshire,0-17 years,Home Care,0
2020/21,South Ayrshire,18-64 years,Home Care,505
2020/21,South Ayrshire,65-74 years,Home Care,355
2020/21,South Ayrshire,75-84 years,Home Care,805
2020/21,South Ayrshire,85+ years,Home Care,895
2020/21,South Ayrshire,Unknown,Home Care,0
2020/21,South Ayrshire,All Ages,Social Worker,2500
2020/21,South Ayrshire,0-17 years,Social Worker,0
2020/21,South Ayrshire,18-64 years,Social Worker,525
2020/21,South Ayrshire,65-74 years,Social Worker,350
2020/21,South Ayrshire,75-84 years,Social Worker,775
2020/21,South Ayrshire,85+ years,Social Worker,850
2020/21,South Ayrshire,Unknown,Social Worker,0
2017/18,South Lanarkshire,All Ages,Care Home,2080
2017/18,South Lanarkshire,0-17 years,Care Home,0
2017/18,South Lanarkshire,18-64 years,Care Home,225
2017/18,South Lanarkshire,65-74 years,Care Home,240
2017/18,South Lanarkshire,75-84 years,Care Home,640
2017/18,South Lanarkshire,85+ years,Care Home,975
2017/18,South Lanarkshire,Unknown,Care Home,0
2017/18,South Lanarkshire,All Ages,Day Care,825
2017/18,South Lanarkshire,0-17 years,Day Care,0
2017/18,South Lanarkshire,18-64 years,Day Care,270
2017/18,South Lanarkshire,65-74 years,Day Care,85
2017/18,South Lanarkshire,75-84 years,Day Care,250
2017/18,South Lanarkshire,85+ years,Day Care,220
2017/18,South Lanarkshire,Unknown,Day Care,0
2017/18,South Lanarkshire,All Ages,Home Care,4160
2017/18,South Lanarkshire,0-17 years,Home Care,30
2017/18,South Lanarkshire,18-64 years,Home Care,670
2017/18,South Lanarkshire,65-74 years,Home Care,625
2017/18,South Lanarkshire,75-84 years,Home Care,1430
2017/18,South Lanarkshire,85+ years,Home Care,1410
2017/18,South Lanarkshire,Unknown,Home Care,0
2017/18,South Lanarkshire,All Ages,Housing Support,100
2017/18,South Lanarkshire,0-17 years,Housing Support,0
2017/18,South Lanarkshire,18-64 years,Housing Support,85
2017/18,South Lanarkshire,65-74 years,Housing Support,15
2017/18,South Lanarkshire,75-84 years,Housing Support,0
2017/18,South Lanarkshire,85+ years,Housing Support,0
2017/18,South Lanarkshire,Unknown,Housing Support,0
2017/18,South Lanarkshire,All Ages,Meals,345
2017/18,South Lanarkshire,0-17 years,Meals,0
2017/18,South Lanarkshire,18-64 years,Meals,30
2017/18,South Lanarkshire,65-74 years,Meals,45
2017/18,South Lanarkshire,75-84 years,Meals,110
2017/18,South Lanarkshire,85+ years,Meals,160
2017/18,South Lanarkshire,Unknown,Meals,0
2018/19,South Lanarkshire,All Ages,Care Home,2695
2018/19,South Lanarkshire,0-17 years,Care Home,0
2018/19,South Lanarkshire,18-64 years,Care Home,255
2018/19,South Lanarkshire,65-74 years,Care Home,290
2018/19,South Lanarkshire,75-84 years,Care Home,805
2018/19,South Lanarkshire,85+ years,Care Home,1340
2018/19,South Lanarkshire,Unknown,Care Home,0
2018/19,South Lanarkshire,All Ages,Day Care,675
2018/19,South Lanarkshire,0-17 years,Day Care,0
2018/19,South Lanarkshire,18-64 years,Day Care,220
2018/19,South Lanarkshire,65-74 years,Day Care,65
2018/19,South Lanarkshire,75-84 years,Day Care,200
2018/19,South Lanarkshire,85+ years,Day Care,195
2018/19,South Lanarkshire,Unknown,Day Care,0
2018/19,South Lanarkshire,All Ages,Home Care,5820
2018/19,South Lanarkshire,0-17 years,Home Care,40
2018/19,South Lanarkshire,18-64 years,Home Care,780
2018/19,South Lanarkshire,65-74 years,Home Care,870
2018/19,South Lanarkshire,75-84 years,Home Care,2040
2018/19,South Lanarkshire,85+ years,Home Care,2085
2018/19,South Lanarkshire,Unknown,Home Care,0
2018/19,South Lanarkshire,All Ages,Housing Support,110
2018/19,South Lanarkshire,0-17 years,Housing Support,0
2018/19,South Lanarkshire,18-64 years,Housing Support,90
2018/19,South Lanarkshire,65-74 years,Housing Support,15
2018/19,South Lanarkshire,75-84 years,Housing Support,0
2018/19,South Lanarkshire,85+ years,Housing Support,0
2018/19,South Lanarkshire,Unknown,Housing Support,0
2018/19,South Lanarkshire,All Ages,Meals,185
2018/19,South Lanarkshire,0-17 years,Meals,0
2018/19,South Lanarkshire,18-64 years,Meals,15
2018/19,South Lanarkshire,65-74 years,Meals,20
2018/19,South Lanarkshire,75-84 years,Meals,60
2018/19,South Lanarkshire,85+ years,Meals,95
2018/19,South Lanarkshire,Unknown,Meals,0
2018/19,South Lanarkshire,All Ages,Social Worker,6960
2018/19,South Lanarkshire,0-17 years,Social Worker,65
2018/19,South Lanarkshire,18-64 years,Social Worker,1125
2018/19,South Lanarkshire,65-74 years,Social Worker,985
2018/19,South Lanarkshire,75-84 years,Social Worker,2335
2018/19,South Lanarkshire,85+ years,Social Worker,2450
2018/19,South Lanarkshire,Unknown,Social Worker,5
2019/20,South Lanarkshire,All Ages,Care Home,2800
2019/20,South Lanarkshire,0-17 years,Care Home,0
