financial_year,sending_location,age_group,ethnicity,measure,nclient,rate
2018/19,Scottish Borders,18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Scottish Borders,18-64 years,White,"Rate per 1,000 Social Care Clients",1540,868.6
2018/19,Scottish Borders,18-64 years,White,"Rate per 1,000 Social Care Clients (adjusted)",1520,865.6
2018/19,Scottish Borders,18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",10,5.6
2018/19,Scottish Borders,18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",10,5.7
2018/19,Scottish Borders,18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",210,118.4
2018/19,Scottish Borders,18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",210,119.6
2018/19,Scottish Borders,65-74 years,African,"Rate per 1,000 Social Care Clients",0,0
2018/19,Scottish Borders,65-74 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Scottish Borders,65-74 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2018/19,Scottish Borders,65-74 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Scottish Borders,65-74 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2018/19,Scottish Borders,65-74 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Scottish Borders,65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2018/19,Scottish Borders,65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Scottish Borders,65-74 years,White,"Rate per 1,000 Social Care Clients",625,855
2018/19,Scottish Borders,65-74 years,White,"Rate per 1,000 Social Care Clients (adjusted)",580,852.9
2018/19,Scottish Borders,65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",5,6.8
2018/19,Scottish Borders,65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",5,7.4
2018/19,Scottish Borders,65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",100,136.8
2018/19,Scottish Borders,65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",95,139.7
2018/19,Scottish Borders,75-84 years,African,"Rate per 1,000 Social Care Clients",0,0
2018/19,Scottish Borders,75-84 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Scottish Borders,75-84 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2018/19,Scottish Borders,75-84 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Scottish Borders,75-84 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2018/19,Scottish Borders,75-84 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Scottish Borders,75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2018/19,Scottish Borders,75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Scottish Borders,75-84 years,White,"Rate per 1,000 Social Care Clients",1310,905.3
2018/19,Scottish Borders,75-84 years,White,"Rate per 1,000 Social Care Clients (adjusted)",1140,896.9
2018/19,Scottish Borders,75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2018/19,Scottish Borders,75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Scottish Borders,75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",135,93.3
2018/19,Scottish Borders,75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",125,98.3
2018/19,Scottish Borders,85+ years,African,"Rate per 1,000 Social Care Clients",0,0
2018/19,Scottish Borders,85+ years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Scottish Borders,85+ years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2018/19,Scottish Borders,85+ years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Scottish Borders,85+ years,Asian,"Rate per 1,000 Social Care Clients",0,0
2018/19,Scottish Borders,85+ years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Scottish Borders,85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2018/19,Scottish Borders,85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Scottish Borders,85+ years,White,"Rate per 1,000 Social Care Clients",1725,929.4
2018/19,Scottish Borders,85+ years,White,"Rate per 1,000 Social Care Clients (adjusted)",1340,924.1
2018/19,Scottish Borders,85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2018/19,Scottish Borders,85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Scottish Borders,85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",130,70
2018/19,Scottish Borders,85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",110,75.9
2018/19,Scottish Borders,Unknown,African,"Rate per 1,000 Social Care Clients",0,0
2018/19,Scottish Borders,Unknown,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Scottish Borders,Unknown,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2018/19,Scottish Borders,Unknown,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Scottish Borders,Unknown,Asian,"Rate per 1,000 Social Care Clients",0,0
2018/19,Scottish Borders,Unknown,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Scottish Borders,Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2018/19,Scottish Borders,Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Scottish Borders,Unknown,White,"Rate per 1,000 Social Care Clients",0,0
2018/19,Scottish Borders,Unknown,White,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Scottish Borders,Unknown,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2018/19,Scottish Borders,Unknown,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Scottish Borders,Unknown,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",0,0
2018/19,Scottish Borders,Unknown,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,All Ages,African,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,All Ages,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,All Ages,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",5,1.1
2019/20,Scottish Borders,All Ages,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",5,1.3
2019/20,Scottish Borders,All Ages,Asian,"Rate per 1,000 Social Care Clients",10,2.3
2019/20,Scottish Borders,All Ages,Asian,"Rate per 1,000 Social Care Clients (adjusted)",10,2.6
2019/20,Scottish Borders,All Ages,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,All Ages,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,All Ages,White,"Rate per 1,000 Social Care Clients",4030,917.2
2019/20,Scottish Borders,All Ages,White,"Rate per 1,000 Social Care Clients (adjusted)",3505,913.2
2019/20,Scottish Borders,All Ages,Other Ethnic Group,"Rate per 1,000 Social Care Clients",5,1.1
2019/20,Scottish Borders,All Ages,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",5,1.3
2019/20,Scottish Borders,All Ages,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",340,77.4
2019/20,Scottish Borders,All Ages,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",315,82.1
2019/20,Scottish Borders,0-17 years,African,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,0-17 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,0-17 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,0-17 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,0-17 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,0-17 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,0-17 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,0-17 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,0-17 years,White,"Rate per 1,000 Social Care Clients",65,970.1
2019/20,Scottish Borders,0-17 years,White,"Rate per 1,000 Social Care Clients (adjusted)",65,970.1
2019/20,Scottish Borders,0-17 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,0-17 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,0-17 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,0-17 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,18-64 years,African,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,18-64 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,18-64 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",5,5.5
2019/20,Scottish Borders,18-64 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",5,5.6
2019/20,Scottish Borders,18-64 years,Asian,"Rate per 1,000 Social Care Clients",5,5.5
2019/20,Scottish Borders,18-64 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",5,5.6
2019/20,Scottish Borders,18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,18-64 years,White,"Rate per 1,000 Social Care Clients",845,928.6
2019/20,Scottish Borders,18-64 years,White,"Rate per 1,000 Social Care Clients (adjusted)",830,927.4
2019/20,Scottish Borders,18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",60,65.9
2019/20,Scottish Borders,18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",60,67
2019/20,Scottish Borders,65-74 years,African,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,65-74 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,65-74 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,65-74 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,65-74 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,65-74 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,65-74 years,White,"Rate per 1,000 Social Care Clients",480,890.5
2019/20,Scottish Borders,65-74 years,White,"Rate per 1,000 Social Care Clients (adjusted)",445,890
2019/20,Scottish Borders,65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",55,102
2019/20,Scottish Borders,65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",50,100
2019/20,Scottish Borders,75-84 years,African,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,75-84 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,75-84 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,75-84 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,75-84 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,75-84 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,75-84 years,White,"Rate per 1,000 Social Care Clients",1075,907.9
2019/20,Scottish Borders,75-84 years,White,"Rate per 1,000 Social Care Clients (adjusted)",935,899.9
2019/20,Scottish Borders,75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",105,88.7
2019/20,Scottish Borders,75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",105,101.1
2019/20,Scottish Borders,85+ years,African,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,85+ years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,85+ years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,85+ years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,85+ years,Asian,"Rate per 1,000 Social Care Clients",5,3
2019/20,Scottish Borders,85+ years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,85+ years,White,"Rate per 1,000 Social Care Clients",1565,924.4
2019/20,Scottish Borders,85+ years,White,"Rate per 1,000 Social Care Clients (adjusted)",1230,920
2019/20,Scottish Borders,85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",120,70.9
2019/20,Scottish Borders,85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",105,78.5
2019/20,Scottish Borders,Unknown,African,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,Unknown,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,Unknown,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,Unknown,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,Unknown,Asian,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,Unknown,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,Unknown,White,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,Unknown,White,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,Unknown,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,Unknown,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,Unknown,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,Unknown,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,All Ages,African,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,All Ages,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,All Ages,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",5,1.2
2020/21,Scottish Borders,All Ages,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",5,1.5
2020/21,Scottish Borders,All Ages,Asian,"Rate per 1,000 Social Care Clients",10,2.5
2020/21,Scottish Borders,All Ages,Asian,"Rate per 1,000 Social Care Clients (adjusted)",5,1.5
2020/21,Scottish Borders,All Ages,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,All Ages,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,All Ages,White,"Rate per 1,000 Social Care Clients",3630,894.7
2020/21,Scottish Borders,All Ages,White,"Rate per 1,000 Social Care Clients (adjusted)",2960,884.6
2020/21,Scottish Borders,All Ages,Other Ethnic Group,"Rate per 1,000 Social Care Clients",5,1.2
2020/21,Scottish Borders,All Ages,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",5,1.5
2020/21,Scottish Borders,All Ages,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",405,99.8
2020/21,Scottish Borders,All Ages,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",370,110.6
2020/21,Scottish Borders,0-17 years,African,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,0-17 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,0-17 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,0-17 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,0-17 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,0-17 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,0-17 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,0-17 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,0-17 years,White,"Rate per 1,000 Social Care Clients",55,916.7
2020/21,Scottish Borders,0-17 years,White,"Rate per 1,000 Social Care Clients (adjusted)",55,916.7
2020/21,Scottish Borders,0-17 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,0-17 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,0-17 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,0-17 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,18-64 years,African,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,18-64 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,18-64 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,18-64 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,18-64 years,Asian,"Rate per 1,000 Social Care Clients",5,6.2
2020/21,Scottish Borders,18-64 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",5,6.5
2020/21,Scottish Borders,18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,18-64 years,White,"Rate per 1,000 Social Care Clients",755,939.1
2020/21,Scottish Borders,18-64 years,White,"Rate per 1,000 Social Care Clients (adjusted)",720,936.3
2020/21,Scottish Borders,18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",45,56
2020/21,Scottish Borders,18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",45,58.5
2020/21,Scottish Borders,65-74 years,African,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,65-74 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,65-74 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,65-74 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,65-74 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,65-74 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,65-74 years,White,"Rate per 1,000 Social Care Clients",430,879.3
2020/21,Scottish Borders,65-74 years,White,"Rate per 1,000 Social Care Clients (adjusted)",375,864.1
2020/21,Scottish Borders,65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",55,112.5
2020/21,Scottish Borders,65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",55,126.7
2020/21,Scottish Borders,75-84 years,African,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,75-84 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,75-84 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,75-84 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,75-84 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,75-84 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,75-84 years,White,"Rate per 1,000 Social Care Clients",960,869.6
2020/21,Scottish Borders,75-84 years,White,"Rate per 1,000 Social Care Clients (adjusted)",765,852.8
2020/21,Scottish Borders,75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",140,126.8
2020/21,Scottish Borders,75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",130,144.9
2020/21,Scottish Borders,85+ years,African,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,85+ years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,85+ years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,85+ years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,85+ years,Asian,"Rate per 1,000 Social Care Clients",5,3.1
2020/21,Scottish Borders,85+ years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,85+ years,White,"Rate per 1,000 Social Care Clients",1430,895.4
2020/21,Scottish Borders,85+ years,White,"Rate per 1,000 Social Care Clients (adjusted)",1040,876.9
2020/21,Scottish Borders,85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",160,100.2
2020/21,Scottish Borders,85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",140,118
2020/21,Scottish Borders,Unknown,African,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,Unknown,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,Unknown,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,Unknown,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,Unknown,Asian,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,Unknown,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,Unknown,White,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,Unknown,White,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,Unknown,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,Unknown,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,Unknown,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,Unknown,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,All Ages,African,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,All Ages,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,All Ages,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,All Ages,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,All Ages,Asian,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,All Ages,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,All Ages,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,All Ages,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,All Ages,White,"Rate per 1,000 Social Care Clients",910,753.9
2017/18,Shetland Islands,All Ages,White,"Rate per 1,000 Social Care Clients (adjusted)",865,749.6
