financial_year,sending_location,age_group,sex,measure,rate,nclient
2020/21,Shetland Islands,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Shetland Islands,65-74 years,Female,"Rate per 1,000 Social Care Clients",65.7,95
2020/21,Shetland Islands,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",68,85
2020/21,Shetland Islands,65-74 years,Male,"Rate per 1,000 Social Care Clients",48.4,70
2020/21,Shetland Islands,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",48,60
2020/21,Shetland Islands,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Shetland Islands,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Shetland Islands,75-84 years,Female,"Rate per 1,000 Social Care Clients",176.5,255
2020/21,Shetland Islands,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",188,235
2020/21,Shetland Islands,75-84 years,Male,"Rate per 1,000 Social Care Clients",96.9,140
2020/21,Shetland Islands,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",100,125
2020/21,Shetland Islands,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Shetland Islands,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Shetland Islands,85+ years,Female,"Rate per 1,000 Social Care Clients",176.5,255
2020/21,Shetland Islands,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",180,225
2020/21,Shetland Islands,85+ years,Male,"Rate per 1,000 Social Care Clients",86.5,125
2020/21,Shetland Islands,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",88,110
2020/21,Shetland Islands,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Shetland Islands,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Shetland Islands,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2020/21,Shetland Islands,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Shetland Islands,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2020/21,Shetland Islands,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Shetland Islands,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Shetland Islands,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Shetland Islands,All Ages,Female,"Rate per 1,000 Social Care Clients",585.8,905
2021/22,Shetland Islands,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",602.9,820
2021/22,Shetland Islands,All Ages,Male,"Rate per 1,000 Social Care Clients",414.2,640
2021/22,Shetland Islands,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",393.4,535
2021/22,Shetland Islands,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2021/22,Shetland Islands,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Shetland Islands,0-17 years,Female,"Rate per 1,000 Social Care Clients",35.6,55
2021/22,Shetland Islands,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",36.8,50
2021/22,Shetland Islands,0-17 years,Male,"Rate per 1,000 Social Care Clients",71.2,110
2021/22,Shetland Islands,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",69.9,95
2021/22,Shetland Islands,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2021/22,Shetland Islands,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Shetland Islands,18-64 years,Female,"Rate per 1,000 Social Care Clients",132.7,205
2021/22,Shetland Islands,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",132.4,180
2021/22,Shetland Islands,18-64 years,Male,"Rate per 1,000 Social Care Clients",119.7,185
2021/22,Shetland Islands,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",99.3,135
2021/22,Shetland Islands,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2021/22,Shetland Islands,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Shetland Islands,65-74 years,Female,"Rate per 1,000 Social Care Clients",61.5,95
2021/22,Shetland Islands,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",62.5,85
2021/22,Shetland Islands,65-74 years,Male,"Rate per 1,000 Social Care Clients",55,85
2021/22,Shetland Islands,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",55.1,75
2021/22,Shetland Islands,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2021/22,Shetland Islands,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Shetland Islands,75-84 years,Female,"Rate per 1,000 Social Care Clients",178,275
2021/22,Shetland Islands,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",191.2,260
2021/22,Shetland Islands,75-84 years,Male,"Rate per 1,000 Social Care Clients",87.4,135
2021/22,Shetland Islands,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",88.2,120
2021/22,Shetland Islands,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2021/22,Shetland Islands,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Shetland Islands,85+ years,Female,"Rate per 1,000 Social Care Clients",178,275
2021/22,Shetland Islands,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",180.1,245
2021/22,Shetland Islands,85+ years,Male,"Rate per 1,000 Social Care Clients",84.1,130
2021/22,Shetland Islands,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",80.9,110
2021/22,Shetland Islands,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2021/22,Shetland Islands,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Shetland Islands,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2021/22,Shetland Islands,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Shetland Islands,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2021/22,Shetland Islands,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Shetland Islands,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2021/22,Shetland Islands,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,South Ayrshire,All Ages,Female,"Rate per 1,000 Social Care Clients",612,3295
2017/18,South Ayrshire,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",607.2,2905
2017/18,South Ayrshire,All Ages,Male,"Rate per 1,000 Social Care Clients",368.7,1985
2017/18,South Ayrshire,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",376.3,1800
2017/18,South Ayrshire,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",19.5,105
2017/18,South Ayrshire,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",16.7,80
2017/18,South Ayrshire,0-17 years,Female,"Rate per 1,000 Social Care Clients",1.9,10
2017/18,South Ayrshire,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",2.1,10
2017/18,South Ayrshire,0-17 years,Male,"Rate per 1,000 Social Care Clients",1.9,10
2017/18,South Ayrshire,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",2.1,10
2017/18,South Ayrshire,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2017/18,South Ayrshire,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,South Ayrshire,18-64 years,Female,"Rate per 1,000 Social Care Clients",89.2,480
2017/18,South Ayrshire,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",97.2,465
2017/18,South Ayrshire,18-64 years,Male,"Rate per 1,000 Social Care Clients",103.1,555
2017/18,South Ayrshire,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",111.8,535
2017/18,South Ayrshire,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0.9,5
2017/18,South Ayrshire,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",1,5
2017/18,South Ayrshire,65-74 years,Female,"Rate per 1,000 Social Care Clients",72.4,390
2017/18,South Ayrshire,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",75.3,360
2017/18,South Ayrshire,65-74 years,Male,"Rate per 1,000 Social Care Clients",56.6,305
2017/18,South Ayrshire,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",56.4,270
2017/18,South Ayrshire,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",1.9,10
2017/18,South Ayrshire,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",2.1,10
2017/18,South Ayrshire,75-84 years,Female,"Rate per 1,000 Social Care Clients",196.9,1060
2017/18,South Ayrshire,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",197.5,945
2017/18,South Ayrshire,75-84 years,Male,"Rate per 1,000 Social Care Clients",109.6,590
2017/18,South Ayrshire,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",106.6,510
2017/18,South Ayrshire,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",8.4,45
2017/18,South Ayrshire,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",7.3,35
2017/18,South Ayrshire,85+ years,Female,"Rate per 1,000 Social Care Clients",250.7,1350
2017/18,South Ayrshire,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",234.1,1120
2017/18,South Ayrshire,85+ years,Male,"Rate per 1,000 Social Care Clients",98.4,530
2017/18,South Ayrshire,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",99.3,475
2017/18,South Ayrshire,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",8.4,45
2017/18,South Ayrshire,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",7.3,35
2017/18,South Ayrshire,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2017/18,South Ayrshire,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,South Ayrshire,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2017/18,South Ayrshire,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,South Ayrshire,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2017/18,South Ayrshire,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,South Ayrshire,All Ages,Female,"Rate per 1,000 Social Care Clients",624,3360
2018/19,South Ayrshire,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",624,3360
2018/19,South Ayrshire,All Ages,Male,"Rate per 1,000 Social Care Clients",352.8,1900
2018/19,South Ayrshire,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",352.8,1900
2018/19,South Ayrshire,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",23.2,125
2018/19,South Ayrshire,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",23.2,125
2018/19,South Ayrshire,0-17 years,Female,"Rate per 1,000 Social Care Clients",1.9,10
2018/19,South Ayrshire,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1.9,10
2018/19,South Ayrshire,0-17 years,Male,"Rate per 1,000 Social Care Clients",1.9,10
2018/19,South Ayrshire,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",1.9,10
2018/19,South Ayrshire,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2018/19,South Ayrshire,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,South Ayrshire,18-64 years,Female,"Rate per 1,000 Social Care Clients",76.1,410
2018/19,South Ayrshire,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",76.1,410
2018/19,South Ayrshire,18-64 years,Male,"Rate per 1,000 Social Care Clients",77.1,415
2018/19,South Ayrshire,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",77.1,415
2018/19,South Ayrshire,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2018/19,South Ayrshire,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,South Ayrshire,65-74 years,Female,"Rate per 1,000 Social Care Clients",75.2,405
2018/19,South Ayrshire,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",75.2,405
2018/19,South Ayrshire,65-74 years,Male,"Rate per 1,000 Social Care Clients",56.6,305
2018/19,South Ayrshire,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",56.6,305
2018/19,South Ayrshire,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",2.8,15
2018/19,South Ayrshire,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",2.8,15
2018/19,South Ayrshire,75-84 years,Female,"Rate per 1,000 Social Care Clients",204.3,1100
2018/19,South Ayrshire,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",204.3,1100
2018/19,South Ayrshire,75-84 years,Male,"Rate per 1,000 Social Care Clients",115.1,620
2018/19,South Ayrshire,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",115.1,620
2018/19,South Ayrshire,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",9.3,50
2018/19,South Ayrshire,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",9.3,50
2018/19,South Ayrshire,85+ years,Female,"Rate per 1,000 Social Care Clients",266.5,1435
2018/19,South Ayrshire,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",267.4,1440
2018/19,South Ayrshire,85+ years,Male,"Rate per 1,000 Social Care Clients",102.1,550
2018/19,South Ayrshire,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",102.1,550
2018/19,South Ayrshire,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",11.1,60
2018/19,South Ayrshire,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",11.1,60
2018/19,South Ayrshire,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2018/19,South Ayrshire,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,South Ayrshire,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2018/19,South Ayrshire,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,South Ayrshire,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2018/19,South Ayrshire,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,South Ayrshire,All Ages,Female,"Rate per 1,000 Social Care Clients",599,1970
2019/20,South Ayrshire,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",585.4,1285
2019/20,South Ayrshire,All Ages,Male,"Rate per 1,000 Social Care Clients",367.9,1210
2019/20,South Ayrshire,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",400.9,880
2019/20,South Ayrshire,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",33.4,110
2019/20,South Ayrshire,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",15.9,35
2019/20,South Ayrshire,0-17 years,Female,"Rate per 1,000 Social Care Clients",0,0
2019/20,South Ayrshire,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,South Ayrshire,0-17 years,Male,"Rate per 1,000 Social Care Clients",0,0
2019/20,South Ayrshire,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,South Ayrshire,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2019/20,South Ayrshire,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,South Ayrshire,18-64 years,Female,"Rate per 1,000 Social Care Clients",83.6,275
2019/20,South Ayrshire,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",104.8,230
2019/20,South Ayrshire,18-64 years,Male,"Rate per 1,000 Social Care Clients",100.3,330
2019/20,South Ayrshire,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",127.6,280
2019/20,South Ayrshire,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2019/20,South Ayrshire,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,South Ayrshire,65-74 years,Female,"Rate per 1,000 Social Care Clients",63.8,210
2019/20,South Ayrshire,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",75.2,165
2019/20,South Ayrshire,65-74 years,Male,"Rate per 1,000 Social Care Clients",54.7,180
2019/20,South Ayrshire,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",63.8,140
2019/20,South Ayrshire,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",3,10
2019/20,South Ayrshire,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",2.3,5
2019/20,South Ayrshire,75-84 years,Female,"Rate per 1,000 Social Care Clients",174.8,575
2019/20,South Ayrshire,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",184.5,405
2019/20,South Ayrshire,75-84 years,Male,"Rate per 1,000 Social Care Clients",106.4,350
2019/20,South Ayrshire,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",113.9,250
2019/20,South Ayrshire,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",10.6,35
2019/20,South Ayrshire,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",6.8,15
2019/20,South Ayrshire,85+ years,Female,"Rate per 1,000 Social Care Clients",275.2,905
2019/20,South Ayrshire,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",218.7,480
2019/20,South Ayrshire,85+ years,Male,"Rate per 1,000 Social Care Clients",104.9,345
2019/20,South Ayrshire,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",97.9,215
2019/20,South Ayrshire,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",18.2,60
2019/20,South Ayrshire,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",6.8,15
2019/20,South Ayrshire,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2019/20,South Ayrshire,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,South Ayrshire,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2019/20,South Ayrshire,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,South Ayrshire,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2019/20,South Ayrshire,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,South Ayrshire,All Ages,Female,"Rate per 1,000 Social Care Clients",571,1950
2020/21,South Ayrshire,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",556.9,1395
2020/21,South Ayrshire,All Ages,Male,"Rate per 1,000 Social Care Clients",347,1185
2020/21,South Ayrshire,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",373.3,935
2020/21,South Ayrshire,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",82,280
2020/21,South Ayrshire,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",69.9,175
2020/21,South Ayrshire,0-17 years,Female,"Rate per 1,000 Social Care Clients",0,0
2020/21,South Ayrshire,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,South Ayrshire,0-17 years,Male,"Rate per 1,000 Social Care Clients",0,0
2020/21,South Ayrshire,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,South Ayrshire,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2020/21,South Ayrshire,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,South Ayrshire,18-64 years,Female,"Rate per 1,000 Social Care Clients",82,280
2020/21,South Ayrshire,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",97.8,245
2020/21,South Ayrshire,18-64 years,Male,"Rate per 1,000 Social Care Clients",89.3,305
2020/21,South Ayrshire,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",109.8,275
2020/21,South Ayrshire,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",2.9,10
2020/21,South Ayrshire,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",4,10
2020/21,South Ayrshire,65-74 years,Female,"Rate per 1,000 Social Care Clients",63,215
2020/21,South Ayrshire,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",67.9,170
2020/21,South Ayrshire,65-74 years,Male,"Rate per 1,000 Social Care Clients",55.6,190
2020/21,South Ayrshire,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",61.9,155
2020/21,South Ayrshire,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",8.8,30
2020/21,South Ayrshire,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",8,20
2020/21,South Ayrshire,75-84 years,Female,"Rate per 1,000 Social Care Clients",166.9,570
2020/21,South Ayrshire,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",175.6,440
2020/21,South Ayrshire,75-84 years,Male,"Rate per 1,000 Social Care Clients",104,355
2020/21,South Ayrshire,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",107.8,270
2020/21,South Ayrshire,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",26.4,90
2020/21,South Ayrshire,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",25.9,65
2020/21,South Ayrshire,85+ years,Female,"Rate per 1,000 Social Care Clients",260.6,890
2020/21,South Ayrshire,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",213.6,535
2020/21,South Ayrshire,85+ years,Male,"Rate per 1,000 Social Care Clients",99.6,340
2020/21,South Ayrshire,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",93.8,235
2020/21,South Ayrshire,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",38.1,130
2020/21,South Ayrshire,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",27.9,70
2020/21,South Ayrshire,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2020/21,South Ayrshire,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,South Ayrshire,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2020/21,South Ayrshire,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,South Ayrshire,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",5.9,20
2020/21,South Ayrshire,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",4,10
2021/22,South Ayrshire,All Ages,Female,"Rate per 1,000 Social Care Clients",558.2,2135
2021/22,South Ayrshire,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",558.2,2135
2021/22,South Ayrshire,All Ages,Male,"Rate per 1,000 Social Care Clients",325.5,1245
2021/22,South Ayrshire,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",325.5,1245
2021/22,South Ayrshire,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",115,440
2021/22,South Ayrshire,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",115,440
2021/22,South Ayrshire,0-17 years,Female,"Rate per 1,000 Social Care Clients",0,0
2021/22,South Ayrshire,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,South Ayrshire,0-17 years,Male,"Rate per 1,000 Social Care Clients",0,0
2021/22,South Ayrshire,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,South Ayrshire,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2021/22,South Ayrshire,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,South Ayrshire,18-64 years,Female,"Rate per 1,000 Social Care Clients",69.3,265
2021/22,South Ayrshire,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",69.3,265
2021/22,South Ayrshire,18-64 years,Male,"Rate per 1,000 Social Care Clients",73.2,280
2021/22,South Ayrshire,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",73.2,280
2021/22,South Ayrshire,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",5.2,20
2021/22,South Ayrshire,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",5.2,20
2021/22,South Ayrshire,65-74 years,Female,"Rate per 1,000 Social Care Clients",66.7,255
2021/22,South Ayrshire,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",66.7,255
2021/22,South Ayrshire,65-74 years,Male,"Rate per 1,000 Social Care Clients",56.2,215
2021/22,South Ayrshire,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",56.2,215
2021/22,South Ayrshire,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",9.2,35
2021/22,South Ayrshire,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",9.2,35
2021/22,South Ayrshire,75-84 years,Female,"Rate per 1,000 Social Care Clients",175.2,670
2021/22,South Ayrshire,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",175.2,670
2021/22,South Ayrshire,75-84 years,Male,"Rate per 1,000 Social Care Clients",100.7,385
2021/22,South Ayrshire,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",100.7,385
2021/22,South Ayrshire,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",34,130
2021/22,South Ayrshire,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",34,130
2021/22,South Ayrshire,85+ years,Female,"Rate per 1,000 Social Care Clients",247.1,945
2021/22,South Ayrshire,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",247.1,945
2021/22,South Ayrshire,85+ years,Male,"Rate per 1,000 Social Care Clients",95.4,365
2021/22,South Ayrshire,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",95.4,365
2021/22,South Ayrshire,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",58.8,225
2021/22,South Ayrshire,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",58.8,225
2021/22,South Ayrshire,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2021/22,South Ayrshire,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,South Ayrshire,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2021/22,South Ayrshire,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,South Ayrshire,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",7.8,30
