financial_year,sending_location,age_group,living_alone,measure,percentage,nclient
2020/21,Fife,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),43.2,2410
2020/21,Glasgow City,All Ages,Living Alone,Percentage of Social Care Clients,39.3,8620
2020/21,Glasgow City,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),39.9,8470
2020/21,Glasgow City,All Ages,Not Living Alone,Percentage of Social Care Clients,60.7,13305
2020/21,Glasgow City,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),60.1,12775
2020/21,Glasgow City,0-17 years,Not Living Alone,Percentage of Social Care Clients,100,350
2020/21,Glasgow City,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),100,350
2020/21,Glasgow City,18-64 years,Living Alone,Percentage of Social Care Clients,33.5,1830
2020/21,Glasgow City,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),34.5,1805
2020/21,Glasgow City,18-64 years,Not Living Alone,Percentage of Social Care Clients,66.5,3635
2020/21,Glasgow City,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),65.5,3425
2020/21,Glasgow City,65-74 years,Living Alone,Percentage of Social Care Clients,39.1,1355
2020/21,Glasgow City,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),39.7,1330
2020/21,Glasgow City,65-74 years,Not Living Alone,Percentage of Social Care Clients,60.9,2110
2020/21,Glasgow City,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),60.3,2020
2020/21,Glasgow City,75-84 years,Living Alone,Percentage of Social Care Clients,39.6,2460
2020/21,Glasgow City,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),40,2420
2020/21,Glasgow City,75-84 years,Not Living Alone,Percentage of Social Care Clients,60.4,3750
2020/21,Glasgow City,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),60,3635
2020/21,Glasgow City,85+ years,Living Alone,Percentage of Social Care Clients,46.2,2970
2020/21,Glasgow City,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),46.6,2915
2020/21,Glasgow City,85+ years,Not Living Alone,Percentage of Social Care Clients,53.8,3455
2020/21,Glasgow City,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),53.4,3345
2020/21,Highland,All Ages,Living Alone,Percentage of Social Care Clients,31.5,2570
2020/21,Highland,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),31.6,2570
2020/21,Highland,All Ages,Not Living Alone,Percentage of Social Care Clients,5.8,475
2020/21,Highland,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),5.8,475
2020/21,Highland,All Ages,Unknown,Percentage of Social Care Clients,62.6,5105
2020/21,Highland,All Ages,Unknown,Percentage of Social Care Clients (adjusted),62.6,5100
2020/21,Highland,0-17 years,Not Living Alone,Percentage of Social Care Clients,18.2,10
2020/21,Highland,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),18.2,10
2020/21,Highland,0-17 years,Unknown,Percentage of Social Care Clients,81.8,45
2020/21,Highland,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),81.8,45
2020/21,Highland,18-64 years,Living Alone,Percentage of Social Care Clients,18.8,275
2020/21,Highland,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),18.8,275
2020/21,Highland,18-64 years,Not Living Alone,Percentage of Social Care Clients,12.3,180
2020/21,Highland,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),12.3,180
2020/21,Highland,18-64 years,Unknown,Percentage of Social Care Clients,68.8,1005
2020/21,Highland,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),68.8,1005
2020/21,Highland,65-74 years,Living Alone,Percentage of Social Care Clients,35.1,360
2020/21,Highland,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),35.1,360
2020/21,Highland,65-74 years,Not Living Alone,Percentage of Social Care Clients,5.4,55
2020/21,Highland,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),5.4,55
2020/21,Highland,65-74 years,Unknown,Percentage of Social Care Clients,59.5,610
2020/21,Highland,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),59.5,610
2020/21,Highland,75-84 years,Living Alone,Percentage of Social Care Clients,32.3,750
2020/21,Highland,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),32.3,750
2020/21,Highland,75-84 years,Not Living Alone,Percentage of Social Care Clients,4.3,100
2020/21,Highland,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),4.3,100
2020/21,Highland,75-84 years,Unknown,Percentage of Social Care Clients,63.4,1470
2020/21,Highland,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),63.4,1470
2020/21,Highland,85+ years,Living Alone,Percentage of Social Care Clients,36,1185
2020/21,Highland,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),36,1185
2020/21,Highland,85+ years,Not Living Alone,Percentage of Social Care Clients,4,130
2020/21,Highland,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),4,130
2020/21,Highland,85+ years,Unknown,Percentage of Social Care Clients,60,1975
2020/21,Highland,85+ years,Unknown,Percentage of Social Care Clients (adjusted),60,1975
2020/21,Inverclyde,All Ages,Living Alone,Percentage of Social Care Clients,47,2000
2020/21,Inverclyde,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),49.9,1930
2020/21,Inverclyde,All Ages,Not Living Alone,Percentage of Social Care Clients,41.8,1780
2020/21,Inverclyde,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),40.1,1550
2020/21,Inverclyde,All Ages,Unknown,Percentage of Social Care Clients,11.2,475
2020/21,Inverclyde,All Ages,Unknown,Percentage of Social Care Clients (adjusted),10.1,390
2020/21,Inverclyde,0-17 years,Not Living Alone,Percentage of Social Care Clients,100,5
2020/21,Inverclyde,18-64 years,Living Alone,Percentage of Social Care Clients,31.3,280
2020/21,Inverclyde,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),35.8,265
2020/21,Inverclyde,18-64 years,Not Living Alone,Percentage of Social Care Clients,54.2,485
2020/21,Inverclyde,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),50.7,375
2020/21,Inverclyde,18-64 years,Unknown,Percentage of Social Care Clients,14.5,130
2020/21,Inverclyde,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),13.5,100
2020/21,Inverclyde,65-74 years,Living Alone,Percentage of Social Care Clients,44.8,300
2020/21,Inverclyde,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),46.5,295
2020/21,Inverclyde,65-74 years,Not Living Alone,Percentage of Social Care Clients,42.5,285
2020/21,Inverclyde,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),41.7,265
2020/21,Inverclyde,65-74 years,Unknown,Percentage of Social Care Clients,12.7,85
2020/21,Inverclyde,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),11.8,75
2020/21,Inverclyde,75-84 years,Living Alone,Percentage of Social Care Clients,49.8,670
2020/21,Inverclyde,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),51,645
2020/21,Inverclyde,75-84 years,Not Living Alone,Percentage of Social Care Clients,40.1,540
2020/21,Inverclyde,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),39.1,495
2020/21,Inverclyde,75-84 years,Unknown,Percentage of Social Care Clients,10,135
2020/21,Inverclyde,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),9.9,125
2020/21,Inverclyde,85+ years,Living Alone,Percentage of Social Care Clients,55.8,750
2020/21,Inverclyde,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),59.2,725
2020/21,Inverclyde,85+ years,Not Living Alone,Percentage of Social Care Clients,34.9,470
2020/21,Inverclyde,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),33.5,410
2020/21,Inverclyde,85+ years,Unknown,Percentage of Social Care Clients,9.3,125
2020/21,Inverclyde,85+ years,Unknown,Percentage of Social Care Clients (adjusted),7.3,90
2020/21,Midlothian,All Ages,Unknown,Percentage of Social Care Clients,100,3565
2020/21,Midlothian,All Ages,Unknown,Percentage of Social Care Clients (adjusted),100,3540
2020/21,Midlothian,0-17 years,Unknown,Percentage of Social Care Clients,100,130
2020/21,Midlothian,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),100,130
2020/21,Midlothian,18-64 years,Unknown,Percentage of Social Care Clients,100,745
2020/21,Midlothian,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),100,735
2020/21,Midlothian,65-74 years,Unknown,Percentage of Social Care Clients,100,525
2020/21,Midlothian,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),100,525
2020/21,Midlothian,75-84 years,Unknown,Percentage of Social Care Clients,100,1100
2020/21,Midlothian,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),100,1095
2020/21,Midlothian,85+ years,Unknown,Percentage of Social Care Clients,100,1060
2020/21,Midlothian,85+ years,Unknown,Percentage of Social Care Clients (adjusted),100,1060
2020/21,Midlothian,Unknown,Unknown,Percentage of Social Care Clients,100,5
2020/21,Moray,All Ages,Living Alone,Percentage of Social Care Clients,17.4,665
2020/21,Moray,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),18,665
2020/21,Moray,All Ages,Unknown,Percentage of Social Care Clients,82.6,3160
2020/21,Moray,All Ages,Unknown,Percentage of Social Care Clients (adjusted),82,3025
2020/21,Moray,0-17 years,Unknown,Percentage of Social Care Clients,100,35
2020/21,Moray,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),100,35
2020/21,Moray,18-64 years,Living Alone,Percentage of Social Care Clients,8.3,80
2020/21,Moray,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),8.4,80
2020/21,Moray,18-64 years,Unknown,Percentage of Social Care Clients,91.7,885
2020/21,Moray,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),91.6,870
2020/21,Moray,65-74 years,Living Alone,Percentage of Social Care Clients,14.4,65
2020/21,Moray,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),15.1,65
2020/21,Moray,65-74 years,Unknown,Percentage of Social Care Clients,85.6,385
2020/21,Moray,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),84.9,365
2020/21,Moray,75-84 years,Living Alone,Percentage of Social Care Clients,18.5,185
2020/21,Moray,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),19.5,185
2020/21,Moray,75-84 years,Unknown,Percentage of Social Care Clients,81.5,815
2020/21,Moray,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),80.5,765
2020/21,Moray,85+ years,Living Alone,Percentage of Social Care Clients,24.6,340
2020/21,Moray,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),25.7,340
2020/21,Moray,85+ years,Unknown,Percentage of Social Care Clients,75.4,1040
2020/21,Moray,85+ years,Unknown,Percentage of Social Care Clients (adjusted),74.3,985
2020/21,Moray,Unknown,Unknown,Percentage of Social Care Clients,100,5
2020/21,Moray,Unknown,Unknown,Percentage of Social Care Clients (adjusted),100,5
2020/21,North Ayrshire,All Ages,Living Alone,Percentage of Social Care Clients,37.2,2790
2020/21,North Ayrshire,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),39.8,2790
2020/21,North Ayrshire,All Ages,Not Living Alone,Percentage of Social Care Clients,39.9,2995
2020/21,North Ayrshire,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),42.7,2995
2020/21,North Ayrshire,All Ages,Unknown,Percentage of Social Care Clients,23,1725
2020/21,North Ayrshire,All Ages,Unknown,Percentage of Social Care Clients (adjusted),17.5,1225
2020/21,North Ayrshire,0-17 years,Not Living Alone,Percentage of Social Care Clients,24,30
2020/21,North Ayrshire,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),26.1,30
2020/21,North Ayrshire,0-17 years,Unknown,Percentage of Social Care Clients,76,95
2020/21,North Ayrshire,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),73.9,85
2020/21,North Ayrshire,18-64 years,Living Alone,Percentage of Social Care Clients,26.8,360
2020/21,North Ayrshire,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),28,360
2020/21,North Ayrshire,18-64 years,Not Living Alone,Percentage of Social Care Clients,51.7,695
2020/21,North Ayrshire,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),54.1,695
2020/21,North Ayrshire,18-64 years,Unknown,Percentage of Social Care Clients,21.6,290
2020/21,North Ayrshire,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),17.9,230
2020/21,North Ayrshire,65-74 years,Living Alone,Percentage of Social Care Clients,33.2,405
2020/21,North Ayrshire,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),36.2,405
2020/21,North Ayrshire,65-74 years,Not Living Alone,Percentage of Social Care Clients,41.8,510
2020/21,North Ayrshire,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),45.5,510
2020/21,North Ayrshire,65-74 years,Unknown,Percentage of Social Care Clients,25,305
2020/21,North Ayrshire,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),18.3,205
2020/21,North Ayrshire,75-84 years,Living Alone,Percentage of Social Care Clients,39.2,985
2020/21,North Ayrshire,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),41.9,985
2020/21,North Ayrshire,75-84 years,Not Living Alone,Percentage of Social Care Clients,40.6,1020
2020/21,North Ayrshire,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),43.4,1020
2020/21,North Ayrshire,75-84 years,Unknown,Percentage of Social Care Clients,20.3,510
2020/21,North Ayrshire,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),14.7,345
2020/21,North Ayrshire,85+ years,Living Alone,Percentage of Social Care Clients,45.1,1035
2020/21,North Ayrshire,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),48.5,1035
2020/21,North Ayrshire,85+ years,Not Living Alone,Percentage of Social Care Clients,32.2,740
2020/21,North Ayrshire,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),34.7,740
2020/21,North Ayrshire,85+ years,Unknown,Percentage of Social Care Clients,22.7,520
2020/21,North Ayrshire,85+ years,Unknown,Percentage of Social Care Clients (adjusted),16.9,360
2020/21,North Ayrshire,Unknown,Unknown,Percentage of Social Care Clients,100,5
2020/21,North Ayrshire,Unknown,Unknown,Percentage of Social Care Clients (adjusted),100,5
2020/21,North Lanarkshire,All Ages,Living Alone,Percentage of Social Care Clients,7.4,1165
2020/21,North Lanarkshire,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),7.4,1165
2020/21,North Lanarkshire,All Ages,Unknown,Percentage of Social Care Clients,92.6,14610
2020/21,North Lanarkshire,All Ages,Unknown,Percentage of Social Care Clients (adjusted),92.6,14610
2020/21,North Lanarkshire,0-17 years,Unknown,Percentage of Social Care Clients,100,235
2020/21,North Lanarkshire,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),100,235
2020/21,North Lanarkshire,18-64 years,Living Alone,Percentage of Social Care Clients,2.6,90
2020/21,North Lanarkshire,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),2.6,90
2020/21,North Lanarkshire,18-64 years,Unknown,Percentage of Social Care Clients,97.4,3315
2020/21,North Lanarkshire,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),97.4,3315
2020/21,North Lanarkshire,65-74 years,Living Alone,Percentage of Social Care Clients,5.8,155
2020/21,North Lanarkshire,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),5.8,155
2020/21,North Lanarkshire,65-74 years,Unknown,Percentage of Social Care Clients,94.2,2505
2020/21,North Lanarkshire,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),94.2,2505
2020/21,North Lanarkshire,75-84 years,Living Alone,Percentage of Social Care Clients,7.6,395
2020/21,North Lanarkshire,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),7.6,395
2020/21,North Lanarkshire,75-84 years,Unknown,Percentage of Social Care Clients,92.4,4790
2020/21,North Lanarkshire,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),92.4,4790
2020/21,North Lanarkshire,85+ years,Living Alone,Percentage of Social Care Clients,12.2,525
2020/21,North Lanarkshire,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),12.2,525
2020/21,North Lanarkshire,85+ years,Unknown,Percentage of Social Care Clients,87.8,3765
2020/21,North Lanarkshire,85+ years,Unknown,Percentage of Social Care Clients (adjusted),87.8,3765
2020/21,North Lanarkshire,Unknown,Unknown,Percentage of Social Care Clients,100,5
2020/21,North Lanarkshire,Unknown,Unknown,Percentage of Social Care Clients (adjusted),100,5
2020/21,Orkney Islands,All Ages,Unknown,Percentage of Social Care Clients,100,415
2020/21,Orkney Islands,18-64 years,Unknown,Percentage of Social Care Clients,100,25
2020/21,Orkney Islands,65-74 years,Unknown,Percentage of Social Care Clients,100,45
2020/21,Orkney Islands,75-84 years,Unknown,Percentage of Social Care Clients,100,140
2020/21,Orkney Islands,85+ years,Unknown,Percentage of Social Care Clients,100,210
2020/21,Perth and Kinross,All Ages,Living Alone,Percentage of Social Care Clients,7.5,555
2020/21,Perth and Kinross,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),7.9,550
2020/21,Perth and Kinross,All Ages,Not Living Alone,Percentage of Social Care Clients,91.7,6780
2020/21,Perth and Kinross,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),91.5,6385
2020/21,Perth and Kinross,All Ages,Unknown,Percentage of Social Care Clients,0.7,55
2020/21,Perth and Kinross,All Ages,Unknown,Percentage of Social Care Clients (adjusted),0.6,45
2020/21,Perth and Kinross,0-17 years,Not Living Alone,Percentage of Social Care Clients,100,25
2020/21,Perth and Kinross,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),100,20
2020/21,Perth and Kinross,18-64 years,Living Alone,Percentage of Social Care Clients,6.3,100
2020/21,Perth and Kinross,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),6.2,95
2020/21,Perth and Kinross,18-64 years,Not Living Alone,Percentage of Social Care Clients,93,1470
2020/21,Perth and Kinross,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),93.1,1420
2020/21,Perth and Kinross,18-64 years,Unknown,Percentage of Social Care Clients,0.6,10
2020/21,Perth and Kinross,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),0.7,10
2020/21,Perth and Kinross,65-74 years,Living Alone,Percentage of Social Care Clients,8.2,80
2020/21,Perth and Kinross,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),8.6,80
2020/21,Perth and Kinross,65-74 years,Not Living Alone,Percentage of Social Care Clients,90.8,885
2020/21,Perth and Kinross,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),90.9,845
2020/21,Perth and Kinross,65-74 years,Unknown,Percentage of Social Care Clients,1,10
2020/21,Perth and Kinross,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),0.5,5
2020/21,Perth and Kinross,75-84 years,Living Alone,Percentage of Social Care Clients,6.6,135
2020/21,Perth and Kinross,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),6.9,135
2020/21,Perth and Kinross,75-84 years,Not Living Alone,Percentage of Social Care Clients,92.4,1880
2020/21,Perth and Kinross,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),92.3,1795
2020/21,Perth and Kinross,75-84 years,Unknown,Percentage of Social Care Clients,1,20
2020/21,Perth and Kinross,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),0.8,15
2020/21,Perth and Kinross,85+ years,Living Alone,Percentage of Social Care Clients,8.7,240
2020/21,Perth and Kinross,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),9.4,240
2020/21,Perth and Kinross,85+ years,Not Living Alone,Percentage of Social Care Clients,90.8,2515
2020/21,Perth and Kinross,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),90,2305
2020/21,Perth and Kinross,85+ years,Unknown,Percentage of Social Care Clients,0.5,15
2020/21,Perth and Kinross,85+ years,Unknown,Percentage of Social Care Clients (adjusted),0.6,15
2020/21,Renfrewshire,All Ages,Living Alone,Percentage of Social Care Clients,8,615
2020/21,Renfrewshire,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),8.1,505
2020/21,Renfrewshire,All Ages,Not Living Alone,Percentage of Social Care Clients,92,7050
2020/21,Renfrewshire,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),91.9,5720
2020/21,Renfrewshire,0-17 years,Not Living Alone,Percentage of Social Care Clients,100,90
2020/21,Renfrewshire,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),100,60
2020/21,Renfrewshire,18-64 years,Living Alone,Percentage of Social Care Clients,10.8,165
2020/21,Renfrewshire,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),12.4,150
2020/21,Renfrewshire,18-64 years,Not Living Alone,Percentage of Social Care Clients,89.2,1360
2020/21,Renfrewshire,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),87.6,1060
2020/21,Renfrewshire,65-74 years,Living Alone,Percentage of Social Care Clients,11.4,125
2020/21,Renfrewshire,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),12,115
2020/21,Renfrewshire,65-74 years,Not Living Alone,Percentage of Social Care Clients,88.6,970
2020/21,Renfrewshire,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),88,845
2020/21,Renfrewshire,75-84 years,Living Alone,Percentage of Social Care Clients,6.1,150
2020/21,Renfrewshire,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),5.8,120
2020/21,Renfrewshire,75-84 years,Not Living Alone,Percentage of Social Care Clients,93.9,2320
2020/21,Renfrewshire,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),94.2,1960
2020/21,Renfrewshire,85+ years,Living Alone,Percentage of Social Care Clients,7,175
2020/21,Renfrewshire,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),6,115
2020/21,Renfrewshire,85+ years,Not Living Alone,Percentage of Social Care Clients,93,2310
2020/21,Renfrewshire,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),94,1800
2020/21,Scottish Borders,All Ages,Living Alone,Percentage of Social Care Clients,19.5,790
2020/21,Scottish Borders,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),23.6,790
2020/21,Scottish Borders,All Ages,Not Living Alone,Percentage of Social Care Clients,37.6,1525
2020/21,Scottish Borders,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),24.4,815
2020/21,Scottish Borders,All Ages,Unknown,Percentage of Social Care Clients,42.9,1740
2020/21,Scottish Borders,All Ages,Unknown,Percentage of Social Care Clients (adjusted),52,1740
2020/21,Scottish Borders,0-17 years,Unknown,Percentage of Social Care Clients,100,60
2020/21,Scottish Borders,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),100,60
2020/21,Scottish Borders,18-64 years,Living Alone,Percentage of Social Care Clients,11.8,95
2020/21,Scottish Borders,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),12.3,95
2020/21,Scottish Borders,18-64 years,Not Living Alone,Percentage of Social Care Clients,14.9,120
2020/21,Scottish Borders,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),11,85
2020/21,Scottish Borders,18-64 years,Unknown,Percentage of Social Care Clients,73.3,590
2020/21,Scottish Borders,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),76.6,590
2020/21,Scottish Borders,65-74 years,Living Alone,Percentage of Social Care Clients,22.7,110
2020/21,Scottish Borders,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),25.6,110
2020/21,Scottish Borders,65-74 years,Not Living Alone,Percentage of Social Care Clients,32,155
2020/21,Scottish Borders,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),24.4,105
2020/21,Scottish Borders,65-74 years,Unknown,Percentage of Social Care Clients,45.4,220
2020/21,Scottish Borders,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),50,215
2020/21,Scottish Borders,75-84 years,Living Alone,Percentage of Social Care Clients,20.8,230
2020/21,Scottish Borders,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),25.6,230
2020/21,Scottish Borders,75-84 years,Not Living Alone,Percentage of Social Care Clients,44.3,490
2020/21,Scottish Borders,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),31.7,285
2020/21,Scottish Borders,75-84 years,Unknown,Percentage of Social Care Clients,34.8,385
2020/21,Scottish Borders,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),42.8,385
2020/21,Scottish Borders,85+ years,Living Alone,Percentage of Social Care Clients,22.2,355
2020/21,Scottish Borders,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),30,355
2020/21,Scottish Borders,85+ years,Not Living Alone,Percentage of Social Care Clients,47.2,755
2020/21,Scottish Borders,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),28.7,340
2020/21,Scottish Borders,85+ years,Unknown,Percentage of Social Care Clients,30.6,490
2020/21,Scottish Borders,85+ years,Unknown,Percentage of Social Care Clients (adjusted),41.4,490
2020/21,Shetland Islands,All Ages,Not Living Alone,Percentage of Social Care Clients,8,115
2020/21,Shetland Islands,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),7.2,90
2020/21,Shetland Islands,All Ages,Unknown,Percentage of Social Care Clients,92,1330
2020/21,Shetland Islands,All Ages,Unknown,Percentage of Social Care Clients (adjusted),92.8,1160
2020/21,Shetland Islands,0-17 years,Not Living Alone,Percentage of Social Care Clients,8.3,10
2020/21,Shetland Islands,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),10,10
2020/21,Shetland Islands,0-17 years,Unknown,Percentage of Social Care Clients,91.7,110
2020/21,Shetland Islands,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),90,90
2020/21,Shetland Islands,18-64 years,Not Living Alone,Percentage of Social Care Clients,3.9,15
2020/21,Shetland Islands,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),3.3,10
2020/21,Shetland Islands,18-64 years,Unknown,Percentage of Social Care Clients,96.1,370
2020/21,Shetland Islands,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),96.7,295
2020/21,Shetland Islands,65-74 years,Not Living Alone,Percentage of Social Care Clients,3,5
2020/21,Shetland Islands,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),3.6,5
2020/21,Shetland Islands,65-74 years,Unknown,Percentage of Social Care Clients,97,160
2020/21,Shetland Islands,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),96.4,135
2020/21,Shetland Islands,75-84 years,Not Living Alone,Percentage of Social Care Clients,6.3,25
2020/21,Shetland Islands,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),4.2,15
2020/21,Shetland Islands,75-84 years,Unknown,Percentage of Social Care Clients,93.7,370
2020/21,Shetland Islands,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),95.8,345
2020/21,Shetland Islands,85+ years,Not Living Alone,Percentage of Social Care Clients,14.5,55
2020/21,Shetland Islands,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),13.2,45
2020/21,Shetland Islands,85+ years,Unknown,Percentage of Social Care Clients,85.5,325
2020/21,Shetland Islands,85+ years,Unknown,Percentage of Social Care Clients (adjusted),86.8,295
2020/21,South Ayrshire,All Ages,Living Alone,Percentage of Social Care Clients,25,855
2020/21,South Ayrshire,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),34.1,855
2020/21,South Ayrshire,All Ages,Not Living Alone,Percentage of Social Care Clients,73.7,2520
2020/21,South Ayrshire,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),64.1,1610
2020/21,South Ayrshire,All Ages,Unknown,Percentage of Social Care Clients,1.3,45
2020/21,South Ayrshire,All Ages,Unknown,Percentage of Social Care Clients (adjusted),1.8,45
2020/21,South Ayrshire,18-64 years,Living Alone,Percentage of Social Care Clients,35.3,210
2020/21,South Ayrshire,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),39.6,210
