financial_year,sending_location,age_group,measure,rate,nclient
2019/20,Renfrewshire,Unknown,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Renfrewshire,All Ages,"Rate per 1,000 Social Care Clients",124.6,955
2020/21,Renfrewshire,All Ages,"Rate per 1,000 Social Care Clients (adjusted)",365.9,955
2020/21,Renfrewshire,0-17 years,"Rate per 1,000 Social Care Clients",0,0
2020/21,Renfrewshire,0-17 years,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Renfrewshire,18-64 years,"Rate per 1,000 Social Care Clients",72.1,110
2020/21,Renfrewshire,18-64 years,"Rate per 1,000 Social Care Clients (adjusted)",222.2,110
2020/21,Renfrewshire,65-74 years,"Rate per 1,000 Social Care Clients",127.9,140
2020/21,Renfrewshire,65-74 years,"Rate per 1,000 Social Care Clients (adjusted)",350,140
2020/21,Renfrewshire,75-84 years,"Rate per 1,000 Social Care Clients",133.6,330
2020/21,Renfrewshire,75-84 years,"Rate per 1,000 Social Care Clients (adjusted)",381.5,330
2020/21,Renfrewshire,85+ years,"Rate per 1,000 Social Care Clients",150.9,375
2020/21,Renfrewshire,85+ years,"Rate per 1,000 Social Care Clients (adjusted)",441.2,375
2020/21,Renfrewshire,Unknown,"Rate per 1,000 Social Care Clients",0,0
2020/21,Renfrewshire,Unknown,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Renfrewshire,All Ages,"Rate per 1,000 Social Care Clients",189.3,885
2021/22,Renfrewshire,All Ages,"Rate per 1,000 Social Care Clients (adjusted)",299.5,885
2021/22,Renfrewshire,0-17 years,"Rate per 1,000 Social Care Clients",0,0
2021/22,Renfrewshire,0-17 years,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Renfrewshire,18-64 years,"Rate per 1,000 Social Care Clients",100,70
2021/22,Renfrewshire,18-64 years,"Rate per 1,000 Social Care Clients (adjusted)",138.6,70
2021/22,Renfrewshire,65-74 years,"Rate per 1,000 Social Care Clients",164.2,110
2021/22,Renfrewshire,65-74 years,"Rate per 1,000 Social Care Clients (adjusted)",255.8,110
2021/22,Renfrewshire,75-84 years,"Rate per 1,000 Social Care Clients",206.3,325
2021/22,Renfrewshire,75-84 years,"Rate per 1,000 Social Care Clients (adjusted)",321.8,325
2021/22,Renfrewshire,85+ years,"Rate per 1,000 Social Care Clients",225.5,380
2021/22,Renfrewshire,85+ years,"Rate per 1,000 Social Care Clients (adjusted)",389.7,380
2021/22,Renfrewshire,Unknown,"Rate per 1,000 Social Care Clients",0,0
2021/22,Renfrewshire,Unknown,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Scottish Borders,All Ages,"Rate per 1,000 Social Care Clients",50.8,205
2017/18,Scottish Borders,All Ages,"Rate per 1,000 Social Care Clients (adjusted)",58.5,205
2017/18,Scottish Borders,0-17 years,"Rate per 1,000 Social Care Clients",0,0
2017/18,Scottish Borders,0-17 years,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Scottish Borders,18-64 years,"Rate per 1,000 Social Care Clients",22.1,20
2017/18,Scottish Borders,18-64 years,"Rate per 1,000 Social Care Clients (adjusted)",23,20
2017/18,Scottish Borders,65-74 years,"Rate per 1,000 Social Care Clients",58.1,30
2017/18,Scottish Borders,65-74 years,"Rate per 1,000 Social Care Clients (adjusted)",62.1,30
2017/18,Scottish Borders,75-84 years,"Rate per 1,000 Social Care Clients",64,70
2017/18,Scottish Borders,75-84 years,"Rate per 1,000 Social Care Clients (adjusted)",73.7,70
2017/18,Scottish Borders,85+ years,"Rate per 1,000 Social Care Clients",61,90
2017/18,Scottish Borders,85+ years,"Rate per 1,000 Social Care Clients (adjusted)",77.9,90
2017/18,Scottish Borders,Unknown,"Rate per 1,000 Social Care Clients",0,0
2017/18,Scottish Borders,Unknown,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Scottish Borders,All Ages,"Rate per 1,000 Social Care Clients",36.3,220
2018/19,Scottish Borders,All Ages,"Rate per 1,000 Social Care Clients (adjusted)",40.7,220
2018/19,Scottish Borders,0-17 years,"Rate per 1,000 Social Care Clients",0,0
2018/19,Scottish Borders,0-17 years,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Scottish Borders,18-64 years,"Rate per 1,000 Social Care Clients",11.3,20
2018/19,Scottish Borders,18-64 years,"Rate per 1,000 Social Care Clients (adjusted)",11.4,20
2018/19,Scottish Borders,65-74 years,"Rate per 1,000 Social Care Clients",41,30
2018/19,Scottish Borders,65-74 years,"Rate per 1,000 Social Care Clients (adjusted)",44.1,30
2018/19,Scottish Borders,75-84 years,"Rate per 1,000 Social Care Clients",48.4,70
2018/19,Scottish Borders,75-84 years,"Rate per 1,000 Social Care Clients (adjusted)",55.1,70
2018/19,Scottish Borders,85+ years,"Rate per 1,000 Social Care Clients",56.6,105
2018/19,Scottish Borders,85+ years,"Rate per 1,000 Social Care Clients (adjusted)",72.4,105
2018/19,Scottish Borders,Unknown,"Rate per 1,000 Social Care Clients",0,0
2018/19,Scottish Borders,Unknown,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,All Ages,"Rate per 1,000 Social Care Clients",48.9,215
2019/20,Scottish Borders,All Ages,"Rate per 1,000 Social Care Clients (adjusted)",56,215
2019/20,Scottish Borders,0-17 years,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,0-17 years,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Scottish Borders,18-64 years,"Rate per 1,000 Social Care Clients",22,20
2019/20,Scottish Borders,18-64 years,"Rate per 1,000 Social Care Clients (adjusted)",22.3,20
2019/20,Scottish Borders,65-74 years,"Rate per 1,000 Social Care Clients",37.1,20
2019/20,Scottish Borders,65-74 years,"Rate per 1,000 Social Care Clients (adjusted)",40,20
2019/20,Scottish Borders,75-84 years,"Rate per 1,000 Social Care Clients",63.3,75
2019/20,Scottish Borders,75-84 years,"Rate per 1,000 Social Care Clients (adjusted)",72.2,75
2019/20,Scottish Borders,85+ years,"Rate per 1,000 Social Care Clients",62,105
2019/20,Scottish Borders,85+ years,"Rate per 1,000 Social Care Clients (adjusted)",78.5,105
2019/20,Scottish Borders,Unknown,"Rate per 1,000 Social Care Clients",0,0
2019/20,Scottish Borders,Unknown,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,All Ages,"Rate per 1,000 Social Care Clients",51.8,210
2020/21,Scottish Borders,All Ages,"Rate per 1,000 Social Care Clients (adjusted)",62.8,210
2020/21,Scottish Borders,0-17 years,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,0-17 years,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Scottish Borders,18-64 years,"Rate per 1,000 Social Care Clients",24.8,20
2020/21,Scottish Borders,18-64 years,"Rate per 1,000 Social Care Clients (adjusted)",26,20
2020/21,Scottish Borders,65-74 years,"Rate per 1,000 Social Care Clients",51,25
2020/21,Scottish Borders,65-74 years,"Rate per 1,000 Social Care Clients (adjusted)",57.5,25
2020/21,Scottish Borders,75-84 years,"Rate per 1,000 Social Care Clients",63.3,70
2020/21,Scottish Borders,75-84 years,"Rate per 1,000 Social Care Clients (adjusted)",78.2,70
2020/21,Scottish Borders,85+ years,"Rate per 1,000 Social Care Clients",62.5,100
2020/21,Scottish Borders,85+ years,"Rate per 1,000 Social Care Clients (adjusted)",84.4,100
2020/21,Scottish Borders,Unknown,"Rate per 1,000 Social Care Clients",0,0
2020/21,Scottish Borders,Unknown,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Scottish Borders,All Ages,"Rate per 1,000 Social Care Clients",33.3,150
2021/22,Scottish Borders,All Ages,"Rate per 1,000 Social Care Clients (adjusted)",42.5,150
2021/22,Scottish Borders,0-17 years,"Rate per 1,000 Social Care Clients",0,0
2021/22,Scottish Borders,0-17 years,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Scottish Borders,18-64 years,"Rate per 1,000 Social Care Clients",9.8,10
2021/22,Scottish Borders,18-64 years,"Rate per 1,000 Social Care Clients (adjusted)",13.2,10
2021/22,Scottish Borders,65-74 years,"Rate per 1,000 Social Care Clients",33,15
2021/22,Scottish Borders,65-74 years,"Rate per 1,000 Social Care Clients (adjusted)",38.5,15
2021/22,Scottish Borders,75-84 years,"Rate per 1,000 Social Care Clients",52.4,55
2021/22,Scottish Borders,75-84 years,"Rate per 1,000 Social Care Clients (adjusted)",65.5,55
2021/22,Scottish Borders,85+ years,"Rate per 1,000 Social Care Clients",41.3,70
2021/22,Scottish Borders,85+ years,"Rate per 1,000 Social Care Clients (adjusted)",53.8,70
2021/22,Scottish Borders,Unknown,"Rate per 1,000 Social Care Clients",0,0
2021/22,Scottish Borders,Unknown,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,All Ages,"Rate per 1,000 Social Care Clients",78.7,95
2017/18,Shetland Islands,All Ages,"Rate per 1,000 Social Care Clients (adjusted)",82.3,95
2017/18,Shetland Islands,0-17 years,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,0-17 years,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,18-64 years,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,18-64 years,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Shetland Islands,65-74 years,"Rate per 1,000 Social Care Clients",31.1,5
2017/18,Shetland Islands,65-74 years,"Rate per 1,000 Social Care Clients (adjusted)",32.3,5
2017/18,Shetland Islands,75-84 years,"Rate per 1,000 Social Care Clients",110.5,40
2017/18,Shetland Islands,75-84 years,"Rate per 1,000 Social Care Clients (adjusted)",115.3,40
2017/18,Shetland Islands,85+ years,"Rate per 1,000 Social Care Clients",150.6,50
2017/18,Shetland Islands,85+ years,"Rate per 1,000 Social Care Clients (adjusted)",159.7,50
2017/18,Shetland Islands,Unknown,"Rate per 1,000 Social Care Clients",0,0
2017/18,Shetland Islands,Unknown,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,All Ages,"Rate per 1,000 Social Care Clients",84.2,110
2018/19,Shetland Islands,All Ages,"Rate per 1,000 Social Care Clients (adjusted)",96.7,110
2018/19,Shetland Islands,0-17 years,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,0-17 years,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,18-64 years,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,18-64 years,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Shetland Islands,65-74 years,"Rate per 1,000 Social Care Clients",31.1,5
2018/19,Shetland Islands,65-74 years,"Rate per 1,000 Social Care Clients (adjusted)",34.7,5
2018/19,Shetland Islands,75-84 years,"Rate per 1,000 Social Care Clients",106.1,40
2018/19,Shetland Islands,75-84 years,"Rate per 1,000 Social Care Clients (adjusted)",118.3,40
2018/19,Shetland Islands,85+ years,"Rate per 1,000 Social Care Clients",165.3,60
2018/19,Shetland Islands,85+ years,"Rate per 1,000 Social Care Clients (adjusted)",194.8,60
2018/19,Shetland Islands,Unknown,"Rate per 1,000 Social Care Clients",0,0
2018/19,Shetland Islands,Unknown,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Shetland Islands,All Ages,"Rate per 1,000 Social Care Clients",93.7,135
2019/20,Shetland Islands,All Ages,"Rate per 1,000 Social Care Clients (adjusted)",107.6,135
2019/20,Shetland Islands,0-17 years,"Rate per 1,000 Social Care Clients",0,0
2019/20,Shetland Islands,0-17 years,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Shetland Islands,18-64 years,"Rate per 1,000 Social Care Clients",13.5,5
2019/20,Shetland Islands,18-64 years,"Rate per 1,000 Social Care Clients (adjusted)",16.1,5
2019/20,Shetland Islands,65-74 years,"Rate per 1,000 Social Care Clients",75.4,15
2019/20,Shetland Islands,65-74 years,"Rate per 1,000 Social Care Clients (adjusted)",87.2,15
2019/20,Shetland Islands,75-84 years,"Rate per 1,000 Social Care Clients",126.6,50
2019/20,Shetland Islands,75-84 years,"Rate per 1,000 Social Care Clients (adjusted)",144.9,50
2019/20,Shetland Islands,85+ years,"Rate per 1,000 Social Care Clients",164.8,60
2019/20,Shetland Islands,85+ years,"Rate per 1,000 Social Care Clients (adjusted)",188.1,60
2019/20,Shetland Islands,Unknown,"Rate per 1,000 Social Care Clients",0,0
2019/20,Shetland Islands,Unknown,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Shetland Islands,All Ages,"Rate per 1,000 Social Care Clients",134.9,195
2020/21,Shetland Islands,All Ages,"Rate per 1,000 Social Care Clients (adjusted)",156,195
2020/21,Shetland Islands,0-17 years,"Rate per 1,000 Social Care Clients",0,0
2020/21,Shetland Islands,0-17 years,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Shetland Islands,18-64 years,"Rate per 1,000 Social Care Clients",13,5
2020/21,Shetland Islands,18-64 years,"Rate per 1,000 Social Care Clients (adjusted)",16.1,5
2020/21,Shetland Islands,65-74 years,"Rate per 1,000 Social Care Clients",90.9,15
2020/21,Shetland Islands,65-74 years,"Rate per 1,000 Social Care Clients (adjusted)",103.4,15
2020/21,Shetland Islands,75-84 years,"Rate per 1,000 Social Care Clients",215.2,85
2020/21,Shetland Islands,75-84 years,"Rate per 1,000 Social Care Clients (adjusted)",236.1,85
2020/21,Shetland Islands,85+ years,"Rate per 1,000 Social Care Clients",236.8,90
2020/21,Shetland Islands,85+ years,"Rate per 1,000 Social Care Clients (adjusted)",268.7,90
2020/21,Shetland Islands,Unknown,"Rate per 1,000 Social Care Clients",0,0
2020/21,Shetland Islands,Unknown,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Shetland Islands,All Ages,"Rate per 1,000 Social Care Clients",158.6,245
2021/22,Shetland Islands,All Ages,"Rate per 1,000 Social Care Clients (adjusted)",180.1,245
2021/22,Shetland Islands,0-17 years,"Rate per 1,000 Social Care Clients",0,0
2021/22,Shetland Islands,0-17 years,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Shetland Islands,18-64 years,"Rate per 1,000 Social Care Clients",38.5,15
2021/22,Shetland Islands,18-64 years,"Rate per 1,000 Social Care Clients (adjusted)",46.9,15
2021/22,Shetland Islands,65-74 years,"Rate per 1,000 Social Care Clients",142.9,25
2021/22,Shetland Islands,65-74 years,"Rate per 1,000 Social Care Clients (adjusted)",156.2,25
2021/22,Shetland Islands,75-84 years,"Rate per 1,000 Social Care Clients",231.7,95
2021/22,Shetland Islands,75-84 years,"Rate per 1,000 Social Care Clients (adjusted)",250,95
2021/22,Shetland Islands,85+ years,"Rate per 1,000 Social Care Clients",271.6,110
2021/22,Shetland Islands,85+ years,"Rate per 1,000 Social Care Clients (adjusted)",314.3,110
2021/22,Shetland Islands,Unknown,"Rate per 1,000 Social Care Clients",0,0
2021/22,Shetland Islands,Unknown,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,South Lanarkshire,All Ages,"Rate per 1,000 Social Care Clients",48.6,345
2017/18,South Lanarkshire,All Ages,"Rate per 1,000 Social Care Clients (adjusted)",67.6,345
2017/18,South Lanarkshire,0-17 years,"Rate per 1,000 Social Care Clients",0,0
2017/18,South Lanarkshire,0-17 years,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,South Lanarkshire,18-64 years,"Rate per 1,000 Social Care Clients",21.5,30
2017/18,South Lanarkshire,18-64 years,"Rate per 1,000 Social Care Clients (adjusted)",25.6,30
2017/18,South Lanarkshire,65-74 years,"Rate per 1,000 Social Care Clients",46.7,45
2017/18,South Lanarkshire,65-74 years,"Rate per 1,000 Social Care Clients (adjusted)",65,45
2017/18,South Lanarkshire,75-84 years,"Rate per 1,000 Social Care Clients",50.3,110
2017/18,South Lanarkshire,75-84 years,"Rate per 1,000 Social Care Clients (adjusted)",71.1,110
2017/18,South Lanarkshire,85+ years,"Rate per 1,000 Social Care Clients",63.8,160
2017/18,South Lanarkshire,85+ years,"Rate per 1,000 Social Care Clients (adjusted)",97.6,160
2017/18,South Lanarkshire,Unknown,"Rate per 1,000 Social Care Clients",0,0
2017/18,South Lanarkshire,Unknown,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,South Lanarkshire,All Ages,"Rate per 1,000 Social Care Clients",21.2,185
2018/19,South Lanarkshire,All Ages,"Rate per 1,000 Social Care Clients (adjusted)",24.7,185
2018/19,South Lanarkshire,0-17 years,"Rate per 1,000 Social Care Clients",0,0
2018/19,South Lanarkshire,0-17 years,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,South Lanarkshire,18-64 years,"Rate per 1,000 Social Care Clients",10.1,15
2018/19,South Lanarkshire,18-64 years,"Rate per 1,000 Social Care Clients (adjusted)",10.6,15
2018/19,South Lanarkshire,65-74 years,"Rate per 1,000 Social Care Clients",16.7,20
2018/19,South Lanarkshire,65-74 years,"Rate per 1,000 Social Care Clients (adjusted)",18.6,20
2018/19,South Lanarkshire,75-84 years,"Rate per 1,000 Social Care Clients",21.8,60
2018/19,South Lanarkshire,75-84 years,"Rate per 1,000 Social Care Clients (adjusted)",25,60
2018/19,South Lanarkshire,85+ years,"Rate per 1,000 Social Care Clients",29.5,95
2018/19,South Lanarkshire,85+ years,"Rate per 1,000 Social Care Clients (adjusted)",37.5,95
2018/19,South Lanarkshire,Unknown,"Rate per 1,000 Social Care Clients",0,0
2018/19,South Lanarkshire,Unknown,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,South Lanarkshire,All Ages,"Rate per 1,000 Social Care Clients",14.5,125
2019/20,South Lanarkshire,All Ages,"Rate per 1,000 Social Care Clients (adjusted)",17,125
2019/20,South Lanarkshire,0-17 years,"Rate per 1,000 Social Care Clients",0,0
2019/20,South Lanarkshire,0-17 years,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,South Lanarkshire,18-64 years,"Rate per 1,000 Social Care Clients",10.7,15
2019/20,South Lanarkshire,18-64 years,"Rate per 1,000 Social Care Clients (adjusted)",11.3,15
2019/20,South Lanarkshire,65-74 years,"Rate per 1,000 Social Care Clients",12.6,15
2019/20,South Lanarkshire,65-74 years,"Rate per 1,000 Social Care Clients (adjusted)",14,15
2019/20,South Lanarkshire,75-84 years,"Rate per 1,000 Social Care Clients",14.5,40
2019/20,South Lanarkshire,75-84 years,"Rate per 1,000 Social Care Clients (adjusted)",16.7,40
2019/20,South Lanarkshire,85+ years,"Rate per 1,000 Social Care Clients",16.9,55
2019/20,South Lanarkshire,85+ years,"Rate per 1,000 Social Care Clients (adjusted)",21.8,55
2019/20,South Lanarkshire,Unknown,"Rate per 1,000 Social Care Clients",0,0
2019/20,South Lanarkshire,Unknown,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,South Lanarkshire,All Ages,"Rate per 1,000 Social Care Clients",13.4,120
2020/21,South Lanarkshire,All Ages,"Rate per 1,000 Social Care Clients (adjusted)",15.2,120
2020/21,South Lanarkshire,0-17 years,"Rate per 1,000 Social Care Clients",0,0
2020/21,South Lanarkshire,0-17 years,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,South Lanarkshire,18-64 years,"Rate per 1,000 Social Care Clients",8.8,15
2020/21,South Lanarkshire,18-64 years,"Rate per 1,000 Social Care Clients (adjusted)",9.8,15
2020/21,South Lanarkshire,65-74 years,"Rate per 1,000 Social Care Clients",12.3,15
2020/21,South Lanarkshire,65-74 years,"Rate per 1,000 Social Care Clients (adjusted)",13.3,15
2020/21,South Lanarkshire,75-84 years,"Rate per 1,000 Social Care Clients",12.8,35
2020/21,South Lanarkshire,75-84 years,"Rate per 1,000 Social Care Clients (adjusted)",14.2,35
2020/21,South Lanarkshire,85+ years,"Rate per 1,000 Social Care Clients",18.4,60
2020/21,South Lanarkshire,85+ years,"Rate per 1,000 Social Care Clients (adjusted)",21.9,60
2020/21,South Lanarkshire,Unknown,"Rate per 1,000 Social Care Clients",0,0
2020/21,South Lanarkshire,Unknown,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,South Lanarkshire,All Ages,"Rate per 1,000 Social Care Clients",8,75
2021/22,South Lanarkshire,All Ages,"Rate per 1,000 Social Care Clients (adjusted)",10.7,75
2021/22,South Lanarkshire,0-17 years,"Rate per 1,000 Social Care Clients",0,0
2021/22,South Lanarkshire,0-17 years,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,South Lanarkshire,18-64 years,"Rate per 1,000 Social Care Clients",4.4,10
2021/22,South Lanarkshire,18-64 years,"Rate per 1,000 Social Care Clients (adjusted)",5.1,10
2021/22,South Lanarkshire,65-74 years,"Rate per 1,000 Social Care Clients",8,10
2021/22,South Lanarkshire,65-74 years,"Rate per 1,000 Social Care Clients (adjusted)",10.2,10
2021/22,South Lanarkshire,75-84 years,"Rate per 1,000 Social Care Clients",7.8,20
2021/22,South Lanarkshire,75-84 years,"Rate per 1,000 Social Care Clients (adjusted)",10.7,20
2021/22,South Lanarkshire,85+ years,"Rate per 1,000 Social Care Clients",9.6,30
2021/22,South Lanarkshire,85+ years,"Rate per 1,000 Social Care Clients (adjusted)",14.6,30
2021/22,South Lanarkshire,Unknown,"Rate per 1,000 Social Care Clients",0,0
2021/22,South Lanarkshire,Unknown,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Stirling,All Ages,"Rate per 1,000 Social Care Clients",18.5,70
2017/18,Stirling,All Ages,"Rate per 1,000 Social Care Clients (adjusted)",19.3,70
2017/18,Stirling,0-17 years,"Rate per 1,000 Social Care Clients",0,0
2017/18,Stirling,0-17 years,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Stirling,18-64 years,"Rate per 1,000 Social Care Clients",7,5
2017/18,Stirling,18-64 years,"Rate per 1,000 Social Care Clients (adjusted)",7.4,5
2017/18,Stirling,65-74 years,"Rate per 1,000 Social Care Clients",10.5,5
2017/18,Stirling,65-74 years,"Rate per 1,000 Social Care Clients (adjusted)",11,5
2017/18,Stirling,75-84 years,"Rate per 1,000 Social Care Clients",20.2,25
2017/18,Stirling,75-84 years,"Rate per 1,000 Social Care Clients (adjusted)",20.8,25
2017/18,Stirling,85+ years,"Rate per 1,000 Social Care Clients",25.8,35
2017/18,Stirling,85+ years,"Rate per 1,000 Social Care Clients (adjusted)",27,35
2017/18,Stirling,Unknown,"Rate per 1,000 Social Care Clients",0,0
2017/18,Stirling,Unknown,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Stirling,All Ages,"Rate per 1,000 Social Care Clients",15.4,60
2018/19,Stirling,All Ages,"Rate per 1,000 Social Care Clients (adjusted)",16.2,60
2018/19,Stirling,0-17 years,"Rate per 1,000 Social Care Clients",0,0
2018/19,Stirling,0-17 years,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Stirling,18-64 years,"Rate per 1,000 Social Care Clients",6.9,5
2018/19,Stirling,18-64 years,"Rate per 1,000 Social Care Clients (adjusted)",7.2,5
2018/19,Stirling,65-74 years,"Rate per 1,000 Social Care Clients",10.6,5
2018/19,Stirling,65-74 years,"Rate per 1,000 Social Care Clients (adjusted)",11.2,5
2018/19,Stirling,75-84 years,"Rate per 1,000 Social Care Clients",15.6,20
2018/19,Stirling,75-84 years,"Rate per 1,000 Social Care Clients (adjusted)",16.4,20
2018/19,Stirling,85+ years,"Rate per 1,000 Social Care Clients",21.3,30
2018/19,Stirling,85+ years,"Rate per 1,000 Social Care Clients (adjusted)",22.5,30
2018/19,Stirling,Unknown,"Rate per 1,000 Social Care Clients",0,0
2018/19,Stirling,Unknown,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Stirling,All Ages,"Rate per 1,000 Social Care Clients",14.4,55
2019/20,Stirling,All Ages,"Rate per 1,000 Social Care Clients (adjusted)",14.9,55
2019/20,Stirling,0-17 years,"Rate per 1,000 Social Care Clients",0,0
2019/20,Stirling,0-17 years,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Stirling,18-64 years,"Rate per 1,000 Social Care Clients",7,5
2019/20,Stirling,18-64 years,"Rate per 1,000 Social Care Clients (adjusted)",7.4,5
2019/20,Stirling,65-74 years,"Rate per 1,000 Social Care Clients",11.4,5
2019/20,Stirling,65-74 years,"Rate per 1,000 Social Care Clients (adjusted)",11.6,5
2019/20,Stirling,75-84 years,"Rate per 1,000 Social Care Clients",11.8,15
2019/20,Stirling,75-84 years,"Rate per 1,000 Social Care Clients (adjusted)",12.1,15
2019/20,Stirling,85+ years,"Rate per 1,000 Social Care Clients",21.6,30
2019/20,Stirling,85+ years,"Rate per 1,000 Social Care Clients (adjusted)",22.4,30
2019/20,Stirling,Unknown,"Rate per 1,000 Social Care Clients",0,0
2019/20,Stirling,Unknown,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Stirling,All Ages,"Rate per 1,000 Social Care Clients",14.7,55
2020/21,Stirling,All Ages,"Rate per 1,000 Social Care Clients (adjusted)",15.2,55
2020/21,Stirling,0-17 years,"Rate per 1,000 Social Care Clients",0,0
2020/21,Stirling,0-17 years,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Stirling,18-64 years,"Rate per 1,000 Social Care Clients",7,5
2020/21,Stirling,18-64 years,"Rate per 1,000 Social Care Clients (adjusted)",7.5,5
2020/21,Stirling,65-74 years,"Rate per 1,000 Social Care Clients",11.1,5
2020/21,Stirling,65-74 years,"Rate per 1,000 Social Care Clients (adjusted)",11.8,5
2020/21,Stirling,75-84 years,"Rate per 1,000 Social Care Clients",16.9,20
2020/21,Stirling,75-84 years,"Rate per 1,000 Social Care Clients (adjusted)",17.2,20
2020/21,Stirling,85+ years,"Rate per 1,000 Social Care Clients",21.6,30
2020/21,Stirling,85+ years,"Rate per 1,000 Social Care Clients (adjusted)",22.1,30
2020/21,Stirling,Unknown,"Rate per 1,000 Social Care Clients",0,0
2020/21,Stirling,Unknown,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Stirling,All Ages,"Rate per 1,000 Social Care Clients",13.8,50
2021/22,Stirling,All Ages,"Rate per 1,000 Social Care Clients (adjusted)",14.4,50
2021/22,Stirling,0-17 years,"Rate per 1,000 Social Care Clients",0,0
2021/22,Stirling,0-17 years,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Stirling,18-64 years,"Rate per 1,000 Social Care Clients",7.1,5
2021/22,Stirling,18-64 years,"Rate per 1,000 Social Care Clients (adjusted)",7.6,5
2021/22,Stirling,65-74 years,"Rate per 1,000 Social Care Clients",11.8,5
2021/22,Stirling,65-74 years,"Rate per 1,000 Social Care Clients (adjusted)",12.5,5
2021/22,Stirling,75-84 years,"Rate per 1,000 Social Care Clients",17.3,20
2021/22,Stirling,75-84 years,"Rate per 1,000 Social Care Clients (adjusted)",18,20
2021/22,Stirling,85+ years,"Rate per 1,000 Social Care Clients",18.7,25
2021/22,Stirling,85+ years,"Rate per 1,000 Social Care Clients (adjusted)",19.2,25
2021/22,Stirling,Unknown,"Rate per 1,000 Social Care Clients",0,0
2021/22,Stirling,Unknown,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,West Dunbartonshire,All Ages,"Rate per 1,000 Social Care Clients",43.8,170
2017/18,West Dunbartonshire,All Ages,"Rate per 1,000 Social Care Clients (adjusted)",52,170
2017/18,West Dunbartonshire,0-17 years,"Rate per 1,000 Social Care Clients",0,0
2017/18,West Dunbartonshire,0-17 years,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,West Dunbartonshire,18-64 years,"Rate per 1,000 Social Care Clients",43.7,25
