financial_year,sending_location,age_group,service_group,nclient
2017/18,Renfrewshire,75-84 years,Day Care,280
2017/18,Renfrewshire,85+ years,Day Care,315
2017/18,Renfrewshire,Unknown,Day Care,0
2017/18,Renfrewshire,All Ages,Housing Support,315
2017/18,Renfrewshire,0-17 years,Housing Support,0
2017/18,Renfrewshire,18-64 years,Housing Support,275
2017/18,Renfrewshire,65-74 years,Housing Support,40
2017/18,Renfrewshire,75-84 years,Housing Support,5
2017/18,Renfrewshire,85+ years,Housing Support,0
2017/18,Renfrewshire,Unknown,Housing Support,0
2017/18,Renfrewshire,All Ages,Meals,595
2017/18,Renfrewshire,0-17 years,Meals,0
2017/18,Renfrewshire,18-64 years,Meals,45
2017/18,Renfrewshire,65-74 years,Meals,95
2017/18,Renfrewshire,75-84 years,Meals,205
2017/18,Renfrewshire,85+ years,Meals,250
2017/18,Renfrewshire,Unknown,Meals,0
2017/18,Renfrewshire,All Ages,Social Worker,0
2017/18,Renfrewshire,0-17 years,Social Worker,0
2017/18,Renfrewshire,18-64 years,Social Worker,0
2017/18,Renfrewshire,65-74 years,Social Worker,0
2017/18,Renfrewshire,75-84 years,Social Worker,0
2017/18,Renfrewshire,85+ years,Social Worker,0
2017/18,Renfrewshire,Unknown,Social Worker,0
2018/19,Renfrewshire,All Ages,Care Home,1620
2018/19,Renfrewshire,0-17 years,Care Home,0
2018/19,Renfrewshire,18-64 years,Care Home,130
2018/19,Renfrewshire,65-74 years,Care Home,180
2018/19,Renfrewshire,75-84 years,Care Home,550
2018/19,Renfrewshire,85+ years,Care Home,750
2018/19,Renfrewshire,Unknown,Care Home,10
2018/19,Renfrewshire,All Ages,Care at Home,3515
2018/19,Renfrewshire,0-17 years,Care at Home,0
2018/19,Renfrewshire,18-64 years,Care at Home,660
2018/19,Renfrewshire,65-74 years,Care at Home,605
2018/19,Renfrewshire,75-84 years,Care at Home,1170
2018/19,Renfrewshire,85+ years,Care at Home,1070
2018/19,Renfrewshire,Unknown,Care at Home,5
2018/19,Renfrewshire,All Ages,Community Alarms / Telecare,4830
2018/19,Renfrewshire,0-17 years,Community Alarms / Telecare,0
2018/19,Renfrewshire,18-64 years,Community Alarms / Telecare,500
2018/19,Renfrewshire,65-74 years,Community Alarms / Telecare,795
2018/19,Renfrewshire,75-84 years,Community Alarms / Telecare,1865
2018/19,Renfrewshire,85+ years,Community Alarms / Telecare,1665
2018/19,Renfrewshire,Unknown,Community Alarms / Telecare,10
2018/19,Renfrewshire,All Ages,Day Care,925
2018/19,Renfrewshire,0-17 years,Day Care,15
2018/19,Renfrewshire,18-64 years,Day Care,415
2018/19,Renfrewshire,65-74 years,Day Care,105
2018/19,Renfrewshire,75-84 years,Day Care,180
2018/19,Renfrewshire,85+ years,Day Care,210
2018/19,Renfrewshire,Unknown,Day Care,0
2018/19,Renfrewshire,All Ages,Housing Support,250
2018/19,Renfrewshire,0-17 years,Housing Support,0
2018/19,Renfrewshire,18-64 years,Housing Support,215
2018/19,Renfrewshire,65-74 years,Housing Support,25
2018/19,Renfrewshire,75-84 years,Housing Support,5
2018/19,Renfrewshire,85+ years,Housing Support,0
2018/19,Renfrewshire,Unknown,Housing Support,0
2018/19,Renfrewshire,All Ages,Meals,850
2018/19,Renfrewshire,0-17 years,Meals,0
2018/19,Renfrewshire,18-64 years,Meals,90
2018/19,Renfrewshire,65-74 years,Meals,135
2018/19,Renfrewshire,75-84 years,Meals,285
2018/19,Renfrewshire,85+ years,Meals,335
2018/19,Renfrewshire,Unknown,Meals,5
2018/19,Renfrewshire,All Ages,Social Worker,5
2018/19,Renfrewshire,0-17 years,Social Worker,0
2018/19,Renfrewshire,18-64 years,Social Worker,5
2018/19,Renfrewshire,65-74 years,Social Worker,0
2018/19,Renfrewshire,75-84 years,Social Worker,0
2018/19,Renfrewshire,85+ years,Social Worker,0
2018/19,Renfrewshire,Unknown,Social Worker,0
2019/20,Renfrewshire,All Ages,Care Home,1610
2019/20,Renfrewshire,0-17 years,Care Home,0
2019/20,Renfrewshire,18-64 years,Care Home,120
2019/20,Renfrewshire,65-74 years,Care Home,170
2019/20,Renfrewshire,75-84 years,Care Home,550
2019/20,Renfrewshire,85+ years,Care Home,755
2019/20,Renfrewshire,Unknown,Care Home,10
2019/20,Renfrewshire,All Ages,Care at Home,3445
2019/20,Renfrewshire,0-17 years,Care at Home,5
2019/20,Renfrewshire,18-64 years,Care at Home,665
2019/20,Renfrewshire,65-74 years,Care at Home,555
2019/20,Renfrewshire,75-84 years,Care at Home,1140
2019/20,Renfrewshire,85+ years,Care at Home,1080
2019/20,Renfrewshire,Unknown,Care at Home,5
2019/20,Renfrewshire,All Ages,Community Alarms / Telecare,4745
2019/20,Renfrewshire,0-17 years,Community Alarms / Telecare,0
2019/20,Renfrewshire,18-64 years,Community Alarms / Telecare,495
2019/20,Renfrewshire,65-74 years,Community Alarms / Telecare,765
2019/20,Renfrewshire,75-84 years,Community Alarms / Telecare,1775
2019/20,Renfrewshire,85+ years,Community Alarms / Telecare,1705
2019/20,Renfrewshire,Unknown,Community Alarms / Telecare,5
2019/20,Renfrewshire,All Ages,Day Care,895
2019/20,Renfrewshire,0-17 years,Day Care,10
2019/20,Renfrewshire,18-64 years,Day Care,425
2019/20,Renfrewshire,65-74 years,Day Care,95
2019/20,Renfrewshire,75-84 years,Day Care,190
2019/20,Renfrewshire,85+ years,Day Care,175
2019/20,Renfrewshire,Unknown,Day Care,0
2019/20,Renfrewshire,All Ages,Housing Support,350
2019/20,Renfrewshire,0-17 years,Housing Support,0
2019/20,Renfrewshire,18-64 years,Housing Support,305
2019/20,Renfrewshire,65-74 years,Housing Support,40
2019/20,Renfrewshire,75-84 years,Housing Support,10
2019/20,Renfrewshire,85+ years,Housing Support,0
2019/20,Renfrewshire,Unknown,Housing Support,0
2019/20,Renfrewshire,All Ages,Meals,975
2019/20,Renfrewshire,0-17 years,Meals,0
2019/20,Renfrewshire,18-64 years,Meals,110
2019/20,Renfrewshire,65-74 years,Meals,150
2019/20,Renfrewshire,75-84 years,Meals,330
2019/20,Renfrewshire,85+ years,Meals,385
2019/20,Renfrewshire,Unknown,Meals,5
2020/21,Renfrewshire,All Ages,Care Home,1550
2020/21,Renfrewshire,0-17 years,Care Home,0
2020/21,Renfrewshire,18-64 years,Care Home,120
2020/21,Renfrewshire,65-74 years,Care Home,170
2020/21,Renfrewshire,75-84 years,Care Home,520
2020/21,Renfrewshire,85+ years,Care Home,740
2020/21,Renfrewshire,Unknown,Care Home,0
2020/21,Renfrewshire,All Ages,Care at Home,3430
2020/21,Renfrewshire,0-17 years,Care at Home,5
2020/21,Renfrewshire,18-64 years,Care at Home,715
2020/21,Renfrewshire,65-74 years,Care at Home,525
2020/21,Renfrewshire,75-84 years,Care at Home,1110
2020/21,Renfrewshire,85+ years,Care at Home,1075
2020/21,Renfrewshire,Unknown,Care at Home,0
2020/21,Renfrewshire,All Ages,Community Alarms / Telecare,4430
2020/21,Renfrewshire,0-17 years,Community Alarms / Telecare,0
2020/21,Renfrewshire,18-64 years,Community Alarms / Telecare,435
2020/21,Renfrewshire,65-74 years,Community Alarms / Telecare,675
2020/21,Renfrewshire,75-84 years,Community Alarms / Telecare,1680
2020/21,Renfrewshire,85+ years,Community Alarms / Telecare,1640
2020/21,Renfrewshire,Unknown,Community Alarms / Telecare,0
2020/21,Renfrewshire,All Ages,Day Care,795
2020/21,Renfrewshire,0-17 years,Day Care,5
2020/21,Renfrewshire,18-64 years,Day Care,420
2020/21,Renfrewshire,65-74 years,Day Care,75
2020/21,Renfrewshire,75-84 years,Day Care,140
2020/21,Renfrewshire,85+ years,Day Care,155
2020/21,Renfrewshire,Unknown,Day Care,0
2020/21,Renfrewshire,All Ages,Meals,955
2020/21,Renfrewshire,0-17 years,Meals,0
2020/21,Renfrewshire,18-64 years,Meals,110
2020/21,Renfrewshire,65-74 years,Meals,140
2020/21,Renfrewshire,75-84 years,Meals,330
2020/21,Renfrewshire,85+ years,Meals,375
2020/21,Renfrewshire,Unknown,Meals,0
2021/22,Renfrewshire,All Ages,Care Home,1475
2021/22,Renfrewshire,0-17 years,Care Home,5
2021/22,Renfrewshire,18-64 years,Care Home,175
2021/22,Renfrewshire,65-74 years,Care Home,150
2021/22,Renfrewshire,75-84 years,Care Home,490
2021/22,Renfrewshire,85+ years,Care Home,655
2021/22,Renfrewshire,Unknown,Care Home,0
2021/22,Renfrewshire,All Ages,Care at Home,3005
2021/22,Renfrewshire,0-17 years,Care at Home,15
2021/22,Renfrewshire,18-64 years,Care at Home,360
2021/22,Renfrewshire,65-74 years,Care at Home,500
2021/22,Renfrewshire,75-84 years,Care at Home,1080
2021/22,Renfrewshire,85+ years,Care at Home,1040
2021/22,Renfrewshire,Unknown,Care at Home,10
2021/22,Renfrewshire,All Ages,Day Care,335
2021/22,Renfrewshire,0-17 years,Day Care,0
2021/22,Renfrewshire,18-64 years,Day Care,100
2021/22,Renfrewshire,65-74 years,Day Care,40
2021/22,Renfrewshire,75-84 years,Day Care,95
2021/22,Renfrewshire,85+ years,Day Care,105
2021/22,Renfrewshire,Unknown,Day Care,0
2021/22,Renfrewshire,All Ages,Meals,885
2021/22,Renfrewshire,0-17 years,Meals,0
2021/22,Renfrewshire,18-64 years,Meals,70
2021/22,Renfrewshire,65-74 years,Meals,110
2021/22,Renfrewshire,75-84 years,Meals,325
2021/22,Renfrewshire,85+ years,Meals,380
2021/22,Renfrewshire,Unknown,Meals,0
2021/22,Renfrewshire,All Ages,Social Worker,2255
2021/22,Renfrewshire,0-17 years,Social Worker,20
2021/22,Renfrewshire,18-64 years,Social Worker,390
2021/22,Renfrewshire,65-74 years,Social Worker,310
2021/22,Renfrewshire,75-84 years,Social Worker,775
2021/22,Renfrewshire,85+ years,Social Worker,760
2021/22,Renfrewshire,Unknown,Social Worker,0
2017/18,Scottish Borders,All Ages,Care Home,785
2017/18,Scottish Borders,0-17 years,Care Home,0
2017/18,Scottish Borders,18-64 years,Care Home,30
2017/18,Scottish Borders,65-74 years,Care Home,55
2017/18,Scottish Borders,75-84 years,Care Home,230
2017/18,Scottish Borders,85+ years,Care Home,465
2017/18,Scottish Borders,Unknown,Care Home,0
2017/18,Scottish Borders,All Ages,Care at Home,1310
2017/18,Scottish Borders,0-17 years,Care at Home,0
2017/18,Scottish Borders,18-64 years,Care at Home,120
2017/18,Scottish Borders,65-74 years,Care at Home,175
2017/18,Scottish Borders,75-84 years,Care at Home,425
2017/18,Scottish Borders,85+ years,Care at Home,585
2017/18,Scottish Borders,Unknown,Care at Home,0
2017/18,Scottish Borders,All Ages,Day Care,160
2017/18,Scottish Borders,0-17 years,Day Care,0
2017/18,Scottish Borders,18-64 years,Day Care,85
2017/18,Scottish Borders,65-74 years,Day Care,15
2017/18,Scottish Borders,75-84 years,Day Care,25
2017/18,Scottish Borders,85+ years,Day Care,30
2017/18,Scottish Borders,Unknown,Day Care,0
2017/18,Scottish Borders,All Ages,Housing Support,525
2017/18,Scottish Borders,0-17 years,Housing Support,0
2017/18,Scottish Borders,18-64 years,Housing Support,265
2017/18,Scottish Borders,65-74 years,Housing Support,75
2017/18,Scottish Borders,75-84 years,Housing Support,85
2017/18,Scottish Borders,85+ years,Housing Support,95
2017/18,Scottish Borders,Unknown,Housing Support,0
2017/18,Scottish Borders,All Ages,Meals,205
2017/18,Scottish Borders,0-17 years,Meals,0
2017/18,Scottish Borders,18-64 years,Meals,20
2017/18,Scottish Borders,65-74 years,Meals,30
2017/18,Scottish Borders,75-84 years,Meals,70
2017/18,Scottish Borders,85+ years,Meals,90
2017/18,Scottish Borders,Unknown,Meals,0
2017/18,Scottish Borders,All Ages,Social Worker,1955
2017/18,Scottish Borders,0-17 years,Social Worker,45
2017/18,Scottish Borders,18-64 years,Social Worker,550
2017/18,Scottish Borders,65-74 years,Social Worker,265
2017/18,Scottish Borders,75-84 years,Social Worker,525
2017/18,Scottish Borders,85+ years,Social Worker,565
2017/18,Scottish Borders,Unknown,Social Worker,0
2018/19,Scottish Borders,All Ages,Care Home,1005
2018/19,Scottish Borders,0-17 years,Care Home,0
2018/19,Scottish Borders,18-64 years,Care Home,40
2018/19,Scottish Borders,65-74 years,Care Home,75
2018/19,Scottish Borders,75-84 years,Care Home,280
2018/19,Scottish Borders,85+ years,Care Home,610
2018/19,Scottish Borders,Unknown,Care Home,0
2018/19,Scottish Borders,All Ages,Care at Home,2005
2018/19,Scottish Borders,0-17 years,Care at Home,0
2018/19,Scottish Borders,18-64 years,Care at Home,165
2018/19,Scottish Borders,65-74 years,Care at Home,265
2018/19,Scottish Borders,75-84 years,Care at Home,685
2018/19,Scottish Borders,85+ years,Care at Home,895
2018/19,Scottish Borders,Unknown,Care at Home,0
2018/19,Scottish Borders,All Ages,Day Care,155
2018/19,Scottish Borders,0-17 years,Day Care,0
2018/19,Scottish Borders,18-64 years,Day Care,90
2018/19,Scottish Borders,65-74 years,Day Care,15
2018/19,Scottish Borders,75-84 years,Day Care,20
2018/19,Scottish Borders,85+ years,Day Care,30
2018/19,Scottish Borders,Unknown,Day Care,0
2018/19,Scottish Borders,All Ages,Housing Support,580
2018/19,Scottish Borders,0-17 years,Housing Support,5
2018/19,Scottish Borders,18-64 years,Housing Support,285
2018/19,Scottish Borders,65-74 years,Housing Support,75
2018/19,Scottish Borders,75-84 years,Housing Support,100
2018/19,Scottish Borders,85+ years,Housing Support,110
2018/19,Scottish Borders,Unknown,Housing Support,0
2018/19,Scottish Borders,All Ages,Meals,220
2018/19,Scottish Borders,0-17 years,Meals,0
2018/19,Scottish Borders,18-64 years,Meals,20
2018/19,Scottish Borders,65-74 years,Meals,30
2018/19,Scottish Borders,75-84 years,Meals,70
2018/19,Scottish Borders,85+ years,Meals,105
2018/19,Scottish Borders,Unknown,Meals,0
2018/19,Scottish Borders,All Ages,Social Worker,3845
2018/19,Scottish Borders,0-17 years,Social Worker,250
2018/19,Scottish Borders,18-64 years,Social Worker,1530
2018/19,Scottish Borders,65-74 years,Social Worker,495
2018/19,Scottish Borders,75-84 years,Social Worker,805
2018/19,Scottish Borders,85+ years,Social Worker,770
2018/19,Scottish Borders,Unknown,Social Worker,0
2019/20,Scottish Borders,All Ages,Care Home,1005
2019/20,Scottish Borders,0-17 years,Care Home,0
2019/20,Scottish Borders,18-64 years,Care Home,40
2019/20,Scottish Borders,65-74 years,Care Home,75
2019/20,Scottish Borders,75-84 years,Care Home,300
2019/20,Scottish Borders,85+ years,Care Home,590
2019/20,Scottish Borders,Unknown,Care Home,0
2019/20,Scottish Borders,All Ages,Care at Home,2045
2019/20,Scottish Borders,0-17 years,Care at Home,0
2019/20,Scottish Borders,18-64 years,Care at Home,200
2019/20,Scottish Borders,65-74 years,Care at Home,275
2019/20,Scottish Borders,75-84 years,Care at Home,665
2019/20,Scottish Borders,85+ years,Care at Home,905
2019/20,Scottish Borders,Unknown,Care at Home,0
2019/20,Scottish Borders,All Ages,Community Alarms / Telecare,310
2019/20,Scottish Borders,0-17 years,Community Alarms / Telecare,0
2019/20,Scottish Borders,18-64 years,Community Alarms / Telecare,40
2019/20,Scottish Borders,65-74 years,Community Alarms / Telecare,45
2019/20,Scottish Borders,75-84 years,Community Alarms / Telecare,95
2019/20,Scottish Borders,85+ years,Community Alarms / Telecare,125
2019/20,Scottish Borders,Unknown,Community Alarms / Telecare,0
2019/20,Scottish Borders,All Ages,Day Care,120
2019/20,Scottish Borders,0-17 years,Day Care,0
2019/20,Scottish Borders,18-64 years,Day Care,80
2019/20,Scottish Borders,65-74 years,Day Care,5
2019/20,Scottish Borders,75-84 years,Day Care,15
2019/20,Scottish Borders,85+ years,Day Care,15
2019/20,Scottish Borders,Unknown,Day Care,0
2019/20,Scottish Borders,All Ages,Housing Support,590
2019/20,Scottish Borders,0-17 years,Housing Support,0
2019/20,Scottish Borders,18-64 years,Housing Support,300
2019/20,Scottish Borders,65-74 years,Housing Support,70
2019/20,Scottish Borders,75-84 years,Housing Support,105
2019/20,Scottish Borders,85+ years,Housing Support,110
2019/20,Scottish Borders,Unknown,Housing Support,0
2019/20,Scottish Borders,All Ages,Meals,215
2019/20,Scottish Borders,0-17 years,Meals,0
2019/20,Scottish Borders,18-64 years,Meals,20
2019/20,Scottish Borders,65-74 years,Meals,20
2019/20,Scottish Borders,75-84 years,Meals,75
2019/20,Scottish Borders,85+ years,Meals,105
2019/20,Scottish Borders,Unknown,Meals,0
2019/20,Scottish Borders,All Ages,Social Worker,2580
2019/20,Scottish Borders,0-17 years,Social Worker,65
2019/20,Scottish Borders,18-64 years,Social Worker,670
2019/20,Scottish Borders,65-74 years,Social Worker,340
2019/20,Scottish Borders,75-84 years,Social Worker,670
2019/20,Scottish Borders,85+ years,Social Worker,830
2019/20,Scottish Borders,Unknown,Social Worker,0
2020/21,Scottish Borders,All Ages,Care Home,965
2020/21,Scottish Borders,0-17 years,Care Home,0
2020/21,Scottish Borders,18-64 years,Care Home,40
2020/21,Scottish Borders,65-74 years,Care Home,75
2020/21,Scottish Borders,75-84 years,Care Home,295
2020/21,Scottish Borders,85+ years,Care Home,555
2020/21,Scottish Borders,Unknown,Care Home,0
2020/21,Scottish Borders,All Ages,Care at Home,2030
2020/21,Scottish Borders,0-17 years,Care at Home,0
2020/21,Scottish Borders,18-64 years,Care at Home,205
2020/21,Scottish Borders,65-74 years,Care at Home,275
2020/21,Scottish Borders,75-84 years,Care at Home,640
2020/21,Scottish Borders,85+ years,Care at Home,910
2020/21,Scottish Borders,Unknown,Care at Home,0
2020/21,Scottish Borders,All Ages,Community Alarms / Telecare,665
2020/21,Scottish Borders,0-17 years,Community Alarms / Telecare,0
2020/21,Scottish Borders,18-64 years,Community Alarms / Telecare,70
2020/21,Scottish Borders,65-74 years,Community Alarms / Telecare,85
2020/21,Scottish Borders,75-84 years,Community Alarms / Telecare,220
2020/21,Scottish Borders,85+ years,Community Alarms / Telecare,285
2020/21,Scottish Borders,Unknown,Community Alarms / Telecare,0
2020/21,Scottish Borders,All Ages,Day Care,95
2020/21,Scottish Borders,0-17 years,Day Care,0
2020/21,Scottish Borders,18-64 years,Day Care,80
2020/21,Scottish Borders,65-74 years,Day Care,5
2020/21,Scottish Borders,75-84 years,Day Care,5
2020/21,Scottish Borders,85+ years,Day Care,0
2020/21,Scottish Borders,Unknown,Day Care,0
2020/21,Scottish Borders,All Ages,Meals,210
2020/21,Scottish Borders,0-17 years,Meals,0
2020/21,Scottish Borders,18-64 years,Meals,20
2020/21,Scottish Borders,65-74 years,Meals,25
2020/21,Scottish Borders,75-84 years,Meals,70
2020/21,Scottish Borders,85+ years,Meals,100
2020/21,Scottish Borders,Unknown,Meals,0
2021/22,Scottish Borders,All Ages,Care Home,920
2021/22,Scottish Borders,0-17 years,Care Home,0
2021/22,Scottish Borders,18-64 years,Care Home,45
2021/22,Scottish Borders,65-74 years,Care Home,75
2021/22,Scottish Borders,75-84 years,Care Home,285
2021/22,Scottish Borders,85+ years,Care Home,515
2021/22,Scottish Borders,Unknown,Care Home,0
2021/22,Scottish Borders,All Ages,Care at Home,1855
2021/22,Scottish Borders,0-17 years,Care at Home,0
2021/22,Scottish Borders,18-64 years,Care at Home,175
2021/22,Scottish Borders,65-74 years,Care at Home,235
2021/22,Scottish Borders,75-84 years,Care at Home,560
2021/22,Scottish Borders,85+ years,Care at Home,885
2021/22,Scottish Borders,Unknown,Care at Home,0
2021/22,Scottish Borders,All Ages,Community Alarms / Telecare,1400
2021/22,Scottish Borders,0-17 years,Community Alarms / Telecare,5
2021/22,Scottish Borders,18-64 years,Community Alarms / Telecare,110
2021/22,Scottish Borders,65-74 years,Community Alarms / Telecare,105
2021/22,Scottish Borders,75-84 years,Community Alarms / Telecare,325
2021/22,Scottish Borders,85+ years,Community Alarms / Telecare,680
2021/22,Scottish Borders,Unknown,Community Alarms / Telecare,175
2021/22,Scottish Borders,All Ages,Day Care,85
2021/22,Scottish Borders,0-17 years,Day Care,0
2021/22,Scottish Borders,18-64 years,Day Care,75
2021/22,Scottish Borders,65-74 years,Day Care,5
2021/22,Scottish Borders,75-84 years,Day Care,5
2021/22,Scottish Borders,85+ years,Day Care,0
2021/22,Scottish Borders,Unknown,Day Care,0
2021/22,Scottish Borders,All Ages,Meals,150
2021/22,Scottish Borders,0-17 years,Meals,0
2021/22,Scottish Borders,18-64 years,Meals,10
2021/22,Scottish Borders,65-74 years,Meals,15
2021/22,Scottish Borders,75-84 years,Meals,55
2021/22,Scottish Borders,85+ years,Meals,70
2021/22,Scottish Borders,Unknown,Meals,0
2017/18,Shetland Islands,All Ages,Care Home,135
2017/18,Shetland Islands,0-17 years,Care Home,0
2017/18,Shetland Islands,18-64 years,Care Home,10
2017/18,Shetland Islands,65-74 years,Care Home,20
2017/18,Shetland Islands,75-84 years,Care Home,40
2017/18,Shetland Islands,85+ years,Care Home,70
2017/18,Shetland Islands,Unknown,Care Home,0
2017/18,Shetland Islands,All Ages,Care at Home,375
2017/18,Shetland Islands,0-17 years,Care at Home,0
2017/18,Shetland Islands,18-64 years,Care at Home,70
2017/18,Shetland Islands,65-74 years,Care at Home,60
2017/18,Shetland Islands,75-84 years,Care at Home,125
2017/18,Shetland Islands,85+ years,Care at Home,120
2017/18,Shetland Islands,Unknown,Care at Home,0
2017/18,Shetland Islands,All Ages,Community Alarms / Telecare,615
2017/18,Shetland Islands,0-17 years,Community Alarms / Telecare,0
2017/18,Shetland Islands,18-64 years,Community Alarms / Telecare,60
2017/18,Shetland Islands,65-74 years,Community Alarms / Telecare,75
2017/18,Shetland Islands,75-84 years,Community Alarms / Telecare,240
2017/18,Shetland Islands,85+ years,Community Alarms / Telecare,240
2017/18,Shetland Islands,Unknown,Community Alarms / Telecare,0
2017/18,Shetland Islands,All Ages,Day Care,95
2017/18,Shetland Islands,0-17 years,Day Care,0
2017/18,Shetland Islands,18-64 years,Day Care,15
2017/18,Shetland Islands,65-74 years,Day Care,5
2017/18,Shetland Islands,75-84 years,Day Care,30
2017/18,Shetland Islands,85+ years,Day Care,40
2017/18,Shetland Islands,Unknown,Day Care,0
2017/18,Shetland Islands,All Ages,Meals,95
2017/18,Shetland Islands,0-17 years,Meals,0
2017/18,Shetland Islands,18-64 years,Meals,0
2017/18,Shetland Islands,65-74 years,Meals,5
2017/18,Shetland Islands,75-84 years,Meals,40
2017/18,Shetland Islands,85+ years,Meals,50
2017/18,Shetland Islands,Unknown,Meals,0
2017/18,Shetland Islands,All Ages,Social Worker,765
2017/18,Shetland Islands,0-17 years,Social Worker,35
2017/18,Shetland Islands,18-64 years,Social Worker,260
2017/18,Shetland Islands,65-74 years,Social Worker,105
2017/18,Shetland Islands,75-84 years,Social Worker,190
2017/18,Shetland Islands,85+ years,Social Worker,170
2017/18,Shetland Islands,Unknown,Social Worker,5
2018/19,Shetland Islands,All Ages,Care Home,295
2018/19,Shetland Islands,0-17 years,Care Home,0
2018/19,Shetland Islands,18-64 years,Care Home,20
2018/19,Shetland Islands,65-74 years,Care Home,35
2018/19,Shetland Islands,75-84 years,Care Home,90
2018/19,Shetland Islands,85+ years,Care Home,155
2018/19,Shetland Islands,Unknown,Care Home,0
2018/19,Shetland Islands,All Ages,Care at Home,445
2018/19,Shetland Islands,0-17 years,Care at Home,0
2018/19,Shetland Islands,18-64 years,Care at Home,95
2018/19,Shetland Islands,65-74 years,Care at Home,60
2018/19,Shetland Islands,75-84 years,Care at Home,130
2018/19,Shetland Islands,85+ years,Care at Home,155
2018/19,Shetland Islands,Unknown,Care at Home,0
2018/19,Shetland Islands,All Ages,Community Alarms / Telecare,640
2018/19,Shetland Islands,0-17 years,Community Alarms / Telecare,0
2018/19,Shetland Islands,18-64 years,Community Alarms / Telecare,70
2018/19,Shetland Islands,65-74 years,Community Alarms / Telecare,75
2018/19,Shetland Islands,75-84 years,Community Alarms / Telecare,245
2018/19,Shetland Islands,85+ years,Community Alarms / Telecare,250
2018/19,Shetland Islands,Unknown,Community Alarms / Telecare,0
2018/19,Shetland Islands,All Ages,Day Care,125
2018/19,Shetland Islands,0-17 years,Day Care,0
2018/19,Shetland Islands,18-64 years,Day Care,65
2018/19,Shetland Islands,65-74 years,Day Care,10
2018/19,Shetland Islands,75-84 years,Day Care,20
2018/19,Shetland Islands,85+ years,Day Care,35
2018/19,Shetland Islands,Unknown,Day Care,0
2018/19,Shetland Islands,All Ages,Meals,110
2018/19,Shetland Islands,0-17 years,Meals,0
2018/19,Shetland Islands,18-64 years,Meals,0
2018/19,Shetland Islands,65-74 years,Meals,5
2018/19,Shetland Islands,75-84 years,Meals,40
2018/19,Shetland Islands,85+ years,Meals,60
2018/19,Shetland Islands,Unknown,Meals,0
2018/19,Shetland Islands,All Ages,Social Worker,565
2018/19,Shetland Islands,0-17 years,Social Worker,40
2018/19,Shetland Islands,18-64 years,Social Worker,230
2018/19,Shetland Islands,65-74 years,Social Worker,75
2018/19,Shetland Islands,75-84 years,Social Worker,115
2018/19,Shetland Islands,85+ years,Social Worker,100
2018/19,Shetland Islands,Unknown,Social Worker,0
2019/20,Shetland Islands,All Ages,Care Home,345
2019/20,Shetland Islands,0-17 years,Care Home,5
2019/20,Shetland Islands,18-64 years,Care Home,50
2019/20,Shetland Islands,65-74 years,Care Home,45
2019/20,Shetland Islands,75-84 years,Care Home,90
2019/20,Shetland Islands,85+ years,Care Home,155
2019/20,Shetland Islands,Unknown,Care Home,0
2019/20,Shetland Islands,All Ages,Care at Home,515
2019/20,Shetland Islands,0-17 years,Care at Home,0
2019/20,Shetland Islands,18-64 years,Care at Home,115
2019/20,Shetland Islands,65-74 years,Care at Home,80
2019/20,Shetland Islands,75-84 years,Care at Home,155
2019/20,Shetland Islands,85+ years,Care at Home,165
2019/20,Shetland Islands,Unknown,Care at Home,0
2019/20,Shetland Islands,All Ages,Community Alarms / Telecare,675
2019/20,Shetland Islands,0-17 years,Community Alarms / Telecare,0
2019/20,Shetland Islands,18-64 years,Community Alarms / Telecare,75
2019/20,Shetland Islands,65-74 years,Community Alarms / Telecare,85
2019/20,Shetland Islands,75-84 years,Community Alarms / Telecare,260
2019/20,Shetland Islands,85+ years,Community Alarms / Telecare,255
2019/20,Shetland Islands,Unknown,Community Alarms / Telecare,0
2019/20,Shetland Islands,All Ages,Day Care,130
2019/20,Shetland Islands,0-17 years,Day Care,0
2019/20,Shetland Islands,18-64 years,Day Care,65
2019/20,Shetland Islands,65-74 years,Day Care,10
2019/20,Shetland Islands,75-84 years,Day Care,15
2019/20,Shetland Islands,85+ years,Day Care,45
2019/20,Shetland Islands,Unknown,Day Care,0
2019/20,Shetland Islands,All Ages,Housing Support,15
2019/20,Shetland Islands,0-17 years,Housing Support,0
2019/20,Shetland Islands,18-64 years,Housing Support,5
2019/20,Shetland Islands,65-74 years,Housing Support,5
2019/20,Shetland Islands,75-84 years,Housing Support,5
2019/20,Shetland Islands,85+ years,Housing Support,0
2019/20,Shetland Islands,Unknown,Housing Support,0
2019/20,Shetland Islands,All Ages,Meals,135
2019/20,Shetland Islands,0-17 years,Meals,0
2019/20,Shetland Islands,18-64 years,Meals,5
2019/20,Shetland Islands,65-74 years,Meals,15
2019/20,Shetland Islands,75-84 years,Meals,50
2019/20,Shetland Islands,85+ years,Meals,60
2019/20,Shetland Islands,Unknown,Meals,0
2019/20,Shetland Islands,All Ages,Social Worker,665
2019/20,Shetland Islands,0-17 years,Social Worker,110
2019/20,Shetland Islands,18-64 years,Social Worker,235
2019/20,Shetland Islands,65-74 years,Social Worker,100
2019/20,Shetland Islands,75-84 years,Social Worker,115
2019/20,Shetland Islands,85+ years,Social Worker,100
2019/20,Shetland Islands,Unknown,Social Worker,0
2020/21,Shetland Islands,All Ages,Care Home,280
2020/21,Shetland Islands,0-17 years,Care Home,0
