financial_year,sending_location,age_group,living_alone,measure,nclient,percentage
2020/21,Scotland (All Areas Submitted),75-84 years,Living Alone,Percentage of Social Care Clients,13100,20
2020/21,Scotland (All Areas Submitted),75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),12780,21.5
2020/21,Scotland (All Areas Submitted),75-84 years,Not Living Alone,Percentage of Social Care Clients,24780,37.8
2020/21,Scotland (All Areas Submitted),75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),22915,38.6
2020/21,Scotland (All Areas Submitted),75-84 years,Unknown,Percentage of Social Care Clients,27720,42.3
2020/21,Scotland (All Areas Submitted),75-84 years,Unknown,Percentage of Social Care Clients (adjusted),23695,39.9
2020/21,Scotland (All Areas Submitted),85+ years,Living Alone,Percentage of Social Care Clients,17310,23.3
2020/21,Scotland (All Areas Submitted),85+ years,Living Alone,Percentage of Social Care Clients (adjusted),16740,25.9
2020/21,Scotland (All Areas Submitted),85+ years,Not Living Alone,Percentage of Social Care Clients,25335,34.1
2020/21,Scotland (All Areas Submitted),85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),22510,34.8
2020/21,Scotland (All Areas Submitted),85+ years,Unknown,Percentage of Social Care Clients,31545,42.5
2020/21,Scotland (All Areas Submitted),85+ years,Unknown,Percentage of Social Care Clients (adjusted),25395,39.3
2020/21,Scotland (All Areas Submitted),Unknown,Living Alone,Percentage of Social Care Clients,145,17.3
2020/21,Scotland (All Areas Submitted),Unknown,Not Living Alone,Percentage of Social Care Clients,290,34.5
2020/21,Scotland (All Areas Submitted),Unknown,Unknown,Percentage of Social Care Clients,405,48.2
2020/21,Aberdeen City,All Ages,Unknown,Percentage of Social Care Clients,4235,100
2020/21,Aberdeen City,0-17 years,Unknown,Percentage of Social Care Clients,55,100
2020/21,Aberdeen City,18-64 years,Unknown,Percentage of Social Care Clients,720,100
2020/21,Aberdeen City,65-74 years,Unknown,Percentage of Social Care Clients,570,100
2020/21,Aberdeen City,75-84 years,Unknown,Percentage of Social Care Clients,1125,100
2020/21,Aberdeen City,85+ years,Unknown,Percentage of Social Care Clients,1765,100
2020/21,Aberdeenshire,All Ages,Unknown,Percentage of Social Care Clients,9280,100
2020/21,Aberdeenshire,All Ages,Unknown,Percentage of Social Care Clients (adjusted),9085,100
2020/21,Aberdeenshire,0-17 years,Unknown,Percentage of Social Care Clients,15,100
2020/21,Aberdeenshire,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),5,100
2020/21,Aberdeenshire,18-64 years,Unknown,Percentage of Social Care Clients,1700,100
2020/21,Aberdeenshire,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),1580,100
2020/21,Aberdeenshire,65-74 years,Unknown,Percentage of Social Care Clients,1340,100
2020/21,Aberdeenshire,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),1330,100
2020/21,Aberdeenshire,75-84 years,Unknown,Percentage of Social Care Clients,2825,100
2020/21,Aberdeenshire,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),2800,100
2020/21,Aberdeenshire,85+ years,Unknown,Percentage of Social Care Clients,3395,100
2020/21,Aberdeenshire,85+ years,Unknown,Percentage of Social Care Clients (adjusted),3370,100
2020/21,Angus,All Ages,Living Alone,Percentage of Social Care Clients,195,3.1
2020/21,Angus,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),185,2.9
2020/21,Angus,All Ages,Not Living Alone,Percentage of Social Care Clients,6105,95.8
2020/21,Angus,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),6100,96
2020/21,Angus,All Ages,Unknown,Percentage of Social Care Clients,70,1.1
2020/21,Angus,All Ages,Unknown,Percentage of Social Care Clients (adjusted),70,1.1
2020/21,Angus,0-17 years,Not Living Alone,Percentage of Social Care Clients,20,100
2020/21,Angus,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),20,100
2020/21,Angus,18-64 years,Living Alone,Percentage of Social Care Clients,50,4.4
2020/21,Angus,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),40,3.6
2020/21,Angus,18-64 years,Not Living Alone,Percentage of Social Care Clients,1075,95.1
2020/21,Angus,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),1075,96
2020/21,Angus,18-64 years,Unknown,Percentage of Social Care Clients,5,0.4
2020/21,Angus,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),5,0.4
2020/21,Angus,65-74 years,Living Alone,Percentage of Social Care Clients,25,2.8
2020/21,Angus,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),25,2.8
2020/21,Angus,65-74 years,Not Living Alone,Percentage of Social Care Clients,845,96
2020/21,Angus,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),845,96
2020/21,Angus,65-74 years,Unknown,Percentage of Social Care Clients,10,1.1
2020/21,Angus,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),10,1.1
2020/21,Angus,75-84 years,Living Alone,Percentage of Social Care Clients,60,3
2020/21,Angus,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),60,3
2020/21,Angus,75-84 years,Not Living Alone,Percentage of Social Care Clients,1885,95.4
2020/21,Angus,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),1885,95.4
2020/21,Angus,75-84 years,Unknown,Percentage of Social Care Clients,30,1.5
2020/21,Angus,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),30,1.5
2020/21,Angus,85+ years,Living Alone,Percentage of Social Care Clients,60,2.5
2020/21,Angus,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),60,2.5
2020/21,Angus,85+ years,Not Living Alone,Percentage of Social Care Clients,2280,96.4
2020/21,Angus,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),2280,96.4
2020/21,Angus,85+ years,Unknown,Percentage of Social Care Clients,25,1.1
2020/21,Angus,85+ years,Unknown,Percentage of Social Care Clients (adjusted),25,1.1
2020/21,Argyll and Bute,All Ages,Living Alone,Percentage of Social Care Clients,145,3.4
2020/21,Argyll and Bute,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),145,3.4
2020/21,Argyll and Bute,All Ages,Not Living Alone,Percentage of Social Care Clients,1005,23.6
2020/21,Argyll and Bute,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),1005,23.6
2020/21,Argyll and Bute,All Ages,Unknown,Percentage of Social Care Clients,3100,72.9
2020/21,Argyll and Bute,All Ages,Unknown,Percentage of Social Care Clients (adjusted),3100,72.9
2020/21,Argyll and Bute,0-17 years,Not Living Alone,Percentage of Social Care Clients,10,40
2020/21,Argyll and Bute,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),10,40
2020/21,Argyll and Bute,0-17 years,Unknown,Percentage of Social Care Clients,15,60
2020/21,Argyll and Bute,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),15,60
2020/21,Argyll and Bute,18-64 years,Living Alone,Percentage of Social Care Clients,55,7.9
2020/21,Argyll and Bute,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),55,7.9
2020/21,Argyll and Bute,18-64 years,Not Living Alone,Percentage of Social Care Clients,215,30.9
2020/21,Argyll and Bute,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),215,30.9
2020/21,Argyll and Bute,18-64 years,Unknown,Percentage of Social Care Clients,425,61.2
2020/21,Argyll and Bute,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),425,61.2
2020/21,Argyll and Bute,65-74 years,Living Alone,Percentage of Social Care Clients,20,3.6
2020/21,Argyll and Bute,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),20,3.6
2020/21,Argyll and Bute,65-74 years,Not Living Alone,Percentage of Social Care Clients,105,19.1
2020/21,Argyll and Bute,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),105,19.1
2020/21,Argyll and Bute,65-74 years,Unknown,Percentage of Social Care Clients,425,77.3
2020/21,Argyll and Bute,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),425,77.3
2020/21,Argyll and Bute,75-84 years,Living Alone,Percentage of Social Care Clients,30,2.3
2020/21,Argyll and Bute,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),30,2.3
2020/21,Argyll and Bute,75-84 years,Not Living Alone,Percentage of Social Care Clients,280,21.1
2020/21,Argyll and Bute,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),280,21.1
2020/21,Argyll and Bute,75-84 years,Unknown,Percentage of Social Care Clients,1020,76.7
2020/21,Argyll and Bute,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),1020,76.7
2020/21,Argyll and Bute,85+ years,Living Alone,Percentage of Social Care Clients,45,2.7
2020/21,Argyll and Bute,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),45,2.7
2020/21,Argyll and Bute,85+ years,Not Living Alone,Percentage of Social Care Clients,400,24.1
2020/21,Argyll and Bute,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),400,24.1
2020/21,Argyll and Bute,85+ years,Unknown,Percentage of Social Care Clients,1215,73.2
2020/21,Argyll and Bute,85+ years,Unknown,Percentage of Social Care Clients (adjusted),1215,73.2
2020/21,City of Edinburgh,All Ages,Living Alone,Percentage of Social Care Clients,2315,12.6
2020/21,City of Edinburgh,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),1995,12.2
2020/21,City of Edinburgh,All Ages,Unknown,Percentage of Social Care Clients,16045,87.4
2020/21,City of Edinburgh,All Ages,Unknown,Percentage of Social Care Clients (adjusted),14365,87.8
2020/21,City of Edinburgh,0-17 years,Unknown,Percentage of Social Care Clients,280,100
2020/21,City of Edinburgh,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),260,100
2020/21,City of Edinburgh,18-64 years,Living Alone,Percentage of Social Care Clients,275,6
2020/21,City of Edinburgh,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),265,6.2
2020/21,City of Edinburgh,18-64 years,Unknown,Percentage of Social Care Clients,4305,94
2020/21,City of Edinburgh,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),4015,93.8
2020/21,City of Edinburgh,65-74 years,Living Alone,Percentage of Social Care Clients,285,10.9
2020/21,City of Edinburgh,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),270,10.9
2020/21,City of Edinburgh,65-74 years,Unknown,Percentage of Social Care Clients,2325,89.1
2020/21,City of Edinburgh,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),2210,89.1
2020/21,City of Edinburgh,75-84 years,Living Alone,Percentage of Social Care Clients,590,13.4
2020/21,City of Edinburgh,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),520,13.2
2020/21,City of Edinburgh,75-84 years,Unknown,Percentage of Social Care Clients,3800,86.6
2020/21,City of Edinburgh,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),3430,86.8
2020/21,City of Edinburgh,85+ years,Living Alone,Percentage of Social Care Clients,1160,17.9
2020/21,City of Edinburgh,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),935,17.3
2020/21,City of Edinburgh,85+ years,Unknown,Percentage of Social Care Clients,5315,82.1
2020/21,City of Edinburgh,85+ years,Unknown,Percentage of Social Care Clients (adjusted),4455,82.7
2020/21,City of Edinburgh,Unknown,Living Alone,Percentage of Social Care Clients,5,16.7
2020/21,City of Edinburgh,Unknown,Unknown,Percentage of Social Care Clients,25,83.3
2020/21,Clackmannanshire,All Ages,Living Alone,Percentage of Social Care Clients,1205,43.3
2020/21,Clackmannanshire,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),1205,45
2020/21,Clackmannanshire,All Ages,Not Living Alone,Percentage of Social Care Clients,1475,53
2020/21,Clackmannanshire,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),1475,55
2020/21,Clackmannanshire,All Ages,Unknown,Percentage of Social Care Clients,105,3.8
2020/21,Clackmannanshire,0-17 years,Not Living Alone,Percentage of Social Care Clients,15,100
2020/21,Clackmannanshire,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),15,100
2020/21,Clackmannanshire,18-64 years,Living Alone,Percentage of Social Care Clients,200,29
2020/21,Clackmannanshire,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),200,31
2020/21,Clackmannanshire,18-64 years,Not Living Alone,Percentage of Social Care Clients,445,64.5
2020/21,Clackmannanshire,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),445,69
2020/21,Clackmannanshire,18-64 years,Unknown,Percentage of Social Care Clients,45,6.5
2020/21,Clackmannanshire,65-74 years,Living Alone,Percentage of Social Care Clients,200,44.9
2020/21,Clackmannanshire,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),200,46.5
2020/21,Clackmannanshire,65-74 years,Not Living Alone,Percentage of Social Care Clients,230,51.7
2020/21,Clackmannanshire,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),230,53.5
2020/21,Clackmannanshire,65-74 years,Unknown,Percentage of Social Care Clients,15,3.4
2020/21,Clackmannanshire,75-84 years,Living Alone,Percentage of Social Care Clients,425,47.5
2020/21,Clackmannanshire,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),425,48.3
2020/21,Clackmannanshire,75-84 years,Not Living Alone,Percentage of Social Care Clients,455,50.8
2020/21,Clackmannanshire,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),455,51.7
2020/21,Clackmannanshire,75-84 years,Unknown,Percentage of Social Care Clients,15,1.7
2020/21,Clackmannanshire,85+ years,Living Alone,Percentage of Social Care Clients,385,52
2020/21,Clackmannanshire,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),385,53.8
2020/21,Clackmannanshire,85+ years,Not Living Alone,Percentage of Social Care Clients,330,44.6
2020/21,Clackmannanshire,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),330,46.2
2020/21,Clackmannanshire,85+ years,Unknown,Percentage of Social Care Clients,25,3.4
2020/21,Comhairle nan Eilean Siar,All Ages,Living Alone,Percentage of Social Care Clients,95,5.2
2020/21,Comhairle nan Eilean Siar,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),80,5.6
2020/21,Comhairle nan Eilean Siar,All Ages,Not Living Alone,Percentage of Social Care Clients,260,14.4
2020/21,Comhairle nan Eilean Siar,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),150,10.5
2020/21,Comhairle nan Eilean Siar,All Ages,Unknown,Percentage of Social Care Clients,1455,80.4
2020/21,Comhairle nan Eilean Siar,All Ages,Unknown,Percentage of Social Care Clients (adjusted),1200,83.9
2020/21,Comhairle nan Eilean Siar,0-17 years,Not Living Alone,Percentage of Social Care Clients,5,100
2020/21,Comhairle nan Eilean Siar,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),5,100
2020/21,Comhairle nan Eilean Siar,18-64 years,Living Alone,Percentage of Social Care Clients,15,7.1
2020/21,Comhairle nan Eilean Siar,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),10,9.5
2020/21,Comhairle nan Eilean Siar,18-64 years,Not Living Alone,Percentage of Social Care Clients,30,14.3
2020/21,Comhairle nan Eilean Siar,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),5,4.8
2020/21,Comhairle nan Eilean Siar,18-64 years,Unknown,Percentage of Social Care Clients,165,78.6
2020/21,Comhairle nan Eilean Siar,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),90,85.7
2020/21,Comhairle nan Eilean Siar,65-74 years,Living Alone,Percentage of Social Care Clients,15,6.2
2020/21,Comhairle nan Eilean Siar,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),15,7.5
2020/21,Comhairle nan Eilean Siar,65-74 years,Not Living Alone,Percentage of Social Care Clients,25,10.4
2020/21,Comhairle nan Eilean Siar,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),15,7.5
2020/21,Comhairle nan Eilean Siar,65-74 years,Unknown,Percentage of Social Care Clients,200,83.3
2020/21,Comhairle nan Eilean Siar,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),170,85
2020/21,Comhairle nan Eilean Siar,75-84 years,Living Alone,Percentage of Social Care Clients,35,6.9
2020/21,Comhairle nan Eilean Siar,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),30,6.8
2020/21,Comhairle nan Eilean Siar,75-84 years,Not Living Alone,Percentage of Social Care Clients,65,12.9
2020/21,Comhairle nan Eilean Siar,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),45,10.2
2020/21,Comhairle nan Eilean Siar,75-84 years,Unknown,Percentage of Social Care Clients,405,80.2
2020/21,Comhairle nan Eilean Siar,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),365,83
2020/21,Comhairle nan Eilean Siar,85+ years,Living Alone,Percentage of Social Care Clients,30,4.5
2020/21,Comhairle nan Eilean Siar,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),30,4.3
2020/21,Comhairle nan Eilean Siar,85+ years,Not Living Alone,Percentage of Social Care Clients,120,18
2020/21,Comhairle nan Eilean Siar,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),80,11.6
2020/21,Comhairle nan Eilean Siar,85+ years,Unknown,Percentage of Social Care Clients,515,77.4
2020/21,Comhairle nan Eilean Siar,85+ years,Unknown,Percentage of Social Care Clients (adjusted),580,84.1
2020/21,Comhairle nan Eilean Siar,Unknown,Not Living Alone,Percentage of Social Care Clients,20,10.5
2020/21,Comhairle nan Eilean Siar,Unknown,Unknown,Percentage of Social Care Clients,170,89.5
2020/21,Dumfries and Galloway,All Ages,Living Alone,Percentage of Social Care Clients,1335,18.4
2020/21,Dumfries and Galloway,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),1335,18.4
2020/21,Dumfries and Galloway,All Ages,Not Living Alone,Percentage of Social Care Clients,5920,81.5
2020/21,Dumfries and Galloway,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),5920,81.6
2020/21,Dumfries and Galloway,All Ages,Unknown,Percentage of Social Care Clients,5,0.1
2020/21,Dumfries and Galloway,0-17 years,Not Living Alone,Percentage of Social Care Clients,190,100
2020/21,Dumfries and Galloway,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),190,100
2020/21,Dumfries and Galloway,18-64 years,Living Alone,Percentage of Social Care Clients,200,15.9
2020/21,Dumfries and Galloway,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),200,15.9
2020/21,Dumfries and Galloway,18-64 years,Not Living Alone,Percentage of Social Care Clients,1060,84.1
2020/21,Dumfries and Galloway,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),1060,84.1
2020/21,Dumfries and Galloway,65-74 years,Living Alone,Percentage of Social Care Clients,160,18.1
2020/21,Dumfries and Galloway,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),160,18.1
2020/21,Dumfries and Galloway,65-74 years,Not Living Alone,Percentage of Social Care Clients,725,81.9
2020/21,Dumfries and Galloway,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),725,81.9
2020/21,Dumfries and Galloway,75-84 years,Living Alone,Percentage of Social Care Clients,395,18.1
2020/21,Dumfries and Galloway,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),395,18.1
2020/21,Dumfries and Galloway,75-84 years,Not Living Alone,Percentage of Social Care Clients,1785,81.9
2020/21,Dumfries and Galloway,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),1785,81.9
2020/21,Dumfries and Galloway,85+ years,Living Alone,Percentage of Social Care Clients,575,21.1
2020/21,Dumfries and Galloway,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),575,21.1
2020/21,Dumfries and Galloway,85+ years,Not Living Alone,Percentage of Social Care Clients,2150,78.9
2020/21,Dumfries and Galloway,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),2155,78.9
2020/21,Dumfries and Galloway,Unknown,Not Living Alone,Percentage of Social Care Clients,5,100
2020/21,Dundee City,All Ages,Living Alone,Percentage of Social Care Clients,1235,13.1
2020/21,Dundee City,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),1205,14.1
2020/21,Dundee City,All Ages,Not Living Alone,Percentage of Social Care Clients,945,10
2020/21,Dundee City,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),870,10.2
2020/21,Dundee City,All Ages,Unknown,Percentage of Social Care Clients,7280,77
2020/21,Dundee City,All Ages,Unknown,Percentage of Social Care Clients (adjusted),6470,75.7
2020/21,Dundee City,0-17 years,Not Living Alone,Percentage of Social Care Clients,30,25
2020/21,Dundee City,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),20,22.2
2020/21,Dundee City,0-17 years,Unknown,Percentage of Social Care Clients,90,75
2020/21,Dundee City,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),70,77.8
2020/21,Dundee City,18-64 years,Living Alone,Percentage of Social Care Clients,400,15.2
2020/21,Dundee City,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),380,16.4
2020/21,Dundee City,18-64 years,Not Living Alone,Percentage of Social Care Clients,445,16.9
2020/21,Dundee City,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),400,17.2
2020/21,Dundee City,18-64 years,Unknown,Percentage of Social Care Clients,1790,67.9
2020/21,Dundee City,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),1540,66.4
2020/21,Dundee City,65-74 years,Living Alone,Percentage of Social Care Clients,210,13
2020/21,Dundee City,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),205,13.2
2020/21,Dundee City,65-74 years,Not Living Alone,Percentage of Social Care Clients,130,8
2020/21,Dundee City,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),130,8.4
2020/21,Dundee City,65-74 years,Unknown,Percentage of Social Care Clients,1280,79
2020/21,Dundee City,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),1215,78.4
2020/21,Dundee City,75-84 years,Living Alone,Percentage of Social Care Clients,300,12
2020/21,Dundee City,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),300,13
2020/21,Dundee City,75-84 years,Not Living Alone,Percentage of Social Care Clients,185,7.4
2020/21,Dundee City,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),175,7.6
2020/21,Dundee City,75-84 years,Unknown,Percentage of Social Care Clients,2005,80.5
2020/21,Dundee City,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),1830,79.4
2020/21,Dundee City,85+ years,Living Alone,Percentage of Social Care Clients,325,12.5
2020/21,Dundee City,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),325,14.2
2020/21,Dundee City,85+ years,Not Living Alone,Percentage of Social Care Clients,155,6
2020/21,Dundee City,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),145,6.3
2020/21,Dundee City,85+ years,Unknown,Percentage of Social Care Clients,2115,81.5
2020/21,Dundee City,85+ years,Unknown,Percentage of Social Care Clients (adjusted),1815,79.4
2020/21,East Ayrshire,All Ages,Living Alone,Percentage of Social Care Clients,1090,17.5
2020/21,East Ayrshire,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),1055,20.6
2020/21,East Ayrshire,All Ages,Not Living Alone,Percentage of Social Care Clients,4555,73.2
2020/21,East Ayrshire,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),4065,79.4
2020/21,East Ayrshire,All Ages,Unknown,Percentage of Social Care Clients,580,9.3
2020/21,East Ayrshire,0-17 years,Not Living Alone,Percentage of Social Care Clients,155,100
2020/21,East Ayrshire,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),120,100
2020/21,East Ayrshire,18-64 years,Living Alone,Percentage of Social Care Clients,290,18.6
2020/21,East Ayrshire,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),265,24.2
2020/21,East Ayrshire,18-64 years,Not Living Alone,Percentage of Social Care Clients,1235,79.4
2020/21,East Ayrshire,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),830,75.8
2020/21,East Ayrshire,18-64 years,Unknown,Percentage of Social Care Clients,30,1.9
2020/21,East Ayrshire,65-74 years,Living Alone,Percentage of Social Care Clients,145,16.4
2020/21,East Ayrshire,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),145,18.6
2020/21,East Ayrshire,65-74 years,Not Living Alone,Percentage of Social Care Clients,660,74.6
2020/21,East Ayrshire,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),635,81.4
2020/21,East Ayrshire,65-74 years,Unknown,Percentage of Social Care Clients,80,9
2020/21,East Ayrshire,75-84 years,Living Alone,Percentage of Social Care Clients,325,16.9
2020/21,East Ayrshire,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),320,18.8
2020/21,East Ayrshire,75-84 years,Not Living Alone,Percentage of Social Care Clients,1400,72.9
2020/21,East Ayrshire,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),1385,81.2
2020/21,East Ayrshire,75-84 years,Unknown,Percentage of Social Care Clients,195,10.2
2020/21,East Ayrshire,85+ years,Living Alone,Percentage of Social Care Clients,325,19.1
2020/21,East Ayrshire,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),325,22.8
2020/21,East Ayrshire,85+ years,Not Living Alone,Percentage of Social Care Clients,1105,65
2020/21,East Ayrshire,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),1100,77.2
2020/21,East Ayrshire,85+ years,Unknown,Percentage of Social Care Clients,270,15.9
2020/21,East Ayrshire,Unknown,Not Living Alone,Percentage of Social Care Clients,5,100
2020/21,East Dunbartonshire,All Ages,Living Alone,Percentage of Social Care Clients,1220,18.2
2020/21,East Dunbartonshire,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),1190,20.4
2020/21,East Dunbartonshire,All Ages,Not Living Alone,Percentage of Social Care Clients,1475,22
2020/21,East Dunbartonshire,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),1350,23.1
2020/21,East Dunbartonshire,All Ages,Unknown,Percentage of Social Care Clients,4010,59.8
2020/21,East Dunbartonshire,All Ages,Unknown,Percentage of Social Care Clients (adjusted),3305,56.5
2020/21,East Dunbartonshire,0-17 years,Not Living Alone,Percentage of Social Care Clients,25,14.3
2020/21,East Dunbartonshire,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),20,14.8
2020/21,East Dunbartonshire,0-17 years,Unknown,Percentage of Social Care Clients,150,85.7
2020/21,East Dunbartonshire,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),115,85.2
2020/21,East Dunbartonshire,18-64 years,Living Alone,Percentage of Social Care Clients,390,19.5
2020/21,East Dunbartonshire,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),390,19.9
2020/21,East Dunbartonshire,18-64 years,Not Living Alone,Percentage of Social Care Clients,570,28.5
2020/21,East Dunbartonshire,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),565,28.8
2020/21,East Dunbartonshire,18-64 years,Unknown,Percentage of Social Care Clients,1040,52
2020/21,East Dunbartonshire,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),1005,51.3
2020/21,East Dunbartonshire,65-74 years,Living Alone,Percentage of Social Care Clients,130,18.8
2020/21,East Dunbartonshire,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),125,19.8
2020/21,East Dunbartonshire,65-74 years,Not Living Alone,Percentage of Social Care Clients,140,20.3
2020/21,East Dunbartonshire,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),130,20.6
2020/21,East Dunbartonshire,65-74 years,Unknown,Percentage of Social Care Clients,420,60.9
2020/21,East Dunbartonshire,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),375,59.5
2020/21,East Dunbartonshire,75-84 years,Living Alone,Percentage of Social Care Clients,280,16
2020/21,East Dunbartonshire,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),275,18.3
2020/21,East Dunbartonshire,75-84 years,Not Living Alone,Percentage of Social Care Clients,395,22.6
