financial_year,sending_location,age_group,sex,measure,nclient,rate
2019/20,Orkney Islands,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2019/20,Orkney Islands,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Orkney Islands,18-64 years,Female,"Rate per 1,000 Social Care Clients",105,98.5
2019/20,Orkney Islands,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",90,90.1
2019/20,Orkney Islands,18-64 years,Male,"Rate per 1,000 Social Care Clients",70,65.7
2019/20,Orkney Islands,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",65,65.1
2019/20,Orkney Islands,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2019/20,Orkney Islands,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Orkney Islands,65-74 years,Female,"Rate per 1,000 Social Care Clients",95,89.1
2019/20,Orkney Islands,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",90,90.1
2019/20,Orkney Islands,65-74 years,Male,"Rate per 1,000 Social Care Clients",55,51.6
2019/20,Orkney Islands,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",50,50.1
2019/20,Orkney Islands,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",5,4.7
2019/20,Orkney Islands,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",5,5
2019/20,Orkney Islands,75-84 years,Female,"Rate per 1,000 Social Care Clients",240,225.1
2019/20,Orkney Islands,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",230,230.2
2019/20,Orkney Islands,75-84 years,Male,"Rate per 1,000 Social Care Clients",140,131.3
2019/20,Orkney Islands,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",130,130.1
2019/20,Orkney Islands,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",10,9.4
2019/20,Orkney Islands,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",10,10
2019/20,Orkney Islands,85+ years,Female,"Rate per 1,000 Social Care Clients",225,211.1
2019/20,Orkney Islands,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",215,215.2
2019/20,Orkney Islands,85+ years,Male,"Rate per 1,000 Social Care Clients",105,98.5
2019/20,Orkney Islands,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",100,100.1
2019/20,Orkney Islands,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",5,4.7
2019/20,Orkney Islands,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",5,5
2019/20,Orkney Islands,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2019/20,Orkney Islands,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Orkney Islands,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2019/20,Orkney Islands,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Orkney Islands,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2019/20,Orkney Islands,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Orkney Islands,All Ages,Female,"Rate per 1,000 Social Care Clients",280,671.5
2020/21,Orkney Islands,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Orkney Islands,All Ages,Male,"Rate per 1,000 Social Care Clients",140,335.7
2020/21,Orkney Islands,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Orkney Islands,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Orkney Islands,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Orkney Islands,0-17 years,Female,"Rate per 1,000 Social Care Clients",0,0
2020/21,Orkney Islands,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Orkney Islands,0-17 years,Male,"Rate per 1,000 Social Care Clients",0,0
2020/21,Orkney Islands,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Orkney Islands,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Orkney Islands,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Orkney Islands,18-64 years,Female,"Rate per 1,000 Social Care Clients",10,24
2020/21,Orkney Islands,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Orkney Islands,18-64 years,Male,"Rate per 1,000 Social Care Clients",10,24
2020/21,Orkney Islands,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Orkney Islands,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Orkney Islands,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Orkney Islands,65-74 years,Female,"Rate per 1,000 Social Care Clients",25,60
2020/21,Orkney Islands,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Orkney Islands,65-74 years,Male,"Rate per 1,000 Social Care Clients",20,48
2020/21,Orkney Islands,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Orkney Islands,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Orkney Islands,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Orkney Islands,75-84 years,Female,"Rate per 1,000 Social Care Clients",90,215.8
2020/21,Orkney Islands,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Orkney Islands,75-84 years,Male,"Rate per 1,000 Social Care Clients",45,107.9
2020/21,Orkney Islands,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Orkney Islands,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Orkney Islands,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Orkney Islands,85+ years,Female,"Rate per 1,000 Social Care Clients",150,359.7
2020/21,Orkney Islands,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Orkney Islands,85+ years,Male,"Rate per 1,000 Social Care Clients",60,143.9
2020/21,Orkney Islands,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Orkney Islands,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Orkney Islands,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Orkney Islands,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2020/21,Orkney Islands,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Orkney Islands,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2020/21,Orkney Islands,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Orkney Islands,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Orkney Islands,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Perth and Kinross,All Ages,Female,"Rate per 1,000 Social Care Clients",4525,649
2017/18,Perth and Kinross,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",3330,651.8
2017/18,Perth and Kinross,All Ages,Male,"Rate per 1,000 Social Care Clients",2445,350.7
2017/18,Perth and Kinross,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",1780,348.4
2017/18,Perth and Kinross,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Perth and Kinross,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Perth and Kinross,0-17 years,Female,"Rate per 1,000 Social Care Clients",10,1.4
2017/18,Perth and Kinross,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Perth and Kinross,0-17 years,Male,"Rate per 1,000 Social Care Clients",15,2.2
2017/18,Perth and Kinross,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",5,1
2017/18,Perth and Kinross,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Perth and Kinross,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Perth and Kinross,18-64 years,Female,"Rate per 1,000 Social Care Clients",705,101.1
2017/18,Perth and Kinross,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",545,106.7
2017/18,Perth and Kinross,18-64 years,Male,"Rate per 1,000 Social Care Clients",580,83.2
2017/18,Perth and Kinross,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",425,83.2
2017/18,Perth and Kinross,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Perth and Kinross,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Perth and Kinross,65-74 years,Female,"Rate per 1,000 Social Care Clients",575,82.5
2017/18,Perth and Kinross,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",440,86.1
2017/18,Perth and Kinross,65-74 years,Male,"Rate per 1,000 Social Care Clients",370,53.1
2017/18,Perth and Kinross,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",260,50.9
2017/18,Perth and Kinross,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Perth and Kinross,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Perth and Kinross,75-84 years,Female,"Rate per 1,000 Social Care Clients",1320,189.3
2017/18,Perth and Kinross,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1000,195.7
2017/18,Perth and Kinross,75-84 years,Male,"Rate per 1,000 Social Care Clients",715,102.6
2017/18,Perth and Kinross,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",505,98.8
2017/18,Perth and Kinross,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Perth and Kinross,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Perth and Kinross,85+ years,Female,"Rate per 1,000 Social Care Clients",1920,275.4
2017/18,Perth and Kinross,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1340,262.3
2017/18,Perth and Kinross,85+ years,Male,"Rate per 1,000 Social Care Clients",765,109.7
2017/18,Perth and Kinross,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",585,114.5
2017/18,Perth and Kinross,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Perth and Kinross,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Perth and Kinross,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2017/18,Perth and Kinross,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Perth and Kinross,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2017/18,Perth and Kinross,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Perth and Kinross,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Perth and Kinross,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Perth and Kinross,All Ages,Female,"Rate per 1,000 Social Care Clients",4420,651.3
2018/19,Perth and Kinross,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",3440,651.3
2018/19,Perth and Kinross,All Ages,Male,"Rate per 1,000 Social Care Clients",2365,348.5
2018/19,Perth and Kinross,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",1840,348.4
2018/19,Perth and Kinross,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Perth and Kinross,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Perth and Kinross,0-17 years,Female,"Rate per 1,000 Social Care Clients",10,1.5
2018/19,Perth and Kinross,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",5,0.9
2018/19,Perth and Kinross,0-17 years,Male,"Rate per 1,000 Social Care Clients",10,1.5
2018/19,Perth and Kinross,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",5,0.9
2018/19,Perth and Kinross,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Perth and Kinross,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Perth and Kinross,18-64 years,Female,"Rate per 1,000 Social Care Clients",680,100.2
2018/19,Perth and Kinross,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",620,117.4
2018/19,Perth and Kinross,18-64 years,Male,"Rate per 1,000 Social Care Clients",535,78.8
2018/19,Perth and Kinross,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",445,84.2
2018/19,Perth and Kinross,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Perth and Kinross,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Perth and Kinross,65-74 years,Female,"Rate per 1,000 Social Care Clients",535,78.8
2018/19,Perth and Kinross,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",465,88
2018/19,Perth and Kinross,65-74 years,Male,"Rate per 1,000 Social Care Clients",365,53.8
2018/19,Perth and Kinross,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",275,52.1
2018/19,Perth and Kinross,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Perth and Kinross,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Perth and Kinross,75-84 years,Female,"Rate per 1,000 Social Care Clients",1345,198.2
2018/19,Perth and Kinross,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1075,203.5
2018/19,Perth and Kinross,75-84 years,Male,"Rate per 1,000 Social Care Clients",675,99.5
2018/19,Perth and Kinross,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",505,95.6
2018/19,Perth and Kinross,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Perth and Kinross,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Perth and Kinross,85+ years,Female,"Rate per 1,000 Social Care Clients",1850,272.6
2018/19,Perth and Kinross,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1275,241.4
2018/19,Perth and Kinross,85+ years,Male,"Rate per 1,000 Social Care Clients",785,115.7
2018/19,Perth and Kinross,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",615,116.4
2018/19,Perth and Kinross,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Perth and Kinross,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Perth and Kinross,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2018/19,Perth and Kinross,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Perth and Kinross,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2018/19,Perth and Kinross,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Perth and Kinross,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Perth and Kinross,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Perth and Kinross,All Ages,Female,"Rate per 1,000 Social Care Clients",4770,645.1
2019/20,Perth and Kinross,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",3685,651.3
2019/20,Perth and Kinross,All Ages,Male,"Rate per 1,000 Social Care Clients",2620,354.3
2019/20,Perth and Kinross,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",1975,349.1
2019/20,Perth and Kinross,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2019/20,Perth and Kinross,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Perth and Kinross,0-17 years,Female,"Rate per 1,000 Social Care Clients",10,1.4
2019/20,Perth and Kinross,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",5,0.9
2019/20,Perth and Kinross,0-17 years,Male,"Rate per 1,000 Social Care Clients",10,1.4
2019/20,Perth and Kinross,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Perth and Kinross,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2019/20,Perth and Kinross,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Perth and Kinross,18-64 years,Female,"Rate per 1,000 Social Care Clients",865,117
2019/20,Perth and Kinross,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",745,131.7
2019/20,Perth and Kinross,18-64 years,Male,"Rate per 1,000 Social Care Clients",615,83.2
2019/20,Perth and Kinross,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",500,88.4
2019/20,Perth and Kinross,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2019/20,Perth and Kinross,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Perth and Kinross,65-74 years,Female,"Rate per 1,000 Social Care Clients",595,80.5
2019/20,Perth and Kinross,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",500,88.4
2019/20,Perth and Kinross,65-74 years,Male,"Rate per 1,000 Social Care Clients",420,56.8
2019/20,Perth and Kinross,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",305,53.9
2019/20,Perth and Kinross,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2019/20,Perth and Kinross,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Perth and Kinross,75-84 years,Female,"Rate per 1,000 Social Care Clients",1365,184.6
2019/20,Perth and Kinross,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1075,190
2019/20,Perth and Kinross,75-84 years,Male,"Rate per 1,000 Social Care Clients",705,95.3
2019/20,Perth and Kinross,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",520,91.9
2019/20,Perth and Kinross,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2019/20,Perth and Kinross,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Perth and Kinross,85+ years,Female,"Rate per 1,000 Social Care Clients",1935,261.7
2019/20,Perth and Kinross,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1360,240.4
2019/20,Perth and Kinross,85+ years,Male,"Rate per 1,000 Social Care Clients",870,117.7
2019/20,Perth and Kinross,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",645,114
2019/20,Perth and Kinross,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2019/20,Perth and Kinross,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Perth and Kinross,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2019/20,Perth and Kinross,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Perth and Kinross,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2019/20,Perth and Kinross,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Perth and Kinross,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2019/20,Perth and Kinross,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Perth and Kinross,All Ages,Female,"Rate per 1,000 Social Care Clients",4745,642.4
2020/21,Perth and Kinross,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",4490,643.5
2020/21,Perth and Kinross,All Ages,Male,"Rate per 1,000 Social Care Clients",2640,357.4
2020/21,Perth and Kinross,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",2485,356.1
2020/21,Perth and Kinross,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Perth and Kinross,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Perth and Kinross,0-17 years,Female,"Rate per 1,000 Social Care Clients",10,1.4
2020/21,Perth and Kinross,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",10,1.4
2020/21,Perth and Kinross,0-17 years,Male,"Rate per 1,000 Social Care Clients",15,2
2020/21,Perth and Kinross,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",10,1.4
2020/21,Perth and Kinross,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Perth and Kinross,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Perth and Kinross,18-64 years,Female,"Rate per 1,000 Social Care Clients",940,127.3
2020/21,Perth and Kinross,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",915,131.1
2020/21,Perth and Kinross,18-64 years,Male,"Rate per 1,000 Social Care Clients",640,86.7
2020/21,Perth and Kinross,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",610,87.4
2020/21,Perth and Kinross,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Perth and Kinross,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Perth and Kinross,65-74 years,Female,"Rate per 1,000 Social Care Clients",570,77.2
2020/21,Perth and Kinross,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",550,78.8
2020/21,Perth and Kinross,65-74 years,Male,"Rate per 1,000 Social Care Clients",400,54.2
2020/21,Perth and Kinross,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",380,54.5
2020/21,Perth and Kinross,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Perth and Kinross,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Perth and Kinross,75-84 years,Female,"Rate per 1,000 Social Care Clients",1325,179.4
2020/21,Perth and Kinross,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1270,182
2020/21,Perth and Kinross,75-84 years,Male,"Rate per 1,000 Social Care Clients",710,96.1
2020/21,Perth and Kinross,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",675,96.7
2020/21,Perth and Kinross,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Perth and Kinross,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Perth and Kinross,85+ years,Female,"Rate per 1,000 Social Care Clients",1895,256.6
2020/21,Perth and Kinross,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1745,250.1
2020/21,Perth and Kinross,85+ years,Male,"Rate per 1,000 Social Care Clients",870,117.8
2020/21,Perth and Kinross,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",810,116.1
2020/21,Perth and Kinross,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Perth and Kinross,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Perth and Kinross,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2020/21,Perth and Kinross,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Perth and Kinross,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2020/21,Perth and Kinross,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Perth and Kinross,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Perth and Kinross,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Renfrewshire,All Ages,Female,"Rate per 1,000 Social Care Clients",4615,628.8
2017/18,Renfrewshire,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",3750,629
2017/18,Renfrewshire,All Ages,Male,"Rate per 1,000 Social Care Clients",2725,371.3
2017/18,Renfrewshire,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",2210,370.7
2017/18,Renfrewshire,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Renfrewshire,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Renfrewshire,0-17 years,Female,"Rate per 1,000 Social Care Clients",5,0.7
2017/18,Renfrewshire,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Renfrewshire,0-17 years,Male,"Rate per 1,000 Social Care Clients",15,2
2017/18,Renfrewshire,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",10,1.7
2017/18,Renfrewshire,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Renfrewshire,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Renfrewshire,18-64 years,Female,"Rate per 1,000 Social Care Clients",565,77
2017/18,Renfrewshire,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",490,82.2
2017/18,Renfrewshire,18-64 years,Male,"Rate per 1,000 Social Care Clients",660,89.9
2017/18,Renfrewshire,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",545,91.4
2017/18,Renfrewshire,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Renfrewshire,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Renfrewshire,65-74 years,Female,"Rate per 1,000 Social Care Clients",655,89.2
2017/18,Renfrewshire,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",580,97.3
2017/18,Renfrewshire,65-74 years,Male,"Rate per 1,000 Social Care Clients",525,71.5
2017/18,Renfrewshire,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",450,75.5
2017/18,Renfrewshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Renfrewshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Renfrewshire,75-84 years,Female,"Rate per 1,000 Social Care Clients",1665,226.9
2017/18,Renfrewshire,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1415,237.3
2017/18,Renfrewshire,75-84 years,Male,"Rate per 1,000 Social Care Clients",875,119.2
2017/18,Renfrewshire,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",710,119.1
2017/18,Renfrewshire,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Renfrewshire,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Renfrewshire,85+ years,Female,"Rate per 1,000 Social Care Clients",1715,233.7
2017/18,Renfrewshire,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1260,211.3
